"SCHOOL","STATE","CITY","NOC","PROGRAM","TYPE","DEPARTMENT","DELIVERY","DURATION","PREREQ","LINK","LOC_LAT","LOC_LONG","WORLD_RANK","COUNTRY","TEACHING","INTERNATIONAL","RESEARCH","CITATIONS","INCOME","TOTAL_SCORE","NUM_STUDENTS","STUDENT_STAFF_RATIO","INTERNATIONAL_STUDENTS","F_M_RATIO","YEAR","timesData"
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Business Analytics","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/",41.8727,-87.6511,"201-250","United States of America",40.9,"58.1",29.2,63.2,"38","-","24,313",9.2,"17%","53:47:00",2016,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Business Analytics","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/",41.8727,-87.6511,"201-225","United States of America",43,"53.4",34.1,55.1,"40.7","-","24,313",9.2,"17%","53:47:00",2015,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Business Analytics","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/",41.8727,-87.6511,"191","United States of America",45.5,"43.3",34.9,56.2,"31.1","45","24,313",9.2,"17%","53:47:00",2014,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Management Information Systems","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://www.uic.edu/depts/oar/grad/tuition_grad.html",41.8727,-87.6511,"167","United States of America",53.3,"27.2",43.9,43.3,"38.6","45.2","24,313",9.2,"17%","53:47:00",2012,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Management Information Systems","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://www.uic.edu/depts/oar/grad/tuition_grad.html",41.8727,-87.6511,"197","United States of America",57.8,"51.8",46.8,34.7,"-","46.4","24,313",9.2,"17%","53:47:00",2011,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Management Information Systems","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://www.uic.edu/depts/oar/grad/tuition_grad.html",41.8727,-87.6511,"184","United States of America",53.9,"29.1",42.6,52.9,"40.4","48","24,313",9.2,"17%","53:47:00",2013,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Management Information Systems","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://www.uic.edu/depts/oar/grad/tuition_grad.html",41.8727,-87.6511,"201-250","United States of America",40.9,"58.1",29.2,63.2,"38","-","24,313",9.2,"17%","53:47:00",2016,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Management Information Systems","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://www.uic.edu/depts/oar/grad/tuition_grad.html",41.8727,-87.6511,"201-225","United States of America",43,"53.4",34.1,55.1,"40.7","-","24,313",9.2,"17%","53:47:00",2015,1
"University of Illinois at Chicago","Illinois","Chicago",4,"Master of Science in Management Information Systems","M","Liautaud Graduate School of Business","Campus","32 credits","math, statistics, computer science","http://www.uic.edu/depts/oar/grad/tuition_grad.html",41.8727,-87.6511,"191","United States of America",45.5,"43.3",34.9,56.2,"31.1","45","24,313",9.2,"17%","53:47:00",2014,1
"University of Illinois at Springfield","Illinois","Springfield",1,"Graduate Certificate in Business Intelligence","C","Department of Management Information Systems","Online","9 credits","Not Available","http://mis.uis.edu/BIcertificate.html",39.7299,-89.6149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Science in Statistics: Analytics Concentration","M","Department of Statistics","Campus","30 credit hours","math, statistics","http://cs.illinois.edu/admissions/graduate/applications-process-requirements",40.1089,-88.2303,"29","United States of America",67.7,"43.9",79,77.8,"51.7","71.9","42,727",18.7,"20%","47:53:00",2015,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Science in Statistics: Analytics Concentration","M","Department of Statistics","Campus","30 credit hours","math, statistics","http://cs.illinois.edu/admissions/graduate/applications-process-requirements",40.1089,-88.2303,"31","United States of America",67.9,"50.7",81.3,81.5,"-","74.2","42,727",18.7,"20%","47:53:00",2012,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Science in Statistics: Analytics Concentration","M","Department of Statistics","Campus","30 credit hours","math, statistics","http://cs.illinois.edu/admissions/graduate/applications-process-requirements",40.1089,-88.2303,"33","United States of America",68.1,"55.9",80.9,72.9,"-","73","42,727",18.7,"20%","47:53:00",2011,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Science in Statistics: Analytics Concentration","M","Department of Statistics","Campus","30 credit hours","math, statistics","http://cs.illinois.edu/admissions/graduate/applications-process-requirements",40.1089,-88.2303,"29","United States of America",66,"41.1",78.9,79.4,"-","71.4","42,727",18.7,"20%","47:53:00",2014,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Science in Statistics: Analytics Concentration","M","Department of Statistics","Campus","30 credit hours","math, statistics","http://cs.illinois.edu/admissions/graduate/applications-process-requirements",40.1089,-88.2303,"33","United States of America",74.2,"36",84.9,80.8,"-","75.8","42,727",18.7,"20%","47:53:00",2013,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Science in Statistics: Analytics Concentration","M","Department of Statistics","Campus","30 credit hours","math, statistics","http://cs.illinois.edu/admissions/graduate/applications-process-requirements",40.1089,-88.2303,"36","United States of America",64.5,"45.8",81.2,86.8,"52.8","74.5","42,727",18.7,"20%","47:53:00",2016,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"MS in Information Management","M","School of Information Sciences","Campus or online","40 Credit Hours","Not Available","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now/online-mcs-data-science-degree-requirements",40.1089,-88.2303,"29","United States of America",67.7,"43.9",79,77.8,"51.7","71.9","42,727",18.7,"20%","47:53:00",2015,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"MS in Information Management","M","School of Information Sciences","Campus or online","40 Credit Hours","Not Available","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now/online-mcs-data-science-degree-requirements",40.1089,-88.2303,"31","United States of America",67.9,"50.7",81.3,81.5,"-","74.2","42,727",18.7,"20%","47:53:00",2012,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"MS in Information Management","M","School of Information Sciences","Campus or online","40 Credit Hours","Not Available","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now/online-mcs-data-science-degree-requirements",40.1089,-88.2303,"33","United States of America",68.1,"55.9",80.9,72.9,"-","73","42,727",18.7,"20%","47:53:00",2011,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"MS in Information Management","M","School of Information Sciences","Campus or online","40 Credit Hours","Not Available","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now/online-mcs-data-science-degree-requirements",40.1089,-88.2303,"29","United States of America",66,"41.1",78.9,79.4,"-","71.4","42,727",18.7,"20%","47:53:00",2014,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"MS in Information Management","M","School of Information Sciences","Campus or online","40 Credit Hours","Not Available","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now/online-mcs-data-science-degree-requirements",40.1089,-88.2303,"33","United States of America",74.2,"36",84.9,80.8,"-","75.8","42,727",18.7,"20%","47:53:00",2013,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"MS in Information Management","M","School of Information Sciences","Campus or online","40 Credit Hours","Not Available","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now/online-mcs-data-science-degree-requirements",40.1089,-88.2303,"36","United States of America",64.5,"45.8",81.2,86.8,"52.8","74.5","42,727",18.7,"20%","47:53:00",2016,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Computer Science in Data Science","M","The Department of Statistics, iSchool, and Coursera","Online","32 Credits","computer science, math","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now",40.1089,-88.2303,"29","United States of America",67.7,"43.9",79,77.8,"51.7","71.9","42,727",18.7,"20%","47:53:00",2015,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Computer Science in Data Science","M","The Department of Statistics, iSchool, and Coursera","Online","32 Credits","computer science, math","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now",40.1089,-88.2303,"31","United States of America",67.9,"50.7",81.3,81.5,"-","74.2","42,727",18.7,"20%","47:53:00",2012,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Computer Science in Data Science","M","The Department of Statistics, iSchool, and Coursera","Online","32 Credits","computer science, math","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now",40.1089,-88.2303,"33","United States of America",68.1,"55.9",80.9,72.9,"-","73","42,727",18.7,"20%","47:53:00",2011,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Computer Science in Data Science","M","The Department of Statistics, iSchool, and Coursera","Online","32 Credits","computer science, math","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now",40.1089,-88.2303,"29","United States of America",66,"41.1",78.9,79.4,"-","71.4","42,727",18.7,"20%","47:53:00",2014,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Computer Science in Data Science","M","The Department of Statistics, iSchool, and Coursera","Online","32 Credits","computer science, math","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now",40.1089,-88.2303,"33","United States of America",74.2,"36",84.9,80.8,"-","75.8","42,727",18.7,"20%","47:53:00",2013,1
"University of Illinois at Urbana-Champaign","Illinois","Champaign",3,"Master of Computer Science in Data Science","M","The Department of Statistics, iSchool, and Coursera","Online","32 Credits","computer science, math","http://cs.illinois.edu/prospective-students/graduate-students/mcs-ds-apply-now",40.1089,-88.2303,"36","United States of America",64.5,"45.8",81.2,86.8,"52.8","74.5","42,727",18.7,"20%","47:53:00",2016,1
"University of Iowa","Iowa","Iowa City",1,"Master of Science in Business Analytics","M","Henry B. Tippie College of Business","Campus","30 Credits","Not Available","http://tippie.uiowa.edu/business-analytics/",41.6607,-91.5357,"201-250","United States of America",41,"32.3",26.7,73.5,"54.1","-","27,526",11.6,"11%","52:48:00",2016,1
"University of Iowa","Iowa","Iowa City",1,"Master of Science in Business Analytics","M","Henry B. Tippie College of Business","Campus","30 Credits","Not Available","http://tippie.uiowa.edu/business-analytics/",41.6607,-91.5357,"175","United States of America",41.9,"31.7",33.5,71,"49.3","47.5","27,526",11.6,"11%","52:48:00",2015,1
"University of Iowa","Iowa","Iowa City",1,"Master of Science in Business Analytics","M","Henry B. Tippie College of Business","Campus","30 Credits","Not Available","http://tippie.uiowa.edu/business-analytics/",41.6607,-91.5357,"132","United States of America",48.6,"31.7",59.8,54.8,"-","53.3","27,526",11.6,"11%","52:48:00",2011,1
"University of Iowa","Iowa","Iowa City",1,"Master of Science in Business Analytics","M","Henry B. Tippie College of Business","Campus","30 Credits","Not Available","http://tippie.uiowa.edu/business-analytics/",41.6607,-91.5357,"141","United States of America",47.7,"21.9",42.1,61.3,"-","47.6","27,526",11.6,"11%","52:48:00",2012,1
"University of Iowa","Iowa","Iowa City",1,"Master of Science in Business Analytics","M","Henry B. Tippie College of Business","Campus","30 Credits","Not Available","http://tippie.uiowa.edu/business-analytics/",41.6607,-91.5357,"169","United States of America",49,"26.4",40.9,65.7,"-","49.3","27,526",11.6,"11%","52:48:00",2013,1
"University of Iowa","Iowa","Iowa City",1,"Master of Science in Business Analytics","M","Henry B. Tippie College of Business","Campus","30 Credits","Not Available","http://tippie.uiowa.edu/business-analytics/",41.6607,-91.5357,"161","United States of America",44.2,"29.3",31.6,70.4,"-","46.7","27,526",11.6,"11%","52:48:00",2014,1
"University of Kansas","Kansas","Lawrence",2,"Certificate in Business Analytics","C","School of Business","Campus","12 credits","Not Available","http://www.business.ku.edu/business-analytics",38.9574,-95.2459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Kansas","Kansas","Lawrence",2,"MBA for Working Professionals with Business Analytics Advanced Core","M","School of Business","Campus","42 credits","Not Available","http://www.business.ku.edu/business-analytics",38.9574,-95.2459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Louisville","Kentucky","Louisville",1,"Certificate in Data Mining","C","Department of Computer Engineering & Computer Science","Online or Campus","12 months","technical bachelor's degree","http://louisville.edu/speed/computer/graduate-studies/dataMining",38.2158,-85.7588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maine","Maine","Orono",2,"Graduate Certificate in Information Systems","C","School of Computing and Information Science","Online","15 Credits","computer science, math","http://gradcatalog.umaine.edu/preview_program.php?catoid=30&poid=3593&returnto=522",44.896,-68.6738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maine","Maine","Orono",2,"Master of Science in Information Systems","M","School of Computing and Information Science","Online","30 Credits","computer science, math","http://gradcatalog.umaine.edu/preview_program.php?catoid=30&poid=3593&returnto=522",44.896,-68.6738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maine at Farmington","Maine","Farmington",1,"Certificate in Applied Statistics","C","Department of Mathematics and Statistics","Campus","15 credits","math, statistics","http://usm.maine.edu/catalogs/2013-14/certificate-applied-statistics",44.668,-70.1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maryland-Baltimore County","Maryland","Baltimore",1,"Master of Science in Information Systems","M","Department of Information Science","Online","34 credit hours","Not Available","http://onlinems.umbc.edu/",39.2567,-76.7116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maryland-College Park","Maryland","College Park",4,"Master of Information Management","M","College of Information Studies","Campus","36 credits","Not Available","http://ischool.umd.edu/mim",38.9886,-76.9397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maryland-College Park","Maryland","College Park",4,"MS in Business, Marketing Analytics","M","Robert H. Smith School of Business","Campus","30 credit hours","Not Available","http://ischool.umd.edu/content/applying-mim-program",38.9886,-76.9397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maryland-College Park","Maryland","College Park",4,"Online MBA - Specialization in Information Systems & Business Analytics","M","Robert H. Smith School of Business","Online","21 months","Not Available","http://ischool.umd.edu/content/mim-curriculum",38.9886,-76.9397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maryland-College Park","Maryland","College Park",4,"Ph.D. in Information Studies - Concentration in Big Data/Data Science","M","College of Information Studies","Campus","27 Credit Hours","Not Available","http://ischool.umd.edu/tuition-fees",38.9886,-76.9397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Maryland-University College","Maryland","Adelphi",1,"Master of Science in Data Analytics","M","University of Maryland University College Graduate School","Online","39 credit hours","Not Available","http://www.umuc.edu/academic-programs/masters-degrees/data-analytics.cfm",38.9863,-76.9541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Massachusetts-Boston","Massachusetts","Boston",2,"Ph.D. in Business Administration - Information Systems for Data Science Track","M","College of Management","Campus","48 Credit Hours","math,computer science","https://www.umb.edu/academics/caps/certificates/business_analytics/admission",42.3145,-71.0387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Massachusetts-Boston","Massachusetts","Boston",2,"Graduate Certificate in Business Analytics","C","College of Advancing & Professional Studies","Online","4 courses","Not Available","https://www.umb.edu/academics/caps/certificates/business_analytics",42.3145,-71.0387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Massachusetts Amherst","Massachusetts","Amherst",2,"Graduate Certificate in Business Analytics","C","College of Management","Online","18 Credits","Not Available","http://www.umassonline.net/degrees/graduate-certificate-business-analytics",42.3861,-72.5261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Massachusetts Amherst","Massachusetts","Amherst",2,"Master of Science in Computer Science with Concentration in Data Science","M","College of Information and Computer Sciences","Campus","30 credits","computer science","http://www.umassonline.net/degrees/graduate-certificate-business-analytics",42.3861,-72.5261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Memphis","Tennessee","Memphis",1,"Master's Program in Bioinformatics","M","College of Arts and Sciences","Campus","37 credit hours","computer science, math, biology","http://memphis.edu/binf/",35.1159,-89.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Miami","Florida","Coral Gables",1,"Master of Science in Business Analytics","M","University of Miami School of Business","Campus","30 credits","Not Available","http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html",25.7204,-80.2765,"161","United States of America",41.7,"64",22.3,90.1,"35.5","51.9","15,286",5.7,"14%","50:50:00",2016,1
"University of Miami","Florida","Coral Gables",1,"Master of Science in Business Analytics","M","University of Miami School of Business","Campus","30 credits","Not Available","http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html",25.7204,-80.2765,"169","United States of America",42.7,"56.7",27.2,73.1,"-","48","15,286",5.7,"14%","50:50:00",2015,1
"University of Miami","Florida","Coral Gables",1,"Master of Science in Business Analytics","M","University of Miami School of Business","Campus","30 credits","Not Available","http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html",25.7204,-80.2765,"185","United States of America",43.2,"32.9",25.8,71.5,"-","45.3","15,286",5.7,"14%","50:50:00",2014,1
"University of Miami","Florida","Coral Gables",1,"Master of Science in Business Analytics","M","University of Miami School of Business","Campus","30 credits","Not Available","http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html",25.7204,-80.2765,"172","United States of America",45.7,"30.3",23.3,70.3,"-","44.8","15,286",5.7,"14%","50:50:00",2012,1
"University of Miami","Florida","Coral Gables",1,"Master of Science in Business Analytics","M","University of Miami School of Business","Campus","30 credits","Not Available","http://www.bus.miami.edu/graduate-programs/specialized-masters/analytics/index.html",25.7204,-80.2765,"193","United States of America",48.7,"33.1",27,69.7,"-","46.9","15,286",5.7,"14%","50:50:00",2013,1
"University of Michigan-Ann Arbor","Michigan","Ann Arbor",1,"Graduate Data Science (DS) Certificate Program","C","Trans-Disciplinary","Campus","12 credit hours","Not Available","http://midas.umich.edu/certificate/",42.2762,-83.7431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Michigan-Dearborn","Michigan","Dearborn",1,"Master of Science in Business Analytics","M","College of Business","Campus","30 credits","Not Available","http://umdearborn.edu/cob/ms-business-analytics/",42.3173,-83.2314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Minnesota-Twin Cities","Minnesota","Minneapolis",3,"Master of Science in Business Analytics (MSBA) - part-time","M","Carlson School of Management","Campus","45 credits, 3 years","math","http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics/admissions",44.9779,-93.2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Minnesota-Twin Cities","Minnesota","Minneapolis",3,"Master of Science in Business Analytics (MSBA) - full-time","M","Carlson School of Management","Campus","45 credits, 1 year","math","http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics",44.9779,-93.2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Minnesota-Twin Cities","Minnesota","Minneapolis",3,"Master's of Science in Data Science","M","College of Science & Engineering, College of Liberal Arts , and School of Public Health","Campus","31 Credits","technical bachelor's degree, math, statistics, computer science","http://carlsonschool.umn.edu/degrees/master-science-in-business-analytics",44.9779,-93.2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Missouri-Columbia","Missouri","Columbia",1,"Master of Science in Data and Analytics","M","School of Information Science and Learning Technologies, Computer Science Department","Online","34 credits","Not Available","http://dsa.missouri.edu/",38.941,-92.3264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Missouri-St Louis","Missouri","Saint Louis",1,"Graduate Certificate in Business Intelligence","C","Information Systems Department","Campus","18 hours","Not Available","http://mis.umsl.edu/M.S.%20in%20I.S./BICertificate.html",38.7113,-90.3089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Nebraska-Lincoln","Nebraska","Lincoln",1,"Business Analytics Graduate Certificate","C","College of Business Administration","Online","12 credits","statistics","http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/",40.8223,-96.7022,"301-350","United States of America",30.1,"45.8",30.2,53.5,"35.6","-","21,789",16.4,"9%","46:54:00",2016,1
"University of Nebraska-Lincoln","Nebraska","Lincoln",1,"Business Analytics Graduate Certificate","C","College of Business Administration","Online","12 credits","statistics","http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/",40.8223,-96.7022,"251-275","United States of America",32.6,"42",30,52.4,"34.2","-","21,789",16.4,"9%","46:54:00",2014,1
"University of Nebraska-Lincoln","Nebraska","Lincoln",1,"Business Analytics Graduate Certificate","C","College of Business Administration","Online","12 credits","statistics","http://cba.unl.edu/academic-programs/programs-and-degrees/business-analytics/",40.8223,-96.7022,"276-300","United States of America",31,"47.8",24.4,57.5,"35","-","21,789",16.4,"9%","46:54:00",2015,1
"University of New Hampshire-Main Campus","New Hampshire","Durham",2,"Graduate Certificate in Analytics","C","Graduate School","Campus","3 months","Not Available","http://www.unh.edu/analytics/graduate-certificate-analytics",43.1342,-70.9345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of New Hampshire-Main Campus","New Hampshire","Durham",2,"Master of Science in Analytics","M","Graduate School","Campus","36 credits","statistics","http://www.unh.edu/analytics/admissions",43.1342,-70.9345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of New Haven","Connecticut","West Haven",1,"M.B.A. - Business Intelligence Concentration","M","College of Business","Campus","30-54 credits","Not Available","http://catalog.newhaven.edu/preview_program.php?catoid=3&poid=673&returnto=604",41.2913,-72.9615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of North Carolina at Chapel Hill","North Carolina","Chapel Hill",1,"Graduate Certificate in Public Health Informatics","C","Gillings School of Global Public Health and School of Information and Library Science","Campus","12 credit hours","Not Available","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/",35.9122,-79.051,"47","United States of America",57.6,"35",55.3,90.2,"39.1","64.5","26,518",7.3,"8%","58:42:00",2014,1
"University of North Carolina at Chapel Hill","North Carolina","Chapel Hill",1,"Graduate Certificate in Public Health Informatics","C","Gillings School of Global Public Health and School of Information and Library Science","Campus","12 credit hours","Not Available","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/",35.9122,-79.051,"42","United States of America",70.4,"32.9",69.3,90.1,"40","72.4","26,518",7.3,"8%","58:42:00",2013,1
"University of North Carolina at Chapel Hill","North Carolina","Chapel Hill",1,"Graduate Certificate in Public Health Informatics","C","Gillings School of Global Public Health and School of Information and Library Science","Campus","12 credit hours","Not Available","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/",35.9122,-79.051,"63","United States of America",58,"39",54.5,95.9,"39.4","66.4","26,518",7.3,"8%","58:42:00",2016,1
"University of North Carolina at Chapel Hill","North Carolina","Chapel Hill",1,"Graduate Certificate in Public Health Informatics","C","Gillings School of Global Public Health and School of Information and Library Science","Campus","12 credit hours","Not Available","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/",35.9122,-79.051,"46","United States of America",57.9,"35.3",58.6,91,"40.5","65.9","26,518",7.3,"8%","58:42:00",2015,1
"University of North Carolina at Chapel Hill","North Carolina","Chapel Hill",1,"Graduate Certificate in Public Health Informatics","C","Gillings School of Global Public Health and School of Information and Library Science","Campus","12 credit hours","Not Available","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/",35.9122,-79.051,"43","United States of America",67.6,"20.2",62.6,92.6,"35.5","69.3","26,518",7.3,"8%","58:42:00",2012,1
"University of North Carolina at Chapel Hill","North Carolina","Chapel Hill",1,"Graduate Certificate in Public Health Informatics","C","Gillings School of Global Public Health and School of Information and Library Science","Campus","12 credit hours","Not Available","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/hpm-phi-overview/",35.9122,-79.051,"30","United States of America",70.9,"21.5",75.1,85,"50.2","73.8","26,518",7.3,"8%","58:42:00",2011,1
"University of North Carolina at Charlotte","North Carolina","Charlotte",4,"Graduate Certificate in Health Informatics","C","College of Computing and Informatics, College of Health and Human Serv","Campus","15 credits","Not Available","http://analytics.uncc.edu/graduate-certificate",35.3068,-80.7358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of North Carolina at Charlotte","North Carolina","Charlotte",4,"Professional Science Master's (PSM) in Data Science and Business Analytics (DSBA)","M","The Graduate School","Campus","33 credit hours","math, statistics","http://analytics.uncc.edu/admissions/tuition-and-fees",35.3068,-80.7358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of North Carolina at Charlotte","North Carolina","Charlotte",4,"Graduate Certificate in Data Science and Business Analytics","C","College of Computing and Informatics and the Belk College of Business","Campus","15 credit hours","math, statistics","http://analytics.uncc.edu/graduate-certificate",35.3068,-80.7358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of North Carolina at Charlotte","North Carolina","Charlotte",4,"M.S. in Mathematics with Concentration in Applied Statistics","M","Department of Mathematics and Statistics","Campus","33 semester hours","math, statistics, computer science","http://analytics.uncc.edu/graduate-certificate/course-map",35.3068,-80.7358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of North Carolina at Greensboro","North Carolina","Greensboro",1,"Graduate Certificate in Business Analytics","C","UNCG Bryan School of Business and Economics","Online","15 credit hours","Not Available","http://bae.uncg.edu/isscm/graduate/certificates/graduate-certificate-in-business-analytics-2/",36.0675,-79.8098,"501-600","United States of America",18.2,"17.4",15.3,43.1,"28.9","-","16,446",19.2,"2%","66:34:00",2016,1
"University of North Texas","Texas","Denton",1,"MS - Business Analytics","M","College of Business","Campus","36 credit hours","statistics, math, economics, computer science, financial accounting","http://www.cob.unt.edu/programs/masters/tracksheets/MS%20Business%20Analytics.pdf",33.211,-97.1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Business Analytics","M","Mendoza College of Business","Campus","30 credit hours","Not Available","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/",41.7031,-86.239,"63","United States of America",56.4,"35.6",45.1,89.1,"-","62.8","11,829",13.8,"10%","44:56:00",2011,1
"University of Notre Dame","Indiana","Notre Dame",2,"Master of Science in Business Analytics","M","Mendoza College of Business","Campus","30 credit hours","Not Available","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/admissions/",41.7031,-86.239,"90","United States of America",41.2,"47.5",34.7,91.8,"31.2","54.7","11,829",13.8,"10%","44:56:00",2014,1
