rank,song,artist,last-week,peak-rank,weeks-on-board,date
33,Wockesha,Moneybagg Yo,36,33,6,2021-06-12
34,Telepatia,Kali Uchis,44,34,15,2021-06-12
35,Back In Blood,Pooh Shiesty Featuring Lil Durk,38,13,22,2021-06-12
36,Gone,Dierks Bentley,55,36,12,2021-06-12
37,pov,Ariana Grande,45,37,13,2021-06-12
38,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,19,19,2,2021-06-12
39,Wants And Needs,Drake Featuring Lil Baby,46,2,13,2021-06-12
40,The Good Ones,Gabby Barrett,42,19,23,2021-06-12
41,What You Know Bout Love,Pop Smoke,43,9,39,2021-06-12
42,"Jealousy, Jealousy",Olivia Rodrigo,24,24,2,2021-06-12
43,Famous Friends,Chris Young + Kane Brown,52,43,10,2021-06-12
44,Hell Of A View,Eric Church,40,28,21,2021-06-12
45,pride.is.the.devil,J. Cole & Lil Baby,26,7,3,2021-06-12
46,On Me,Lil Baby,49,15,26,2021-06-12
47,Settling Down,Miranda Lambert,57,47,12,2021-06-12
48,Time Today,Moneybagg Yo,53,31,17,2021-06-12
49,Breaking Up Was Easy In The 90's,Sam Hunt,47,32,14,2021-06-12
50,Nobody,Dylan Scott,50,50,14,2021-06-12
51,Almost Maybes,Jordan Davis,56,51,19,2021-06-12
52,Hope Ur OK,Olivia Rodrigo,29,29,2,2021-06-12
53,Lil Bit,Nelly & Florida Georgia Line,62,53,11,2021-06-12
54,We're Good,Dua Lipa,54,31,16,2021-06-12
55,Ski,Young Thug & Gunna,64,18,7,2021-06-12
56,Build A Bitch,Bella Poarch,58,56,3,2021-06-12
57,Made For You,Jake Owen,65,32,15,2021-06-12
58,Miss The Rage,Trippie Redd & Playboi Carti,63,11,4,2021-06-12
59,No More Parties,Coi Leray Featuring Lil Durk,61,26,17,2021-06-12
60,Your Power,Billie Eilish,60,10,5,2021-06-12
61,Gang Gang,Polo G & Lil Wayne,33,33,2,2021-06-12
62,Killer,Eminem Featuring Jack Harlow & Cordae,,62,1,2021-06-12
63,Blame It On You,Jason Aldean,76,63,6,2021-06-12
64,Tell Em,Cochise & $NOT,,64,1,2021-06-12
65,amari,J. Cole,41,5,3,2021-06-12
66,Todo de Ti,Rauw Alejandro,,66,1,2021-06-12
67,Seeing Green,"Nicki Minaj, Drake & Lil Wayne",48,12,3,2021-06-12
68,Glad You Exist,Dan + Shay,75,63,17,2021-06-12
69,Minimum Wage,Blake Shelton,70,69,4,2021-06-12
70,Single Saturday Night,Cole Swindell,78,70,5,2021-06-12
71,One Too Many,Keith Urban Duet With P!nk,74,62,25,2021-06-12
72,Leave Before You Love Me,Marshmello X Jonas Brothers,85,72,2,2021-06-12
73,Quicksand,Morray,77,65,17,2021-06-12
74,4 Da Gang,42 Dugg & Roddy Ricch,67,67,9,2021-06-12
75,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,,75,1,2021-06-12
76,What's Next,Drake,73,1,13,2021-06-12
77,Way Less Sad,AJR,94,77,6,2021-06-12
78,Straightenin,Migos,69,38,3,2021-06-12
79,Tombstone,Rod Wave,82,11,11,2021-06-12
80,Maybach,42 Dugg Featuring Future,68,68,2,2021-06-12
81,Voice Of The Heroes,Lil Baby & Lil Durk,,81,1,2021-06-12
82,Twerkulator,City Girls,51,51,2,2021-06-12
83,Goosebumps,Travis Scott & HVME,84,47,20,2021-06-12
84,Solid,Young Thug & Gunna Featuring Drake,81,12,7,2021-06-12
85,Arcade,Duncan Laurence,88,78,8,2021-06-12
86,Follow You,Imagine Dragons,89,68,9,2021-06-12
87,Chasing After You,Ryan Hurd With Maren Morris,90,87,6,2021-06-12
88,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,93,83,11,2021-06-12
89,Country Again,Thomas Rhett,96,73,5,2021-06-12
90,Pick Up Your Feelings,Jazmine Sullivan,91,75,19,2021-06-12
91,The Business,Tiesto,,69,14,2021-06-12
92,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,79,6,2021-06-12
93,Things A Man Oughta Know,Lainey Wilson,100,93,3,2021-06-12
94,95.south,J. Cole,59,8,3,2021-06-12
95,Drankin N Smokin,Future & Lil Uzi Vert,95,31,18,2021-06-12
96,All I Know So Far,P!nk,87,74,3,2021-06-12
97,Hold On,Justin Bieber,86,20,13,2021-06-12
98,Wasted On You,Morgan Wallen,98,9,19,2021-06-12
99,Outside,MO3 X OG Bobby Billions,,99,1,2021-06-12
100,Botella Tras Botella,Gera MX + Christian Nodal,,60,4,2021-06-12
1,Butter,BTS,,1,1,2021-06-05
2,Good 4 U,Olivia Rodrigo,1,1,2,2021-06-05
3,Deja Vu,Olivia Rodrigo,21,3,8,2021-06-05
4,Levitating,Dua Lipa Featuring DaBaby,3,2,34,2021-06-05
5,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),4,1,12,2021-06-05
6,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,6,1,10,2021-06-05
7,Save Your Tears,The Weeknd & Ariana Grande,9,1,24,2021-06-05
8,Kiss Me More,Doja Cat Featuring SZA,10,5,7,2021-06-05
9,Traitor,Olivia Rodrigo,,9,1,2021-06-05
10,Astronaut In The Ocean,Masked Wolf,11,6,15,2021-06-05
11,Drivers License,Olivia Rodrigo,24,1,20,2021-06-05
12,Brutal,Olivia Rodrigo,,12,1,2021-06-05
13,Montero (Call Me By Your Name),Lil Nas X,18,1,9,2021-06-05
14,Enough For You,Olivia Rodrigo,,14,1,2021-06-05
15,Happier,Olivia Rodrigo,,15,1,2021-06-05
16,Without You,The Kid LAROI,16,8,25,2021-06-05
17,Rapstar,Polo G,15,1,7,2021-06-05
18,Favorite Crime,Olivia Rodrigo,,18,1,2021-06-05
19,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,,19,1,2021-06-05
20,Forever After All,Luke Combs,22,2,31,2021-06-05
21,my.life,"J. Cole, 21 Savage & Morray",2,2,2,2021-06-05
22,Blinding Lights,The Weeknd,23,1,77,2021-06-05
23,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,26,18,12,2021-06-05
24,"Jealousy, Jealousy",Olivia Rodrigo,,24,1,2021-06-05
25,Calling My Phone,Lil Tjay Featuring 6LACK,29,3,15,2021-06-05
26,pride.is.the.devil,J. Cole & Lil Baby,7,7,2,2021-06-05
27,Best Friend,Saweetie Featuring Doja Cat,30,14,20,2021-06-05
28,Up,Cardi B,27,1,16,2021-06-05
29,Hope Ur OK,Olivia Rodrigo,,29,1,2021-06-05
30,Heartbreak Anniversary,Giveon,32,17,15,2021-06-05
31,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,31,12,19,2021-06-05
32,Track Star,Mooski,44,31,14,2021-06-05
33,Gang Gang,Polo G & Lil Wayne,,33,1,2021-06-05
34,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,35,20,4,2021-06-05
35,Mood,24kGoldn Featuring iann dior,37,1,42,2021-06-05
36,Wockesha,Moneybagg Yo,39,36,5,2021-06-05
37,Heat Waves,Glass Animals,42,33,19,2021-06-05
38,Back In Blood,Pooh Shiesty Featuring Lil Durk,40,13,21,2021-06-05
39,My Ex's Best Friend,Machine Gun Kelly X blackbear,34,20,41,2021-06-05
40,Hell Of A View,Eric Church,36,28,20,2021-06-05
41,amari,J. Cole,5,5,2,2021-06-05
42,The Good Ones,Gabby Barrett,41,19,22,2021-06-05
43,What You Know Bout Love,Pop Smoke,45,9,38,2021-06-05
44,Telepatia,Kali Uchis,48,39,14,2021-06-05
45,pov,Ariana Grande,51,40,12,2021-06-05
46,Wants And Needs,Drake Featuring Lil Baby,49,2,12,2021-06-05
47,Breaking Up Was Easy In The 90's,Sam Hunt,43,32,13,2021-06-05
48,Seeing Green,"Nicki Minaj, Drake & Lil Wayne",12,12,2,2021-06-05
49,On Me,Lil Baby,47,15,25,2021-06-05
50,Nobody,Dylan Scott,59,50,13,2021-06-05
51,Twerkulator,City Girls,,51,1,2021-06-05
52,Famous Friends,Chris Young + Kane Brown,55,52,9,2021-06-05
53,Time Today,Moneybagg Yo,53,31,16,2021-06-05
54,We're Good,Dua Lipa,46,31,15,2021-06-05
55,Gone,Dierks Bentley,62,55,11,2021-06-05
56,Almost Maybes,Jordan Davis,61,56,18,2021-06-05
57,Settling Down,Miranda Lambert,57,49,11,2021-06-05
58,Build A Bitch,Bella Poarch,58,58,2,2021-06-05
59,95.south,J. Cole,8,8,2,2021-06-05
60,Your Power,Billie Eilish,54,10,4,2021-06-05
61,No More Parties,Coi Leray Featuring Lil Durk,60,26,16,2021-06-05
62,Lil Bit,Nelly & Florida Georgia Line,64,60,10,2021-06-05
63,Miss The Rage,Trippie Redd & Playboi Carti,50,11,3,2021-06-05
64,Ski,Young Thug & Gunna,63,18,6,2021-06-05
65,Made For You,Jake Owen,56,32,14,2021-06-05
66,Sun Goes Down,Lil Nas X,,66,1,2021-06-05
67,4 Da Gang,42 Dugg & Roddy Ricch,93,67,8,2021-06-05
68,Maybach,42 Dugg Featuring Future,,68,1,2021-06-05
69,Straightenin,Migos,38,38,2,2021-06-05
70,Minimum Wage,Blake Shelton,96,70,3,2021-06-05
71,interlude,J. Cole,17,8,3,2021-06-05
72,applying.pressure,J. Cole,13,13,2,2021-06-05
73,What's Next,Drake,66,1,12,2021-06-05
74,One Too Many,Keith Urban Duet With P!nk,69,62,24,2021-06-05
75,Glad You Exist,Dan + Shay,71,63,16,2021-06-05
76,Blame It On You,Jason Aldean,73,71,5,2021-06-05
77,Quicksand,Morray,70,65,16,2021-06-05
78,Single Saturday Night,Cole Swindell,77,77,4,2021-06-05
79,Streets,Doja Cat,68,16,20,2021-06-05
80,100.mil',J. Cole & Bas,14,14,2,2021-06-05
81,Solid,Young Thug & Gunna Featuring Drake,76,12,6,2021-06-05
82,Tombstone,Rod Wave,72,11,10,2021-06-05
83,let.go.my.hand,"J. Cole, Bas & 6LACK",19,19,2,2021-06-05
84,Goosebumps,Travis Scott & HVME,65,47,19,2021-06-05
85,Leave Before You Love Me,Marshmello X Jonas Brothers,,85,1,2021-06-05
86,Hold On,Justin Bieber,74,20,12,2021-06-05
87,All I Know So Far,P!nk,,74,2,2021-06-05
88,Arcade,Duncan Laurence,80,78,7,2021-06-05
89,Follow You,Imagine Dragons,75,68,8,2021-06-05
90,Chasing After You,Ryan Hurd With Maren Morris,87,87,5,2021-06-05
91,Pick Up Your Feelings,Jazmine Sullivan,81,75,18,2021-06-05
92,24 Hours,A Boogie Wit da Hoodie Featuring Lil Durk,,92,1,2021-06-05
93,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,83,83,10,2021-06-05
94,Way Less Sad,AJR,85,85,5,2021-06-05
95,Drankin N Smokin,Future & Lil Uzi Vert,86,31,17,2021-06-05
96,Country Again,Thomas Rhett,99,73,4,2021-06-05
97,punchin'.the.clock,J. Cole,20,20,2,2021-06-05
98,Wasted On You,Morgan Wallen,97,9,18,2021-06-05
99,the.climb.back,J. Cole,25,25,4,2021-06-05
100,Things A Man Oughta Know,Lainey Wilson,94,94,2,2021-06-05
1,Good 4 U,Olivia Rodrigo,,1,1,2021-05-29
2,my.life,"J. Cole, 21 Savage & Morray",,2,1,2021-05-29
3,Levitating,Dua Lipa Featuring DaBaby,2,2,33,2021-05-29
4,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,1,11,2021-05-29
5,amari,J. Cole,,5,1,2021-05-29
6,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,3,1,9,2021-05-29
7,pride.is.the.devil,J. Cole & Lil Baby,,7,1,2021-05-29
8,95.south,J. Cole,,8,1,2021-05-29
9,Save Your Tears,The Weeknd & Ariana Grande,4,1,23,2021-05-29
10,Kiss Me More,Doja Cat Featuring SZA,5,5,6,2021-05-29
11,Astronaut In The Ocean,Masked Wolf,6,6,14,2021-05-29
12,Seeing Green,"Nicki Minaj, Drake & Lil Wayne",,12,1,2021-05-29
13,applying.pressure,J. Cole,,13,1,2021-05-29
14,100.mil',J. Cole & Bas,,14,1,2021-05-29
15,Rapstar,Polo G,7,1,6,2021-05-29
16,Without You,The Kid LAROI,9,8,24,2021-05-29
17,interlude,J. Cole,8,8,2,2021-05-29
18,Montero (Call Me By Your Name),Lil Nas X,10,1,8,2021-05-29
19,let.go.my.hand,"J. Cole, Bas & 6LACK",,19,1,2021-05-29
20,punchin'.the.clock,J. Cole,,20,1,2021-05-29
21,Deja Vu,Olivia Rodrigo,17,8,7,2021-05-29
22,Forever After All,Luke Combs,22,2,30,2021-05-29
23,Blinding Lights,The Weeknd,12,1,76,2021-05-29
24,Drivers License,Olivia Rodrigo,16,1,19,2021-05-29
25,the.climb.back,J. Cole,,25,3,2021-05-29
26,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,18,18,11,2021-05-29
27,Up,Cardi B,14,1,15,2021-05-29
28,hunger.on.hillside,J. Cole & Bas,,28,1,2021-05-29
29,Calling My Phone,Lil Tjay Featuring 6LACK,13,3,14,2021-05-29
30,Best Friend,Saweetie Featuring Doja Cat,19,14,19,2021-05-29
31,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,15,12,18,2021-05-29
32,Heartbreak Anniversary,Giveon,23,17,14,2021-05-29
33,close,J. Cole,,33,1,2021-05-29
34,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,20,40,2021-05-29
35,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,21,20,3,2021-05-29
36,Hell Of A View,Eric Church,30,28,19,2021-05-29
37,Mood,24kGoldn Featuring iann dior,24,1,41,2021-05-29
38,Straightenin,Migos,,38,1,2021-05-29
39,Wockesha,Moneybagg Yo,42,39,4,2021-05-29
40,Back In Blood,Pooh Shiesty Featuring Lil Durk,26,13,20,2021-05-29
41,The Good Ones,Gabby Barrett,27,19,21,2021-05-29
42,Heat Waves,Glass Animals,33,33,18,2021-05-29
43,Breaking Up Was Easy In The 90's,Sam Hunt,32,32,12,2021-05-29
44,Track Star,Mooski,34,31,13,2021-05-29
45,What You Know Bout Love,Pop Smoke,28,9,37,2021-05-29
46,We're Good,Dua Lipa,31,31,14,2021-05-29
47,On Me,Lil Baby,25,15,24,2021-05-29
48,Telepatia,Kali Uchis,40,39,13,2021-05-29
49,Wants And Needs,Drake Featuring Lil Baby,38,2,11,2021-05-29
50,Miss The Rage,Trippie Redd & Playboi Carti,11,11,2,2021-05-29
51,pov,Ariana Grande,50,40,11,2021-05-29
52,Fractions,Nicki Minaj,,52,1,2021-05-29
53,Time Today,Moneybagg Yo,41,31,15,2021-05-29
54,Your Power,Billie Eilish,29,10,3,2021-05-29
55,Famous Friends,Chris Young + Kane Brown,61,55,8,2021-05-29
56,Made For You,Jake Owen,35,32,13,2021-05-29
57,Settling Down,Miranda Lambert,49,49,10,2021-05-29
58,Build A Bitch,Bella Poarch,,58,1,2021-05-29
59,Nobody,Dylan Scott,55,55,12,2021-05-29
60,No More Parties,Coi Leray Featuring Lil Durk,48,26,15,2021-05-29
61,Almost Maybes,Jordan Davis,64,61,17,2021-05-29
62,Gone,Dierks Bentley,59,59,10,2021-05-29
63,Ski,Young Thug & Gunna,51,18,5,2021-05-29
64,Lil Bit,Nelly & Florida Georgia Line,60,60,9,2021-05-29
65,Goosebumps,Travis Scott & HVME,47,47,18,2021-05-29
66,What's Next,Drake,52,1,11,2021-05-29
67,His & Hers,"Internet Money, Don Toliver & Lil Uzi Vert Featuring Gunna",,67,1,2021-05-29
68,Streets,Doja Cat,58,16,19,2021-05-29
69,One Too Many,Keith Urban Duet With P!nk,69,62,23,2021-05-29
70,Quicksand,Morray,66,65,15,2021-05-29
71,Glad You Exist,Dan + Shay,65,63,15,2021-05-29
72,Tombstone,Rod Wave,63,11,9,2021-05-29
73,Blame It On You,Jason Aldean,71,71,4,2021-05-29
74,Hold On,Justin Bieber,67,20,11,2021-05-29
75,Follow You,Imagine Dragons,68,68,7,2021-05-29
76,Solid,Young Thug & Gunna Featuring Drake,57,12,5,2021-05-29
77,Single Saturday Night,Cole Swindell,80,77,3,2021-05-29
78,White Teeth,YoungBoy Never Broke Again,,78,1,2021-05-29
79,The Business,Tiesto,70,69,13,2021-05-29
80,Arcade,Duncan Laurence,78,78,6,2021-05-29
81,Pick Up Your Feelings,Jazmine Sullivan,76,75,17,2021-05-29
82,Itty Bitty Piggy,Nicki Minaj,,82,1,2021-05-29
83,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,84,83,9,2021-05-29
84,Street Runner,Rod Wave,73,16,10,2021-05-29
85,Way Less Sad,AJR,85,85,4,2021-05-29
86,Drankin N Smokin,Future & Lil Uzi Vert,86,31,16,2021-05-29
87,Chasing After You,Ryan Hurd With Maren Morris,90,87,4,2021-05-29
88,La Noche de Anoche,Bad Bunny & Rosalia,83,53,17,2021-05-29
89,Come Through,H.E.R. Featuring Chris Brown,,64,2,2021-05-29
90,Shottas (Lala),Moneybagg Yo,72,35,4,2021-05-29
91,Never Left,Lil Tecca,56,56,2,2021-05-29
92,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,98,79,5,2021-05-29
93,4 Da Gang,42 Dugg & Roddy Ricch,87,67,7,2021-05-29
94,Things A Man Oughta Know,Lainey Wilson,,94,1,2021-05-29
95,Higher Power,Coldplay,53,53,2,2021-05-29
96,Minimum Wage,Blake Shelton,96,96,2,2021-05-29
97,Wasted On You,Morgan Wallen,,9,17,2021-05-29
98,Lady,Brett Young,79,52,19,2021-05-29
99,Country Again,Thomas Rhett,95,73,3,2021-05-29
100,Crocodile Teeth,Nicki Minaj & Skillibeng,,100,1,2021-05-29
1,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2,1,10,2021-05-22
2,Levitating,Dua Lipa Featuring DaBaby,4,2,32,2021-05-22
3,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,3,1,8,2021-05-22
4,Save Your Tears,The Weeknd & Ariana Grande,1,1,22,2021-05-22
5,Kiss Me More,Doja Cat Featuring SZA,5,5,5,2021-05-22
6,Astronaut In The Ocean,Masked Wolf,7,6,13,2021-05-22
7,Rapstar,Polo G,6,1,5,2021-05-22
8,interlude,J. Cole,,8,1,2021-05-22
9,Without You,The Kid LAROI,8,8,23,2021-05-22
10,Montero (Call Me By Your Name),Lil Nas X,9,1,7,2021-05-22
11,Miss The Rage,Trippie Redd & Playboi Carti,,11,1,2021-05-22
12,Blinding Lights,The Weeknd,11,1,75,2021-05-22
13,Calling My Phone,Lil Tjay Featuring 6LACK,13,3,13,2021-05-22
14,Up,Cardi B,12,1,14,2021-05-22
15,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,16,12,17,2021-05-22
16,Drivers License,Olivia Rodrigo,14,1,18,2021-05-22
17,Deja Vu,Olivia Rodrigo,15,8,6,2021-05-22
18,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,19,18,10,2021-05-22
19,Best Friend,Saweetie Featuring Doja Cat,17,14,18,2021-05-22
20,My Ex's Best Friend,Machine Gun Kelly X blackbear,21,20,39,2021-05-22
21,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,20,2,2021-05-22
22,Forever After All,Luke Combs,23,2,29,2021-05-22
23,Heartbreak Anniversary,Giveon,22,17,13,2021-05-22
24,Mood,24kGoldn Featuring iann dior,24,1,40,2021-05-22
25,On Me,Lil Baby,18,15,23,2021-05-22
26,Back In Blood,Pooh Shiesty Featuring Lil Durk,25,13,19,2021-05-22
27,The Good Ones,Gabby Barrett,27,19,20,2021-05-22
28,What You Know Bout Love,Pop Smoke,26,9,36,2021-05-22
