,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
10565,2012-03-12,blond,32.0,9.0,26025.0,M,doctorat,detective,90.92,oui,0
10566,2014-09-28,blond,28.0,7.0,44815.0,M,bac,forage,47.38,oui,0
10567,2013-04-12,chatain,21.0,7.0,29950.0,M,doctorat,geologie,92.77,non,0
10568,2013-01-06,brun,38.0,11.0,40951.0,F,licence,archeologie,72.14,oui,0
10569,2010-01-10,brun,17.0,7.0,27841.0,M,doctorat,geologie,73.91,non,1
10570,2011-03-26,brun,41.0,13.0,31684.0,F,master,geologie,104.99,non,0
10571,2011-05-24,brun,38.0,6.0,29019.0,M,master,geologie,94.15,non,0
10572,2013-09-28,blond,43.0,6.0,28705.0,M,master,geologie,95.99,oui,1
10573,2013-02-06,brun,43.0,9.0,33399.0,F,master,forage,88.07,non,0
10574,2012-08-08,brun,31.0,9.0,24876.0,M,doctorat,geologie,97.68,non,0
10575,2011-08-25,chatain,43.0,15.0,30712.0,F,doctorat,geologie,95.6,oui,0
10576,2014-04-17,brun,32.0,12.0,30964.0,F,master,archeologie,102.79,oui,0
10577,2012-03-01,chatain,29.0,10.0,18149.0,M,doctorat,geologie,67.55,non,1
10578,2013-12-14,chatain,45.0,9.0,28519.0,F,doctorat,detective,90.91,non,0
10579,2013-07-02,chatain,33.0,12.0,41731.0,M,master,forage,62.03,oui,0
10580,2010-11-02,brun,34.0,14.0,31150.0,M,master,geologie,65.96,non,0
10581,2013-01-16,brun,44.0,8.0,29911.0,F,master,detective,83.11,oui,0
10582,2012-04-04,brun,53.0,9.0,35062.0,M,doctorat,geologie,64.64,oui,1
10583,2012-12-23,blond,34.0,10.0,29663.0,M,master,geologie,90.04,non,0
10584,2010-03-20,chatain,37.0,8.0,36260.0,M,doctorat,geologie,76.94,oui,0
10585,2010-06-20,chatain,35.0,12.0,41769.0,F,master,archeologie,48.42,oui,0
10586,2014-12-20,chatain,32.0,6.0,27386.0,F,licence,detective,59.19,non,1
10587,2013-12-14,brun,37.0,10.0,41272.0,M,master,geologie,83.19,oui,1
10588,2014-06-03,roux,40.0,8.0,37094.0,M,bac,geologie,69.27,non,0
10589,2010-03-10,blond,25.0,6.0,34486.0,M,bac,geologie,38.95,non,0
10590,2010-06-13,blond,36.0,10.0,34394.0,M,licence,forage,67.16,non,0
10591,2014-06-16,brun,44.0,11.0,32330.0,M,master,geologie,75.21,non,0
10592,2012-07-02,roux,41.0,13.0,24368.0,F,licence,geologie,86.75,non,0
10593,2013-05-23,roux,46.0,9.0,38505.0,M,master,geologie,99.78,oui,1
10594,2014-10-09,brun,35.0,8.0,42038.0,M,licence,geologie,59.06,oui,0
10595,2014-07-09,blond,27.0,8.0,39805.0,M,licence,forage,71.08,non,0
10596,2011-07-19,roux,39.0,13.0,33645.0,M,bac,geologie,57.14,non,0
10597,2012-09-08,brun,51.0,14.0,36961.0,M,master,detective,93.68,oui,0
10598,2010-06-07,blond,26.0,9.0,46630.0,M,licence,detective,71.22,oui,0
10599,2014-05-20,brun,36.0,6.0,28818.0,F,master,geologie,104.35,non,0
10600,2013-01-16,roux,25.0,5.0,38948.0,M,master,geologie,68.7,oui,0
10601,2010-11-27,brun,31.0,8.0,28666.0,F,master,detective,86.56,non,0
10602,2013-11-07,brun,28.0,6.0,36023.0,M,master,geologie,93.75,non,0
10603,2011-01-28,chatain,57.0,12.0,39879.0,M,licence,detective,67.64,non,1
10604,2013-04-22,blond,34.0,12.0,32062.0,F,licence,forage,85.82,non,0
10605,2011-07-20,chatain,34.0,8.0,40764.0,F,master,geologie,82.71,oui,0
10606,2010-05-24,roux,40.0,12.0,29471.0,M,bac,geologie,80.31,non,0
10607,2012-05-01,blond,17.0,11.0,25594.0,M,doctorat,geologie,97.73,oui,0
10608,2010-09-15,blond,63.0,9.0,39042.0,F,licence,forage,90.14,oui,0
10609,2010-08-24,chatain,31.0,12.0,29889.0,M,master,geologie,74.4,non,0
10610,2014-10-31,chatain,40.0,7.0,37841.0,F,licence,geologie,67.01,non,0
10611,2012-12-01,blond,43.0,4.0,32125.0,F,master,detective,107.77,oui,0
10612,2013-07-31,blond,50.0,11.0,32334.0,M,master,forage,102.36,oui,0
10613,2011-07-05,brun,53.0,10.0,31549.0,F,master,detective,107.32,oui,0
10614,2013-11-30,roux,28.0,12.0,31879.0,M,licence,forage,73.13,non,0
10615,2010-04-22,chatain,43.0,7.0,27197.0,F,doctorat,forage,76.85,non,0
10616,2013-01-27,chatain,29.0,6.0,31047.0,F,doctorat,forage,110.95,oui,0
10617,2013-12-25,blond,29.0,13.0,46906.0,F,licence,forage,74.56,oui,1
10618,2013-08-25,brun,49.0,6.0,32376.0,M,master,geologie,87.88,oui,0
10619,2013-09-30,brun,44.0,8.0,21853.0,F,doctorat,geologie,101.38,non,0
10620,2013-06-12,chatain,8.0,13.0,33830.0,F,master,detective,80.83,non,0
10621,2011-07-08,brun,37.0,8.0,32321.0,F,master,forage,81.1,non,0
10622,2012-12-07,brun,36.0,9.0,37549.0,F,licence,detective,79.19,oui,0
10623,2014-09-15,chatain,34.0,6.0,40744.0,M,master,detective,67.95,oui,0
10624,2010-05-11,chatain,31.0,10.0,41904.0,M,licence,forage,46.29,non,0
10625,2013-07-06,roux,30.0,7.0,33721.0,F,licence,detective,96.74,oui,0
10626,2010-05-17,blond,41.0,10.0,28496.0,M,master,forage,89.07,non,0
10627,2010-11-29,blond,32.0,5.0,37147.0,M,licence,geologie,64.26,non,0
10628,2013-11-13,roux,30.0,10.0,37728.0,M,licence,forage,99.21,oui,1
10629,2012-04-16,brun,18.0,12.0,28536.0,M,master,geologie,75.74,non,0
10630,2011-08-14,chatain,36.0,7.0,36650.0,M,doctorat,forage,76.56,oui,0
10631,2010-08-09,brun,35.0,11.0,45418.0,F,licence,archeologie,86.19,oui,0
10632,2014-03-11,chatain,37.0,13.0,28663.0,F,master,detective,62.63,non,1
10633,2011-03-30,chatain,46.0,8.0,37246.0,F,licence,detective,80.31,non,0
10634,2012-10-21,blond,34.0,9.0,33409.0,M,licence,geologie,64.02,non,0
10635,2014-01-24,blond,33.0,10.0,42860.0,M,licence,forage,72.11,oui,0
10636,2013-10-27,chatain,15.0,11.0,18761.0,F,master,geologie,106.89,non,0
10637,2013-05-04,chatain,22.0,8.0,39904.0,F,licence,archeologie,90.5,oui,0
10638,2011-04-29,blond,28.0,8.0,42105.0,M,licence,forage,62.46,oui,0
10639,2013-08-16,roux,40.0,8.0,35568.0,M,licence,geologie,106.8,oui,1
10640,2010-08-23,brun,49.0,12.0,29231.0,M,doctorat,forage,105.67,oui,0
10641,2014-09-29,roux,43.0,11.0,35870.0,M,licence,geologie,72.88,non,0
10642,2014-05-26,brun,28.0,10.0,30995.0,M,doctorat,geologie,95.29,oui,0
10643,2011-03-11,brun,39.0,12.0,36746.0,M,licence,detective,76.64,non,1
10644,2012-03-26,chatain,46.0,6.0,43736.0,F,master,archeologie,83.77,oui,0
10645,2013-03-04,blond,44.0,13.0,43072.0,M,bac,geologie,59.79,non,0
10646,2011-06-26,brun,44.0,4.0,39557.0,M,master,archeologie,90.43,oui,0
10647,2012-07-01,brun,,11.0,36395.0,M,master,geologie,74.06,non,0
10648,2013-02-11,brun,46.0,5.0,33929.0,M,master,forage,70.31,non,0
10649,2014-01-12,blond,35.0,8.0,39556.0,M,licence,geologie,62.98,non,0
10650,2014-11-25,roux,40.0,14.0,29176.0,M,licence,geologie,93.86,non,0
10651,2011-05-09,roux,44.0,10.0,38037.0,M,bac,geologie,80.99,non,0
10652,2013-12-18,blond,27.0,11.0,36475.0,M,licence,geologie,66.61,non,0
10653,2013-11-28,blond,35.0,11.0,29870.0,F,licence,forage,80.77,non,0
10654,2013-11-29,blond,35.0,14.0,36433.0,M,licence,geologie,51.64,non,0
10655,2013-08-25,chatain,52.0,10.0,33872.0,M,master,geologie,83.0,non,0
10656,2011-11-05,chatain,45.0,12.0,36787.0,M,master,geologie,63.88,non,0
10657,2011-04-22,roux,49.0,7.0,27778.0,M,licence,geologie,76.45,non,0
10658,2010-07-06,blond,34.0,5.0,33917.0,F,bac,geologie,64.8,non,0
10659,2013-05-13,roux,21.0,7.0,38320.0,M,bac,detective,47.92,oui,0
10660,2013-10-22,brun,32.0,10.0,39542.0,F,master,archeologie,65.4,oui,0
10661,2014-03-18,chatain,30.0,4.0,29252.0,F,doctorat,archeologie,108.34,oui,0
10662,2014-11-08,chatain,39.0,9.0,,M,doctorat,geologie,86.56,non,0
10663,2012-04-15,brun,35.0,8.0,41359.0,M,licence,geologie,73.01,oui,1
10664,2010-11-17,brun,49.0,5.0,39513.0,M,licence,geologie,55.2,non,0
10665,2013-02-23,chatain,36.0,6.0,27643.0,F,master,geologie,75.71,non,0
10666,2010-07-12,roux,29.0,12.0,34637.0,M,master,detective,97.07,oui,0
10667,2014-08-11,roux,31.0,17.0,34979.0,M,bac,geologie,69.69,non,0
10668,2014-03-22,brun,32.0,10.0,42234.0,M,master,archeologie,72.27,,0
10669,2010-01-03,brun,25.0,8.0,36238.0,M,master,detective,80.26,oui,1
10670,2010-12-13,chatain,30.0,6.0,38240.0,M,master,geologie,66.19,non,0
10671,2010-08-13,brun,38.0,9.0,35421.0,F,bac,geologie,62.22,non,0
10672,2011-04-15,chatain,36.0,14.0,31369.0,M,master,forage,75.73,oui,0
10673,2014-01-23,blond,43.0,7.0,29006.0,M,master,geologie,87.72,oui,0
10674,2012-09-09,brun,28.0,11.0,32191.0,F,licence,forage,80.05,non,0
10675,2010-07-18,blond,36.0,8.0,30111.0,M,licence,geologie,84.12,non,0
10676,2014-11-14,brun,40.0,9.0,30776.0,M,master,geologie,75.71,non,0
10677,2013-09-10,blond,24.0,8.0,34089.0,M,licence,forage,78.06,non,0
10678,2010-05-24,brun,35.0,10.0,32632.0,F,master,detective,84.27,oui,0
10679,2013-02-08,roux,34.0,13.0,27412.0,F,licence,geologie,101.1,,0
10680,2014-07-07,roux,45.0,13.0,38768.0,M,licence,geologie,99.62,oui,1
10681,2013-05-24,brun,40.0,17.0,31415.0,F,master,geologie,86.94,non,0
10682,2012-02-05,chatain,35.0,6.0,34951.0,M,master,geologie,63.99,non,0
10683,2010-05-06,brun,27.0,8.0,31979.0,M,licence,geologie,75.95,non,0
10684,2013-10-06,brun,34.0,10.0,36043.0,M,licence,geologie,77.36,non,0
10685,2012-08-26,chatain,35.0,8.0,36006.0,M,doctorat,forage,92.25,oui,0
10686,2014-04-30,blond,25.0,10.0,37194.0,M,licence,detective,74.13,oui,0
10687,2010-09-07,blond,19.0,11.0,29174.0,M,licence,geologie,85.31,non,1
10688,2010-12-25,roux,39.0,9.0,41579.0,M,bac,forage,64.36,non,0
10689,2014-03-15,chatain,35.0,9.0,32912.0,F,doctorat,detective,83.28,oui,0
10690,2010-10-26,brun,40.0,7.0,38455.0,M,licence,geologie,69.73,non,1
10691,2011-08-19,blond,33.0,11.0,42489.0,F,bac,geologie,72.46,non,0
10692,2014-04-29,brun,36.0,8.0,42142.0,F,licence,archeologie,69.94,non,1
10693,2013-04-10,roux,53.0,8.0,34151.0,M,licence,forage,65.21,non,0
10694,2012-04-02,chatain,24.0,11.0,28822.0,F,doctorat,geologie,116.79,non,0
10695,2013-11-26,blond,37.0,10.0,23679.0,M,master,,97.57,non,0
10696,2011-03-10,chatain,27.0,13.0,34313.0,F,master,archeologie,83.58,oui,0
10697,2012-08-27,chatain,43.0,8.0,34516.0,M,master,archeologie,55.65,non,1
10698,2011-07-24,chatain,44.0,9.0,36217.0,M,doctorat,geologie,,oui,0
10699,2012-06-05,brun,15.0,9.0,33057.0,M,licence,geologie,61.96,non,0
10700,2013-01-22,brun,41.0,7.0,31878.0,F,bac,geologie,47.98,non,0
10701,2014-03-26,brun,31.0,12.0,37523.0,M,master,geologie,78.31,oui,0
10702,2012-11-17,brun,32.0,6.0,30914.0,M,master,geologie,83.22,oui,1
10703,2011-10-09,chatain,37.0,9.0,36153.0,M,doctorat,geologie,80.57,oui,0
10704,2010-10-30,blond,45.0,12.0,39657.0,M,bac,forage,59.05,,0
10705,2012-08-28,blond,36.0,9.0,32420.0,F,licence,detective,75.87,non,0
10706,2012-05-30,chatain,30.0,7.0,39988.0,F,bac,forage,57.27,non,0
10707,2010-09-24,blond,31.0,9.0,29870.0,F,licence,forage,84.72,non,0
10708,2014-08-14,chatain,52.0,9.0,27451.0,F,master,geologie,55.68,non,0
10709,2014-01-11,blond,29.0,8.0,40890.0,M,licence,geologie,39.11,non,0
10710,2011-10-30,blond,34.0,11.0,38205.0,M,master,forage,79.91,oui,0
10711,2011-12-10,blond,52.0,8.0,45253.0,M,bac,detective,51.86,oui,0
10712,2014-10-29,brun,31.0,6.0,35754.0,F,licence,forage,77.81,non,0
10713,2010-05-21,chatain,19.0,10.0,40116.0,F,doctorat,archeologie,89.81,oui,0
10714,2013-03-18,brun,31.0,7.0,28720.0,M,master,geologie,107.67,non,0
10715,2014-07-29,,47.0,12.0,29281.0,M,master,forage,92.39,oui,0
10716,2013-03-20,roux,39.0,9.0,31587.0,M,bac,geologie,77.28,non,0
10717,2010-04-15,chatain,35.0,9.0,25399.0,F,master,geologie,85.58,non,0
10718,2010-08-22,brun,18.0,13.0,40238.0,F,licence,forage,75.74,oui,0
10719,2011-01-06,brun,30.0,8.0,35973.0,M,master,detective,77.76,non,1
10720,2014-04-01,blond,31.0,12.0,25526.0,M,doctorat,geologie,95.73,oui,0
10721,2011-10-12,roux,39.0,8.0,37945.0,M,bac,geologie,38.52,non,0
10722,2011-06-21,roux,45.0,12.0,38277.0,M,bac,forage,55.34,non,0
10723,2012-04-30,chatain,42.0,3.0,35775.0,F,licence,geologie,77.26,non,0
10724,2012-05-09,blond,38.0,6.0,32833.0,F,licence,forage,71.54,non,0
10725,2010-07-06,brun,35.0,12.0,39500.0,F,licence,detective,53.86,non,0
10726,2010-05-17,blond,23.0,14.0,31664.0,M,licence,geologie,63.56,non,0
10727,2010-08-05,blond,22.0,9.0,34950.0,M,licence,forage,76.47,non,0
10728,2014-02-19,blond,48.0,9.0,35700.0,M,licence,geologie,73.59,non,0
10729,2010-10-29,chatain,37.0,4.0,47967.0,M,master,detective,69.68,oui,0
10730,2014-11-16,blond,33.0,11.0,41619.0,M,master,detective,79.11,oui,0
10731,2010-02-11,roux,24.0,8.0,30762.0,M,licence,geologie,90.63,non,1
10732,2010-03-30,chatain,37.0,11.0,35515.0,M,doctorat,geologie,86.19,oui,0
10733,2010-05-26,blond,32.0,12.0,35347.0,M,licence,geologie,60.15,non,0
10734,2011-10-17,blond,44.0,10.0,36174.0,M,master,geologie,60.39,oui,0
10735,2014-03-15,chatain,28.0,13.0,38935.0,M,master,geologie,84.03,non,0
10736,2010-02-03,brun,39.0,8.0,49261.0,F,bac,forage,52.25,non,0
10737,2012-10-04,chatain,32.0,4.0,27606.0,F,doctorat,archeologie,99.53,oui,0
10738,2010-09-02,roux,19.0,11.0,37834.0,F,bac,geologie,64.39,non,0
10739,2014-12-28,chatain,52.0,9.0,38118.0,F,licence,geologie,79.44,non,0
10740,2010-11-05,chatain,48.0,13.0,36431.0,F,master,forage,78.18,non,0
10741,2012-11-03,blond,31.0,11.0,33788.0,M,licence,geologie,76.97,non,0
10742,2014-05-06,brun,44.0,12.0,39621.0,M,master,geologie,77.01,oui,0
10743,2010-02-11,brun,35.0,8.0,35151.0,F,licence,detective,69.3,non,0
10744,2011-05-07,chatain,43.0,10.0,36898.0,F,master,detective,89.72,oui,0
10745,2014-02-10,brun,25.0,8.0,39761.0,F,licence,forage,85.42,oui,0
10746,2010-12-22,chatain,37.0,15.0,34157.0,F,master,geologie,70.81,non,0
10747,2013-09-04,blond,40.0,6.0,35949.0,M,licence,geologie,57.65,non,0
10748,2010-03-06,brun,44.0,12.0,38143.0,F,licence,detective,60.83,non,0
10749,2010-11-04,brun,21.0,4.0,33607.0,M,master,geologie,65.02,non,1
10750,2013-08-29,roux,30.0,9.0,38509.0,M,bac,geologie,61.82,non,0
10751,2010-11-24,blond,38.0,9.0,40053.0,M,licence,geologie,81.36,non,0
10752,2011-03-13,chatain,29.0,7.0,33625.0,F,master,archeologie,86.57,non,0
10753,2011-12-06,chatain,37.0,14.0,31762.0,F,master,geologie,81.57,non,0
10754,2013-05-03,blond,35.0,11.0,41527.0,M,licence,forage,91.57,oui,1
10755,2012-05-09,brun,58.0,10.0,31476.0,M,licence,geologie,65.79,non,0
10756,2011-10-23,blond,16.0,7.0,44110.0,M,master,geologie,93.18,oui,1
10757,2012-02-22,brun,22.0,9.0,35073.0,M,doctorat,detective,87.19,oui,0
10758,2013-09-20,chatain,48.0,8.0,28308.0,F,doctorat,forage,124.11,oui,0
10759,2013-10-10,brun,35.0,5.0,35181.0,F,licence,forage,68.8,non,0
10760,2014-01-04,brun,31.0,10.0,34924.0,M,master,geologie,74.77,non,0
10761,2010-06-10,roux,45.0,10.0,33737.0,M,master,archeologie,86.66,oui,0
10762,2012-03-15,brun,23.0,14.0,31288.0,M,doctorat,geologie,74.8,oui,0
10763,2014-02-19,blond,23.0,9.0,48898.0,M,bac,geologie,58.36,oui,0
10764,2012-02-29,blond,20.0,10.0,35084.0,M,licence,detective,86.03,non,1
10765,2014-12-21,brun,21.0,9.0,26409.0,F,master,detective,95.86,non,0
10766,2011-01-27,blond,21.0,8.0,36283.0,F,licence,detective,79.09,oui,0
10767,2012-02-12,brun,39.0,9.0,37961.0,M,master,geologie,76.77,non,0
10768,2013-05-18,brun,23.0,7.0,44149.0,M,licence,detective,60.13,oui,0
10769,2010-05-24,blond,35.0,7.0,28860.0,F,licence,geologie,90.36,non,0
10770,2010-06-16,brun,14.0,10.0,28380.0,F,licence,forage,68.35,non,0
10771,2014-03-15,chatain,38.0,14.0,36832.0,F,master,detective,73.0,oui,0
10772,2013-12-17,brun,28.0,10.0,39027.0,M,licence,geologie,57.91,non,0
10773,2013-04-06,chatain,30.0,12.0,30560.0,M,doctorat,detective,91.24,oui,0
10774,2013-05-31,chatain,34.0,13.0,38090.0,M,master,detective,68.24,oui,0
10775,2011-05-06,brun,35.0,3.0,31094.0,F,master,archeologie,74.11,non,1
10776,2013-11-11,chatain,40.0,5.0,35610.0,M,master,geologie,56.38,non,0
10777,2010-07-31,chatain,33.0,11.0,42570.0,F,master,archeologie,82.91,oui,0
10778,2014-12-13,chatain,36.0,3.0,36915.0,M,doctorat,forage,79.12,oui,0
10779,2012-02-28,brun,40.0,8.0,37095.0,F,licence,detective,73.14,non,0
10780,2010-05-29,roux,36.0,6.0,37129.0,F,bac,geologie,69.24,non,0
10781,2014-10-11,brun,38.0,7.0,39843.0,F,licence,forage,83.21,non,0
10782,2012-11-27,roux,26.0,5.0,26281.0,M,master,geologie,93.27,non,0
10783,2010-11-29,blond,46.0,9.0,28610.0,F,master,detective,114.55,oui,0
10784,2010-03-27,blond,53.0,9.0,27452.0,M,doctorat,forage,97.97,oui,0
10785,2012-05-19,chatain,32.0,,35074.0,M,master,forage,87.52,oui,0
10786,2011-11-21,brun,40.0,7.0,35800.0,F,master,detective,79.36,non,0
10787,2014-10-25,blond,49.0,11.0,34191.0,M,master,forage,98.41,oui,1
10788,2010-06-18,blond,56.0,10.0,34465.0,M,licence,geologie,53.9,non,0
10789,2014-02-06,roux,43.0,15.0,33962.0,M,bac,forage,79.26,non,0
10790,2012-06-03,chatain,28.0,12.0,34100.0,F,master,geologie,52.06,non,1
10791,2014-06-12,blond,54.0,12.0,31617.0,M,master,geologie,83.65,oui,0
10792,2012-11-30,chatain,29.0,10.0,37936.0,F,master,detective,72.31,non,0
10793,2012-03-20,brun,16.0,10.0,40495.0,M,master,archeologie,70.82,oui,0
10794,2013-05-15,chatain,38.0,6.0,38734.0,F,master,detective,61.83,oui,0
10795,2013-09-11,blond,35.0,12.0,29540.0,F,licence,geologie,90.84,non,0
10796,2013-02-10,brun,42.0,7.0,31280.0,F,master,detective,92.48,oui,0
10797,2010-07-21,brun,39.0,7.0,39183.0,M,licence,geologie,80.24,non,0
10798,2011-05-11,chatain,21.0,9.0,40722.0,M,master,geologie,80.3,non,0
10799,2013-03-06,brun,46.0,9.0,37599.0,M,master,forage,83.37,oui,0
10800,2014-12-28,brun,41.0,10.0,22151.0,F,master,forage,95.31,non,0
10801,2010-05-13,roux,47.0,8.0,41828.0,M,licence,geologie,62.08,oui,0
10802,2010-03-07,blond,42.0,13.0,45019.0,M,bac,geologie,43.84,non,0
10803,2013-08-28,blond,33.0,11.0,31244.0,M,doctorat,detective,96.54,oui,0
10804,2010-08-13,brun,39.0,3.0,37887.0,M,master,forage,64.49,oui,0
10805,2014-08-09,blond,34.0,7.0,33080.0,M,licence,geologie,77.23,non,0
10806,2013-09-19,roux,32.0,6.0,32585.0,M,licence,geologie,70.58,non,0
10807,2013-12-22,chatain,30.0,8.0,28792.0,F,master,forage,87.52,non,0
10808,2013-09-07,blond,50.0,5.0,34653.0,M,master,geologie,86.73,oui,0
10809,2013-06-06,chatain,28.0,9.0,37791.0,M,licence,geologie,45.72,non,1
10810,2012-07-13,blond,35.0,5.0,35833.0,M,licence,forage,71.23,non,0
10811,2012-01-19,chatain,54.0,11.0,44438.0,M,master,geologie,55.72,oui,0
10812,2014-08-18,blond,32.0,14.0,32178.0,F,licence,archeologie,80.68,non,0
10813,2012-07-29,chatain,50.0,10.0,38292.0,F,licence,forage,49.83,non,0
10814,2012-03-03,blond,61.0,5.0,26882.0,F,licence,geologie,68.65,non,0
10815,2013-01-12,brun,55.0,8.0,44384.0,M,bac,forage,57.85,non,0
10816,2013-07-03,blond,65.0,13.0,29672.0,M,master,geologie,85.61,,0
10817,2013-09-30,roux,37.0,9.0,37806.0,M,bac,geologie,69.17,non,0
10818,2010-11-14,blond,33.0,12.0,33974.0,F,licence,geologie,79.2,non,1
10819,2013-01-03,chatain,33.0,6.0,35278.0,F,master,geologie,84.98,non,0
10820,2012-02-19,chatain,20.0,13.0,38609.0,F,master,detective,75.01,oui,0
10821,2012-07-28,chatain,35.0,7.0,31336.0,F,doctorat,detective,81.41,oui,0
10822,2010-02-08,brun,41.0,11.0,27784.0,M,doctorat,detective,96.73,oui,0
10823,2012-02-20,brun,23.0,10.0,37804.0,F,master,detective,89.63,oui,0
10824,2014-07-19,roux,35.0,6.0,30370.0,M,bac,geologie,42.92,non,0
10825,2010-07-05,chatain,43.0,10.0,33661.0,F,master,archeologie,100.19,oui,0
10826,2011-05-25,blond,43.0,9.0,31665.0,F,licence,geologie,61.4,non,1
10827,2013-12-16,brun,47.0,12.0,31167.0,F,master,detective,93.46,non,0
10828,2013-06-02,roux,24.0,18.0,42167.0,M,licence,forage,67.88,oui,0
10829,2010-08-30,brun,40.0,8.0,33398.0,M,doctorat,geologie,100.31,oui,0
10830,2011-11-29,brun,36.0,7.0,29535.0,M,master,geologie,62.67,non,0
10831,2011-09-20,brun,12.0,9.0,35861.0,M,licence,forage,66.6,non,0
10832,2011-03-13,blond,50.0,10.0,42857.0,M,licence,forage,54.11,oui,0
10833,2012-10-14,chatain,39.0,14.0,38042.0,M,licence,geologie,52.29,non,0
10834,2013-06-18,brun,33.0,12.0,31275.0,F,master,geologie,82.81,non,0
10835,2010-09-24,chatain,38.0,11.0,30986.0,F,master,geologie,78.88,non,0
10836,2012-02-20,blond,40.0,11.0,26922.0,F,master,geologie,104.59,non,0
10837,2013-03-01,roux,39.0,8.0,33525.0,M,licence,geologie,48.32,non,0
10838,2010-05-12,roux,30.0,8.0,28947.0,M,master,detective,108.42,oui,0
10839,2013-08-30,brun,25.0,9.0,40102.0,M,licence,geologie,57.83,non,0
10840,2010-05-15,chatain,44.0,11.0,27116.0,F,master,geologie,65.24,non,0
10841,2014-04-19,blond,36.0,12.0,36117.0,F,licence,geologie,85.15,non,0
10842,2012-07-21,blond,48.0,8.0,41293.0,M,bac,geologie,48.83,non,0
10843,2012-05-09,chatain,28.0,11.0,34887.0,M,doctorat,geologie,64.6,oui,1
10844,2013-04-01,chatain,44.0,4.0,38200.0,M,doctorat,geologie,70.31,oui,1
10845,2010-07-20,brun,34.0,9.0,41483.0,M,bac,forage,56.35,non,0
10846,2013-05-19,brun,36.0,9.0,32161.0,F,doctorat,detective,102.88,oui,0
10847,2010-05-26,brun,22.0,12.0,41328.0,F,bac,geologie,52.39,non,0
10848,2010-07-19,blond,33.0,11.0,33610.0,M,licence,geologie,85.83,non,0
10849,2011-11-23,blond,40.0,6.0,40782.0,F,licence,geologie,82.11,oui,1
10850,2013-12-18,chatain,34.0,8.0,29725.0,F,master,detective,86.27,oui,0
10851,2014-09-09,blond,28.0,9.0,44557.0,M,bac,forage,56.31,non,0
10852,2013-12-22,brun,32.0,11.0,31540.0,M,master,geologie,81.2,non,0
10853,2010-10-01,brun,41.0,12.0,41186.0,M,licence,forage,71.26,oui,0
10854,2012-05-14,chatain,40.0,11.0,43847.0,M,licence,geologie,31.62,non,0
10855,2012-04-08,blond,39.0,15.0,30181.0,F,master,detective,85.4,oui,0
10856,2010-05-31,brun,35.0,11.0,33906.0,F,licence,detective,71.07,non,0
10857,2010-08-03,blond,45.0,15.0,30366.0,M,master,geologie,72.5,non,0
10858,2013-05-25,roux,22.0,6.0,38563.0,M,licence,forage,101.49,oui,1
10859,2010-11-15,chatain,25.0,9.0,31117.0,F,doctorat,geologie,87.22,non,0
10860,2013-02-03,blond,34.0,11.0,37513.0,M,licence,geologie,77.39,non,0
10861,2013-04-27,brun,39.0,12.0,42318.0,M,licence,forage,37.43,non,0
10862,2010-08-21,blond,48.0,7.0,35101.0,M,licence,forage,64.7,non,0
10863,2013-02-12,brun,28.0,11.0,35147.0,M,master,detective,64.27,non,0
10864,2013-04-22,blond,36.0,16.0,25123.0,M,licence,geologie,96.24,non,0
10865,2014-12-29,chatain,26.0,8.0,33912.0,M,doctorat,forage,89.36,oui,0
10866,2013-07-15,blond,42.0,10.0,31570.0,M,licence,forage,78.26,non,1
10867,2011-04-08,chatain,32.0,7.0,22492.0,F,master,geologie,79.5,non,0
10868,2012-09-10,chatain,25.0,7.0,42251.0,F,licence,archeologie,75.8,oui,0
10869,2014-08-07,brun,46.0,13.0,37497.0,F,master,forage,82.24,oui,0
10870,2013-09-11,blond,22.0,8.0,33029.0,M,bac,geologie,63.84,non,0
10871,2014-05-07,chatain,46.0,14.0,39462.0,M,master,forage,60.94,oui,0
10872,2010-07-31,chatain,50.0,16.0,24088.0,F,master,geologie,101.74,non,0
10873,2011-02-07,chatain,30.0,14.0,41146.0,F,licence,forage,70.46,non,0
10874,2012-12-10,brun,21.0,8.0,30886.0,M,master,forage,88.55,oui,0
10875,2013-06-21,chatain,23.0,9.0,38616.0,F,master,forage,73.4,oui,0
10876,2012-04-15,brun,34.0,14.0,30675.0,F,licence,archeologie,68.3,non,1
10877,2012-10-05,roux,37.0,6.0,38006.0,M,bac,geologie,67.29,non,0
10878,2012-04-20,blond,35.0,13.0,30052.0,F,master,detective,75.08,non,0
10879,2013-02-20,blond,35.0,13.0,32428.0,F,licence,forage,60.74,non,0
10880,2014-04-08,blond,44.0,7.0,36143.0,M,licence,geologie,84.32,non,0
10881,2014-11-25,chatain,23.0,9.0,35866.0,F,master,archeologie,82.89,oui,0
10882,2010-04-24,blond,45.0,10.0,41073.0,M,licence,forage,72.6,oui,0
10883,2011-02-27,blond,35.0,9.0,31398.0,M,master,geologie,74.05,non,0
10884,2013-07-25,brun,30.0,8.0,39781.0,F,licence,detective,49.65,non,0
10885,2014-11-07,brun,44.0,7.0,25620.0,F,master,geologie,81.67,non,0
10886,2014-03-23,chatain,38.0,6.0,38410.0,M,master,forage,64.52,non,0
10887,2010-10-24,brun,30.0,16.0,28509.0,F,master,detective,88.23,non,0
