,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
37446,42,technician,married,professional.course,no,yes,no,cellular,aug,wed,246,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2,no
23533,42,management,married,university.degree,no,yes,no,cellular,aug,thu,161,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
19046,37,admin.,married,university.degree,no,yes,no,cellular,aug,tue,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
29393,45,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,158,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
32288,40,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,fri,1080,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes
5748,37,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
8044,34,admin.,married,university.degree,no,no,no,telephone,jun,mon,230,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
26722,56,management,married,university.degree,no,yes,no,cellular,nov,thu,149,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
25293,41,technician,single,professional.course,unknown,yes,no,cellular,nov,tue,68,2,4,1,success,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
37627,23,technician,married,professional.course,no,yes,no,cellular,aug,mon,341,1,3,2,success,-2.9,92.20100000000001,-31.4,0.861,5076.2,yes
30501,30,unemployed,married,high.school,no,yes,no,cellular,may,mon,214,3,3,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
12549,51,blue-collar,married,high.school,no,no,no,cellular,jul,mon,110,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
14533,37,services,married,high.school,no,no,yes,cellular,jul,tue,126,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
3960,54,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,351,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
28923,28,student,married,university.degree,unknown,yes,no,cellular,apr,fri,346,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28008,30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,739,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
5097,36,services,single,basic.9y,unknown,no,yes,telephone,may,fri,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19943,34,admin.,divorced,high.school,no,no,no,cellular,aug,fri,178,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
33997,53,admin.,married,basic.9y,no,yes,yes,cellular,may,wed,674,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
7674,44,admin.,married,high.school,no,no,no,telephone,may,fri,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
9146,44,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,fri,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28494,57,technician,married,professional.course,no,yes,no,cellular,apr,tue,232,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
35028,32,admin.,divorced,high.school,no,no,no,cellular,may,fri,25,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
40083,46,admin.,married,university.degree,no,yes,no,cellular,jul,fri,341,3,999,0,nonexistent,-1.7,94.215,-40.3,0.8220000000000001,4991.6,yes
11866,55,technician,married,professional.course,no,yes,yes,telephone,jun,fri,61,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37489,39,unemployed,married,high.school,no,no,no,cellular,aug,thu,192,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes
40065,21,student,single,unknown,no,no,no,telephone,jul,thu,250,1,12,1,success,-1.7,94.215,-40.3,0.81,4991.6,yes
19383,34,unknown,married,unknown,unknown,no,no,cellular,aug,wed,245,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
38000,39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,261,1,3,1,success,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,yes
16934,34,admin.,single,unknown,unknown,yes,no,cellular,jul,thu,51,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
28054,28,blue-collar,single,high.school,no,yes,no,cellular,apr,thu,329,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
37638,29,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,33,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,no
17607,49,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,mon,1065,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
29649,55,services,married,high.school,no,yes,yes,cellular,apr,mon,691,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
17074,27,services,single,high.school,no,no,yes,cellular,jul,fri,616,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
8221,36,management,married,university.degree,unknown,no,no,telephone,jun,tue,65,13,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39924,30,admin.,single,university.degree,no,yes,no,telephone,jun,thu,316,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,no
36038,31,admin.,married,high.school,no,yes,no,cellular,may,tue,208,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
37345,30,admin.,married,university.degree,no,no,no,cellular,aug,tue,139,3,6,1,success,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
28627,51,entrepreneur,married,illiterate,no,yes,no,cellular,apr,thu,838,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
39117,26,technician,single,university.degree,no,yes,no,cellular,dec,tue,296,1,5,1,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,yes
28628,63,retired,married,unknown,no,yes,no,cellular,apr,thu,144,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
38417,36,admin.,married,university.degree,no,no,no,cellular,oct,wed,135,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,yes
3219,39,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,651,23,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
11196,38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
25941,35,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,1028,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
8764,33,admin.,single,professional.course,no,no,no,telephone,jun,thu,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
21200,38,technician,married,university.degree,no,no,no,cellular,aug,mon,219,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28114,41,admin.,married,basic.6y,no,no,no,cellular,apr,fri,1203,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,yes
13531,33,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,854,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
40556,69,retired,married,high.school,no,yes,yes,cellular,sep,wed,840,1,6,2,success,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
22843,48,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,248,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17139,42,technician,single,professional.course,no,yes,no,cellular,jul,fri,98,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
17147,46,technician,divorced,university.degree,unknown,yes,no,telephone,jul,fri,1946,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
15102,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,118,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
25124,50,admin.,single,university.degree,no,yes,no,cellular,nov,tue,123,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
18326,42,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,962,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
39738,28,admin.,single,university.degree,no,no,no,cellular,may,wed,135,2,3,2,success,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
28386,35,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,thu,311,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
33095,36,admin.,married,university.degree,no,yes,yes,cellular,may,tue,106,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
37260,76,retired,married,university.degree,no,no,no,cellular,aug,fri,233,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,yes
28275,32,technician,single,university.degree,no,no,no,cellular,apr,wed,59,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
27767,34,technician,single,professional.course,no,no,no,cellular,mar,fri,301,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.726,5099.1,yes
20918,36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1217,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
40239,59,management,married,basic.4y,no,yes,no,cellular,jul,fri,351,3,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes
2769,40,services,single,high.school,no,yes,no,telephone,may,wed,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
40261,24,technician,single,professional.course,no,yes,no,cellular,jul,mon,607,3,13,1,success,-1.7,94.215,-40.3,0.889,4991.6,yes
11931,45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,924,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
21967,59,management,married,university.degree,no,no,no,cellular,aug,wed,414,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
10865,35,technician,married,professional.course,no,no,no,telephone,jun,wed,1528,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
28083,32,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,482,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,yes
39124,73,retired,divorced,high.school,no,no,yes,cellular,dec,tue,63,3,6,2,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,yes
17653,53,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,209,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
35837,26,technician,single,university.degree,no,no,no,cellular,may,fri,199,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,yes
37155,37,admin.,married,high.school,no,no,no,cellular,aug,wed,179,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
36302,32,admin.,single,university.degree,no,yes,no,cellular,jun,mon,253,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
16326,38,technician,married,high.school,no,yes,no,cellular,jul,tue,1037,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
21095,35,technician,married,university.degree,no,unknown,unknown,cellular,aug,thu,1579,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,yes
27082,34,admin.,married,university.degree,no,no,no,cellular,nov,fri,467,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
11345,47,services,single,basic.9y,no,unknown,unknown,telephone,jun,thu,835,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
8429,34,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8804,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,812,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,yes
26196,33,technician,married,professional.course,no,yes,no,cellular,nov,thu,51,7,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
37675,74,retired,divorced,basic.4y,no,yes,no,cellular,aug,wed,536,1,13,1,success,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,yes
10267,40,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,55,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
35191,33,services,married,high.school,no,yes,no,cellular,may,fri,521,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
817,36,housemaid,married,basic.4y,no,yes,no,telephone,may,wed,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40719,32,unemployed,married,high.school,no,no,no,telephone,sep,tue,6,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,no
36123,54,unemployed,married,basic.9y,no,no,no,cellular,may,wed,193,1,3,1,success,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes
26927,30,management,single,high.school,no,no,no,cellular,nov,thu,952,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
1062,42,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,42,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30744,34,blue-collar,married,high.school,no,yes,no,cellular,may,tue,863,1,3,2,success,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes
37529,57,admin.,single,high.school,no,yes,no,cellular,aug,thu,479,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes
6129,31,admin.,married,high.school,no,yes,no,telephone,may,tue,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29005,45,blue-collar,married,unknown,no,no,no,cellular,apr,fri,106,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40500,32,admin.,married,university.degree,no,no,no,telephone,aug,fri,75,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
12225,32,housemaid,married,basic.9y,no,no,no,telephone,jul,thu,149,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
36268,37,admin.,married,university.degree,no,yes,yes,cellular,jun,mon,412,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
17041,52,blue-collar,married,unknown,unknown,yes,no,cellular,jul,fri,31,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
22936,36,technician,married,high.school,no,yes,no,cellular,aug,mon,630,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
17229,52,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,36,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38912,56,retired,married,university.degree,no,yes,no,cellular,nov,wed,968,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,yes
33416,48,management,married,basic.9y,no,yes,yes,cellular,may,tue,955,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes
14549,32,services,married,high.school,no,no,no,cellular,jul,tue,135,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
9328,55,admin.,married,high.school,no,unknown,unknown,telephone,jun,fri,92,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26676,32,management,single,university.degree,no,no,no,cellular,nov,thu,500,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
5004,36,blue-collar,married,high.school,unknown,no,no,telephone,may,wed,713,4,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
30135,60,retired,married,high.school,no,no,no,cellular,apr,thu,400,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
22850,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,324,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9713,39,self-employed,married,university.degree,no,no,no,telephone,jun,mon,135,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7610,38,technician,single,university.degree,no,unknown,unknown,telephone,may,fri,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28591,33,admin.,married,university.degree,no,no,no,cellular,apr,wed,441,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
10162,44,admin.,single,university.degree,no,yes,no,telephone,jun,thu,541,17,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
37716,71,retired,single,university.degree,no,yes,no,cellular,aug,thu,217,1,6,2,failure,-2.9,92.20100000000001,-31.4,0.851,5076.2,yes
22176,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,173,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39970,36,management,married,university.degree,no,no,no,cellular,jun,tue,265,1,999,1,failure,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes
25999,49,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,47,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
36483,28,admin.,single,high.school,no,no,no,cellular,jun,wed,198,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
14729,59,retired,married,university.degree,unknown,no,no,cellular,jul,wed,767,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
2962,47,technician,married,professional.course,unknown,no,no,telephone,may,wed,301,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3281,44,services,married,high.school,unknown,yes,no,telephone,may,thu,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
25673,51,self-employed,divorced,university.degree,no,yes,no,cellular,nov,wed,670,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
39784,25,services,single,unknown,no,yes,no,cellular,jun,tue,318,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7020000000000001,4991.6,yes
31140,31,blue-collar,single,high.school,no,yes,no,cellular,may,wed,291,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
9904,50,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,586,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
1416,53,retired,married,basic.6y,unknown,no,yes,telephone,may,thu,298,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
16390,45,retired,married,basic.4y,no,no,no,cellular,jul,wed,390,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
38012,34,technician,married,professional.course,no,yes,yes,telephone,sep,tue,376,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,yes
30106,38,technician,married,professional.course,no,yes,no,cellular,apr,mon,90,2,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
37916,18,student,single,unknown,no,no,no,cellular,sep,thu,385,1,3,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,yes
28795,32,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,772,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
28871,31,student,single,unknown,unknown,no,yes,cellular,apr,thu,246,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
36939,50,admin.,married,high.school,no,no,no,cellular,jul,wed,140,3,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,yes
34902,29,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,607,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
36744,25,student,single,unknown,no,no,no,cellular,jun,mon,301,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
34433,28,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,307,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
3201,57,blue-collar,married,unknown,unknown,yes,no,telephone,may,thu,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30831,45,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,tue,623,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
12098,28,technician,single,university.degree,no,no,no,telephone,jun,mon,125,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
19145,36,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
27181,40,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,fri,893,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
35475,33,management,married,university.degree,no,yes,no,cellular,may,mon,259,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
38319,33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes
20262,34,admin.,single,university.degree,unknown,yes,yes,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27850,21,student,single,high.school,no,no,no,cellular,mar,tue,220,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes
2548,47,services,divorced,high.school,no,unknown,unknown,telephone,may,tue,299,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36237,36,technician,single,university.degree,no,yes,no,cellular,jun,mon,287,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
38935,28,technician,single,professional.course,no,yes,no,cellular,nov,wed,296,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes
37960,50,admin.,married,high.school,no,yes,no,cellular,sep,fri,434,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
36362,34,technician,married,university.degree,no,yes,no,cellular,jun,tue,195,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
914,28,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34612,42,technician,married,professional.course,no,yes,yes,cellular,may,thu,50,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
2763,33,unemployed,divorced,basic.9y,no,no,no,telephone,may,wed,1321,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
9553,34,admin.,married,high.school,no,no,no,telephone,jun,mon,540,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39446,20,student,single,basic.4y,no,yes,yes,cellular,apr,tue,240,1,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,yes
39739,28,admin.,married,high.school,no,no,yes,cellular,may,wed,530,2,999,0,nonexistent,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
13488,40,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,347,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
30195,31,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,383,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
24791,35,admin.,married,high.school,no,no,no,cellular,nov,tue,72,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
28626,51,entrepreneur,married,illiterate,no,no,no,cellular,apr,thu,87,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
16251,31,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,387,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
3122,35,technician,single,professional.course,no,yes,yes,telephone,may,thu,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1069,56,retired,married,basic.4y,no,no,no,telephone,may,wed,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33762,57,services,married,high.school,unknown,no,no,cellular,may,wed,88,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
39880,24,student,single,high.school,no,no,no,cellular,jun,wed,288,6,6,1,success,-1.7,94.055,-39.8,0.727,4991.6,yes
37132,21,student,single,high.school,no,yes,yes,cellular,aug,tue,220,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,no
31236,31,technician,single,unknown,no,yes,no,cellular,may,wed,84,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
9467,49,admin.,single,high.school,no,yes,no,telephone,jun,fri,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28756,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,563,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
38480,42,management,married,university.degree,no,yes,no,cellular,oct,mon,355,1,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,yes
16685,27,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,1309,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
34558,23,admin.,single,high.school,no,no,no,cellular,may,thu,22,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
40265,23,student,single,unknown,no,no,no,cellular,jul,tue,267,1,999,2,failure,-1.7,94.215,-40.3,0.893,4991.6,yes
38106,56,unemployed,married,professional.course,no,no,no,cellular,sep,fri,323,3,6,1,success,-3.4,92.37899999999999,-29.8,0.762,5017.5,yes
36354,37,technician,single,university.degree,no,no,no,cellular,jun,tue,654,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
17244,55,retired,married,professional.course,no,yes,no,cellular,jul,fri,1031,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
28017,30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,243,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
27952,32,admin.,single,university.degree,no,yes,no,cellular,mar,mon,285,8,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,5099.1,yes
40274,26,student,single,high.school,no,no,no,cellular,jul,tue,235,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,no
40164,35,admin.,married,university.degree,no,no,no,cellular,jul,thu,951,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,yes
36953,60,admin.,married,university.degree,no,yes,no,telephone,jul,thu,363,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
30372,48,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,327,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
23483,46,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,81,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
24256,36,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,160,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
26971,43,unemployed,single,unknown,no,yes,no,cellular,nov,thu,87,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5710,29,technician,single,high.school,no,no,no,telephone,may,mon,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9792,36,unknown,single,basic.6y,unknown,no,no,telephone,jun,wed,878,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
39217,42,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,tue,185,1,7,3,failure,-1.8,93.369,-34.8,0.652,5008.7,yes
38606,36,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,69,4,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,no
