Characteristics: Table 1
Ticker,Name,Sector,Price,Dividend Yield,Years of Dividend Increases,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
AEIS,Advanced Energy Industries Inc.,0.057991895542548,0.129149135334516,0.692098308477773,0.212754932461864,1.3149780994284,1.03602776165183,2.44264792925416
AEL,American Equity Investment Life Holding Co,0.030944625407166,0.08131192347113,0.320339909307457,0.144251626898047,0.62694822552124,0.103164146642407,1.02789720195037
AEO,American Eagle Outfitters Inc.,0.241178485782802,0.617656251395301,1.6336640860684,0.813512999429366,3.70611158017796,0.619594274423553,1.76406637421324
AERI,Aerie Pharmaceuticals Inc,-0.014148273910582,-0.042330951072017,0.754279959718026,0.28941524796447,0.181818181818181,-0.562311557788944,0.090795241077019
AFIN,American Fin Tr Inc,-0.0013042094129,0.304931231130493,0.775445002282062,0.374014524287207,0.500123403467637,0.209411647660145,-0.165823197406117
AFMD,Affimed N.V.,0.444015444015444,0.961538461538461,2.38972809667674,0.927835051546391,4.00892857142857,2.29032258064516,1.59722222222222
AGEN,Agenus Inc,0.094736842105263,-0.167999999999999,-0.187499999999999,-0.018867924528301,0.098591549295774,0.172932330827067,-0.257142857142857
AGLE,Aeglea BioTherapeutics Inc,0.053664921465968,0.158273381294964,0.025477707006369,0.022871664548919,0.45045045045045,0.116504854368932,-0.154411764705882
AGM,Federal Agricultural Mortgage Corp.,-0.004545454545454,0.338410275759814,0.545262667042986,0.368874612226928,0.725118158777998,0.436192507391957,2.00169839992849
AGS,PlayAGS Inc,0.070719602977667,0.768442622950819,1.76602564102564,0.198611111111111,1.43785310734463,-0.650465775617659,-0.533513513513513
AGX,"Argan, Inc.",-0.019479514975546,0.153848846734612,0.233295998523237,0.116500907834476,0.430468634718376,0.099169842194426,0.631850123279939
AGYS,"Agilysys, Inc",0.083574679354571,0.301204819277108,1.0630169358015,0.364773319437206,1.84210526315789,1.76849894291755,3.68096514745308
AHH,Armada Hoffler Properties Inc,0.077457201005626,0.262673500692132,0.646301309724153,0.217653266467632,0.530612244897959,-0.071041259530428,0.486031305726174
AI,C3.ai Inc,0.09598145285935,-0.524381246227111,-0.233322521353659,-0.488936936936936,-0.233322521353659,-0.233322521353659,-0.233322521353659
AIMC,Altra Industrial Motion Corp,0.162719770362396,0.237568934174546,0.48819501531594,0.170364725449157,2.05295686008498,0.777047813855544,1.4341326923438
AIMT,Aimmune Therapeutics Inc,0,0,0,0,0,0,0
AIN,Albany International Corp.,0.079130643611911,0.254543830162656,0.724657400175402,0.226862374900855,0.851317778995464,0.262694384965127,1.31965681365312
AIR,AAR Corp.,-0.060167910447761,0.191602602010644,1.08700155359917,0.112644947542793,1.39453357100416,0.209106401363319,0.706130639650814
AIT,Applied Industrial Technologies Inc.,0.04156320846378,0.258137205808713,0.622382420154671,0.242165652986708,0.969076036377292,0.695919282117086,1.32629913969368
AJRD,Aerojet Rocketdyne Holdings Inc,0.007834003811137,0.017017958058692,0.52142297796174,-0.000493453862063,0.271639239153665,0.587253950628399,1.87712384325719
AJX,Great Ajax Corp,0.058464223385689,0.211267886921701,0.581218307196955,0.175364818511269,0.749048333141077,0.015496153169972,0.352194947941052
AKBA,Akebia Therapeutics Inc.,0.003164556962025,-0.091690544412607,0.3099173553719,0.132142857142857,-0.595663265306122,-0.502354788069073,-0.660599571734475
AKCA,Akcea Therapeutics Inc,0,0,0,0,0,0,0
AKR,Acadia Realty Trust,0.081548332655865,0.375816522888821,1.16199537156081,0.493131028996007,0.871688704866212,-0.219550591834613,-0.269933557701992
AKRO,Akero Therapeutics Inc,0.049163537043359,0.084715848923402,0.17022086824067,0.191085271317829,0.393019038984587,0.67740174672489,0.67740174672489
AKTS,Akoustis Technologies Inc,-0.039246467817896,-0.252519083969465,0.476477683956574,0.000817661488143,0.408515535097813,0.807976366322009,0.465868263473054
ALBO,Albireo Pharma Inc,-0.107388316151202,-0.157567567567567,-0.045329249617151,-0.169021594241535,0.461322081575246,-0.058308157099697,73.7482014388489
ALCO,Alico Inc.,-0.002334111370456,0.000555120822381,-0.017173190376706,-0.029441150138187,0.031268957149947,0.138746693562199,0.068781367768669
ALE,"Allete, Inc.",0.023365868086364,0.157723033167426,0.289377726186106,0.127816485352239,0.232779829441704,-0.074877441314208,0.459770866601834
ALEC,Alector Inc,0.129051987767583,0.072632190586868,0.853413654618473,0.22009253139458,-0.300757575757575,-0.135767790262172,0.025555555555555
ALEX,Alexander & Baldwin Inc.,0.066627007733492,0.171834152462616,0.514063990947704,0.052470929379376,0.568733813956743,-0.213303205142267,-0.409400836654698
ALG,Alamo Group Inc.,0.033166932385457,0.091226297642807,0.31131117848826,0.148288387995404,0.699895181014325,0.531210568567961,1.82098216993688
ALGT,Allegiant Travel,-0.044236834750668,0.337374301675977,0.809585002645702,0.265007398013104,2.44099468161564,0.730734472262989,0.536646440370941
ALLK,Allakos Inc,-0.035000868507903,-0.144781403940886,0.187961082005773,-0.206357142857142,0.51458560523446,1.73535204332841,2.55552
ALLO,Allogene Therapeutics Inc,0.059798697454114,-0.040214477211796,-0.003618146395769,0.418383518225039,0.243919388464211,0.199329983249581,0.431999999999999
ALRM,Alarm.com Holdings Inc,0.092964535751176,-0.026477203025965,0.586109260493004,-0.079458675688738,1.09803921568627,0.349057940218161,3.09415305245056
ALTR,Altair Engineering Inc,0.065563435776201,0.217759365994236,0.476845784185233,0.16208319009969,1.17605407145156,0.759760541384695,1.1344909234412
ALX,Alexander`s Inc.,-0.032459425717852,0.045370190313577,0.19263082390699,0.022604695111692,0.00882559683424,-0.156791965164325,-0.073307673809615
AMAL,Amalgamated Financial Corp,0.011757425742574,-0.100165107319757,-0.100165107319757,-0.100165107319757,-0.100165107319757,-0.100165107319757,-0.100165107319757
AMBA,Ambarella Inc,0.045079881957871,0.101222389019944,0.818020888652858,0.118492703114789,0.958802212473774,1.07390953150242,1.4204572236625
AMBC,AMBAC Financial Group Inc.,0.002960331557134,0.14074074074074,0.349800796812749,0.101430429128738,0.004744958481613,-0.079347826086956,0.024183796856106
AMC,AMC Entertainment Holdings Inc,0.119140625,-0.424120603015075,3.10752688172043,4.40566037735849,2.41071428571429,-0.205782678300402,-0.46793940266216
AMEH,Apollo Medical Holdings Inc,0.074971601666035,0.324778348110126,0.571112340896513,0.553913519430761,0.896459585838343,0.44920877998979,42.6769230769231
AMK,Assetmark Financial Holdings Inc,-0.045859872611465,-0.051898734177215,0.009887640449438,-0.071487603305785,-0.012307692307692,-0.169008875739644,-0.169008875739644
AMKR,AMKOR Technology Inc.,-0.098844672657252,0.305423146776423,0.880038207804033,0.39891726726228,1.07561302530947,1.30647916940465,2.62166809974205
AMN,AMN Healthcare Services Inc.,0.048660832670379,0.074884479478119,0.212850789756172,0.158827838827838,0.728743169398907,0.538416650457109,1.17399670148433
AMNB,American National Bankshares Inc.,-0.006713368359602,0.199345875420282,0.547303472452723,0.309168410685707,0.411752016195944,-0.020789871232285,0.494201899476173
AMOT,Allied Motion Technologies Inc,0.008732813080639,0.179855739871039,0.313373475613443,0.063025736618681,0.872346589321864,0.535025093659433,1.61008360536728
AMPH,Amphastar Pharmaceuticals Inc,-0.048780487804877,-0.088688263409452,-0.136820925553319,-0.14669318746892,-0.045606229143492,-0.205187586845761,0.3728
AMRC,Ameresco Inc.,0.208631433187168,-0.019472008987081,0.319143576826196,0.002488514548238,1.98915525114155,2.21288343558282,10.9566210045662
AMRS,Amyris Inc,-0.219938335046248,0.682926829268292,4.38297872340426,1.4582995951417,4.32631578947368,2.19578947368421,-0.036190476190476
AMRX,Amneal Pharmaceuticals Inc,-0.166423357664233,0.182194616977225,0.222698072805139,0.24945295404814,0.61756373937677,-0.540627514078841,-0.61958694203864
AMSC,American Superconductor Corp.,-0.063063063063063,-0.330556607345702,0.210958904109588,-0.245089666951323,2.13475177304964,0.485714285714285,0.805924412665985
AMSF,Amerisafe Inc,-0.048277982779827,0.099723026139296,0.158627092407529,0.08268078057961,0.097377639733934,0.211402447854897,0.602784028088854
AMSWA,American Software Inc.,-0.019305019305019,0.02573939556085,0.37199033124924,0.190023015701042,0.268659977898344,0.664005240961389,1.64091600275529
AMTB,Amerant Bancorp Inc,-0.021299836155106,0.239280774550484,0.746588693957115,0.178947368421052,0.440514469453376,0.134177215189873,1.98666666666667
AMWD,American Woodmark Corp.,0.073105436573311,0.187963068505642,0.25976066723075,0.110495471497069,1.25584415584416,0.160191472781921,0.361463096015676
ANAB,AnaptysBio Inc,0.126826968411126,0.025751072961373,-0.144289294665234,0.111627906976744,0.496556042579837,-0.689166341526856,0.405882352941176
ANDE,Andersons Inc.,0.011532021984983,0.201456962951631,0.275081502542703,0.193120465752187,0.847401813072942,-0.05033921125214,-0.010544881289219
ANF,Abercrombie & Fitch Co.,0.157330154946364,0.696810834425513,1.60321715817694,0.907662082514735,2.66069745523091,0.412779764221461,0.678580380835487
ANGO,Angiodynamic Inc,0.175189393939393,0.304942166140904,1.2749770852429,0.619047619047619,1.36156041864891,0.19326923076923,0.998389694041868
ANH,Anworth Mortgage Asset Corp.,0.098334070470293,0.165610576546976,0.779848294809771,0.114560347084564,1.5491873396065,-0.096367275153132,0.114018691588785
ANIK,Anika Therapeutics Inc.,0.106010928961748,0.085254691689008,0.176744186046511,-0.105612019443216,0.161549497847919,0.221484610742305,-0.093189964157706
ANIP,ANI Pharmaceuticals Inc,-0.006119951040391,0.053519299383717,0.168765743073047,0.118457300275482,-0.286310700944847,-0.54104846686449,-0.313174032565024
AOSL,Alpha & Omega Semiconductor Ltd,-0.001858736059479,0.197324414715718,1.02006269592476,0.362944162436548,1.95867768595041,1.66501240694789,1.33817126269956
APAM,Artisan Partners Asset Management Inc,0.016654049962149,0.105338422444213,0.338175875967138,0.086894944279436,1.35755695308146,1.14278306515305,1.36978741612885
APEI,American Public Education Inc,-0.158785599140247,0.113442389758179,0.076685006877579,0.027230971128608,0.287947346770876,-0.080199764982373,0.364864864864864
APLS,Apellis Pharmaceuticals Inc,0.095444685466377,0.065900562851782,0.279200675485505,-0.20541958041958,0.180826188620421,1.25111441307578,2.23948681397006
APOG,Apogee Enterprises Inc.,-0.082244427363566,-0.007120900077334,0.440863069738255,0.137045396108904,0.867161518332794,-0.055250192536951,-0.093077308703115
APPF,Appfolio Inc,0.056728513542333,-0.088092755045702,-0.056250396800203,-0.174350144412352,0.442923704135119,0.551670146137787,10.3041825095057
APPN,Appian Corp,-0.037750604294042,-0.424630164937935,1.01533650982728,-0.164970078351533,2.10151237396884,2.83753898497306,8.01732178547635
APPS,Digital Turbine Inc,-0.006740681998413,0.295689655172413,1.38647189583995,0.328677510608203,12.6885245901639,19.875,77.3792240300375
APTS,Preferred Apartment Communities Inc,0.045090180360721,0.458822871209578,0.92265152632355,0.433184472689797,0.610189116171362,-0.179999213805574,0.203804159645437
APYX,Apyx Medical Corp,0.025432349949135,0.052192066805845,0.696969696969696,0.399999999999999,2.10153846153846,1.06981519507187,4.22279792746114
AQUA,Evoqua Water Technologies Corp,0.116359447004608,0.05863073561544,0.237021276595744,0.077464788732394,0.819148936170212,1.1375,0.392241379310345
ARA,American Renal Associates Holdings Inc.,0.005244755244755,0,0.802507836990595,0.004366812227074,0.171079429735234,-0.054276315789473,-0.566037735849056
ARAY,Accuray Inc,0.094650205761316,0.02504816955684,0.773333333333333,0.275779376498801,1.8,0.222988505747126,-0.025641025641025
ARCB,ArcBest Corp,0.023897058823529,0.535105386118966,1.31246546950298,0.699517910538841,2.72391306583833,1.3451492235195,2.44041165207228
ARCH,Arch Resources Inc,0.124354763022055,-0.001874609456363,0.303945578231292,0.094813799405985,1.09991235758107,-0.506306644152381,-0.166543468619283
ARDX,Ardelyx Inc,0.3696,0.240579710144927,0.621212121212121,0.323029366306027,0.138297872340425,1.48115942028986,0.03883495145631
ARGO,Argo Group International Holdings Ltd,0.025595589683008,0.207338131163879,0.465787963035917,0.199879297993444,0.596990581771804,-0.268704952140817,0.048293127632556
ARI,Apollo Commercial Real Estate Finance Inc,0.077540522589488,0.35369047090675,0.787409603956914,0.399737491853986,1.36470770662118,0.036716768978715,0.670720217357961
ARL,American Realty Investors Inc.,-0.073696145124716,-0.144502617801047,0,-0.25045871559633,0.086436170212766,-0.387096774193548,0.650571740272334
ARLO,Arlo Technologies Inc,-0.073913043478261,-0.214022140221402,0.285714285714285,-0.17971758664955,1.41132075471698,0.659740259740259,-0.710859728506787
ARNA,Arena Pharmaceuticals Inc,-0.029184549356223,-0.091322978039635,-0.221253155841175,-0.116751269035533,0.330849186114924,0.447525597269624,2.79106145251397
AROC,Archrock Inc,-0.044760935910478,0.061628735203337,0.706993401079823,0.100859350270232,1.4549661429057,0.030350911844097,0.302339773373462
AROW,Arrow Financial Corp.,0.003205128205128,0.174728495439951,0.273887706965128,0.160591790574363,0.295588301699354,0.155396267697563,0.617829486504774
ARR,ARMOUR Residential REIT Inc,0.006419412566287,0.113856888468946,0.337668572426133,0.175049838981751,0.63870881507719,-0.225623890703065,-0.029710179337417
ARTNA,Artesian Resources Corp.,0.003562340966921,0.030612644864575,0.103936271751938,0.07035755478662,0.154786478691788,0.188879276302898,0.651452977137593
ARVN,Arvinas Inc,0.131210403467822,-0.012372634643377,2.30491962981003,-0.201106793830213,0.244954128440366,2.04943820224719,3.22741433021807
ARWR,Arrowhead Pharmaceuticals Inc.,0.183796664019062,-0.029940119760479,0.207975360674339,-0.028802293757331,0.888016214846719,2.92210526315789,11.5454545454545
ASC,Ardmore Shipping Corp,-0.22289156626506,0.179878048780487,0.348432055749128,0.18348623853211,-0.457223001402524,-0.454276246210251,-0.567732999731927
ASGN,ASGN Inc,0.112308329879817,0.272490221642764,0.554140127388535,0.285286723332934,1.57396307839847,0.661662281380591,2.13734658094681
ASIX,AdvanSix Inc,0.108711566617862,0.345624167036872,0.995388669301712,0.515257628814407,1.87927756653992,0.002980132450331,0.820312499999999
ASMB,Assembly Biosciences Inc,-0.03579418344519,-0.23716814159292,-0.708980418636056,-0.287603305785124,-0.766142159522517,-0.726349206349206,-0.239858906525573
ASPS,Altisource Portfolio Solutions S.A.,-0.282485875706214,-0.403195488721804,-0.468619246861924,-0.506987577639751,-0.082369942196531,-0.724870017331022,-0.783866575901974
ASTE,Astec Industries Inc.,0.038143924498623,0.315251940494813,0.497107859816264,0.370472207273538,1.12724811448462,1.43891172802439,0.703522549089196
AT,Atlantic Power Corp.,0.074999999999999,0.013468013468013,0.52020202020202,0.433333333333333,0.504999999999999,0.325991189427312,0.153256704980842
ATEC,Alphatec Holdings Inc,0.004286589099816,0.159010600706713,0.891580161476355,0.129476584022038,3.16243654822335,4.20634920634921,4.78850769447974
ATEN,A10 Networks Inc,-0.039624608967674,-0.116122840690978,0.37874251497006,-0.065922920892494,0.321377331420373,0.36646884272997,0.393343419062027
ATEX,Anterix Inc,-0.014371514371514,0.215286961121396,0.382786638579597,0.222074468085106,-0.142563911177458,0.18672520661157,0.132610303179689
ATGE,Adtalem Global Education Inc,-0.072825024437927,-0.038276299112801,0.502574257425742,0.117525773195876,0.256707519046041,-0.237540192926045,1.20946213515339
ATHX,Athersys Inc,0.035928143712574,-0.135,0.067901234567901,-0.011428571428571,-0.305220883534136,0.029761904761904,-0.270042194092827
ATI,Allegheny Technologies Inc,0.089968511021142,0.331318681318681,1.73167981961668,0.4448419797257,2.24364123159304,-0.027298273785628,0.471892502642481
ATKR,Atkore Inc,0.083806621415708,0.751119068934646,2.58734525447043,0.90318657261007,2.45583038869258,2.2,3.89
ATLO,Ames National Corp.,-0.046362608367885,0.095470467761559,0.3311375701741,0.064913417909065,0.3032906801838,-0.000592534070709,0.161941590619962
ATNI,ATN International Inc,-0.007272403209059,0.027969791852212,0.081076201202048,0.15105216741441,-0.294847825510904,-0.197433126408471,-0.292474080770213
ATNX,Athenex Inc,-0.090308370044052,-0.701805054151624,-0.637082601054481,-0.626582278481012,-0.565720294426919,-0.615097856477166,-0.671178343949044
ATRA,Atara Biotherapeutics Inc,-0.010135135135135,-0.219914802981895,0.036801132342533,-0.253693326541008,0.633221850613154,-0.566952409104345,-0.211517761033369
ATRC,Atricure Inc,0.023817034700315,0.128869565217391,0.72220748209074,0.165978085144602,0.673369425109564,1.21535836177474,2.6569014084507
ATRI,Atrion Corp.,0.010606980982197,-0.024442171089784,0.033622027663615,0.012879542983455,0.013678979471922,-0.247575703388692,0.682087007378898
ATRO,Astronics Corp.,-0.01269474899019,0.264597191426459,1.44428571428571,0.293272864701436,1.02485207100592,-0.483549652882583,-0.484515893842209
ATRS,Antares Pharma Inc,-0.042079207920792,-0.128378378378378,0.334482758620689,-0.030075187969924,0.260586319218241,0.348432055749128,2.72115384615385
ATSG,Air Transport Services Group Inc,-0.077212162623846,-0.005156537753222,-0.086574230639161,-0.138162093171665,0.37946884576098,0.168252595155709,0.890132960111966
AUB,Atlantic Union Bankshares Corp,-0.012658227848101,0.173285198555956,0.575923127278017,0.192164726596889,0.704426263897629,0.091400602788948,0.595176839668367
AVA,Avista Corp.,-0.050756163248394,0.190312281622378,0.359789176291829,0.154132914198202,0.104967046323247,0.174633856218868,0.367540754624627
AVAV,AeroVironment Inc.,-0.051426647588586,-0.055955771486011,0.475323995287341,0.296892980437284,0.969591052079692,0.620883072055228,2.790783720148
AVCO,Avalon GloboCare Corp,-0.095652173913043,-0.199999999999999,-0.087719298245613,-0.071428571428571,-0.458333333333333,-0.629893238434163,-0.601532567049808
AVD,American Vanguard Corp.,-0.030917874396135,0.173593559861461,0.467661691542288,0.293826268672118,0.360415041877182,0.2250680932664,0.244872502963243
AVID,"Avid Technology, Inc.",0.073412698412698,0.208938547486033,1.48165137614679,0.363579080025204,2.10028653295129,1.90469798657718,2.76347826086957
AVNS,Avanos Medical Inc,0.017913121361397,-0.019413287316652,0.227321814254859,-0.009154315605928,0.445468998410174,0.084187932268065,0.449617346938775
AVRO,AvroBio Inc,-0.030884808013355,-0.177762039660056,-0.278881987577639,-0.167144906743185,-0.219233355749831,-0.41599597585513,-0.627884615384615
AVXL,Anavex Life Sciences Corporation,-0.175133689839572,1.04643449419569,1.17636684303351,1.28518518518518,2.61876832844575,2.92993630573248,1.18021201413427
AVYA,Avaya Holdings Corp.,0.055420006971069,0.318815331010452,0.670159955874241,0.581201044386423,2.27705627705628,0.573804573804574,0.45576923076923
AWR,American States Water Co.,0.043881744663926,0.007691421697231,0.016896180763175,-0.005615983895879,-0.023549399174096,0.16356048918601,1.10556715807263
AX,Axos Financial Inc.,-0.052359271523178,0.16632705043301,0.722723852520692,0.220090594191313,1.41763463569166,0.402879901960784,1.35666495110654
AXDX,Accelerate Diagnostics Inc,-0.046044864226682,-0.461153717905968,-0.187939698492462,0.065963060686015,-0.263445761166818,-0.575853018372703,-0.377503852080123
AXGN,Axogen Inc.,-0.051643192488262,0.058207217694994,0.449760765550239,0.015642458100558,1.09447004608295,-0.166055045871559,2.26978417266187
AXL,American Axle & Manufacturing Holdings Inc,0.052029136316337,0.066455696202531,0.488954344624447,0.212230215827338,1.696,-0.341368078175895,-0.372828784119106
AXLA,Axcella Health Inc,-0.086242299794661,-0.187956204379562,-0.063157894736842,-0.142581888246628,-0.091836734693877,-0.677536231884058,-0.677536231884058
AXNX,Axonics Inc,0.090362511052166,0.141217841939663,0.225357710651828,0.235176282051281,0.767775229357798,1.82714351215039,3.11615487316422
AXSM,Axsome Therapeutics Inc,0.019412559081701,-0.126933641752204,-0.112825033054208,-0.258745550509389,-0.364315789473684,2.42152974504249,3.85450160771704
AXTI,AXT Inc,0.012323943661971,0.082862523540489,0.952461799660441,0.201671891327063,1.45202558635394,1.07207207207207,3.25925925925926
AZZ,AZZ Inc,0.063150291605231,0.110734606565453,0.579320741331914,0.133889348698032,0.912127317689414,0.180277894364797,0.002337474252139
B,Barnes Group Inc.,-0.003167062549485,0.050758127413812,0.335260038976017,-0.003551677400844,0.291222456399448,-0.046414396946102,0.568681198876131
BANC,Banc of California Inc,-0.057877813504823,0.037088600874269,0.515739375598147,0.198535577690057,0.748627357364526,0.259213099254356,-0.032966065800113
BAND,Bandwidth Inc,0.180165289256198,-0.25148973736482,-0.171238316329647,-0.117199193076072,0.686684073107049,0.813393931292607,5.4020764511562
BANF,Bancfirst Corp.,-0.03815285667637,0.174212734178152,0.599338362814524,0.195016570348662,0.93066103223023,0.305089118461935,1.47785160575858
BANR,Banner Corp.,0.0259113652609,0.273056266381646,0.558343557616095,0.242998525549562,0.662872270786627,0.16525466731076,0.520464428918751
BATRA,Liberty Media Corp.,-0.035482770385533,0.044329516069449,0.342992874109263,0.136710896662645,0.426337033299697,-0.003524850193866,1.11665169212339
BATRK,Liberty Media Corp.,-0.021343596920923,0.049530956848029,0.35055528730082,0.124196141479099,0.451478982874935,-0.009911504424778,1.15064511664385
BBBY,"Bed, Bath & Beyond Inc.",-0.097744360902255,-0.500850822461713,0.09954185755935,0.486486486486486,3.1185647425897,0.673926689619752,-0.395506137673477
BBCP,Concrete Pumping Holdings Inc,0.130185979971387,0.418312387791741,1.13513513513514,1.06266318537859,1.63333333333333,0.146589259796807,-0.185567010309278
BBIO,BridgeBio Pharma Inc,-0.090430779348898,-0.002704164413196,0.391348088531187,-0.222050344536633,0.742911153119092,1.00798548094374,1.00798548094374
BBSI,Barrett Business Services Inc.,-0.009105135865699,0.077132924234176,0.191851262438289,0.025493790351671,0.638195233357559,-0.047473171292085,1.36740492991258
BCBP,BCB Bancorp Inc (NJ),0.007209805335256,0.278215439232155,0.475854928848368,0.277058651455316,0.473908548036547,0.164224877910562,0.717376605814739
BCC,Boise Cascade Co,0.166187658495351,0.429264067828919,0.819764681053131,0.446009429037999,1.36157662114463,1.6421020376896,2.46259066837337
BCEI,Bonanza Creek Energy Inc,-0.107447100851882,0.618335824613851,0.692548202188639,0.680289705121572,1.21857923497268,0.352769679300291,20.6533333333333
BCEL,Atreca Inc,-0.167556742323097,-0.107372942018611,-0.131615598885793,-0.227863777089783,-0.304129464285714,-0.309141274238227,-0.309141274238227
BCML,BayCom Corp,0.005503577325261,0.242857142857142,0.568240343347639,0.20435069215557,0.615384615384615,-0.200437636761488,0.715492957746478
BCO,Brink`s Co.,-0.03172604809266,0.114212988382688,0.732090174087336,0.070418536292073,0.627098133628951,-0.012879667836767,1.32437251613098
BCOR,Blucora Inc,-0.115596330275229,-0.139797739440808,0.314545454545454,-0.091137649277184,0.032857142857142,-0.583525345622119,1.35889070146819
BCOV,Brightcove Inc,-0.063461538461538,0.185636031649421,0.449404761904762,0.058695652173913,1.211123723042,0.95190380761523,2.04851330203443
BCPC,Balchem Corp.,-0.033286560648581,0.115900296949518,0.222769685250938,0.076288838743273,0.289162964087231,0.252497217458403,1.02329538872691
BCRX,Biocryst Pharmaceuticals Inc.,0.188405797101449,0.404109589041095,2.31536388140162,0.651006711409396,2.46478873239437,0.599479843953185,2.70481927710843
BDC,Belden Inc,0.018704379562043,-0.065633689073186,0.352394853268489,0.067050224950243,0.362166778503019,-0.180404585770311,-0.301330538238308
BDGE,"Bridge Bancorp, Inc.",0.010339123242349,0.250255885363357,0.367279321229488,0.010339123242349,-0.163356164383561,-0.149781790086935,-0.020119045709059
BDSI,Biodelivery Sciences International,-0.043835616438356,-0.091145833333333,0.07716049382716,-0.169047619047619,-0.246220302375809,-0.275933609958506,-0.035911602209944
BE,Bloom Energy Corp,0.047817836812144,-0.298348157560355,0.7905317769131,-0.036636427076064,2.25974025974026,1.24471544715447,0.1044
BEAT,BioTelemetry Inc,0,0,0,0,0,0,0
BECN,Beacon Roofing Supply Inc,0.091485681337689,0.447247706422018,0.720387761284459,0.413038069171435,1.9258114374034,0.494473684210526,0.280784844384303
BELFB,Bel Fuse Inc.,-0.134722411092475,0.125649476160211,0.684710127873225,0.152285455582011,1.39850337856704,-0.266015850297994,0.117994637790561
BFC,Bank First Corp,0.014325842696629,0.058893044764696,0.132157699440505,0.117375482721061,0.357118294037286,0.180798535038095,2.48888888888889
BFIN,Bankfinancial Corp,-0.026119402985074,0.232643808444318,0.418285559027306,0.201754284990733,0.28134320114879,-0.245931714927518,-0.059866003890209
BFS,"Saul Centers, Inc.",0.018506864494411,0.361879902454155,0.699172029330994,0.341961077600923,0.455290458626307,-0.144567474909108,-0.054156257878211
BFST,Business First Bancshares Inc.,-0.021241149521032,0.15438272453972,0.450232345735391,0.159486076299117,0.820294345468628,-0.000302036406022,-0.017837738435561
BGS,"B&G Foods, Inc",-0.12022481457653,-0.283319818839863,0.040041041978338,0.060933211344922,0.631814471869635,0.369610612946812,0.204764200342437
BGSF,BGSF Inc,0.042432814710042,0.174642387536358,0.848229511485605,0.10063245297671,0.499765979528296,-0.312592979494378,0.320137924857821
BH,Biglari Holdings Inc.,-0.048359997077945,0.164060405683138,0.459771402958314,0.171492805755395,1.22190005116834,-0.164935897435897,-0.606565793844945
BHB,Bar Harbor Bankshares Inc,0.018307426597582,0.365434317421793,0.402787492921823,0.316476950489213,0.680145445426619,0.198106114486598,0.498652839204921
BHE,Benchmark Electronics Inc.,0.009450028383477,0.207572192684261,0.491432772052039,0.125306174107907,0.433102147045856,0.162191671280063,0.653195375646676
BHLB,Berkshire Hills Bancorp Inc.,-0.017520805957073,0.306980077731227,0.70618348889041,0.31690190460534,0.393929601272745,-0.189486084310792,-0.051401118187892
BHVN,Biohaven Pharmaceutical Holding Company Ltd,0.125619834710743,-0.143787861469882,-0.052371916508538,-0.126006300315015,0.536615384615384,0.170285892829245,3.28057142857143
BIG,Big Lots Inc,-0.008139368841925,0.072554133409922,0.328584653756991,0.625194492214461,2.1400311019493,0.989910073024485,0.728733664014415
BJ,BJ`s Wholesale Club Holdings Inc,-0.054716568176844,-0.115140340094243,0.098982188295165,0.158530042918454,0.568833999273519,0.560332369942196,0.963181818181818
BJRI,BJ`s Restaurant Inc.,-0.070354278074866,0.192497320471597,0.918937564677475,0.445310470252013,2.12002243409983,0.100655684511679,0.279150513453729
BKD,Brookdale Senior Living Inc,0.085385878489326,0.249527410207939,0.996978851963746,0.492099322799097,0.915942028985507,0.039308176100628,-0.650449497620306
BKE,"Buckle, Inc.",0.065613262276061,0.207911191359882,0.843543345595271,0.496236111926054,2.04878048780488,1.70893479809531,0.991373013794909
BKH,Black Hills Corporation,0.021442495126705,0.165791581382931,0.171356448650842,0.118742383781848,0.080127991678638,0.005946781693895,0.339829236678907
BL,BlackLine Inc,0.11090658076392,-0.064195999379748,0.27025889286466,-0.095066726645673,1.00999167360533,1.44331983805668,4.09282700421941
BLBD,Blue Bird Corp,0.18095238095238,0.431726907630521,1.46286701208981,0.561883899233296,1.39061190276613,0.648554913294797,1.62373505059798
BLD,TopBuild Corp,0.050663675453355,0.155605819153858,0.356259426847662,0.221208170360712,1.61031119368323,2.22617680826636,6.02939337085679
BLDR,Builders Firstsource Inc,0.071643071643071,0.31681602530311,0.593620414673046,0.224209752511639,2.1620253164557,2.58393113342898,3.15295095594348
BLFS,Biolife Solutions Inc,-0.04003359462486,-0.074993256002158,0.133928571428571,-0.140386061669591,2.05342831700801,1.03622327790974,17.6652876816722
BLKB,Blackbaud Inc,-0.016518771331057,0.041341428158427,0.231663532227731,0.251563585823488,0.372713414634146,-0.080565393573912,0.152916700008002
BLMN,Bloomin Brands Inc,-0.017117425539198,0.434065934065934,0.943805010155721,0.4783728115345,1.74474187380497,0.40266364409181,0.622079719766095
BLX,Banco Latinoamericano De Comercio Exterior SA,-0.014028056112224,0.039949270767279,0.175561697077821,-0.05268022181146,0.471306532162401,-0.213802140205285,-0.213642974731088
BMCH,BMC Stock Holdings Inc,0,0,0,0,0,0,0
BMI,Badger Meter Inc.,-0.005099916736053,-0.041184241277725,0.270626580141591,0.01793824642859,0.640430194624111,0.778603910360893,0.398796850329176
