,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1645,95371,Female,Loyal Customer,46,Personal Travel,Eco,187,1,4,1,2,5,4,5,1,1,1,1,4,1,4,9,3.0,neutral or dissatisfied
1646,79030,Female,Loyal Customer,47,Business travel,Business,226,3,2,4,2,5,3,3,3,3,3,3,1,3,3,22,12.0,neutral or dissatisfied
1647,4517,Female,disloyal Customer,20,Business travel,Eco,435,3,2,3,3,5,3,5,5,1,3,3,1,4,5,0,0.0,neutral or dissatisfied
1648,57978,Male,disloyal Customer,26,Business travel,Business,589,3,3,3,1,4,3,4,4,4,2,5,4,5,4,0,0.0,neutral or dissatisfied
1649,25412,Male,Loyal Customer,11,Personal Travel,Eco,1105,4,3,3,3,2,3,2,2,2,3,4,3,4,2,13,18.0,neutral or dissatisfied
1650,61713,Male,disloyal Customer,28,Business travel,Eco,1220,4,4,4,3,3,4,3,3,4,5,3,3,2,3,20,9.0,neutral or dissatisfied
1651,52626,Male,Loyal Customer,34,Business travel,Eco,160,4,3,3,3,4,4,4,4,1,3,4,3,2,4,0,7.0,satisfied
1652,127542,Male,Loyal Customer,11,Business travel,Business,3187,4,2,1,2,4,4,4,4,2,2,3,4,4,4,1,0.0,neutral or dissatisfied
1653,88620,Female,Loyal Customer,43,Personal Travel,Eco,444,3,4,3,1,2,4,5,1,1,3,1,3,1,4,7,10.0,neutral or dissatisfied
1654,64550,Male,Loyal Customer,37,Business travel,Business,3476,3,3,3,3,3,4,4,3,3,4,3,3,3,4,2,0.0,satisfied
1655,48895,Male,Loyal Customer,41,Business travel,Eco,262,3,4,4,4,3,3,3,3,1,3,2,2,4,3,0,0.0,satisfied
1656,38449,Male,Loyal Customer,44,Business travel,Business,3187,2,2,2,2,2,3,5,5,5,5,5,1,5,1,0,0.0,satisfied
1657,65560,Female,Loyal Customer,49,Business travel,Business,3043,0,0,0,3,4,4,4,3,3,3,2,3,3,5,0,0.0,satisfied
1658,32993,Male,Loyal Customer,70,Personal Travel,Eco,102,2,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0.0,neutral or dissatisfied
1659,13502,Male,Loyal Customer,53,Business travel,Business,3316,4,4,3,4,5,1,5,4,4,4,3,1,4,3,0,0.0,satisfied
1660,2173,Female,Loyal Customer,41,Business travel,Business,3108,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0,2.0,neutral or dissatisfied
1661,48856,Male,Loyal Customer,36,Business travel,Business,3635,5,5,5,5,4,2,4,4,4,4,4,1,4,1,26,32.0,satisfied
1662,59146,Male,Loyal Customer,17,Personal Travel,Eco,1744,1,5,1,5,3,1,3,3,4,2,4,4,5,3,71,69.0,neutral or dissatisfied
1663,31611,Male,Loyal Customer,32,Business travel,Business,3712,2,2,2,2,5,5,5,5,3,4,4,4,5,5,0,0.0,satisfied
1664,51347,Male,Loyal Customer,42,Business travel,Eco Plus,110,4,4,4,4,4,4,4,4,1,4,5,2,5,4,0,0.0,satisfied
1665,6276,Male,Loyal Customer,23,Business travel,Business,585,1,2,1,2,1,1,1,1,1,3,3,3,4,1,37,47.0,neutral or dissatisfied
1666,63905,Male,Loyal Customer,39,Business travel,Business,3724,4,3,3,3,3,3,3,4,4,4,4,4,4,1,3,9.0,neutral or dissatisfied
1667,77054,Female,disloyal Customer,25,Business travel,Business,920,0,0,1,1,1,1,1,1,4,3,4,5,5,1,0,0.0,satisfied
1668,89004,Female,Loyal Customer,42,Business travel,Business,1947,2,2,2,2,2,4,4,4,4,4,4,4,4,4,29,20.0,satisfied
1669,105694,Female,Loyal Customer,54,Business travel,Business,3598,2,2,4,2,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
1670,35834,Female,Loyal Customer,34,Business travel,Business,1065,1,5,5,5,1,2,2,1,1,1,1,3,1,4,0,19.0,neutral or dissatisfied
1671,56536,Male,disloyal Customer,25,Business travel,Business,997,1,4,1,2,5,1,3,5,3,4,4,4,5,5,20,41.0,neutral or dissatisfied
1672,99710,Female,Loyal Customer,53,Business travel,Business,667,4,4,4,4,4,4,5,4,4,4,4,5,4,3,6,6.0,satisfied
1673,87573,Female,Loyal Customer,38,Business travel,Business,432,3,1,1,1,4,3,2,3,3,3,3,1,3,4,44,31.0,neutral or dissatisfied
1674,80180,Female,Loyal Customer,55,Personal Travel,Eco,2475,1,3,1,4,1,2,2,3,1,4,3,2,1,2,0,7.0,neutral or dissatisfied
1675,56048,Female,Loyal Customer,29,Business travel,Business,2586,3,3,3,3,2,2,2,4,2,5,5,2,2,2,0,8.0,satisfied
1676,107581,Female,disloyal Customer,27,Business travel,Business,1521,1,2,2,2,4,2,4,4,4,2,5,4,5,4,1,0.0,neutral or dissatisfied
1677,61166,Female,Loyal Customer,41,Business travel,Business,1624,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
1678,117683,Male,disloyal Customer,29,Business travel,Business,1070,5,5,5,5,3,0,3,3,4,3,4,5,5,3,2,0.0,satisfied
1679,57563,Male,Loyal Customer,29,Business travel,Business,1597,4,4,4,4,3,4,3,3,5,2,5,5,4,3,39,27.0,satisfied
1680,99619,Male,Loyal Customer,46,Business travel,Business,1224,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
1681,107647,Female,Loyal Customer,27,Business travel,Business,2227,4,4,4,4,5,5,5,5,3,4,5,3,5,5,0,0.0,satisfied
1682,74252,Male,Loyal Customer,67,Business travel,Business,2726,1,2,3,2,2,3,4,1,1,1,1,3,1,2,2,17.0,neutral or dissatisfied
1683,62533,Male,disloyal Customer,27,Business travel,Business,1744,0,0,0,2,1,0,1,1,3,5,4,3,4,1,10,0.0,satisfied
1684,71707,Male,Loyal Customer,45,Personal Travel,Eco Plus,1197,3,2,3,4,3,3,3,3,4,3,2,1,3,3,26,31.0,neutral or dissatisfied
1685,96560,Female,Loyal Customer,45,Business travel,Business,2270,2,2,2,2,2,4,5,5,5,5,5,5,5,3,1,3.0,satisfied
1686,14811,Female,Loyal Customer,20,Personal Travel,Eco,95,2,2,2,4,3,2,3,3,4,4,3,4,3,3,0,0.0,neutral or dissatisfied
1687,122911,Male,Loyal Customer,50,Business travel,Business,3467,1,1,1,1,2,4,5,4,4,4,5,5,4,4,2,0.0,satisfied
1688,28742,Female,Loyal Customer,23,Business travel,Business,3306,4,4,4,4,5,5,5,5,4,1,5,3,2,5,0,0.0,satisfied
1689,107288,Male,disloyal Customer,19,Business travel,Eco,283,4,1,4,4,1,4,1,1,1,2,3,2,4,1,22,19.0,neutral or dissatisfied
1690,15304,Male,Loyal Customer,23,Business travel,Business,489,1,5,5,5,1,1,1,1,2,1,2,2,3,1,54,30.0,neutral or dissatisfied
1691,42439,Female,Loyal Customer,64,Personal Travel,Eco,1119,3,3,2,4,5,4,3,5,5,2,5,2,5,1,0,0.0,neutral or dissatisfied
1692,73048,Male,Loyal Customer,28,Personal Travel,Eco,1089,1,1,0,4,5,0,5,5,4,2,4,4,3,5,0,0.0,neutral or dissatisfied
1693,97924,Female,Loyal Customer,31,Business travel,Business,401,4,4,4,4,2,2,2,2,4,3,4,4,4,2,0,0.0,satisfied
1694,77121,Male,Loyal Customer,23,Personal Travel,Eco,1481,4,5,4,4,3,4,3,3,2,4,1,1,5,3,0,0.0,neutral or dissatisfied
1695,126248,Male,Loyal Customer,53,Business travel,Business,1502,3,3,3,3,5,4,4,3,3,3,3,4,3,1,0,0.0,neutral or dissatisfied
1696,105452,Male,Loyal Customer,32,Business travel,Business,3200,3,5,5,5,3,3,3,3,4,2,3,3,3,3,45,40.0,neutral or dissatisfied
1697,125298,Female,Loyal Customer,57,Business travel,Business,3488,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
1698,81252,Male,Loyal Customer,40,Personal Travel,Business,1020,1,5,2,4,4,4,5,2,2,2,2,5,2,3,0,0.0,neutral or dissatisfied
1699,122104,Male,Loyal Customer,35,Personal Travel,Eco,130,2,4,2,1,5,2,5,5,5,5,5,5,5,5,0,0.0,neutral or dissatisfied
1700,27857,Male,Loyal Customer,24,Personal Travel,Eco,1448,5,2,5,3,3,5,3,3,3,4,4,1,3,3,0,4.0,satisfied
1701,81002,Female,Loyal Customer,51,Personal Travel,Eco,297,3,4,3,1,3,4,5,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
1702,99618,Male,disloyal Customer,22,Business travel,Business,1154,4,0,4,1,2,4,2,2,3,5,4,5,4,2,0,0.0,satisfied
1703,55360,Female,disloyal Customer,40,Business travel,Business,594,2,2,2,4,4,2,4,4,4,5,5,3,5,4,0,0.0,satisfied
1704,113171,Female,Loyal Customer,19,Personal Travel,Eco,889,4,5,4,1,3,4,3,3,3,3,4,3,5,3,6,11.0,satisfied
1705,121782,Female,Loyal Customer,61,Business travel,Business,3749,5,5,5,5,2,4,5,4,4,4,4,3,4,5,5,18.0,satisfied
1706,38897,Female,disloyal Customer,22,Business travel,Eco,320,4,5,4,1,5,4,5,5,4,2,4,4,3,5,0,14.0,satisfied
1707,38145,Male,Loyal Customer,50,Personal Travel,Eco,1121,4,5,4,3,4,4,4,4,5,4,4,3,4,4,0,5.0,neutral or dissatisfied
1708,62969,Male,Loyal Customer,20,Business travel,Business,862,3,3,3,3,5,5,5,5,4,4,4,5,4,5,0,9.0,satisfied
1709,47189,Female,Loyal Customer,29,Business travel,Business,965,3,4,4,4,3,3,3,3,1,4,3,3,3,3,0,0.0,neutral or dissatisfied
1710,113800,Female,Loyal Customer,49,Business travel,Business,3428,3,3,5,3,5,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
1711,70782,Male,Loyal Customer,55,Business travel,Business,3412,2,5,5,5,1,4,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
1712,9604,Male,Loyal Customer,27,Personal Travel,Eco,288,2,4,2,2,5,2,5,5,5,5,4,5,4,5,21,23.0,neutral or dissatisfied
1713,31589,Female,disloyal Customer,25,Business travel,Eco,602,4,1,4,3,4,4,5,4,3,4,4,2,3,4,18,18.0,neutral or dissatisfied
1714,56134,Female,Loyal Customer,53,Business travel,Business,1400,4,4,4,4,4,4,4,4,4,4,4,3,4,5,12,22.0,satisfied
1715,12972,Female,Loyal Customer,59,Business travel,Business,1661,1,1,1,1,2,4,4,4,4,4,4,5,4,5,2,4.0,satisfied
1716,127983,Male,disloyal Customer,63,Business travel,Eco,749,3,3,3,3,1,3,1,1,2,2,4,2,4,1,0,17.0,neutral or dissatisfied
1717,56174,Male,Loyal Customer,56,Business travel,Eco,1000,1,1,1,1,1,1,1,1,1,1,4,4,4,1,88,125.0,neutral or dissatisfied
1718,116298,Female,Loyal Customer,51,Personal Travel,Eco,417,3,5,3,1,3,1,4,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
1719,77985,Female,Loyal Customer,60,Business travel,Eco,332,3,5,5,5,1,3,4,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
1720,25107,Male,Loyal Customer,40,Business travel,Business,946,5,5,5,5,2,4,5,4,4,4,4,5,4,4,0,4.0,satisfied
1721,126039,Female,Loyal Customer,40,Business travel,Business,468,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,3.0,satisfied
1722,2224,Female,Loyal Customer,41,Business travel,Business,642,1,1,1,1,2,5,4,4,4,4,4,5,4,3,0,12.0,satisfied
1723,58557,Female,Loyal Customer,40,Personal Travel,Eco,1514,4,4,4,3,1,4,3,1,3,4,3,4,5,1,15,10.0,neutral or dissatisfied
1724,35672,Male,Loyal Customer,34,Business travel,Business,2475,2,3,2,2,4,4,4,1,1,4,1,4,3,4,0,0.0,satisfied
1725,1790,Female,disloyal Customer,27,Business travel,Business,500,4,5,5,4,3,5,3,3,3,2,5,5,4,3,0,0.0,satisfied
1726,6976,Male,Loyal Customer,55,Business travel,Business,234,3,3,3,3,4,4,5,4,4,4,4,4,4,3,0,5.0,satisfied
1727,125953,Male,Loyal Customer,54,Business travel,Business,1013,5,5,5,5,5,5,4,2,2,2,2,5,2,3,9,3.0,satisfied
1728,101640,Female,Loyal Customer,45,Business travel,Business,1733,2,2,2,2,3,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
1729,121004,Female,Loyal Customer,62,Personal Travel,Eco,861,3,4,3,3,4,5,4,4,4,3,1,3,4,3,10,17.0,neutral or dissatisfied
1730,83846,Male,Loyal Customer,69,Personal Travel,Eco,425,3,1,3,2,2,3,2,2,1,1,2,3,3,2,0,0.0,neutral or dissatisfied
1731,122445,Male,disloyal Customer,50,Business travel,Business,575,4,4,4,4,3,4,3,3,3,4,4,5,5,3,0,0.0,satisfied
1732,72245,Male,Loyal Customer,57,Business travel,Business,2844,1,1,1,1,3,4,5,4,4,4,4,4,4,3,56,41.0,satisfied
1733,116814,Female,Loyal Customer,26,Business travel,Business,3005,1,1,1,1,5,5,5,5,4,4,5,5,4,5,11,0.0,satisfied
1734,36541,Female,Loyal Customer,42,Business travel,Eco,1121,4,4,4,4,3,2,1,4,4,4,4,4,4,1,24,21.0,satisfied
1735,67369,Male,Loyal Customer,36,Business travel,Business,1652,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
1736,73865,Female,Loyal Customer,41,Business travel,Business,2585,1,1,1,1,4,4,4,5,5,5,5,4,3,4,0,0.0,satisfied
1737,101040,Male,Loyal Customer,55,Business travel,Business,368,1,1,1,1,2,4,5,4,4,4,4,4,4,4,0,1.0,satisfied
1738,74672,Male,Loyal Customer,41,Personal Travel,Eco,1171,0,4,0,1,2,0,2,2,4,2,3,5,4,2,24,27.0,satisfied
1739,99763,Male,Loyal Customer,19,Personal Travel,Eco,255,2,4,2,4,3,2,3,3,1,1,3,1,2,3,0,3.0,neutral or dissatisfied
1740,34622,Male,Loyal Customer,44,Business travel,Eco,2454,4,1,1,1,4,4,4,3,4,5,4,4,5,4,0,0.0,satisfied
1741,24728,Male,Loyal Customer,8,Personal Travel,Eco,406,2,4,5,3,1,5,1,1,4,3,4,3,5,1,25,38.0,neutral or dissatisfied
1742,99280,Female,Loyal Customer,18,Business travel,Business,3277,4,4,2,4,4,4,4,4,4,3,4,4,3,4,26,15.0,neutral or dissatisfied
1743,52688,Female,Loyal Customer,44,Business travel,Eco Plus,160,5,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
1744,39864,Female,Loyal Customer,61,Business travel,Eco,272,4,5,5,5,2,5,4,4,4,4,4,1,4,2,0,0.0,satisfied
1745,75491,Female,disloyal Customer,34,Business travel,Business,2342,2,2,2,4,1,2,1,1,4,2,4,3,5,1,0,0.0,neutral or dissatisfied
1746,41909,Male,Loyal Customer,37,Business travel,Business,129,4,3,3,3,2,3,4,2,2,1,4,4,2,4,77,78.0,neutral or dissatisfied
1747,120670,Female,Loyal Customer,66,Business travel,Business,280,2,3,3,3,4,4,4,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
1748,81571,Female,Loyal Customer,57,Personal Travel,Eco,936,4,1,4,3,4,4,3,3,3,4,3,2,3,1,0,0.0,neutral or dissatisfied
1749,89443,Female,Loyal Customer,34,Personal Travel,Eco,151,3,4,0,1,3,0,2,3,5,3,5,3,4,3,0,0.0,neutral or dissatisfied
1750,123749,Male,Loyal Customer,44,Business travel,Eco Plus,96,4,1,1,1,4,4,4,4,4,3,3,3,4,4,0,1.0,neutral or dissatisfied
1751,30970,Female,Loyal Customer,16,Personal Travel,Business,1476,3,5,3,4,4,3,4,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
1752,122511,Male,Loyal Customer,49,Business travel,Business,3805,3,2,2,2,4,4,3,3,3,4,3,1,3,2,10,0.0,neutral or dissatisfied
1753,79995,Female,Loyal Customer,44,Personal Travel,Eco,1076,3,5,3,3,5,4,4,2,2,3,2,4,2,5,28,31.0,neutral or dissatisfied
1754,116226,Male,Loyal Customer,25,Personal Travel,Eco,337,2,4,2,4,3,2,3,3,4,4,4,2,3,3,12,2.0,neutral or dissatisfied
1755,68016,Female,disloyal Customer,28,Business travel,Business,280,3,3,3,1,4,3,4,4,3,4,4,5,5,4,0,0.0,neutral or dissatisfied
1756,88328,Male,Loyal Customer,42,Business travel,Business,404,2,5,5,5,4,2,3,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
1757,117198,Female,Loyal Customer,53,Personal Travel,Eco,338,1,5,4,3,2,5,5,4,4,4,3,3,4,4,0,0.0,neutral or dissatisfied
1758,38687,Female,Loyal Customer,33,Business travel,Eco Plus,2611,3,2,2,2,3,3,3,3,1,4,3,3,4,3,0,0.0,neutral or dissatisfied
1759,96493,Female,Loyal Customer,47,Business travel,Business,2744,3,3,3,3,5,3,2,3,3,3,3,1,3,2,0,2.0,neutral or dissatisfied
1760,59461,Male,disloyal Customer,16,Business travel,Eco,758,4,4,4,4,3,4,2,3,4,2,4,4,4,3,2,0.0,neutral or dissatisfied
1761,23374,Male,Loyal Customer,16,Personal Travel,Eco,1014,2,4,2,4,1,2,1,1,3,5,4,5,5,1,91,120.0,neutral or dissatisfied
1762,69653,Female,disloyal Customer,21,Business travel,Eco,569,2,1,3,3,2,3,2,2,1,1,3,3,4,2,0,0.0,neutral or dissatisfied
1763,13405,Male,disloyal Customer,18,Business travel,Business,491,5,0,5,3,1,5,1,1,3,3,4,4,4,1,0,0.0,satisfied
1764,122703,Female,Loyal Customer,30,Business travel,Eco Plus,361,1,4,4,4,1,1,1,1,4,2,3,2,3,1,1,0.0,neutral or dissatisfied
1765,72292,Female,Loyal Customer,23,Personal Travel,Eco,919,3,2,3,3,3,3,3,3,3,3,4,4,3,3,112,95.0,neutral or dissatisfied
1766,19474,Male,Loyal Customer,64,Business travel,Eco,177,2,2,2,2,2,2,2,2,3,3,3,4,2,2,1,0.0,neutral or dissatisfied
1767,14088,Male,Loyal Customer,65,Business travel,Business,425,3,4,4,4,3,3,4,3,3,3,3,4,3,2,0,2.0,neutral or dissatisfied
1768,121998,Male,Loyal Customer,54,Business travel,Business,185,3,3,4,3,5,4,5,5,5,5,4,5,5,3,25,24.0,satisfied
1769,124984,Male,Loyal Customer,59,Business travel,Business,184,4,4,4,4,5,5,5,3,3,4,4,3,3,4,0,0.0,satisfied
1770,89674,Male,Loyal Customer,45,Business travel,Eco,944,4,2,1,1,4,4,4,1,3,3,2,4,3,4,187,214.0,neutral or dissatisfied
1771,105723,Male,Loyal Customer,55,Business travel,Eco,663,2,4,5,5,2,2,2,2,2,3,3,4,3,2,19,7.0,neutral or dissatisfied
1772,84873,Male,Loyal Customer,41,Personal Travel,Eco,481,3,4,3,4,2,3,2,2,3,5,3,1,3,2,0,0.0,neutral or dissatisfied
1773,111159,Male,Loyal Customer,14,Personal Travel,Eco,1050,4,4,4,1,3,4,3,3,4,3,1,3,1,3,11,0.0,neutral or dissatisfied
1774,82773,Male,Loyal Customer,8,Personal Travel,Eco Plus,409,4,5,4,2,5,4,5,5,4,4,5,3,5,5,0,0.0,satisfied
1775,22778,Female,disloyal Customer,48,Business travel,Eco,170,2,0,3,2,5,3,5,5,4,3,1,1,4,5,21,50.0,neutral or dissatisfied
1776,106793,Female,disloyal Customer,42,Business travel,Business,977,3,3,3,3,3,3,3,4,3,4,5,3,4,3,131,125.0,neutral or dissatisfied
1777,66432,Female,Loyal Customer,53,Business travel,Business,3643,5,5,5,5,4,4,4,3,3,3,3,3,3,4,0,0.0,satisfied
1778,2784,Male,Loyal Customer,47,Business travel,Business,3065,3,2,2,2,3,2,2,3,3,3,3,2,3,1,57,54.0,neutral or dissatisfied
1779,44334,Male,Loyal Customer,37,Business travel,Eco,230,3,5,5,5,3,4,3,3,4,4,5,2,2,3,0,0.0,satisfied
1780,105174,Male,Loyal Customer,14,Personal Travel,Eco,220,1,5,1,3,5,1,5,5,4,5,3,4,5,5,11,1.0,neutral or dissatisfied
1781,129036,Male,Loyal Customer,40,Personal Travel,Business,1744,5,3,5,3,5,3,3,2,2,5,3,3,2,1,0,5.0,satisfied
1782,4601,Male,Loyal Customer,31,Personal Travel,Eco,416,2,5,2,4,3,2,3,3,1,3,4,5,2,3,0,1.0,neutral or dissatisfied
1783,125404,Female,Loyal Customer,49,Personal Travel,Eco,1440,3,4,3,4,4,5,5,1,1,3,1,5,1,3,25,38.0,neutral or dissatisfied
1784,64238,Male,disloyal Customer,44,Business travel,Business,1660,2,2,2,1,1,2,1,1,3,3,4,3,5,1,11,7.0,neutral or dissatisfied
1785,37229,Female,disloyal Customer,27,Business travel,Business,1028,3,3,3,3,3,1,4,1,2,3,4,4,1,4,170,164.0,neutral or dissatisfied
1786,32894,Female,Loyal Customer,26,Personal Travel,Eco,101,2,3,2,3,4,2,4,4,3,5,3,1,4,4,4,10.0,neutral or dissatisfied
1787,92601,Female,disloyal Customer,48,Business travel,Business,2158,4,4,4,3,4,4,4,4,3,5,4,3,5,4,12,0.0,satisfied
1788,42458,Male,Loyal Customer,58,Personal Travel,Eco,866,4,5,4,1,5,4,5,5,5,3,5,4,4,5,0,0.0,satisfied
1789,81057,Male,Loyal Customer,22,Personal Travel,Eco,1399,2,4,2,4,5,2,4,5,5,2,3,4,5,5,0,0.0,neutral or dissatisfied
1790,116563,Male,Loyal Customer,60,Business travel,Business,2259,5,5,4,5,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
1791,28716,Male,Loyal Customer,51,Business travel,Eco,1217,5,1,5,1,5,5,5,2,3,5,3,5,3,5,0,7.0,satisfied
1792,100696,Female,Loyal Customer,61,Personal Travel,Eco,628,2,4,2,4,2,4,3,1,1,2,1,4,1,1,20,6.0,neutral or dissatisfied
1793,119588,Male,Loyal Customer,67,Personal Travel,Eco,2276,3,2,3,4,3,4,4,4,4,2,4,4,1,4,0,5.0,neutral or dissatisfied
1794,76710,Female,disloyal Customer,21,Business travel,Eco,547,3,5,3,3,2,3,2,2,4,5,4,5,5,2,0,4.0,neutral or dissatisfied
1795,120333,Male,Loyal Customer,23,Business travel,Eco Plus,268,1,5,5,5,1,1,1,1,1,1,3,3,4,1,0,0.0,neutral or dissatisfied
1796,28084,Male,Loyal Customer,51,Business travel,Eco,2172,5,3,3,3,5,5,5,5,5,4,3,5,4,5,0,0.0,satisfied
1797,43446,Male,Loyal Customer,43,Business travel,Business,2520,5,4,5,5,4,4,1,3,3,3,3,2,3,3,0,0.0,satisfied
1798,103072,Female,Loyal Customer,45,Business travel,Eco,146,2,3,3,3,4,4,4,2,2,2,2,1,2,1,1,4.0,neutral or dissatisfied
1799,77232,Female,Loyal Customer,21,Business travel,Business,1590,4,4,4,4,5,4,5,5,4,4,4,5,4,5,0,0.0,satisfied
1800,109837,Female,disloyal Customer,24,Business travel,Business,1130,4,0,4,1,4,4,4,4,4,5,5,3,5,4,26,15.0,satisfied
1801,90117,Male,Loyal Customer,35,Business travel,Business,1084,3,1,1,1,1,2,2,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
1802,42383,Male,Loyal Customer,66,Personal Travel,Eco,451,4,4,4,3,1,4,1,1,2,5,4,3,2,1,0,0.0,neutral or dissatisfied
1803,36445,Female,Loyal Customer,38,Business travel,Business,1368,2,2,2,2,2,4,4,3,3,3,3,5,3,3,4,2.0,satisfied
1804,78366,Male,Loyal Customer,49,Personal Travel,Business,726,3,3,3,4,1,3,4,4,4,3,4,4,4,2,0,0.0,neutral or dissatisfied
1805,14252,Male,Loyal Customer,52,Business travel,Business,1897,4,4,4,4,3,5,4,4,4,4,4,4,4,3,8,10.0,satisfied
1806,125288,Male,Loyal Customer,18,Business travel,Eco,678,3,1,1,1,3,3,4,3,1,4,4,4,4,3,0,0.0,neutral or dissatisfied
1807,38881,Female,Loyal Customer,42,Business travel,Eco,261,1,2,5,2,1,3,3,1,1,1,1,3,1,1,0,0.0,neutral or dissatisfied
1808,129781,Female,Loyal Customer,60,Personal Travel,Eco,447,4,4,4,5,4,4,5,5,5,4,5,5,5,4,0,0.0,satisfied
1809,101205,Male,Loyal Customer,68,Personal Travel,Eco,1235,2,4,2,4,2,2,2,2,3,5,4,3,5,2,65,71.0,neutral or dissatisfied
1810,10260,Male,Loyal Customer,63,Personal Travel,Business,316,3,0,4,4,3,4,4,5,5,4,5,3,5,5,27,16.0,neutral or dissatisfied
1811,127092,Female,disloyal Customer,25,Business travel,Eco,221,2,1,2,3,3,2,3,3,4,4,3,4,4,3,0,0.0,neutral or dissatisfied
1812,54690,Female,disloyal Customer,29,Business travel,Eco,964,4,4,4,3,1,4,1,1,2,3,2,3,4,1,0,0.0,satisfied
1813,39460,Female,Loyal Customer,34,Personal Travel,Eco,129,1,4,1,5,4,1,4,4,4,5,5,4,3,4,0,4.0,neutral or dissatisfied
1814,43026,Male,disloyal Customer,20,Business travel,Eco,236,4,1,4,3,4,4,4,4,2,3,3,2,3,4,0,0.0,neutral or dissatisfied
1815,11951,Female,Loyal Customer,29,Personal Travel,Eco,781,5,4,5,5,4,5,4,4,4,5,4,4,4,4,0,0.0,satisfied
1816,120674,Male,Loyal Customer,45,Business travel,Business,280,2,2,2,2,3,2,5,5,5,4,5,1,5,3,38,59.0,satisfied
1817,30053,Male,Loyal Customer,27,Business travel,Business,183,4,4,4,4,5,4,4,5,4,3,4,3,4,5,0,7.0,neutral or dissatisfied
1818,59374,Male,Loyal Customer,29,Business travel,Eco,2556,1,5,5,5,1,1,1,1,2,5,3,4,3,1,0,0.0,neutral or dissatisfied
1819,125229,Female,Loyal Customer,29,Business travel,Eco Plus,651,3,3,4,3,3,3,3,3,2,4,3,1,2,3,0,0.0,neutral or dissatisfied
1820,4264,Male,Loyal Customer,48,Business travel,Business,1713,3,3,3,3,2,5,4,5,5,5,5,5,5,4,32,43.0,satisfied
1821,43498,Female,Loyal Customer,26,Personal Travel,Eco,679,2,5,2,1,3,2,3,3,3,5,5,5,5,3,82,70.0,neutral or dissatisfied
1822,14650,Female,Loyal Customer,64,Business travel,Eco,112,3,4,4,4,3,3,4,3,3,3,3,5,3,2,48,40.0,satisfied
1823,99240,Female,Loyal Customer,54,Personal Travel,Eco,541,5,4,5,4,3,2,2,1,1,5,1,5,1,2,0,0.0,satisfied
1824,58974,Male,disloyal Customer,37,Business travel,Business,1723,1,1,1,1,3,1,3,3,5,3,3,4,5,3,23,5.0,neutral or dissatisfied
1825,1840,Male,Loyal Customer,58,Personal Travel,Eco,500,3,4,5,3,3,5,3,3,4,2,4,5,5,3,0,0.0,neutral or dissatisfied
1826,116867,Male,disloyal Customer,39,Business travel,Business,370,1,1,1,4,5,1,5,5,4,5,5,5,5,5,11,9.0,neutral or dissatisfied
1827,126055,Male,Loyal Customer,53,Business travel,Business,2277,3,2,3,3,2,5,5,4,4,4,4,5,4,5,7,1.0,satisfied
1828,109567,Male,Loyal Customer,16,Personal Travel,Eco,861,2,5,2,3,2,2,2,2,3,4,5,4,5,2,0,0.0,neutral or dissatisfied
1829,113808,Male,Loyal Customer,49,Business travel,Business,258,4,4,2,4,4,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
1830,20691,Female,disloyal Customer,22,Business travel,Eco,779,2,2,2,1,1,2,1,1,2,1,5,2,5,1,126,110.0,neutral or dissatisfied
1831,68786,Male,Loyal Customer,22,Business travel,Business,861,5,5,5,5,3,4,3,3,5,2,4,5,5,3,0,0.0,satisfied
1832,114554,Female,Loyal Customer,15,Personal Travel,Business,417,4,5,4,4,1,4,1,1,4,3,3,2,4,1,8,7.0,neutral or dissatisfied
1833,64111,Male,Loyal Customer,30,Business travel,Business,2288,2,2,2,2,5,4,5,5,3,4,5,5,5,5,0,4.0,satisfied
