Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,I.S. 075 FRANK D. PAULO,3.53E+11,31R075,31,40.544369,-74.197201,"455 HUGUENOT AVE STATEN ISLAND, NY 10312",STATEN ISLAND,10312,"06,07,08",6,8,No,0.21,N/A,0.01,0.09,0.01,0.1,0.11,0.79,0.95,0.12,0.92,Exceeding Target,0.94,Exceeding Target,0.85,Meeting Target,0.9,Exceeding Target,0.74,Approaching Target,0.92,Meeting Target,Exceeding Target,3.05,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,115,0,3,10,22,79,0,0,28,398,144,0,2,10,29,103,0,0,37,492,96,0,0,8,20,67,0,0,33,486,139,0,0,12,26,101,0,0,45,440,101,0,0,7,20,74,0,0,32,313,29,0,0,2,9,16,0,0,14
,,,P.S. 78,3.53E+11,31R078,31,40.622418,-74.079229,"100 TOMPKINS AVE STATEN ISLAND, NY 10304",STATEN ISLAND,10304,"PK,0K,01,02,03,04,05",PK,5,Yes,0.88,38859.51,0.07,0.03,0.42,0.49,0.91,0.05,0.9,0.41,0.91,Approaching Target,0.9,Meeting Target,0.77,Not Meeting Target,0.85,Meeting Target,0.84,Meeting Target,0.94,Exceeding Target,N/A,2.11,2.2,126,2,0,1,0,0,0,0,0,2,127,4,0,1,0,0,0,0,0,4,119,1,0,1,0,0,0,0,0,1,123,8,0,3,3,1,1,0,0,8,102,2,0,2,0,0,0,0,0,2,104,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,THE MICHAEL J. PETRIDES SCHOOL,3.53E+11,31R080,31,40.608441,-74.105262,"715 OCEAN TERR STATEN ISLAND, NY 10301",STATEN ISLAND,10301,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.37,67750.03,0.01,0.08,0.2,0.22,0.42,0.48,0.95,0.1,0.93,Exceeding Target,0.92,Exceeding Target,0.87,Meeting Target,0.9,Meeting Target,0.8,Approaching Target,0.92,Meeting Target,Meeting Target,2.83,2.88,85,12,0,2,1,0,7,0,0,3,85,20,0,1,2,0,13,0,0,2,96,10,0,1,1,0,8,0,0,3,96,18,0,2,3,3,10,0,0,4,106,9,0,1,1,0,6,0,0,4,106,20,0,0,0,0,17,0,0,4,101,16,0,3,0,2,11,0,0,3,101,16,0,2,0,3,11,0,0,6,90,12,0,0,2,1,9,0,0,4,89,12,0,0,1,3,8,0,0,5,91,14,0,0,0,4,10,0,0,5,92,12,0,0,0,5,7,0,0,3
,,,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,3.53E+11,31R861,31,40.620326,-74.164432,"280 REGIS DR STATEN ISLAND, NY 10314",STATEN ISLAND,10314,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.57,67543.01,0.04,0.12,0.21,0.41,0.63,0.23,0.94,0.17,0.94,Meeting Target,0.91,Exceeding Target,0.85,Meeting Target,0.82,Meeting Target,0.81,Approaching Target,0.9,Meeting Target,Exceeding Target,2.79,2.91,100,24,0,7,8,0,5,0,0,16,98,23,0,4,8,0,5,0,0,17,99,17,0,0,7,4,6,0,0,11,100,27,0,0,11,6,10,0,0,20,66,15,0,2,6,0,3,0,0,11,67,18,0,4,7,2,3,2,0,13,100,14,0,4,5,0,2,0,0,11,100,21,0,3,9,0,5,0,1,18,101,11,1,1,5,0,4,0,0,5,101,24,2,3,12,0,5,0,0,17,95,20,0,4,4,0,6,0,0,13,98,11,0,1,1,0,3,0,0,7
,,,P.S./I.S. 045 HORACE E. GREENE,3.33E+11,32K045,32,40.686658,-73.910178,"84 SCHAEFER ST BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05,06,07,08,SE",0K,8,No,0.82,37020.6,0.14,0.02,0.48,0.47,0.95,0.01,0.9,0.37,0.9,Approaching Target,0.89,Meeting Target,0.95,Meeting Target,0.78,Meeting Target,0.85,Meeting Target,0.94,Exceeding Target,Meeting Target,2.4,2.49,89,3,0,1,0,0,0,0,0,0,89,5,0,2,3,0,0,0,0,4,74,5,0,0,2,0,0,0,0,3,74,5,0,0,2,0,0,0,0,4,83,6,0,3,0,0,0,0,0,2,84,1,0,1,0,0,0,0,0,0,58,5,0,0,2,0,0,0,0,5,58,9,0,0,6,0,0,0,0,7,68,2,0,2,0,0,0,0,0,1,70,2,0,1,0,0,0,0,0,1,56,6,0,0,4,0,0,0,0,4,56,0,0,0,0,0,0,0,0,0
,,,P.S. 075 MAYDA CORTIELLA,3.33E+11,32K075,32,40.693254,-73.921321,"95 GROVE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,5,No,0.86,35590.06,0.16,0.02,0.21,0.74,0.96,0.02,0.91,0.35,0.91,Meeting Target,0.87,Meeting Target,0.87,Approaching Target,0.71,Approaching Target,0.81,Approaching Target,0.83,Approaching Target,Meeting Target,2.16,2.3,57,0,0,0,0,0,0,0,0,0,57,1,0,0,1,0,0,0,0,1,72,1,0,1,0,0,0,0,0,1,73,2,0,0,1,0,0,0,0,1,52,1,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 086 THE IRVINGTON,3.33E+11,32K086,32,40.700748,-73.91766,"220 IRVING AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,5,No,0.88,45302.62,0.28,0.04,0.01,0.94,0.95,0.01,0.95,0.16,0.93,Exceeding Target,0.95,Exceeding Target,0.95,Exceeding Target,0.92,Exceeding Target,0.85,Meeting Target,0.99,Exceeding Target,Meeting Target,2.24,2.41,63,0,0,0,0,0,0,0,0,0,62,1,0,0,1,0,0,0,0,1,51,1,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,69,4,0,0,4,0,0,0,0,0,69,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 106 EDWARD EVERETT HALE,3.33E+11,32K106,32,40.693691,-73.913234,"1328 PUTNAM AVE BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,5,No,0.85,41958.04,0.26,0.02,0.12,0.86,0.98,0.01,0.92,0.33,0.96,Meeting Target,0.94,Meeting Target,0.96,Meeting Target,0.86,Meeting Target,0.83,Approaching Target,0.96,Exceeding Target,Meeting Target,2.12,2.37,81,0,0,0,0,0,0,0,0,0,86,3,0,0,3,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,72,3,0,0,0,0,0,0,0,0,71,1,0,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 116 ELIZABETH L FARRELL,3.33E+11,32K116,32,40.698057,-73.916588,"515 KNICKERBOCKER AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,5,No,0.84,38932.96,0.26,0.02,0.04,0.94,0.98,0,0.94,0.21,0.9,Meeting Target,0.81,Meeting Target,0.9,Meeting Target,0.63,Not Meeting Target,0.79,Not Meeting Target,0.83,Approaching Target,Meeting Target,2.37,2.68,94,1,0,0,1,0,0,0,0,0,96,12,0,0,10,0,0,0,0,12,76,3,0,0,3,0,0,0,0,2,78,3,0,0,2,0,0,0,0,3,78,3,0,0,0,0,0,0,0,2,79,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 123 SUYDAM,3.33E+11,32K123,32,40.703905,-73.922574,"100 IRVING AVE BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,5,No,0.86,44858.04,0.28,0.04,0.03,0.9,0.94,0.01,0.95,0.17,0.9,Meeting Target,0.94,Meeting Target,0.94,Exceeding Target,0.88,Exceeding Target,0.89,Meeting Target,0.97,Exceeding Target,Meeting Target,2.22,2.36,110,1,0,0,0,0,0,0,0,0,112,6,0,0,3,0,0,0,0,0,114,3,0,0,3,0,0,0,0,0,114,4,0,0,4,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,122,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 145 ANDREW JACKSON,3.33E+11,32K145,32,40.701446,-73.932301,"100 NOLL ST BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.86,43502.4,0.17,0.01,0.03,0.94,0.97,0.02,0.93,0.24,0.91,Approaching Target,0.91,Meeting Target,0.93,Meeting Target,0.83,Meeting Target,0.82,Approaching Target,0.96,Exceeding Target,Approaching Target,2.26,2.29,104,0,0,0,0,0,0,0,0,0,103,6,0,0,0,0,0,0,0,2,111,6,0,0,4,0,0,0,0,6,113,10,0,0,8,0,0,0,0,10,101,6,0,0,6,0,0,0,0,5,104,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 151 LYNDON B. JOHNSON,3.33E+11,32K151,32,40.693371,-73.908233,"763 KNICKERBOCKER AVE BROOKLYN, NY 11237",BROOKLYN,11237,"PK,0K,01,02,03,04,05",PK,5,No,0.89,41236.54,0.21,0,0.19,0.73,0.92,0.08,0.93,0.28,0.84,Approaching Target,0.85,Meeting Target,0.87,Meeting Target,0.78,Meeting Target,0.87,Meeting Target,0.89,Meeting Target,Approaching Target,2.02,2.1,39,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,50,2,0,0,2,0,0,0,0,2,50,1,0,0,1,0,0,0,0,1,50,2,0,0,2,0,0,0,0,0,51,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 162 THE WILLOUGHBY,3.33E+11,32K162,32,40.706871,-73.92002,"1390 WILLOUGHBY AVE BROOKLYN, NY 11237",BROOKLYN,11237,"06,07,08",6,8,No,0.85,N/A,0.21,0.02,0.03,0.92,0.95,0.02,0.91,0.31,0.89,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.78,Approaching Target,0.77,Approaching Target,0.86,Approaching Target,Meeting Target,2.23,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,0,1,1,0,0,0,0,2,161,5,0,1,3,0,1,0,0,4,131,1,0,0,1,0,0,0,0,1,136,0,0,0,0,0,0,0,0,0,153,11,0,0,10,1,0,0,0,8,157,7,0,0,5,2,0,0,0,5
,,,P.S. 274 KOSCIUSKO,3.33E+11,32K274,32,40.694186,-73.928157,"800 BUSHWICK AVE BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,5,No,0.83,41068.16,0.21,0.01,0.1,0.85,0.95,0.01,0.92,0.31,0.91,Meeting Target,0.88,Exceeding Target,0.95,Meeting Target,0.81,Meeting Target,0.85,Meeting Target,0.93,Meeting Target,Meeting Target,2.2,2.42,75,6,0,0,6,0,0,0,0,0,76,1,0,0,1,0,0,0,0,0,71,5,0,0,5,0,0,0,0,0,71,6,0,0,6,0,0,0,1,0,71,2,0,0,1,0,0,0,0,0,72,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 291 ROLAND HAYES,3.33E+11,32K291,32,40.695648,-73.915406,"231 PALMETTO ST BROOKLYN, NY 11221",BROOKLYN,11221,"06,07,08",6,8,Yes,0.84,N/A,0.3,0.01,0.15,0.81,0.96,0.03,0.89,0.36,0.96,Meeting Target,0.97,Exceeding Target,0.88,Meeting Target,0.89,Meeting Target,0.78,Meeting Target,0.93,Meeting Target,Meeting Target,2.17,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,0,0,2,0,0,0,0,3,102,0,0,0,0,0,0,0,0,0,91,1,0,0,1,0,0,0,0,1,99,1,0,0,1,0,0,0,0,1,119,1,0,0,1,0,0,0,0,1,123,0,0,0,0,0,0,0,0,0
,,,P.S. 299 THOMAS WARREN FIELD,3.33E+11,32K299,32,40.690997,-73.91785,"88 WOODBINE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,5,No,0.89,39617.18,0.16,0,0.47,0.51,0.98,0.02,0.92,0.29,0.95,Exceeding Target,0.92,Exceeding Target,0.93,Meeting Target,0.85,Meeting Target,0.98,Exceeding Target,0.93,Exceeding Target,Exceeding Target,2.25,2.52,33,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,37,3,0,0,2,0,0,0,0,0,37,4,0,0,4,0,0,0,1,0,45,1,0,1,0,0,0,0,0,0,47,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,I.S. 347 SCHOOL OF HUMANITIES,3.33E+11,32K347,32,40.700818,-73.927587,"35 STARR ST BROOKLYN, NY 11221",BROOKLYN,11221,"06,07,08",6,8,No,0.82,N/A,0.18,0.02,0.07,0.89,0.96,0.01,0.92,0.24,0.86,Meeting Target,0.9,Meeting Target,0.82,Meeting Target,0.84,Meeting Target,0.81,Meeting Target,0.93,Meeting Target,Meeting Target,2.25,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3,0,1,0,0,0,0,0,0,93,6,0,1,3,0,0,0,0,0,83,1,0,0,1,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,106,3,0,0,2,0,0,0,0,3,106,12,0,0,10,0,0,0,0,12
,,,"I.S. 349 MATH, SCIENCE & TECH.",3.33E+11,32K349,32,40.700818,-73.927587,"35 STARR ST BROOKLYN, NY 11211",BROOKLYN,11211,"06,07,08",6,8,Yes,0.86,N/A,0.3,0,0.04,0.95,0.99,0,0.94,0.18,0.85,Approaching Target,0.91,Approaching Target,0.83,Approaching Target,0.79,Meeting Target,0.78,Meeting Target,0.92,Meeting Target,Meeting Target,2.25,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,88,1,0,0,1,0,0,0,0,1,94,1,0,0,1,0,0,0,0,1,110,2,0,0,2,0,0,0,0,0,116,2,0,0,2,0,0,0,0,0
,,,P.S. 376,3.33E+11,32K376,32,40.698048,-73.920166,"194 HARMAN ST BROOKLYN, NY 11237",BROOKLYN,11237,"0K,01,02,03,04,05",0K,5,No,0.88,38851.58,0.17,0.01,0.07,0.9,0.97,0.02,0.95,0.13,0.96,Exceeding Target,0.97,Exceeding Target,0.98,Exceeding Target,0.92,Exceeding Target,0.81,Approaching Target,0.95,Meeting Target,Exceeding Target,2.58,2.76,96,13,0,0,4,0,0,0,0,7,97,31,0,0,22,0,0,0,2,26,113,22,0,0,18,0,0,0,0,21,113,28,0,0,26,0,0,0,0,24,76,3,0,0,2,0,0,0,0,3,81,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 377 ALEJANDRINA B. DE GAUTIER,3.33E+11,32K377,32,40.693817,-73.914879,"200 WOODBINE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.82,36894.07,0.19,0.01,0.12,0.85,0.97,0.02,0.91,0.32,0.9,Approaching Target,0.85,Meeting Target,0.85,Approaching Target,0.73,Approaching Target,0.81,Approaching Target,0.89,Meeting Target,Approaching Target,2.14,2.22,38,0,0,0,0,0,0,0,0,0,38,1,0,1,0,0,0,0,0,0,37,1,0,0,1,0,0,0,0,0,37,2,0,0,2,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,54,1,0,0,1,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,51,1,0,0,1,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,52,1,0,0,1,0,0,0,0,1
,,,J.H.S. 383 PHILIPPA SCHUYLER,3.33E+11,32K383,32,40.697892,-73.919072,"1300 GREENE AVE BROOKLYN, NY 11237",BROOKLYN,11237,"05,06,07,08",5,8,No,0.64,N/A,0.02,0.05,0.43,0.5,0.93,0.01,0.96,0.1,0.89,Meeting Target,0.9,Exceeding Target,0.85,Meeting Target,0.84,Meeting Target,0.77,Approaching Target,0.92,Meeting Target,Approaching Target,2.9,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,5,0,0,0,0,0,6,45,10,0,4,0,0,0,0,0,8,301,59,0,25,28,0,0,0,0,47,302,42,0,12,26,0,0,0,0,36,293,50,0,17,27,0,0,0,0,34,293,30,0,8,15,0,0,0,0,23,264,67,0,26,29,10,0,0,0,51,177,1,0,1,0,0,0,0,0,1
,,,P.S. /I.S. 384 FRANCES E. CARTER,3.33E+11,32K384,32,40.68977,-73.904832,"242 COOPER ST BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.86,36830.45,0.25,0.02,0.12,0.85,0.97,0.01,0.93,0.23,0.88,Meeting Target,0.91,Meeting Target,0.93,Meeting Target,0.78,Approaching Target,0.79,Approaching Target,0.92,Meeting Target,Meeting Target,2.39,2.37,50,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,60,4,0,0,1,0,0,0,0,2,61,0,0,0,0,0,0,0,0,0,63,3,0,0,3,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,50,6,0,1,5,0,0,0,0,6,52,3,0,0,3,0,0,0,0,3,59,2,0,0,1,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,69,7,0,0,6,0,0,0,0,5,71,2,0,0,1,0,0,0,0,1
,,,ALL CITY LEADERSHIP SECONDARY SCHOOL,3.33E+11,32K554,32,40.697591,-73.913097,"321 PALMETTO ST BROOKLYN, NY 11237",BROOKLYN,11237,"06,07,08,09,10,11,12",6,12,No,0.67,N/A,0.02,0.06,0.11,0.77,0.89,0.05,0.97,0.08,0.92,Exceeding Target,0.99,Exceeding Target,0.96,Exceeding Target,0.92,Exceeding Target,0.83,Meeting Target,0.98,Exceeding Target,Meeting Target,3.28,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,25,0,0,20,0,3,0,0,20,60,34,0,0,25,0,4,0,0,30,60,22,0,2,18,0,0,0,0,20,60,19,0,2,15,0,0,0,0,17,59,27,0,3,18,5,1,0,0,25,0,0,0,0,0,0,0,0,0,0
