Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
2609,2020-06-03,8:00 AM,Jharkhand,-,-,320,5,712
2610,2020-06-03,8:00 AM,Karnataka,-,-,1403,52,3796
2611,2020-06-03,8:00 AM,Kerala,-,-,627,11,1412
2612,2020-06-03,8:00 AM,Ladakh,-,-,47,1,81
2613,2020-06-03,8:00 AM,Madhya Pradesh,-,-,5221,364,8420
2614,2020-06-03,8:00 AM,Maharashtra,-,-,31333,2465,72300
2615,2020-06-03,8:00 AM,Manipur,-,-,14,0,89
2616,2020-06-03,8:00 AM,Meghalaya,-,-,12,1,27
2617,2020-06-03,8:00 AM,Mizoram,-,-,1,0,13
2618,2020-06-03,8:00 AM,Nagaland,-,-,0,0,49
2619,2020-06-03,8:00 AM,Odisha,-,-,1325,7,2245
2620,2020-06-03,8:00 AM,Puducherry,-,-,25,0,82
2621,2020-06-03,8:00 AM,Punjab,-,-,2017,46,2342
2622,2020-06-03,8:00 AM,Rajasthan,-,-,6435,203,9373
2623,2020-06-03,8:00 AM,Sikkim,-,-,0,0,1
2624,2020-06-03,8:00 AM,Tamil Nadu,-,-,13706,197,24586
2625,2020-06-03,8:00 AM,Telengana,-,-,1526,92,2891
2626,2020-06-03,8:00 AM,Tripura,-,-,173,0,468
2627,2020-06-03,8:00 AM,Uttarakhand,-,-,252,7,1043
2628,2020-06-03,8:00 AM,Uttar Pradesh,-,-,5030,222,8361
2629,2020-06-03,8:00 AM,West Bengal,-,-,2410,335,6168
2630,2020-06-03,8:00 AM,Cases being reassigned to states,-,-,0,0,7123
2631,2020-06-04,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2632,2020-06-04,8:00 AM,Andhra Pradesh,-,-,2466,68,4080
2633,2020-06-04,8:00 AM,Arunachal Pradesh,-,-,1,0,38
2634,2020-06-04,8:00 AM,Assam,-,-,413,4,1672
2635,2020-06-04,8:00 AM,Bihar,-,-,2077,25,4390
2636,2020-06-04,8:00 AM,Chandigarh,-,-,214,5,301
2637,2020-06-04,8:00 AM,Chhattisgarh,-,-,188,2,668
2638,2020-06-04,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1,0,8
2639,2020-06-04,8:00 AM,Delhi,-,-,9542,606,23645
2640,2020-06-04,8:00 AM,Goa,-,-,57,0,79
2641,2020-06-04,8:00 AM,Gujarat,-,-,12212,1122,18100
2642,2020-06-04,8:00 AM,Haryana,-,-,1089,23,2954
2643,2020-06-04,8:00 AM,Himachal Pradesh,-,-,150,5,359
2644,2020-06-04,8:00 AM,Jammu and Kashmir,-,-,1007,34,2857
2645,2020-06-04,8:00 AM,Jharkhand,-,-,321,5,752
2646,2020-06-04,8:00 AM,Karnataka,-,-,1514,53,4063
2647,2020-06-04,8:00 AM,Kerala,-,-,651,11,1494
2648,2020-06-04,8:00 AM,Ladakh,-,-,48,1,90
2649,2020-06-04,8:00 AM,Madhya Pradesh,-,-,5445,371,8588
2650,2020-06-04,8:00 AM,Maharashtra,-,-,32329,2587,74860
2651,2020-06-04,8:00 AM,Manipur,-,-,38,0,118
2652,2020-06-04,8:00 AM,Meghalaya,-,-,13,1,33
2653,2020-06-04,8:00 AM,Mizoram,-,-,1,0,14
2654,2020-06-04,8:00 AM,Nagaland,-,-,0,0,58
2655,2020-06-04,8:00 AM,Odisha,-,-,1416,7,2388
2656,2020-06-04,8:00 AM,Puducherry,-,-,25,0,82
2657,2020-06-04,8:00 AM,Punjab,-,-,2029,47,2376
2658,2020-06-04,8:00 AM,Rajasthan,-,-,6744,209,9652
2659,2020-06-04,8:00 AM,Sikkim,-,-,0,0,2
2660,2020-06-04,8:00 AM,Tamil Nadu,-,-,14316,208,25872
2661,2020-06-04,8:00 AM,Telengana,-,-,1556,99,3020
2662,2020-06-04,8:00 AM,Tripura,-,-,173,0,468
2663,2020-06-04,8:00 AM,Uttarakhand,-,-,282,8,1085
2664,2020-06-04,8:00 AM,Uttar Pradesh,-,-,5176,229,8729
2665,2020-06-04,8:00 AM,West Bengal,-,-,2580,345,6508
2666,2020-06-04,8:00 AM,Cases being reassigned to states,-,-,0,0,7483
2667,2020-06-05,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2668,2020-06-05,8:00 AM,Andhra Pradesh,-,-,2539,71,4223
2669,2020-06-05,8:00 AM,Arunachal Pradesh,-,-,1,0,42
2670,2020-06-05,8:00 AM,Assam,-,-,442,4,1988
2671,2020-06-05,8:00 AM,Bihar,-,-,2210,29,4493
2672,2020-06-05,8:00 AM,Chandigarh,-,-,214,5,301
2673,2020-06-05,8:00 AM,Chhattisgarh,-,-,213,2,756
2674,2020-06-05,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1,0,12
2675,2020-06-05,8:00 AM,Delhi,-,-,9898,650,25004
2676,2020-06-05,8:00 AM,Goa,-,-,57,0,166
2677,2020-06-05,8:00 AM,Gujarat,-,-,12667,1155,18584
2678,2020-06-05,8:00 AM,Haryana,-,-,2134,24,3281
2679,2020-06-05,8:00 AM,Himachal Pradesh,-,-,179,5,383
2680,2020-06-05,8:00 AM,Jammu and Kashmir,-,-,1048,35,3142
2681,2020-06-05,8:00 AM,Jharkhand,-,-,354,6,793
2682,2020-06-05,8:00 AM,Karnataka,-,-,1610,57,4320
2683,2020-06-05,8:00 AM,Kerala,-,-,690,14,1588
2684,2020-06-05,8:00 AM,Ladakh,-,-,48,1,90
2685,2020-06-05,8:00 AM,Madhya Pradesh,-,-,5637,377,8762
2686,2020-06-05,8:00 AM,Maharashtra,-,-,33681,2710,77793
2687,2020-06-05,8:00 AM,Manipur,-,-,38,0,124
2688,2020-06-05,8:00 AM,Meghalaya,-,-,13,1,33
2689,2020-06-05,8:00 AM,Mizoram,-,-,1,0,17
2690,2020-06-05,8:00 AM,Nagaland,-,-,0,0,80
2691,2020-06-05,8:00 AM,Odisha,-,-,1416,7,2478
2692,2020-06-05,8:00 AM,Puducherry,-,-,25,0,82
2693,2020-06-05,8:00 AM,Punjab,-,-,2043,47,2415
2694,2020-06-05,8:00 AM,Rajasthan,-,-,7104,213,9862
2695,2020-06-05,8:00 AM,Sikkim,-,-,0,0,2
2696,2020-06-05,8:00 AM,Tamil Nadu,-,-,14902,220,27256
2697,2020-06-05,8:00 AM,Telengana,-,-,1587,105,3147
2698,2020-06-05,8:00 AM,Tripura,-,-,173,0,644
2699,2020-06-05,8:00 AM,Uttarakhand,-,-,297,10,1153
2700,2020-06-05,8:00 AM,Uttar Pradesh,-,-,5439,245,9237
2701,2020-06-05,8:00 AM,West Bengal,-,-,2768,355,6876
2702,2020-06-05,8:00 AM,Cases being reassigned to states,-,-,0,0,7610
2703,2020-06-06,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2704,2020-06-06,8:00 AM,Andhra Pradesh,-,-,2576,73,4303
2705,2020-06-06,8:00 AM,Arunachal Pradesh,-,-,1,0,45
2706,2020-06-06,8:00 AM,Assam,-,-,498,4,2153
2707,2020-06-06,8:00 AM,Bihar,-,-,2225,29,4596
2708,2020-06-06,8:00 AM,Chandigarh,-,-,222,5,304
2709,2020-06-06,8:00 AM,Chhattisgarh,-,-,244,2,879
2710,2020-06-06,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1,0,14
2711,2020-06-06,8:00 AM,Delhi,-,-,10315,708,26334
2712,2020-06-06,8:00 AM,Goa,-,-,65,0,196
2713,2020-06-06,8:00 AM,Gujarat,-,-,13003,1190,19094
2714,2020-06-06,8:00 AM,Haryana,-,-,2134,24,3597
2715,2020-06-06,8:00 AM,Himachal Pradesh,-,-,189,5,393
2716,2020-06-06,8:00 AM,Jammu and Kashmir,-,-,1086,36,3324
2717,2020-06-06,8:00 AM,Jharkhand,-,-,410,7,881
2718,2020-06-06,8:00 AM,Karnataka,-,-,1688,57,4835
2719,2020-06-06,8:00 AM,Kerala,-,-,712,14,1699
2720,2020-06-06,8:00 AM,Ladakh,-,-,48,1,97
2721,2020-06-06,8:00 AM,Madhya Pradesh,-,-,5878,384,8996
2722,2020-06-06,8:00 AM,Maharashtra,-,-,35156,2849,80229
2723,2020-06-06,8:00 AM,Manipur,-,-,41,0,132
2724,2020-06-06,8:00 AM,Meghalaya,-,-,13,1,33
2725,2020-06-06,8:00 AM,Mizoram,-,-,1,0,22
2726,2020-06-06,8:00 AM,Nagaland,-,-,0,0,94
2727,2020-06-06,8:00 AM,Odisha,-,-,1604,8,2608
2728,2020-06-06,8:00 AM,Puducherry,-,-,36,0,99
2729,2020-06-06,8:00 AM,Punjab,-,-,2069,48,2461
2730,2020-06-06,8:00 AM,Rajasthan,-,-,7359,218,10084
2731,2020-06-06,8:00 AM,Sikkim,-,-,0,0,3
2732,2020-06-06,8:00 AM,Tamil Nadu,-,-,15762,232,28694
2733,2020-06-06,8:00 AM,Telengana,-,-,1627,113,3290
2734,2020-06-06,8:00 AM,Tripura,-,-,173,0,692
2735,2020-06-06,8:00 AM,Uttarakhand,-,-,344,11,1215
2736,2020-06-06,8:00 AM,Uttar Pradesh,-,-,5648,257,9733
2737,2020-06-06,8:00 AM,West Bengal,-,-,2912,366,7303
2738,2020-06-06,8:00 AM,Cases being reassigned to states,-,-,0,0,8192
2739,2020-06-07,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2740,2020-06-07,8:00 AM,Andhra Pradesh,-,-,2620,73,4510
2741,2020-06-07,8:00 AM,Arunachal Pradesh,-,-,1,0,47
2742,2020-06-07,8:00 AM,Assam,-,-,547,4,2397
2743,2020-06-07,8:00 AM,Bihar,-,-,2425,30,4915
2744,2020-06-07,8:00 AM,Chandigarh,-,-,273,5,309
2745,2020-06-07,8:00 AM,Chhattisgarh,-,-,266,4,923
2746,2020-06-07,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1,0,19
2747,2020-06-07,8:00 AM,Delhi,-,-,10664,761,27654
2748,2020-06-07,8:00 AM,Goa,-,-,65,0,267
2749,2020-06-07,8:00 AM,Gujarat,-,-,13316,1219,19592
2750,2020-06-07,8:00 AM,Haryana,-,-,2134,24,3952
2751,2020-06-07,8:00 AM,Himachal Pradesh,-,-,194,5,400
2752,2020-06-07,8:00 AM,Jammu and Kashmir,-,-,1126,39,3467
2753,2020-06-07,8:00 AM,Jharkhand,-,-,473,7,1000
2754,2020-06-07,8:00 AM,Karnataka,-,-,1968,59,5213
2755,2020-06-07,8:00 AM,Kerala,-,-,762,15,1807
2756,2020-06-07,8:00 AM,Ladakh,-,-,48,1,99
2757,2020-06-07,8:00 AM,Madhya Pradesh,-,-,6108,399,9228
2758,2020-06-07,8:00 AM,Maharashtra,-,-,37390,2969,82968
2759,2020-06-07,8:00 AM,Manipur,-,-,52,0,157
2760,2020-06-07,8:00 AM,Meghalaya,-,-,13,1,33
2761,2020-06-07,8:00 AM,Mizoram,-,-,1,0,24
2762,2020-06-07,8:00 AM,Nagaland,-,-,0,0,107
2763,2020-06-07,8:00 AM,Odisha,-,-,1716,8,2781
2764,2020-06-07,8:00 AM,Puducherry,-,-,36,0,99
2765,2020-06-07,8:00 AM,Punjab,-,-,2092,50,2515
2766,2020-06-07,8:00 AM,Rajasthan,-,-,7501,231,10331
2767,2020-06-07,8:00 AM,Sikkim,-,-,0,0,7
2768,2020-06-07,8:00 AM,Tamil Nadu,-,-,16395,251,30152
2769,2020-06-07,8:00 AM,Telengana,-,-,1710,123,3496
2770,2020-06-07,8:00 AM,Tripura,-,-,173,0,747
2771,2020-06-07,8:00 AM,Uttarakhand,-,-,423,11,1303
2772,2020-06-07,8:00 AM,Uttar Pradesh,-,-,5648,257,9733
2773,2020-06-07,8:00 AM,West Bengal,-,-,3119,383,7738
2774,2020-06-07,8:00 AM,Cases being reassigned to states,-,-,0,0,8605
2775,2020-06-08,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2776,2020-06-08,8:00 AM,Andhra Pradesh,-,-,2682,75,4708
2777,2020-06-08,8:00 AM,Arunachal Pradesh,-,-,1,0,51
2778,2020-06-08,8:00 AM,Assam,-,-,615,4,2565
2779,2020-06-08,8:00 AM,Bihar,-,-,2480,30,5088
2780,2020-06-08,8:00 AM,Chandigarh,-,-,273,5,314
2781,2020-06-08,8:00 AM,Chhattisgarh,-,-,283,4,1073
2782,2020-06-08,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,20
2783,2020-06-08,8:00 AM,Delhi,-,-,10664,761,27654
2784,2020-06-08,8:00 AM,Goa,-,-,65,0,300
2785,2020-06-08,8:00 AM,Gujarat,-,-,13635,1249,20070
2786,2020-06-08,8:00 AM,Haryana,-,-,2134,28,4448
2787,2020-06-08,8:00 AM,Himachal Pradesh,-,-,224,5,413
2788,2020-06-08,8:00 AM,Jammu and Kashmir,-,-,1216,41,4087
2789,2020-06-08,8:00 AM,Jharkhand,-,-,490,7,1099
2790,2020-06-08,8:00 AM,Karnataka,-,-,2132,61,5452
2791,2020-06-08,8:00 AM,Kerala,-,-,803,15,1914
2792,2020-06-08,8:00 AM,Ladakh,-,-,50,1,103
2793,2020-06-08,8:00 AM,Madhya Pradesh,-,-,6331,412,9401
2794,2020-06-08,8:00 AM,Maharashtra,-,-,39314,3060,85975
2795,2020-06-08,8:00 AM,Manipur,-,-,52,0,172
2796,2020-06-08,8:00 AM,Meghalaya,-,-,13,1,36
2797,2020-06-08,8:00 AM,Mizoram,-,-,1,0,34
2798,2020-06-08,8:00 AM,Nagaland,-,-,8,0,118
2799,2020-06-08,8:00 AM,Odisha,-,-,1894,9,2856
2800,2020-06-08,8:00 AM,Puducherry,-,-,36,0,99
2801,2020-06-08,8:00 AM,Punjab,-,-,2106,51,2608
2802,2020-06-08,8:00 AM,Rajasthan,-,-,7641,240,10599
2803,2020-06-08,8:00 AM,Sikkim,-,-,0,0,7
2804,2020-06-08,8:00 AM,Tamil Nadu,-,-,16999,269,31667
2805,2020-06-08,8:00 AM,Telengana,-,-,1710,123,3580
2806,2020-06-08,8:00 AM,Tripura,-,-,192,0,800
2807,2020-06-08,8:00 AM,Uttarakhand,-,-,528,13,1355
2808,2020-06-08,8:00 AM,Uttar Pradesh,-,-,6185,275,10536
2809,2020-06-08,8:00 AM,West Bengal,-,-,3303,396,8187
2810,2020-06-08,8:00 AM,Cases being reassigned to states,-,-,0,0,9189
2811,2020-06-09,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2812,2020-06-09,8:00 AM,Andhra Pradesh,-,-,2745,75,4851
2813,2020-06-09,8:00 AM,Arunachal Pradesh,-,-,1,0,51
2814,2020-06-09,8:00 AM,Assam,-,-,665,4,2776
2815,2020-06-09,8:00 AM,Bihar,-,-,2499,31,5202
2816,2020-06-09,8:00 AM,Chandigarh,-,-,273,5,317
2817,2020-06-09,8:00 AM,Chhattisgarh,-,-,308,4,1160
2818,2020-06-09,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,22
2819,2020-06-09,8:00 AM,Delhi,-,-,11357,874,29943
2820,2020-06-09,8:00 AM,Goa,-,-,67,0,330
2821,2020-06-09,8:00 AM,Gujarat,-,-,13956,1280,20545
2822,2020-06-09,8:00 AM,Haryana,-,-,2134,39,4854
2823,2020-06-09,8:00 AM,Himachal Pradesh,-,-,227,5,421
2824,2020-06-09,8:00 AM,Jammu and Kashmir,-,-,1324,45,4285
2825,2020-06-09,8:00 AM,Jharkhand,-,-,519,7,1256
2826,2020-06-09,8:00 AM,Karnataka,-,-,2519,64,5760
2827,2020-06-09,8:00 AM,Kerala,-,-,814,16,2005
2828,2020-06-09,8:00 AM,Ladakh,-,-,52,1,103
2829,2020-06-09,8:00 AM,Madhya Pradesh,-,-,6536,414,9638
2830,2020-06-09,8:00 AM,Maharashtra,-,-,40975,3169,88528
2831,2020-06-09,8:00 AM,Manipur,-,-,58,0,272
2832,2020-06-09,8:00 AM,Meghalaya,-,-,13,1,36
2833,2020-06-09,8:00 AM,Mizoram,-,-,1,0,42
2834,2020-06-09,8:00 AM,Nagaland,-,-,8,0,123
2835,2020-06-09,8:00 AM,Odisha,-,-,1993,9,2994
2836,2020-06-09,8:00 AM,Puducherry,-,-,52,0,127
2837,2020-06-09,8:00 AM,Punjab,-,-,2128,53,2663
2838,2020-06-09,8:00 AM,Rajasthan,-,-,8004,246,10763
2839,2020-06-09,8:00 AM,Sikkim,-,-,0,0,7
2840,2020-06-09,8:00 AM,Tamil Nadu,-,-,17527,286,33229
2841,2020-06-09,8:00 AM,Telengana,-,-,1710,137,3650
2842,2020-06-09,8:00 AM,Tripura,-,-,192,0,838
2843,2020-06-09,8:00 AM,Uttarakhand,-,-,714,13,1411
2844,2020-06-09,8:00 AM,Uttar Pradesh,-,-,6344,283,10947
2845,2020-06-09,8:00 AM,West Bengal,-,-,3465,405,8613
2846,2020-06-09,8:00 AM,Cases being reassigned to states,-,-,0,0,8803
2847,2020-06-10,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2848,2020-06-10,8:00 AM,Andhra Pradesh,-,-,2802,77,5070
2849,2020-06-10,8:00 AM,Arunachal Pradesh,-,-,1,0,57
2850,2020-06-10,8:00 AM,Assam,-,-,1085,4,2937
2851,2020-06-10,8:00 AM,Bihar,-,-,2864,32,5459
2852,2020-06-10,8:00 AM,Chandigarh,-,-,286,5,323
2853,2020-06-10,8:00 AM,Chhattisgarh,-,-,386,6,1240
2854,2020-06-10,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,22
2855,2020-06-10,8:00 AM,Delhi,-,-,11861,905,31309
2856,2020-06-10,8:00 AM,Goa,-,-,67,0,359
2857,2020-06-10,8:00 AM,Gujarat,-,-,14365,1313,21014
2858,2020-06-10,8:00 AM,Haryana,-,-,2134,45,5209
2859,2020-06-10,8:00 AM,Himachal Pradesh,-,-,249,5,445
2860,2020-06-10,8:00 AM,Jammu and Kashmir,-,-,1506,48,4346
2861,2020-06-10,8:00 AM,Jharkhand,-,-,559,8,1411
2862,2020-06-10,8:00 AM,Karnataka,-,-,2604,66,5921
2863,2020-06-10,8:00 AM,Kerala,-,-,848,16,2096
2864,2020-06-10,8:00 AM,Ladakh,-,-,52,1,108
2865,2020-06-10,8:00 AM,Madhya Pradesh,-,-,6729,420,9849
2866,2020-06-10,8:00 AM,Maharashtra,-,-,42638,3289,90787
2867,2020-06-10,8:00 AM,Manipur,-,-,61,0,304
2868,2020-06-10,8:00 AM,Meghalaya,-,-,13,1,43
2869,2020-06-10,8:00 AM,Mizoram,-,-,1,0,88
2870,2020-06-10,8:00 AM,Nagaland,-,-,10,0,127
2871,2020-06-10,8:00 AM,Odisha,-,-,2133,9,3140
2872,2020-06-10,8:00 AM,Puducherry,-,-,52,0,127
2873,2020-06-10,8:00 AM,Punjab,-,-,2167,55,2719
2874,2020-06-10,8:00 AM,Rajasthan,-,-,8328,255,11245
2875,2020-06-10,8:00 AM,Sikkim,-,-,0,0,13
2876,2020-06-10,8:00 AM,Tamil Nadu,-,-,18325,307,34914
2877,2020-06-10,8:00 AM,Telengana,-,-,1809,148,3920
2878,2020-06-10,8:00 AM,Tripura,-,-,192,1,864
2879,2020-06-10,8:00 AM,Uttarakhand,-,-,755,13,1537
2880,2020-06-10,8:00 AM,Uttar Pradesh,-,-,6669,301,11335
2881,2020-06-10,8:00 AM,West Bengal,-,-,3620,415,8985
2882,2020-06-10,8:00 AM,Cases being reassigned to states,-,-,0,0,9227
2883,2020-06-11,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,34
2884,2020-06-11,8:00 AM,Andhra Pradesh,-,-,2899,78,5269
2885,2020-06-11,8:00 AM,Arunachal Pradesh,-,-,2,0,57
2886,2020-06-11,8:00 AM,Assam,-,-,1249,4,3092
2887,2020-06-11,8:00 AM,Bihar,-,-,3071,33,5710
2888,2020-06-11,8:00 AM,Chandigarh,-,-,286,5,327
2889,2020-06-11,8:00 AM,Chhattisgarh,-,-,402,6,1262
2890,2020-06-11,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,26
2891,2020-06-11,8:00 AM,Daman & Diu,-,-,0,0,2
2892,2020-06-11,8:00 AM,Delhi,-,-,12245,984,32810
2893,2020-06-11,8:00 AM,Goa,-,-,67,0,387
2894,2020-06-11,8:00 AM,Gujarat,-,-,14735,1347,21521
2895,2020-06-11,8:00 AM,Haryana,-,-,2188,52,5579
2896,2020-06-11,8:00 AM,Himachal Pradesh,-,-,254,6,451
2897,2020-06-11,8:00 AM,Jammu and Kashmir,-,-,1671,51,4507
2898,2020-06-11,8:00 AM,Jharkhand,-,-,592,8,1489
2899,2020-06-11,8:00 AM,Karnataka,-,-,2862,69,6041
2900,2020-06-11,8:00 AM,Kerala,-,-,905,18,2161
2901,2020-06-11,8:00 AM,Ladakh,-,-,52,1,115
2902,2020-06-11,8:00 AM,Madhya Pradesh,-,-,6892,427,10049
2903,2020-06-11,8:00 AM,Maharashtra,-,-,44517,3438,94041
2904,2020-06-11,8:00 AM,Manipur,-,-,63,0,311
2905,2020-06-11,8:00 AM,Meghalaya,-,-,13,1,44
2906,2020-06-11,8:00 AM,Mizoram,-,-,1,0,93
2907,2020-06-11,8:00 AM,Nagaland,-,-,22,0,128
2908,2020-06-11,8:00 AM,Odisha,-,-,2282,9,3250
2909,2020-06-11,8:00 AM,Puducherry,-,-,53,0,127
2910,2020-06-11,8:00 AM,Punjab,-,-,2232,55,2805
2911,2020-06-11,8:00 AM,Rajasthan,-,-,8569,259,11600
2912,2020-06-11,8:00 AM,Sikkim,-,-,0,0,13
2913,2020-06-11,8:00 AM,Tamil Nadu,-,-,19333,326,36841
2914,2020-06-11,8:00 AM,Telengana,-,-,1817,156,4111
2915,2020-06-11,8:00 AM,Tripura,-,-,239,1,895
2916,2020-06-11,8:00 AM,Uttarakhand,-,-,831,15,1562
2917,2020-06-11,8:00 AM,Uttar Pradesh,-,-,6871,321,11610
2918,2020-06-11,8:00 AM,West Bengal,-,-,3779,432,9328
2919,2020-06-11,8:00 AM,Cases being reassigned to states,-,-,0,0,8931
2920,2020-06-12,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38
2921,2020-06-12,8:00 AM,Andhra Pradesh,-,-,3048,80,5429
2922,2020-06-12,8:00 AM,Arunachal Pradesh,-,-,4,0,61
2923,2020-06-12,8:00 AM,Assam,-,-,1432,6,3319
2924,2020-06-12,8:00 AM,Bihar,-,-,3266,36,5983
2925,2020-06-12,8:00 AM,Chandigarh,-,-,286,5,332
2926,2020-06-12,8:00 AM,Chhattisgarh,-,-,447,6,1398
2927,2020-06-12,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,30
2928,2020-06-12,8:00 AM,Delhi,-,-,12731,1085,34687
2929,2020-06-12,8:00 AM,Goa,-,-,67,0,417
2930,2020-06-12,8:00 AM,Gujarat,-,-,15101,1385,22032
2931,2020-06-12,8:00 AM,Haryana,-,-,2260,64,5968
2932,2020-06-12,8:00 AM,Himachal Pradesh,-,-,280,6,470
2933,2020-06-12,8:00 AM,Jammu and Kashmir,-,-,1820,52,4574
2934,2020-06-12,8:00 AM,Jharkhand,-,-,630,8,1599
2935,2020-06-12,8:00 AM,Karnataka,-,-,2977,72,6245
2936,2020-06-12,8:00 AM,Kerala,-,-,968,18,2244
2937,2020-06-12,8:00 AM,Ladakh,-,-,54,1,135
2938,2020-06-12,8:00 AM,Madhya Pradesh,-,-,7042,431,10241
2939,2020-06-12,8:00 AM,Maharashtra,-,-,46078,3590,97648
2940,2020-06-12,8:00 AM,Manipur,-,-,73,0,366
2941,2020-06-12,8:00 AM,Meghalaya,-,-,18,1,44
2942,2020-06-12,8:00 AM,Mizoram,-,-,1,0,102
2943,2020-06-12,8:00 AM,Nagaland,-,-,22,0,128
2944,2020-06-12,8:00 AM,Odisha,-,-,2354,9,3386
2945,2020-06-12,8:00 AM,Puducherry,-,-,67,2,157
2946,2020-06-12,8:00 AM,Punjab,-,-,2259,59,2887
2947,2020-06-12,8:00 AM,Rajasthan,-,-,8775,265,11838
2948,2020-06-12,8:00 AM,Sikkim,-,-,2,0,14
2949,2020-06-12,8:00 AM,Tamil Nadu,-,-,20705,349,38716
2950,2020-06-12,8:00 AM,Telengana,-,-,1993,165,4320
2951,2020-06-12,8:00 AM,Tripura,-,-,278,1,913
2952,2020-06-12,8:00 AM,Uttarakhand,-,-,842,15,1643
2953,2020-06-12,8:00 AM,Uttar Pradesh,-,-,7292,345,12088
2954,2020-06-12,8:00 AM,West Bengal,-,-,3988,442,9768
2955,2020-06-12,8:00 AM,Cases being reassigned to states,-,-,0,0,8315
2956,2020-06-13,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38
2957,2020-06-13,8:00 AM,Andhra Pradesh,-,-,3105,80,5680
2958,2020-06-13,8:00 AM,Arunachal Pradesh,-,-,4,0,67
2959,2020-06-13,8:00 AM,Assam,-,-,1537,8,3498
2960,2020-06-13,8:00 AM,Bihar,-,-,3587,36,6103
2961,2020-06-13,8:00 AM,Chandigarh,-,-,286,5,334
2962,2020-06-13,8:00 AM,Chhattisgarh,-,-,550,6,1429
2963,2020-06-13,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,30
2964,2020-06-13,8:00 AM,Delhi,-,-,13398,1214,36824
2965,2020-06-13,8:00 AM,Goa,-,-,69,0,463
2966,2020-06-13,8:00 AM,Gujarat,-,-,15493,1415,22527
2967,2020-06-13,8:00 AM,Haryana,-,-,2475,70,6334
2968,2020-06-13,8:00 AM,Himachal Pradesh,-,-,297,6,486
2969,2020-06-13,8:00 AM,Jammu and Kashmir,-,-,2086,53,4730
2970,2020-06-13,8:00 AM,Jharkhand,-,-,672,8,1617
2971,2020-06-13,8:00 AM,Karnataka,-,-,3440,79,6516
2972,2020-06-13,8:00 AM,Kerala,-,-,1000,19,2322
2973,2020-06-13,8:00 AM,Ladakh,-,-,62,1,239
2974,2020-06-13,8:00 AM,Madhya Pradesh,-,-,7201,440,10443
2975,2020-06-13,8:00 AM,Maharashtra,-,-,47796,3717,101141
2976,2020-06-13,8:00 AM,Manipur,-,-,77,0,385
2977,2020-06-13,8:00 AM,Meghalaya,-,-,22,1,44
2978,2020-06-13,8:00 AM,Mizoram,-,-,1,0,104
2979,2020-06-13,8:00 AM,Nagaland,-,-,49,0,156
2980,2020-06-13,8:00 AM,Odisha,-,-,2474,10,3498
2981,2020-06-13,8:00 AM,Puducherry,-,-,67,2,157
2982,2020-06-13,8:00 AM,Punjab,-,-,2282,63,2986
2983,2020-06-13,8:00 AM,Rajasthan,-,-,8898,272,12068
2984,2020-06-13,8:00 AM,Sikkim,-,-,2,0,63
2985,2020-06-13,8:00 AM,Tamil Nadu,-,-,22047,367,40698
2986,2020-06-13,8:00 AM,Telengana,-,-,2278,174,4484
2987,2020-06-13,8:00 AM,Tripura,-,-,278,1,961
2988,2020-06-13,8:00 AM,Uttarakhand,-,-,947,21,1724
2989,2020-06-13,8:00 AM,Uttar Pradesh,-,-,7609,365,12616
2990,2020-06-13,8:00 AM,West Bengal,-,-,4206,451,10244
2991,2020-06-13,8:00 AM,Cases being reassigned to states,-,-,0,0,7984
2992,2020-06-14,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38
2993,2020-06-14,8:00 AM,Andhra Pradesh,-,-,3195,82,5965
2994,2020-06-14,8:00 AM,Arunachal Pradesh,-,-,4,0,87
2995,2020-06-14,8:00 AM,Assam,-,-,1584,8,3718
2996,2020-06-14,8:00 AM,Bihar,-,-,3956,39,6290
2997,2020-06-14,8:00 AM,Chandigarh,-,-,286,5,345
2998,2020-06-14,8:00 AM,Chhattisgarh,-,-,631,6,1512
2999,2020-06-14,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,2,0,35
