Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day
10/20/2001,UCLA,7:15 PM,California,4,"Rose BowlPasadena, CA",FSN,W 51–17,65366,5,0,92542,0.706338743,FALSE,FALSE,0,0,0,72,59,NR,Pac-12,2001,10,20
11/10/2001,UCLA,12:30 PM,No. 7 Oregon,17,"Rose BowlPasadena, CA",ABC,L 20–21,78330,6,2,92542,0.846426487,FALSE,FALSE,0,0,0,71,63,7,Pac-12,2001,11,10
12/1/2001,UCLA,2:00 PM,Arizona State,NR,"Rose BowlPasadena, CA",FSN,W 52–42,45271,6,4,92542,0.489194096,FALSE,FALSE,0,0,0,65,47,NR,Pac-12,2001,12,1
9/7/2002,UCLA,7:15 PM,No. 19 Colorado State*,NR,"Rose BowlPasadena, CA",FSN,W 30–19,58078,0,0,92542,0.627585313,FALSE,FALSE,0,0,0,81,60,19,Pac-12,2002,9,7
9/21/2002,UCLA,12:30 PM,Colorado*,20,"Rose BowlPasadena, CA",ABC,L 17–31,63880,2,0,92542,0.69028117,FALSE,FALSE,0,0,0,82,59,NR,Pac-12,2002,9,21
10/12/2002,UCLA,12:30 PM,No. 7 Oregon,25,"Rose BowlPasadena, CA",ABC,L 30–31,68882,4,1,92542,0.744332303,FALSE,FALSE,0,0,0,73,57,7,Pac-12,2002,10,12
10/26/2002,UCLA,3:30 PM,Stanford,NR,"Rose BowlPasadena, CA",FSN,W 28–18,54116,4,3,92542,0.58477232,FALSE,FALSE,0,0,0,66,55,NR,Pac-12,2002,10,26
11/23/2002,UCLA,12:30 PM,No. 7 USC,24,"Rose BowlPasadena, CA (Victory Bell)",ABC,L 21–52,91084,7,3,92542,0.984244991,FALSE,FALSE,0,0,0,67,54,7,Pac-12,2002,11,23
12/7/2002,UCLA,1:30 PM,No. 7 Washington State,NR,"Rose BowlPasadena, CA",ABC,L 27–48,56335,7,4,92542,0.608750621,FALSE,FALSE,0,0,0,66,54,7,Pac-12,2002,12,7
9/13/2003,UCLA,5:00 PM,Illinois*,NR,"Rose BowlPasadena, CA",ABC,W 6–3,51118,0,1,92542,0.552376218,TRUE,FALSE,0,0,0,82,62,NR,Pac-12,2003,9,13
9/27/2003,UCLA,7:00 PM,San Diego State*,NR,"Rose BowlPasadena, CA",FSNW2,W 20–10,48690,1,2,92542,0.526139483,TRUE,FALSE,0,0,0,79,62,NR,Pac-12,2003,9,27
10/4/2003,UCLA,3:30 PM,No. 18 Washington,NR,"Rose BowlPasadena, CA",FSN,W 46–16,68319,2,2,92542,0.738248579,TRUE,FALSE,0,0,0,72,58,18,Pac-12,2003,10,4
10/18/2003,UCLA,12:30 PM,California,NR,"Rose BowlPasadena, CA",ABC,W 23–20 OT,53825,4,2,92542,0.581627801,TRUE,FALSE,0,0,0,91,64,NR,Pac-12,2003,10,18
10/25/2003,UCLA,7:00 PM,Arizona State,NR,"Rose BowlPasadena, CA",FSN,W 20–13,61778,5,2,92542,0.667567159,TRUE,FALSE,0,0,0,81,56,NR,Pac-12,2003,10,25
11/15/2003,UCLA,12:30 PM,Oregon,NR,"Rose BowlPasadena, CA",FSN,L 13–31,56083,6,4,92542,0.606027533,TRUE,FALSE,0.03,0,0,63,51,NR,Pac-12,2003,11,15
9/4/2004,UCLA,12:30 PM,Oklahoma State*,NR,"Rose BowlPasadena, CA",ABC,L 20–31,48702,0,0,92542,0.526269153,FALSE,FALSE,0,0,0,86,63,NR,Pac-12,2004,9,4
10/2/2004,UCLA,4:00 PM,San Diego State*,NR,"Rose BowlPasadena, CA",FSNW2,W 33–10,52038,2,1,92542,0.56231765,FALSE,FALSE,0,0,0,76,58,NR,Pac-12,2004,10,2
10/9/2004,UCLA,3:30 PM,Arizona,NR,"Rose BowlPasadena, CA",FSN,W 37–17,57638,3,1,92542,0.622830715,FALSE,FALSE,0,0,0,76,59,NR,Pac-12,2004,10,9
10/30/2004,UCLA,12:30 PM,Stanford,NR,"Rose BowlPasadena, CA",FSN,W 21–0,54021,4,3,92542,0.583745759,FALSE,FALSE,0,0,0,73,50,NR,Pac-12,2004,10,30
11/6/2004,UCLA,12:30 PM,Washington State,NR,"Rose BowlPasadena, CA",FSNW2,L 29–31,62251,5,3,92542,0.672678351,FALSE,FALSE,0,0,0,69,48,NR,Pac-12,2004,11,6
12/4/2004,UCLA,1:30 PM,No. 1 USC,NR,"Rose BowlPasadena, CA (Victory Bell)",ABC,L 24–29 (USC Forfeit),88442,6,4,92542,0.955695792,FALSE,FALSE,0,0,0,59,42,1,Pac-12,2004,12,4
9/10/2005,UCLA,7:00 PM,Rice*,NR,"Rose BowlPasadena, CA",FSNW2,W 63–21,44808,1,0,92542,0.484190962,FALSE,FALSE,0,0,0,73,63,NR,Pac-12,2005,9,10
9/17/2005,UCLA,12:30 PM,No. 21 Oklahoma*,NR,"Rose BowlPasadena, CA",ABC,W 41–24,56522,2,0,92542,0.610771325,FALSE,FALSE,0,0,0,76,57,21,Pac-12,2005,9,17
10/1/2005,UCLA,7:15 PM,Washington,20,"Rose BowlPasadena, CA",FSNW2,W 21–17,64249,3,0,92542,0.694268548,FALSE,FALSE,0,0,0,82,60,NR,Pac-12,2005,10,1
10/8/2005,UCLA,4:30 PM,No. 10 California,20,"Rose BowlPasadena, CA",TBS,W 47–40,84811,4,0,92542,0.916459554,FALSE,FALSE,0,0,0,71,59,10,Pac-12,2005,10,8
10/22/2005,UCLA,4:00 PM,Oregon State,8,"Rose BowlPasadena, CA",TBS,W 51–28,49932,6,0,92542,0.539560416,FALSE,FALSE,0,0,0,65,60,NR,Pac-12,2005,10,22
11/12/2005,UCLA,4:00 PM,Arizona State,14,"Rose BowlPasadena, CA",ABC,W 45–35,84983,8,1,92542,0.918318169,FALSE,FALSE,0,0,0,71,50,NR,Pac-12,2005,11,12
9/2/2006,UCLA,4:00 PM,Utah*,NR,"Rose BowlPasadena, CA",FSN,W 31–10,59709,0,0,92542,0.645209743,FALSE,FALSE,0,0,0,90,68,NR,Pac-12,2006,9,2
9/9/2006,UCLA,7:00 PM,Rice*,NR,"Rose BowlPasadena, CA",FSNPT,W 26–16,46023,1,0,92542,0.497320136,FALSE,FALSE,0,0,0,80,65,NR,Pac-12,2006,9,9
9/30/2006,UCLA,7:15 PM,Stanford,NR,"Rose BowlPasadena, CA",FSN,W 31–0,72095,2,1,92542,0.779051674,FALSE,FALSE,0,0,0,81,61,NR,Pac-12,2006,9,30
10/7/2006,UCLA,4:00 PM,Arizona,NR,"Rose BowlPasadena, CA",FSNPT,W 27–7,65644,3,1,92542,0.709342785,FALSE,FALSE,0,0,0,76,62,NR,Pac-12,2006,10,7
10/28/2006,UCLA,4:00 PM,Washington State,NR,"Rose BowlPasadena, CA",ABC,L 15–37,53058,4,3,92542,0.573339673,FALSE,FALSE,0,0,0,90,62,NR,Pac-12,2006,10,28
11/11/2006,UCLA,3:15 PM,Oregon State,NR,"Rose BowlPasadena, CA",FSNPT,W 25–7,67532,4,5,92542,0.729744332,FALSE,FALSE,0,0,0,74,58,NR,Pac-12,2006,11,11
12/2/2006,UCLA,1:30 PM,No. 2 USC,NR,"Rose BowlPasadena, CA (Victory Bell)",ABC,W 13–9,90622,6,5,92542,0.979252664,FALSE,FALSE,0,0,0,81,47,2,Pac-12,2006,12,2
9/8/2007,UCLA,3:30 PM,BYU*,13,"Rose BowlPasadena, CA",Versus,W 27–17,72986,1,0,92542,0.788679735,FALSE,FALSE,0,0,0,78,63,NR,Pac-12,2007,9,8
9/22/2007,UCLA,7:15 PM,Washington,NR,"Rose BowlPasadena, CA",FSN,W 44–31,72124,2,1,92542,0.779365045,FALSE,FALSE,0.4,0,0,71,58,NR,Pac-12,2007,9,22
10/6/2007,UCLA,5:00 PM,Notre Dame*,NR,"Rose BowlPasadena, CA",ABC,L 6–20,78543,4,1,92542,0.848728145,FALSE,FALSE,0,0,0,75,53,NR,Pac-12,2007,10,6
10/20/2007,UCLA,12:30 PM,No. 10 California,NR,"Rose BowlPasadena, CA",ABC,W 30–21,83494,4,2,92542,0.902228177,FALSE,FALSE,0,0,0,78,60,10,Pac-12,2007,10,20
11/10/2007,UCLA,12:30 PM,No. 9 Arizona State,NR,"Rose BowlPasadena, CA",ABC,L 20–24,78690,5,4,92542,0.850316613,FALSE,FALSE,0,0,0,68,51,9,Pac-12,2007,11,10
11/24/2007,UCLA,12:30 PM,No. 9 Oregon,NR,"Rose BowlPasadena, CA",ABC,W 16–0,72434,5,5,92542,0.782714875,FALSE,FALSE,0,0,0,75,48,9,Pac-12,2007,11,24
9/1/2008,UCLA,5:00 PM,No. 18 Tennessee*,NR,"Rose BowlPasadena, CA",ESPN,W 27–24 OT,68546,0,0,92542,0.740701519,TRUE,FALSE,0,0,0,82,69,18,Pac-12,2008,9,1
9/27/2008,UCLA,12:30 PM,No. 25 Fresno State*,NR,"Rose BowlPasadena, CA",ABC,L 31–36,73963,1,2,92542,0.799237103,TRUE,FALSE,0,0,0,82,63,25,Pac-12,2008,9,27
10/4/2008,UCLA,7:15 PM,Washington State,NR,"Rose BowlPasadena, CA",FSNPT,W 28–3,65469,1,3,92542,0.707451752,TRUE,FALSE,0,0,0,69,62,NR,Pac-12,2008,10,4
10/18/2008,UCLA,1:00 PM,Stanford,NR,"Rose BowlPasadena, CA",FSNW,W 23–20,64883,2,4,92542,0.701119492,TRUE,FALSE,0,0,0,80,59,NR,Pac-12,2008,10,18
11/8/2008,UCLA,3:00 PM,Oregon State,NR,"Rose BowlPasadena, CA",FSNPT,L 6–34,83478,3,5,92542,0.902055283,TRUE,FALSE,0,0,0,85,58,NR,Pac-12,2008,11,8
12/6/2008,UCLA,1:30 PM,No. 5 USC,NR,"Rose BowlPasadena, CA",ABC,L 7–28,87790,4,7,92542,0.948650343,TRUE,FALSE,0,0,0,78,54,5,Pac-12,2008,12,6
9/5/2009,UCLA,4:30 PM,San Diego State*,NR,"Rose BowlPasadena, CA",FSNW,W 33–14,55761,0,0,92542,0.602548032,FALSE,FALSE,0,0,0,89,67,NR,Pac-12,2009,9,5
9/19/2009,UCLA,7:15 PM,Kansas State*,NR,"Rose BowlPasadena, CA",FSN,W 23–9,67311,2,0,92542,0.727356227,FALSE,FALSE,0,0,0,86,67,NR,Pac-12,2009,9,19
10/10/2009,UCLA,12:30 PM,No. 13 Oregon,NR,"Rose BowlPasadena, CA",ABC,L 10–24,77819,3,1,92542,0.84090467,FALSE,FALSE,0,0,0,73,60,13,Pac-12,2009,10,10
10/17/2009,UCLA,12:30 PM,California,NR,"Rose BowlPasadena, CA",ABC,L 26–45,67317,3,2,92542,0.727421063,FALSE,FALSE,0,0,0,92,65,NR,Pac-12,2009,10,17
11/7/2009,UCLA,12:30 PM,Washington,NR,"Rose BowlPasadena, CA",FSNPT,W 24–23,72924,3,5,92542,0.788009769,FALSE,FALSE,0,0,0,69,54,NR,Pac-12,2009,11,7
11/21/2009,UCLA,1:00 PM,Arizona State,NR,"Rose BowlPasadena, CA",FSN,W 23–13,46151,5,5,92542,0.498703291,FALSE,FALSE,0,0,0,67,52,NR,Pac-12,2009,11,21
9/11/2010,UCLA,7:30 PM,No. 25 Stanford,NR,"Rose BowlPasadena, CA",ESPN,L 0–35,56931,0,1,92542,0.61519094,FALSE,FALSE,0,0,0,74,60,25,Pac-12,2010,9,11
9/18/2010,UCLA,7:30 PM,No. 23 Houston*,NR,"Rose BowlPasadena, CA",FSN,W 31–13,54407,0,2,92542,0.587916838,FALSE,FALSE,0,0,0,81,60,23,Pac-12,2010,9,18
10/2/2010,UCLA,12:30 PM,Washington State,NR,"Rose BowlPasadena, CA",FSPT,W 42–28,62072,2,2,92542,0.670744095,FALSE,FALSE,0,0,0,90,68,NR,Pac-12,2010,10,2
10/30/2010,UCLA,12:30 PM,No. 15 Arizona,NR,"Rose BowlPasadena, CA",FSN,L 21–29,53408,3,4,92542,0.577121739,FALSE,FALSE,0.21,0,0,68,56,15,Pac-12,2010,10,30
11/6/2010,UCLA,4:00 PM,Oregon State,NR,"Rose BowlPasadena, CA",Versus,W 17–14,64330,3,5,92542,0.695143827,FALSE,FALSE,0,0,0,74,59,NR,Pac-12,2010,11,6
12/4/2010,UCLA,7:30 PM,USC,NR,"Rose BowlPasadena, CA (Victory Bell)",FSN,L 14–28,71105,4,7,92542,0.768353829,FALSE,FALSE,0,0,0,64,50,NR,Pac-12,2010,12,4
9/10/2011,UCLA,7:00 PM,San Jose State*,NR,"Rose BowlPasadena, CA",FSW,W 27–17,42685,0,1,92542,0.461250027,FALSE,FALSE,0,0,0,75,63,NR,Pac-12,2011,9,10
9/17/2011,UCLA,12:30 PM,No. 23 Texas*,NR,"Rose BowlPasadena, CA",ABC/ESPN,L 20–49,54583,1,1,92542,0.589818677,FALSE,FALSE,0,0,0,74,62,23,Pac-12,2011,9,17
10/8/2011,UCLA,7:30 PM,Washington State,NR,"Rose BowlPasadena, CA",FSN,W 28–25,64217,2,3,92542,0.693922759,FALSE,FALSE,0,0,0,76,54,NR,Pac-12,2011,10,8
10/29/2011,UCLA,4:00 PM,California,NR,"Rose BowlPasadena, CA (rivalry)",FSPT,W 31–14,55604,3,4,92542,0.600851505,FALSE,FALSE,0,0,0,81,51,NR,Pac-12,2011,10,29
11/5/2011,UCLA,4:30 PM,No. 20 Arizona State,NR,"Rose BowlPasadena, CA",Versus,W 29–28,65438,4,4,92542,0.707116769,FALSE,FALSE,0,0,0,63,46,20,Pac-12,2011,11,5
11/19/2011,UCLA,4:30 PM,Colorado,NR,"Rose BowlPasadena, CA",Versus,W 45–6,57344,5,5,92542,0.619653779,FALSE,FALSE,0,0,0,63,54,NR,Pac-12,2011,11,19
9/8/2012,UCLA,4:30 PM,No. 16 Nebraska*,NR,"Rose BowlPasadena, CA",FOX,W 36–30,71530,1,0,92542,0.772946338,TRUE,FALSE,0,0,0,88,67,16,Pac-12,2012,9,8
9/15/2012,UCLA,7:30 PM,Houston*,22,"Rose BowlPasadena, CA",P12N,W 37–6,53723,2,0,92542,0.580525599,TRUE,FALSE,0,0,0,103,72,NR,Pac-12,2012,9,15
9/22/2012,UCLA,12:30 PM,Oregon State,19,"Rose BowlPasadena, CA",ABC,L 20–27,54636,3,0,92542,0.59039139,TRUE,FALSE,0,0,0,90,68,NR,Pac-12,2012,9,22
10/13/2012,UCLA,12:00 PM,Utah,NR,"Rose BowlPasadena, CA",FOX,W 21–14,66303,4,2,92542,0.716463876,TRUE,FALSE,0,0,0,77,57,NR,Pac-12,2012,10,13
11/3/2012,UCLA,7:30 PM,No. 24 Arizona,25,"Rose BowlPasadena, CA",P12N,W 66–10,81673,6,2,92542,0.882550626,TRUE,FALSE,0,0,0,77,54,24,Pac-12,2012,11,3
11/17/2012,UCLA,12:00 PM,No. 21 USC,17,"Rose BowlPasadena, CA (Battle for the Victory Bell)",FOX,W 38–28,83277,8,2,92542,0.899883296,TRUE,FALSE,0.28,0,0,68,60,21,Pac-12,2012,11,17
11/24/2012,UCLA,3:30 PM,No. 11 Stanford,15,"Rose BowlPasadena, CA",FOX,L 17–35,68228,9,2,92542,0.737265242,TRUE,FALSE,0,0,0,86,49,11,Pac-12,2012,11,24
8/31/2013,UCLA,7:00 PM,Nevada*,21,"Rose BowlPasadena, CA",P12N,W 58–20,60562,0,0,92542,0.654427179,FALSE,FALSE,0,0,0,89,74,NR,Pac-12,2013,8,31
9/21/2013,UCLA,7:30 PM,New Mexico State*,13,"Rose BowlPasadena, CA",P12N,W 59–13,58263,2,0,92542,0.629584405,FALSE,FALSE,0,0,0,76,63,NR,Pac-12,2013,9,21
10/12/2013,UCLA,7:30 PM,California,11,"Rose BowlPasadena, CA",ESPN2,W 37–10,84272,4,0,92542,0.910635171,FALSE,FALSE,0,0,0,76,56,NR,Pac-12,2013,10,12
11/2/2013,UCLA,4:30 PM,Colorado,17,"Rose BowlPasadena, CA",FS1,W 45–23,80377,5,2,92542,0.868546174,FALSE,FALSE,0,0,0,84,56,NR,Pac-12,2013,11,2
11/15/2013,UCLA,6:00 PM,Washington,13,"Rose BowlPasadena, CA",ESPN2,W 41–31,68106,7,2,92542,0.735946921,FALSE,FALSE,0,0,0,69,60,NR,Pac-12,2013,11,15
11/23/2013,UCLA,4:00 PM,No. 19 Arizona State,14,"Rose BowlPasadena, CA",FOX,L 33–38,70131,8,2,92542,0.757828878,FALSE,FALSE,0,0,0,67,50,19,Pac-12,2013,11,23
9/6/2014,UCLA,7:00 PM,Memphis*,11,"Rose BowlPasadena, CA",P12N,W 42–35,72098,1,0,92542,0.779084092,FALSE,FALSE,0,0,0,86,65,NR,Pac-12,2014,9,6
10/4/2014,UCLA,7:30 PM,Utah,8,"Rose BowlPasadena, CA",ESPN,L 28–30,74329,4,0,92542,0.803192064,FALSE,FALSE,0,0,0,97,65,NR,Pac-12,2014,10,4
10/11/2014,UCLA,12:30 PM,No. 12 Oregon,18,"Rose BowlPasadena, CA",FOX,L 30–42,80139,4,1,92542,0.865974368,FALSE,FALSE,0,0,0,81,64,12,Pac-12,2014,10,11
11/1/2014,UCLA,7:30 PM,No. 14 Arizona,25,"Rose BowlPasadena, CA",ESPN,W 17–7,80246,6,2,92542,0.8671306,FALSE,FALSE,0.18,0,0,67,55,14,Pac-12,2014,11,1
11/22/2014,UCLA,5:00 PM,No. 24 USC,11,"Rose BowlPasadena, CA (Victory Bell/rivalry)",ABC,W 38–20,82431,8,2,92542,0.890741501,FALSE,FALSE,0,0,0,73,52,24,Pac-12,2014,11,22
11/28/2014,UCLA,12:30 PM,Stanford,9,"Rose BowlPasadena, CA",ABC,L 10–31,70658,9,2,92542,0.763523589,FALSE,FALSE,0,0,0,81,53,NR,Pac-12,2014,11,28
9/5/2015,UCLA,12:30 PM,Virginia*,13,"Rose BowlPasadena, CA",FOX,W 34–16,68615,0,0,92542,0.741447127,FALSE,FALSE,0,0,0,85,65,NR,Pac-12,2015,9,5
9/19/2015,UCLA,7:30 PM,No. 19 BYU*,10,"Rose BowlPasadena, CA",FS1,W 24–23,67612,2,0,92542,0.730608805,FALSE,FALSE,0,0,0,92,67,19,Pac-12,2015,9,19
10/3/2015,UCLA,4:30 PM,Arizona State,7,"Rose BowlPasadena, CA",FOX,L 23–38,80113,4,0,92542,0.865693415,FALSE,FALSE,0,0,0,84,65,NR,Pac-12,2015,10,3
10/22/2015,UCLA,6:00 PM,No. 20 California,NR,"Rose BowlPasadena, CA (rivalry)",ESPN,W 40–24,57046,4,2,92542,0.616433619,FALSE,FALSE,0,0,0,80,65,20,Pac-12,2015,10,22
10/31/2015,UCLA,12:00 PM,Colorado,24,"Rose BowlPasadena, CA",P12N,W 35–31,51508,5,2,92542,0.556590521,FALSE,FALSE,0,0,0,89,60,NR,Pac-12,2015,10,31
11/14/2015,UCLA,7:45 PM,Washington State,18,"Rose BowlPasadena, CA",ESPN,L 27–31,76255,7,2,92542,0.824004236,FALSE,FALSE,0,0,0,78,51,NR,Pac-12,2015,11,14
9/10/2016,UCLA,5:00 PM,UNLV*,NR,"Rose BowlPasadena, CA",P12N,W 42–21,63712,0,1,92542,0.688465778,FALSE,FALSE,0,0,0,81,63,NR,Pac-12,2016,9,10
9/24/2016,UCLA,5:00 PM,No. 7 Stanford,NR,"Rose BowlPasadena, CA",ABC,L 13–22,70833,2,1,92542,0.765414623,FALSE,FALSE,0,0,0,90,60,7,Pac-12,2016,9,24
10/1/2016,UCLA,7:30 PM,Arizona,NR,"Rose BowlPasadena, CA",ESPN,W 45–24,68013,2,2,92542,0.734941972,FALSE,FALSE,0,0,0,86,64,NR,Pac-12,2016,10,1
10/22/2016,UCLA,1:00 PM,No. 19 Utah,NR,"Rose BowlPasadena, CA",FOX,L 45–52,66243,3,4,92542,0.715815522,FALSE,FALSE,0,0,0,85,60,19,Pac-12,2016,10,22
11/12/2016,UCLA,6:00 PM,Oregon State,NR,"Rose BowlPasadena, CA",P12N,W 38–24,64813,3,6,92542,0.700363078,FALSE,FALSE,0,0,0,82,62,NR,Pac-12,2016,11,12
9/3/2017,UCLA,4:30 PM,Texas A&M*,NR,"Rose BowlPasadena, CA",FOX,W 45–44,64635,0,0,92542,0.698439627,FALSE,FALSE,0,0,0,99,76,NR,Pac-12,2017,9,3
9/9/2017,UCLA,2:00 PM,Hawaii*,NR,"Rose BowlPasadena, CA",P12N,W 56–23,50444,1,0,92542,0.545093039,FALSE,FALSE,0,0,0,83,67,NR,Pac-12,2017,9,9
9/30/2017,UCLA,7:30 PM,Colorado,NR,"Rose BowlPasadena, CA",ESPN2,W 27–23,61338,2,2,92542,0.662812561,FALSE,FALSE,0,0,0,82,64,NR,Pac-12,2017,9,30
10/21/2017,UCLA,1:00 PM,Oregon,NR,"Rose BowlPasadena, CA",P12N,W 31–14,55711,3,3,92542,0.602007737,FALSE,FALSE,0,0,0,78,60,NR,Pac-12,2017,10,21
11/11/2017,UCLA,6:30 PM,Arizona State,NR,"Rose BowlPasadena, CA",P12N,W 44–37,53847,4,5,92542,0.581865531,FALSE,FALSE,0,0,0,73,54,NR,Pac-12,2017,11,11
11/24/2017,UCLA,7:30 PM,California,NR,"Rose BowlPasadena, CA (rivalry)",FS1,W 30–27,50287,5,6,92542,0.543396512,FALSE,FALSE,0,0,0,84,59,NR,Pac-12,2017,11,24
9/1/2018,UCLA,4:00 PM,Cincinnati*,NR,"Rose BowlPasadena, CA",ESPN,L 17–26,54116,0,0,92542,0.58477232,TRUE,FALSE,0,0,0,82,67,NR,Pac-12,2018,9,1
9/15/2018,UCLA,7:30 PM,Fresno State*,NR,"Rose BowlPasadena, CA",FS1,L 14–38,60867,0,2,92542,0.65772298,TRUE,FALSE,0,0,0,86,65,NR,Pac-12,2018,9,15
10/6/2018,UCLA,4:30 PM,No. 10 Washington,NR,"Rose BowlPasadena, CA",FOX,L 24–31,51123,0,4,92542,0.552430248,TRUE,FALSE,0,0,0,77,64,10,Pac-12,2018,10,6
10/20/2018,UCLA,7:30 PM,Arizona,NR,"Rose BowlPasadena, CA",ESPN2,W 31–30,54686,1,5,92542,0.590931685,TRUE,FALSE,0,0,0,90,61,NR,Pac-12,2018,10,20
10/26/2018,UCLA,7:30 PM,No. 23 Utah,NR,"Rose BowlPasadena, CA",ESPN,L 10–41,41848,2,5,92542,0.452205485,TRUE,FALSE,0,0,0,84,61,23,Pac-12,2018,10,26
11/17/2018,UCLA,12:30 PM,USC,NR,"Rose BowlPasadena, CA (Victory Bell)",FOX,W 34–27,57116,2,8,92542,0.617190033,TRUE,FALSE,0,0,0,72,58,NR,Pac-12,2018,11,17
11/24/2018,UCLA,12:00 PM,Stanford,NR,"Rose BowlPasadena, CA",P12N,L 42–49,38391,3,8,92542,0.414849474,TRUE,FALSE,0,0,0,71,55,NR,Pac-12,2018,11,24
9/2/2000,Virginia,3:30 PM,BYU*,NR,"Scott StadiumCharlottesville, VA (Jim Thorpe Classic)",ABC,L 35–38,60435,0,0,61500,0.982682927,FALSE,FALSE,0.52,0,0,89,70,NR,ACC,2000,9,2
9/9/2000,Virginia,3:30 PM,Richmond*,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 34–6,50285,0,1,61500,0.817642276,FALSE,FALSE,0,0,0,81,62,NR,ACC,2000,9,9
9/23/2000,Virginia,3:30 PM,No. 11 Clemson,NR,"Scott StadiumCharlottesville, VA",ABC,L 10–31,60695,2,1,61500,0.986910569,FALSE,FALSE,0.04,0,0,73,51,11,ACC,2000,9,23
10/7/2000,Virginia,12:00 PM,Maryland,NR,"Scott StadiumCharlottesville, VA (rivalry)",JPS,W 31-23,53655,3,2,61500,0.872439024,FALSE,FALSE,0,0,0,83,49,NR,ACC,2000,10,7
10/28/2000,Virginia,12:00 PM,North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",JPS,W 17–6,56692,4,3,61500,0.921821138,FALSE,FALSE,0,0,0,76,58,NR,ACC,2000,10,28
9/1/2001,Virginia,4:30 PM,Richmond*,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 17–16,56591,0,1,61500,0.920178862,TRUE,FALSE,0.8,0,0,86,64,NR,ACC,2001,9,1
9/29/2001,Virginia,1:00 PM,Duke,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 31–10,54653,2,1,61500,0.888666667,TRUE,FALSE,0,0,0,66,48,NR,ACC,2001,9,29
10/20/2001,Virginia,7:45 PM,No. 21 Florida State,NR,"Scott StadiumCharlottesville, VA (Jefferson-Eppes Trophy)",ESPN,L 7–43,61383,3,3,61500,0.998097561,TRUE,FALSE,0,0,0,67,41,21,ACC,2001,10,20
11/3/2001,Virginia,12:00 PM,Wake Forest,NR,"Scott StadiumCharlottesville, VA",JPS,L 30–34,50228,3,5,61500,0.816715447,TRUE,FALSE,0,0,0,80,59,NR,ACC,2001,11,3
11/10/2001,Virginia,3:30 PM,No. 20 Georgia Tech,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 39–38,52494,3,6,61500,0.853560976,TRUE,FALSE,0,0,0,63,43,20,ACC,2001,11,10
12/1/2001,Virginia,12:00 PM,Penn State*,NR,"Scott StadiumCharlottesville, VA",ESPN,W 20–14,57005,4,7,61500,0.926910569,TRUE,FALSE,0.01,0,0,67,53,NR,ACC,2001,12,1
8/22/2002,Virginia,7:30 PM,Colorado State*,NR,"Scott StadiumCharlottesville, VA (Jim Thorpe Classic)",FSN,L 29–35,57120,0,0,61500,0.928780488,FALSE,FALSE,0,0,0,90,70,NR,ACC,2002,8,22
9/7/2002,Virginia,7:45 PM,No. 22 South Carolina*,NR,"Scott StadiumCharlottesville, VA",ESPN,W 34–21,60171,0,2,61500,0.978390244,FALSE,FALSE,0,0,0,84,58,22,ACC,2002,9,7
9/21/2002,Virginia,3:00 PM,Akron*,NR,"Scott StadiumCharlottesville, VA",Not on TV,W 48–29,56216,1,2,61500,0.914081301,FALSE,FALSE,0,0,0,87,66,NR,ACC,2002,9,21
10/12/2002,Virginia,12:00 PM,Clemson,NR,"Scott StadiumCharlottesville, VA",ESPN2,W 22–17,54114,4,2,61500,0.879902439,FALSE,FALSE,0.62,0,0,65,58,NR,ACC,2002,10,12
10/19/2002,Virginia,12:00 PM,North Carolina,NR,"Scott StadiumCharlottesville, VA (South's Oldest Rivalry)",JPS,W 37–27,55648,5,2,61500,0.904845528,FALSE,FALSE,0,0,0,63,40,NR,ACC,2002,10,19
11/16/2002,Virginia,12:00 PM,No. 22 NC State,NR,"Scott StadiumCharlottesville, VA",JPS,W 14–9,53371,6,4,61500,0.867821138,FALSE,FALSE,0.49,0,0,64,38,22,ACC,2002,11,16
11/23/2002,Virginia,5:30 PM,No. 18 Maryland,NR,"Scott StadiumCharlottesville, VA (rivalry)",ESPN2,W 48–13,58358,7,4,61500,0.948910569,FALSE,FALSE,0,0,0,52,32,18,ACC,2002,11,23
8/30/2003,Virginia,7:00 PM,Duke,17,"Scott StadiumCharlottesville, VA",Not on TV,W 27–0,61737,0,0,61500,1.003853659,FALSE,FALSE,0,0,0,90,68,NR,ACC,2003,8,30
9/27/2003,Virginia,3:30 PM,Wake Forest,NR,"Scott StadiumCharlottesville, VA",ABC,W 27–24,60884,2,1,61500,0.98998374,FALSE,FALSE,0,0,0,81,60,NR,ACC,2003,9,27
10/18/2003,Virginia,7:45 PM,No. 8 Florida State,NR,"Scott StadiumCharlottesville, VA (Jefferson-Eppes Trophy)",ESPN,L 14–19,62875,4,2,61500,1.022357724,FALSE,FALSE,0,0,0,62,43,8,ACC,2003,10,18
