League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team
NBA,2000 - 2001,Regular_Season,Todd MacCulloch,PHI,63,597.0,109,185,0,0,42,66,27,96,69,99,168,10,7,19,260,1976,Jan,"Jan 27, 1976",7-0,213,280,127,Canada,Shaftesbury High School,2,18,Philadelphia Sixers
NBA,2000 - 2001,Regular_Season,Evan Eschmeyer,NJN,74,1331.0,92,200,0,0,67,102,53,220,135,231,366,40,41,58,251,1975,May,"May 30, 1975",6-11,211,255,116,United States,New Knoxville High School,2,5,New Jersey Nets
NBA,2000 - 2001,Regular_Season,Jeff Foster,IND,71,1152.0,100,213,2,7,47,91,52,152,144,245,389,33,39,28,249,1977,Jan,"Jan 16, 1977",6-11,211,236,107,United States,James Madison High School,1,21,Golden State Warriors
NBA,2000 - 2001,Regular_Season,Kevin Ollie,PHI,70,923.0,76,192,1,3,63,89,49,84,16,79,95,146,30,1,216,1972,Dec,"Dec 27, 1972",6-4,193,195,88,United States,Crenshaw High School ,,,
NBA,2000 - 2001,Regular_Season,Dean Garrett,MIN,70,831.0,75,156,0,0,27,39,25,93,65,152,217,24,26,49,177,1966,Nov,"Nov 27, 1966",6-10,208,225,102,United States,San Clemente High School,2,13,Phoenix Suns
NBA,2000 - 2001,Regular_Season,Derrick McKey,IND,66,987.0,60,136,4,20,21,27,47,136,49,127,176,74,48,13,145,1966,Oct,"Oct 10, 1966",6-9,206,205,93,United States,Meridian High School,1,9,Seattle SuperSonics
NBA,2000 - 2001,Regular_Season,Mark Madsen,LAL,70,641.0,55,113,1,1,26,37,27,111,74,78,152,24,8,8,137,1976,Jan,"Jan 28, 1976",6-9,206,240,109,United States,San Ramon Valley High School,1,29,Los Angeles Lakers
NBA,2000 - 2001,Playoffs,Allen Iverson,PHI,22,1016.0,257,661,48,142,161,208,63,55,15,89,104,134,52,7,723,1975,Jun,"Jun 7, 1975",6-0,183,165,75,United States,Bethel High School ,1,1,Philadelphia Sixers
NBA,2000 - 2001,Playoffs,Shaquille O'Neal,LAL,16,676.0,191,344,0,0,105,200,57,55,91,156,247,51,7,38,487,1972,Mar,"Mar 6, 1972",7-1,216,325,147,United States,Robert G. Cole High School ,1,1,Orlando Magic
NBA,2000 - 2001,Playoffs,Kobe Bryant,LAL,16,694.0,168,358,11,34,124,151,51,53,29,87,116,97,25,12,471,1978,Aug,"Aug 23, 1978",6-6,198,212,96,United States,Lower Merion High School,1,13,Charlotte Hornets
NBA,2000 - 2001,Playoffs,Ray Allen,MIL,18,768.0,158,331,57,119,79,86,43,43,19,55,74,108,24,10,452,1975,Jul,"Jul 20, 1975",6-5,196,205,93,United States,Hillcrest High School,1,5,Minnesota Timberwolves
NBA,2000 - 2001,Playoffs,Glenn Robinson,MIL,18,687.0,138,322,24,62,50,56,46,43,26,90,116,60,11,24,350,1973,Jan,"Jan 10, 1973",6-7,201,225,102,United States,Theodore Roosevelt High School,1,1,Milwaukee Bucks
NBA,2000 - 2001,Playoffs,Aaron McKie,PHI,23,892.0,125,301,27,64,59,75,46,67,24,95,119,121,34,3,336,1972,Oct,"Oct 2, 1972",6-5,196,209,95,United States,Simon Gratz High School,1,17,Portland Trail Blazers
NBA,2000 - 2001,Playoffs,Vince Carter,TOR,12,539.0,122,280,25,61,58,74,27,45,37,41,78,56,20,20,327,1977,Jan,"Jan 26, 1977",6-6,198,220,100,United States,Mainland High School,1,5,Golden State Warriors
NBA,2000 - 2001,Playoffs,Dikembe Mutombo,PHI,23,981.0,102,208,0,1,112,148,36,56,113,203,316,17,15,72,319,1966,Jun,"Jun 25, 1966",7-2,218,260,118,Democratic Republic of the Congo,Institute Boboto,1,4,Denver Nuggets
NBA,2000 - 2001,Playoffs,Tim Duncan,SAS,13,526.0,120,246,1,1,76,119,50,42,54,134,188,49,14,35,317,1976,Apr,"Apr 25, 1976",6-11,211,250,113,United States,St. Dunstan's Episcopal High School,1,1,San Antonio Spurs
NBA,2000 - 2001,Playoffs,Sam Cassell,MIL,18,682.0,110,278,10,30,84,97,52,76,12,71,83,120,19,3,314,1969,Nov,"Nov 18, 1969",6-3,191,185,84,United States,Dunbar High School ,1,24,Houston Rockets
NBA,2000 - 2001,Playoffs,Jamal Mashburn,CHA,10,419.0,84,208,7,21,74,88,30,24,18,44,62,57,12,3,249,1972,Nov,"Nov 29, 1972",6-8,203,247,112,United States,Cardinal Hayes High School,1,4,Dallas Mavericks
NBA,2000 - 2001,Playoffs,Dirk Nowitzki,DAL,10,399.0,69,163,13,46,83,94,14,37,14,67,81,14,11,8,234,1978,Jun,"Jun 19, 1978",7-0,213,245,111,Germany,,1,9,Milwaukee Bucks
NBA,2000 - 2001,Playoffs,David Robinson,SAS,13,409.0,75,159,0,1,66,95,28,42,39,114,153,22,17,31,216,1965,Aug,"Aug 6, 1965",7-1,216,250,113,United States,Osbourn Park High School,1,1,San Antonio Spurs
NBA,2000 - 2001,Playoffs,Derek Fisher,LAL,16,576.0,77,159,35,68,26,34,12,44,5,56,61,48,21,1,215,1974,Aug,"Aug 9, 1974",6-1,185,210,95,United States,Parkview Arts and Science Magnet High School,1,24,Los Angeles Lakers
NBA,2000 - 2001,Playoffs,Eric Snow,PHI,23,716.0,87,210,0,7,40,55,45,63,26,60,86,104,27,2,214,1973,Apr,"Apr 24, 1973",6-3,191,190,86,United States,Canton McKinley High School,2,14,Milwaukee Bucks
NBA,2000 - 2001,Playoffs,Tim Thomas,MIL,18,479.0,64,143,22,51,53,65,21,52,22,59,81,29,9,10,203,1977,Feb,"Feb 26, 1977",6-10,208,240,109,United States,Paterson Catholic High School,1,7,New Jersey Nets
NBA,2000 - 2001,Playoffs,Antonio Davis,TOR,12,485.0,77,154,0,0,43,53,21,35,41,92,133,23,10,22,197,1968,Oct,"Oct 31, 1968",6-9,206,245,111,United States,McClymonds High School,2,18,Indiana Pacers
NBA,2000 - 2001,Playoffs,Michael Finley,DAL,10,434.0,72,200,17,47,36,44,24,23,13,40,53,44,12,2,197,1973,Mar,"Mar 6, 1973",6-7,201,225,102,United States,Proviso East High School,1,21,Phoenix Suns
NBA,2000 - 2001,Playoffs,Chris Webber,SAC,8,348.0,76,196,0,1,34,49,31,29,34,58,92,25,9,8,186,1973,Mar,"Mar 1, 1973",6-9,206,245,111,United States,Detroit Country Day School,1,1,Orlando Magic
NBA,2000 - 2001,Playoffs,Baron Davis,CHA,10,397.0,59,123,20,50,40,56,22,33,9,35,44,58,28,5,178,1979,Apr,"Apr 13, 1979",6-3,191,215,98,United States,Crossroads School,1,3,Charlotte Hornets
NBA,2000 - 2001,Playoffs,Antonio Daniels,SAS,13,406.0,63,131,17,46,33,35,13,22,4,22,26,38,7,1,176,1975,Mar,"Mar 19, 1975",6-4,193,195,88,United States,Saint Francis DeSales High School,1,4,Vancouver Grizzlies
NBA,2000 - 2001,Playoffs,Peja Stojakovic,SAC,8,307.0,52,128,9,26,60,62,18,17,17,34,51,3,5,3,173,1977,Jun,"Jun 9, 1977",6-10,208,229,104,Serbia / Greece,,1,14,Sacramento Kings
NBA,2000 - 2001,Playoffs,David Wesley,CHA,10,394.0,63,134,13,33,31,41,14,28,4,26,30,39,16,1,170,1970,Nov,"Nov 14, 1970",6-0,183,190,86,United States,Longview High School,,,
NBA,2000 - 2001,Playoffs,Tyrone Hill,PHI,23,732.0,65,159,0,1,36,53,26,80,54,114,168,10,13,12,166,1968,Mar,"Mar 19, 1968",6-9,206,240,109,United States,Withrow High School,1,11,Golden State Warriors
NBA,2000 - 2001,Playoffs,Alvin Williams,TOR,12,486.0,69,160,10,28,17,25,16,35,6,29,35,50,15,8,165,1974,Aug,"Aug 6, 1974",6-5,196,185,84,United States,Germantown Academy ,2,19,Portland Trail Blazers
NBA,2000 - 2001,Playoffs,Rick Fox,LAL,16,573.0,58,129,18,57,26,30,36,56,13,66,79,57,31,7,160,1969,Jul,"Jul 24, 1969",6-7,201,230,104,Canada / Bahamas,Warsaw Community High School,1,24,Boston Celtics
NBA,2000 - 2001,Playoffs,Karl Malone,UTA,5,199.0,49,121,1,2,39,49,19,13,9,35,44,17,5,4,138,1963,Jul,"Jul 24, 1963",6-9,206,265,120,United States,Summerfield High School,1,13,Utah Jazz
NBA,2000 - 2001,Playoffs,Steve Nash,DAL,10,370.0,45,108,16,39,30,34,25,19,6,26,32,64,6,1,136,1974,Feb,"Feb 7, 1974",6-3,191,178,81,Canada / South Africa,St. Michaels University School,1,15,Phoenix Suns
NBA,2000 - 2001,Playoffs,Tracy McGrady,ORL,4,178.0,51,123,2,10,31,38,8,11,6,20,26,33,7,5,135,1979,May,"May 24, 1979",6-8,203,210,95,United States,Mt. Zion Christian Academy,1,9,Toronto Raptors
NBA,2000 - 2001,Playoffs,Scott Williams,MIL,17,378.0,59,120,0,0,16,28,12,56,45,77,122,12,11,24,134,1968,Mar,"Mar 21, 1968",6-10,208,230,104,United States,Glen A. Wilson High School,,,
NBA,2000 - 2001,Playoffs,Juwan Howard,DAL,10,391.0,49,136,0,0,36,45,14,38,29,54,83,14,6,5,134,1973,Feb,"Feb 7, 1973",6-9,206,240,109,United States,Chicago Vocational Career Academy,1,5,Washington Wizards
NBA,2000 - 2001,Playoffs,Jumaine Jones,PHI,23,458.0,52,125,8,31,15,21,14,33,35,49,84,17,10,11,127,1979,Feb,"Feb 10, 1979",6-8,203,218,99,United States,Mitchell-Baker High School,1,27,Atlanta Hawks
NBA,2000 - 2001,Playoffs,Reggie Miller,IND,4,177.0,41,90,15,35,28,30,11,3,7,13,20,10,3,2,125,1965,Aug,"Aug 24, 1965",6-7,201,185,84,United States,Riverside Polytech High School,1,11,Indiana Pacers
NBA,2000 - 2001,Playoffs,Elden Campbell,CHA,10,287.0,42,106,0,0,37,49,17,37,27,52,79,7,5,11,121,1968,Jul,"Jul 23, 1968",6-11,211,215,98,United States,Morningside High School,1,27,Los Angeles Lakers
NBA,2000 - 2001,Playoffs,Charles Oakley,TOR,12,391.0,47,108,3,8,14,17,22,30,20,56,76,21,12,7,111,1963,Dec,"Dec 18, 1963",6-8,203,225,102,United States,John Hay High School,1,9,Cleveland Cavaliers
NBA,2000 - 2001,Playoffs,Chris Childs,TOR,12,380.0,37,90,15,36,20,23,35,48,2,36,38,78,12,3,109,1967,Nov,"Nov 20, 1967",6-3,191,195,88,United States,Foothill High School,,,
NBA,2000 - 2001,Playoffs,Terry Porter,SAS,13,326.0,39,86,13,39,17,22,22,14,1,23,24,44,11,0,108,1963,Apr,"Apr 8, 1963",6-3,191,195,88,United States,South Division High School,1,24,Portland Trail Blazers
NBA,2000 - 2001,Playoffs,Allan Houston,NYK,5,189.0,38,64,6,11,22,22,10,17,0,9,9,7,5,1,104,1971,Apr,"Apr 20, 1971",6-6,198,205,93,United States,Ballard High School,1,11,Detroit Pistons
NBA,2000 - 2001,Playoffs,Ervin Johnson,MIL,18,577.0,39,68,0,0,20,32,12,52,59,135,194,10,9,37,98,1967,Dec,"Dec 21, 1967",6-11,211,245,111,United States,Block High School,1,23,Seattle SuperSonics
NBA,2000 - 2001,Playoffs,Horace Grant,LAL,16,423.0,37,96,0,0,22,30,15,43,40,56,96,19,15,13,96,1965,Jul,"Jul 4, 1965",6-10,208,255,116,United States,Hancock High School,1,10,Chicago Bulls
NBA,2000 - 2001,Playoffs,Robert Horry,LAL,16,382.0,32,87,17,47,13,22,18,50,30,53,83,31,22,16,94,1970,Aug,"Aug 25, 1970",6-9,206,220,100,United States,Andalusia High School,1,11,Houston Rockets
NBA,2000 - 2001,Playoffs,Latrell Sprewell,NYK,5,212.0,35,86,3,14,19,25,20,17,3,12,15,17,5,1,92,1970,Sep,"Sep 8, 1970",6-5,196,190,86,United States,Washington High School,1,24,Golden State Warriors
NBA,2000 - 2001,Playoffs,Vlade Divac,SAC,8,225.0,28,80,1,3,29,38,18,25,20,47,67,19,8,12,86,1968,Feb,"Feb 3, 1968",7-1,216,260,118,Serbia,,1,26,Los Angeles Lakers
NBA,2000 - 2001,Playoffs,Kevin Garnett,MIN,4,165.0,27,58,0,3,30,36,6,13,10,38,48,17,4,6,84,1976,May,"May 19, 1976",6-11,211,240,109,United States,Farragut Career Academy,1,5,Minnesota Timberwolves
NBA,2000 - 2001,Playoffs,P.J. Brown,CHA,10,385.0,28,67,0,0,24,29,12,30,41,59,100,11,12,14,80,1969,Oct,"Oct 14, 1969",6-11,211,225,102,United States,Winnfield Senior High School,2,2,New Jersey Nets
NBA,2000 - 2001,Playoffs,Doug Christie,SAC,8,304.0,25,68,5,17,24,29,19,31,7,28,35,26,20,9,79,1970,May,"May 9, 1970",6-6,198,200,91,United States,Rainier Beach High School,1,17,Seattle SuperSonics
NBA,2000 - 2001,Playoffs,Dell Curry,TOR,12,182.0,27,64,14,37,10,12,11,10,2,11,13,11,6,1,78,1964,Jun,"Jun 25, 1964",6-4,193,190,86,United States,Fort Defiance High School,1,15,Utah Jazz
NBA,2000 - 2001,Playoffs,Avery Johnson,SAS,13,281.0,34,88,0,1,8,15,10,24,3,13,16,41,10,1,76,1965,Mar,"Mar 25, 1965",5-10,178,175,79,United States,St. Augustine High School,,,
NBA,2000 - 2001,Playoffs,Danny Ferry,SAS,13,334.0,27,68,21,46,0,0,6,32,8,33,41,17,4,1,75,1966,Oct,"Oct 17, 1966",6-10,208,230,104,United States,DeMatha Catholic High School,1,2,Los Angeles Clippers
NBA,2000 - 2001,Playoffs,Kurt Thomas,NYK,5,186.0,25,47,0,0,22,31,9,26,17,39,56,9,2,5,72,1972,Oct,"Oct 4, 1972",6-9,206,240,109,United States,Hillcrest High School,1,10,Miami Heat
NBA,2000 - 2001,Playoffs,Jalen Rose,IND,4,164.0,30,79,5,16,7,7,9,18,3,15,18,11,6,1,72,1973,Jan,"Jan 30, 1973",6-8,203,210,95,United States,Southwestern High School,1,13,Denver Nuggets
NBA,2000 - 2001,Playoffs,Bryon Russell,UTA,5,214.0,25,56,10,22,11,12,2,13,4,32,36,15,3,1,71,1970,Dec,"Dec 31, 1970",6-7,201,225,102,United States,San Bernardino High School ,2,18,Utah Jazz
NBA,2000 - 2001,Playoffs,Brian Shaw,LAL,16,290.0,27,72,10,29,6,9,16,37,10,45,55,43,10,1,70,1966,Mar,"Mar 22, 1966",6-6,198,190,86,United States,Bishop O'Dowd High School,1,24,Boston Celtics
NBA,2000 - 2001,Playoffs,Jason Williams,SAC,8,191.0,26,61,11,30,7,7,21,14,0,18,18,23,8,0,70,1975,Nov,"Nov 18, 1975",6-1,185,190,86,United States,Dupont High School,1,7,Sacramento Kings
NBA,2000 - 2001,Playoffs,Eddie Robinson,CHA,10,192.0,31,60,1,3,6,6,5,12,9,24,33,9,4,4,69,1976,Apr,"Apr 19, 1976",6-9,206,210,95,United States,Flint Northern High School,,,
NBA,2000 - 2001,Playoffs,Jason Caffey,MIL,18,297.0,24,63,0,0,20,31,15,44,31,43,74,14,3,5,68,1973,Jun,"Jun 12, 1973",6-8,203,255,116,United States,Davidson High School,1,20,Chicago Bulls
NBA,2000 - 2001,Playoffs,Shawn Bradley,DAL,10,256.0,27,51,0,0,10,13,10,37,24,47,71,5,4,30,64,1972,Mar,"Mar 22, 1972",7-6,229,235,107,United States / Germany,Emery County High School,1,2,Philadelphia Sixers
NBA,2000 - 2001,Playoffs,Lindsey Hunter,MIL,18,289.0,24,99,8,53,8,11,13,24,2,29,31,34,14,3,64,1970,Dec,"Dec 3, 1970",6-2,188,195,88,United States,Murrah High School,1,10,Detroit Pistons
NBA,2000 - 2001,Playoffs,Malik Rose,SAS,13,215.0,23,55,1,3,17,20,10,38,16,33,49,4,3,1,64,1974,Nov,"Nov 23, 1974",6-7,201,250,113,United States,Overbrook High School,2,15,Charlotte Hornets
NBA,2000 - 2001,Playoffs,Terrell Brandon,MIN,4,153.0,27,62,4,9,3,3,8,10,2,15,17,25,4,2,61,1970,May,"May 20, 1970",5-11,180,180,82,United States,Grant High School,1,11,Cleveland Cavaliers
NBA,2000 - 2001,Playoffs,Glen Rice,NYK,5,144.0,24,52,6,14,7,8,7,10,3,19,22,3,3,1,61,1967,May,"May 28, 1967",6-8,203,228,103,United States,Flint Northwestern High School,1,4,Miami Heat
NBA,2000 - 2001,Playoffs,Hedo Turkoglu,SAC,8,141.0,20,46,8,14,12,12,6,18,7,21,28,11,3,1,60,1979,Mar,"Mar 19, 1979",6-10,208,220,100,Turkey,,1,16,Sacramento Kings
NBA,2000 - 2001,Playoffs,Cliff Robinson,PHX,4,114.0,21,50,4,16,14,22,9,14,6,10,16,4,6,2,60,1966,Dec,"Dec 16, 1966",6-10,208,225,102,United States,Riverside High School,2,9,Portland Trail Blazers
NBA,2000 - 2001,Playoffs,Shawn Marion,PHX,4,139.0,23,62,1,1,12,14,6,13,10,23,33,3,6,6,59,1978,May,"May 7, 1978",6-7,201,228,103,United States,Clarksville High School,1,9,Phoenix Suns
NBA,2000 - 2001,Playoffs,Jason Kidd,PHX,4,166.0,22,69,4,17,9,12,12,13,9,15,24,53,8,0,57,1973,Mar,"Mar 23, 1973",6-4,193,210,95,United States,St. Joseph Notre Dame High School,1,2,Dallas Mavericks
NBA,2000 - 2001,Playoffs,George Lynch,PHI,10,222.0,24,50,0,1,9,14,13,30,20,31,51,12,13,2,57,1970,Sep,"Sep 3, 1970",6-8,203,218,99,United States,Flint Hill School,1,12,Los Angeles Lakers
NBA,2000 - 2001,Playoffs,Sean Elliott,SAS,12,239.0,19,51,8,22,11,11,13,21,3,23,26,14,5,6,57,1968,Feb,"Feb 2, 1968",6-8,203,205,93,United States,Cholla High Magnet School,1,3,San Antonio Spurs
NBA,2000 - 2001,Playoffs,Eddie Jones,MIA,3,108.0,22,44,7,16,6,7,7,9,2,16,18,7,3,1,57,1971,Oct,"Oct 20, 1971",6-6,198,200,91,United States,Blanche Ely High School,1,10,Los Angeles Lakers
NBA,2000 - 2001,Playoffs,Bobby Jackson,SAC,8,182.0,21,48,4,14,10,14,7,18,6,20,26,18,8,0,56,1973,Mar,"Mar 13, 1973",6-1,185,185,84,United States,Salisbury High School,1,23,Seattle SuperSonics
NBA,2000 - 2001,Playoffs,Todd MacCulloch,PHI,18,109.0,24,38,0,0,8,10,4,14,17,12,29,4,0,3,56,1976,Jan,"Jan 27, 1976",7-0,213,280,127,Canada,Shaftesbury High School,2,18,Philadelphia Sixers
NBA,2000 - 2001,Playoffs,Wally Szczerbiak,MIN,4,143.0,18,37,0,1,20,25,12,6,4,14,18,10,5,3,56,1977,Mar,"Mar 5, 1977",6-7,201,240,109,United States / Spain,Cold Spring Harbor High School,1,6,Minnesota Timberwolves
NBA,2000 - 2001,Playoffs,Derek Anderson,SAS,7,194.0,16,61,6,22,16,21,15,10,3,16,19,17,3,0,54,1974,Jul,"Jul 18, 1974",6-5,196,194,88,United States,Doss High School,1,13,Cleveland Cavaliers
NBA,2000 - 2001,Playoffs,Darrell Armstrong,ORL,4,167.0,17,45,7,19,12,13,11,10,5,17,22,19,8,2,53,1968,Jun,"Jun 22, 1968",6-0,183,170,77,United States,Ashbrook High School,,,
NBA,2000 - 2001,Playoffs,Damon Stoudamire,POR,3,114.0,19,46,2,13,13,13,9,6,1,8,9,13,2,1,53,1973,Sep,"Sep 3, 1973",5-10,178,171,78,United States,Woodrow Wilson High School,1,7,Toronto Raptors
NBA,2000 - 2001,Playoffs,Donyell Marshall,UTA,5,160.0,22,54,1,8,7,9,9,19,13,25,38,8,2,5,52,1973,May,"May 18, 1973",6-9,206,245,111,United States,Reading High School,1,4,Minnesota Timberwolves
NBA,2000 - 2001,Playoffs,Howard Eisley,DAL,9,194.0,19,53,10,26,4,4,13,18,1,11,12,17,5,1,52,1972,Dec,"Dec 4, 1972",6-2,188,177,80,United States,Southwestern High School,2,3,Minnesota Timberwolves
NBA,2000 - 2001,Playoffs,Steve Smith,POR,3,122.0,16,34,4,11,15,16,10,3,5,8,13,7,2,1,51,1969,Mar,"Mar 31, 1969",6-7,201,200,91,United States,Pershing High School,1,5,Miami Heat
NBA,2000 - 2001,Playoffs,Rasheed Wallace,POR,3,128.0,19,51,4,11,8,14,4,9,5,19,24,7,1,3,50,1974,Sep,"Sep 17, 1974",6-11,211,230,104,United States,Simon Gratz High School,1,4,Washington Wizards
NBA,2000 - 2001,Playoffs,John Stockton,UTA,5,186.0,17,37,0,8,15,21,7,19,11,17,28,57,10,3,49,1962,Mar,"Mar 26, 1962",6-1,185,170,77,United States,Gonzaga Preparatory School,1,16,Utah Jazz
NBA,2000 - 2001,Playoffs,Danny Manning,UTA,5,96.0,19,34,2,2,9,12,7,21,2,9,11,3,3,4,49,1966,May,"May 17, 1966",6-10,208,230,104,United States,Lawrence High School,1,1,Los Angeles Clippers
NBA,2000 - 2001,Playoffs,Scot Pollard,SAC,8,141.0,19,30,0,0,10,17,6,30,23,32,55,2,1,7,48,1975,Feb,"Feb 12, 1975",6-11,211,265,120,United States,Torrey Pines High School,1,19,Detroit Pistons
NBA,2000 - 2001,Playoffs,Mike Miller,ORL,4,112.0,19,48,7,18,3,4,3,13,5,13,18,7,0,3,48,1980,Feb,"Feb 19, 1980",6-8,203,218,99,United States,Mitchell High School,1,5,Orlando Magic
NBA,2000 - 2001,Playoffs,Pat Garrity,ORL,4,117.0,17,36,10,20,4,5,2,11,1,4,5,2,0,1,48,1976,Aug,"Aug 23, 1976",6-9,206,238,108,United States,Lewis-Palmer High School,1,19,Milwaukee Bucks
NBA,2000 - 2001,Playoffs,Tony Delk,PHX,4,114.0,18,43,4,10,7,11,5,7,5,11,16,4,3,0,47,1974,Jan,"Jan 28, 1974",6-1,185,189,86,United States,Haywood High School,1,16,Charlotte Hornets
NBA,2000 - 2001,Playoffs,Mark Jackson,NYK,5,156.0,20,40,2,8,3,3,10,6,3,23,26,26,8,0,45,1965,Apr,"Apr 1, 1965",6-1,185,180,82,United States,Bishop Loughlin Memorial High School,1,18,New York Knicks
NBA,2000 - 2001,Playoffs,Morris Peterson,TOR,8,110.0,18,35,4,9,3,4,6,10,2,10,12,15,6,0,43,1977,Aug,"Aug 26, 1977",6-7,201,220,100,United States,Flint Northwestern High School,1,21,Toronto Raptors
NBA,2000 - 2001,Playoffs,Austin Croshere,IND,4,129.0,14,35,2,10,13,15,9,15,5,15,20,6,4,2,43,1975,May,"May 1, 1975",6-9,206,235,107,United States,Crossroads School,1,12,Indiana Pacers
NBA,2000 - 2001,Playoffs,Scottie Pippen,POR,3,117.0,16,38,3,17,6,9,12,14,2,15,17,7,8,2,41,1965,Sep,"Sep 25, 1965",6-8,203,228,103,United States,Hamburg High School,1,5,Seattle SuperSonics
NBA,2000 - 2001,Playoffs,Travis Best,IND,4,163.0,17,39,1,3,4,4,6,15,6,13,19,37,4,0,39,1972,Jul,"Jul 12, 1972",5-11,180,182,83,United States,Springfield Central High School,1,23,Indiana Pacers
NBA,2000 - 2001,Playoffs,Jermaine O'Neal,IND,4,157.0,17,39,0,1,5,10,7,14,12,38,50,7,0,10,39,1978,Oct,"Oct 13, 1978",6-11,211,235,107,United States,Eau Claire High School,1,17,Portland Trail Blazers
NBA,2000 - 2001,Playoffs,Jamaal Magloire,CHA,10,110.0,16,28,0,0,7,23,4,20,8,20,28,3,0,6,39,1978,May,"May 21, 1978",6-11,211,259,117,Canada,Eastern Commerce Collegiate Institute,1,19,Charlotte Hornets
NBA,2000 - 2001,Playoffs,Olden Polynice,UTA,5,100.0,16,30,0,1,7,10,6,13,16,3,19,1,1,2,39,1964,Nov,"Nov 21, 1964",6-11,211,220,100,Haiti,All Hallows High School,1,8,Chicago Bulls
NBA,2000 - 2001,Playoffs,Calvin Booth,DAL,10,137.0,15,37,0,0,8,9,4,29,16,12,28,2,7,6,38,1976,May,"May 7, 1976",6-11,211,230,104,United States,Groveport Madison High School,2,6,Washington Wizards
NBA,2000 - 2001,Playoffs,Matt Geiger,PHI,12,100.0,17,29,0,0,4,4,5,30,10,8,18,7,2,0,38,1969,Sep,"Sep 10, 1969",7-0,213,243,110,United States,Countryside High School,2,15,Miami Heat
NBA,2000 - 2001,Playoffs,Eddie House,MIA,3,64.0,16,40,2,7,4,5,5,7,1,4,5,5,3,1,38,1978,May,"May 14, 1978",6-1,185,190,86,United States,Hayward High School,2,8,Miami Heat
NBA,2000 - 2001,Playoffs,Mario Elie,PHX,4,103.0,14,31,2,13,6,8,2,6,2,11,13,7,3,1,36,1963,Nov,"Nov 26, 1963",6-5,196,210,95,United States,Power Memorial Academy,7,21,Milwaukee Bucks
NBA,2000 - 2001,Playoffs,Jerome Williams,TOR,11,164.0,12,24,0,0,11,22,6,23,20,25,45,9,10,6,35,1973,May,"May 10, 1973",6-9,206,206,93,United States,Magruder High School,1,26,Detroit Pistons
NBA,2000 - 2001,Playoffs,Keon Clark,TOR,11,103.0,11,30,0,0,13,20,4,16,7,16,23,6,2,3,35,1975,Apr,"Apr 16, 1975",6-11,211,221,100,United States,Danville High School,1,13,Orlando Magic
NBA,2000 - 2001,Playoffs,Alonzo Mourning,MIA,3,91.0,12,25,0,0,11,19,5,9,3,13,16,3,0,5,35,1970,Feb,"Feb 8, 1970",6-10,208,240,109,United States,Indian River High School,1,2,Charlotte Hornets
NBA,2000 - 2001,Playoffs,Rodney Rogers,PHX,4,82.0,12,40,2,10,9,14,5,16,3,11,14,2,2,3,35,1971,Jun,"Jun 20, 1971",6-7,201,235,107,United States,Hillside High School,1,9,Denver Nuggets
NBA,2000 - 2001,Playoffs,Bo Outlaw,ORL,4,134.0,16,26,0,0,2,11,9,15,11,31,42,9,5,6,34,1971,Apr,"Apr 13, 1971",6-8,203,210,95,United States,John Jay High School,,,
NBA,2000 - 2001,Playoffs,Arvydas Sabonis,POR,3,104.0,14,29,0,2,6,8,2,12,8,17,25,8,1,7,34,1964,Dec,"Dec 19, 1964",7-3,221,279,127,Lithuania,,4,7,Atlanta Hawks (1985);Round 1
NBA,2000 - 2001,Playoffs,Raja Bell,PHI,15,124.0,12,27,2,8,8,14,5,20,4,9,13,7,15,0,34,1976,Sep,"Sep 19, 1976",6-5,196,204,93,United States,Miami Killian Senior High School,,,
NBA,2000 - 2001,Playoffs,Anthony Peeler,MIN,4,137.0,14,53,6,17,0,0,6,10,3,11,14,7,7,1,34,1969,Nov,"Nov 25, 1969",6-4,193,208,94,United States,Paseo Academy,1,15,Los Angeles Lakers
NBA,2000 - 2001,Playoffs,Kevin Ollie,PHI,23,123.0,10,27,0,0,13,14,8,12,2,7,9,23,0,0,33,1972,Dec,"Dec 27, 1972",6-4,193,195,88,United States,Crenshaw High School ,,,
NBA,2000 - 2001,Playoffs,Greg Buckner,DAL,5,75.0,11,23,1,3,7,10,2,12,8,13,21,3,5,0,30,1976,Sep,"Sep 16, 1976",6-4,193,210,95,United States,University Heights Academy,2,24,Dallas Mavericks
NBA,2000 - 2001,Playoffs,Steve Kerr,SAS,9,101.0,12,25,5,15,1,2,2,8,3,6,9,6,4,1,30,1965,Sep,"Sep 27, 1965",6-3,191,175,79,United States,Palisades Charter High School,2,25,Phoenix Suns
NBA,2000 - 2001,Playoffs,Brian Grant,MIA,3,84.0,10,24,0,0,10,14,6,9,6,18,24,1,0,5,30,1972,Mar,"Mar 5, 1972",6-9,206,254,115,United States,Georgetown High School,1,8,Sacramento Kings
NBA,2000 - 2001,Playoffs,Tyronn Lue,LAL,15,131.0,10,29,5,13,4,5,8,11,1,9,10,10,12,1,29,1977,May,"May 3, 1977",6-0,183,170,77,United States,Raytown Senior High School,1,23,Denver Nuggets
