City ,Title,Text,"Murder Happened with reason:
1:Property/Land Disputes,
2:Family Dispute
3:Petty Quarrels,
4:Money Disputes, 
5:Personal Vendetta, 
6:Love Affairs, 
7:Casteism
8: Unknown/other",Number of child victims,Number of male victims(adult),Number of female victims(adult),"Kidnnaping:
Number of child victims",Number of male(adult) ,Number of female(adult),"Crime Against Women ( Combined ):
1. Murder with Rape 
2. Dowry Deaths(Sec. 3048)
3. Suicide(sec 305/306)
4. Kidnapping(All)
5. Acid Attack(Sec. 326A IPC)
6. Cruelty by Husband/in-laws((Sec.498 A IPC)
7. Rape only(Sec. 376 or 511 IPC)
8. Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC)
9. Cyber Crimes against Women
10. Protection of Children from Sexual Offences Act",Number of adult victims,Number of childs invoved
Lucknow,23-year-old 'boyfriend' booked after gym staffer ends life,"LUCKNOW: A 23-year-old BJMC student was booked on Tuesday for abetment of suicide of his alleged girlfriend. The accused Amit Shukla is the son of a sub-inspector posted in Sitapur. On Sunday night, Pooja Tiwari, 23, had allegedly committed suicide by consuming poison outside Amit's rented home in Indiranagar. Pooja and Amit were in a relationship, police said. In a written complaint to police, Pooja's father Umesh Nath Tiwari said that Pooja was in a relationship with Amit for the past four years. He alleged that Amit used to call Pooja to his room and harassed her. ""On Sunday too, Amit asked Pooja to come to his room. When she reached there, he harassed her owing to which she consumed a poisonous substance and ended her life,"" Tiwari said in the complaint. Police had detained Amit and his two friends for questioning on Monday. SHO Ghazipur Rakesh Singh said an FIR was lodged against Amit and he will be arrested on Wednesday. ",,,,,,,,"3,8",1,
Lucknow,KGMU suspends doctor on charges of medical negligence,"LUCKNOW: A resident doctor of neurosurgery at King George’s Medical University was suspended after allegations of medical negligence were levelled against him. The doctor has been barred from taking up any medical treatment till investigation in the case is over. An internal committee will investigate the charges made by a family against him. Though the report had to be submitted on Tuesday, the four-member committee was not able to deliver any result till Wednesday. As a result, KGMU vice chancellor took cognizance of the severity of charges and the audio proof provided by them to support their claims and suspended the doctor. The patient in the case, a 23-year-old road traffic accident (RTA) victim, had died in the trauma centre on Monday morning. His family members had accused the resident doctor of negligence and staged a protest with the body. The gave formal complaints to the KGMU administration and the police along with an audio recording of the incident that had occurred late on Sunday night. According to the family of the deceased, the victim had been brought to trauma centre in need of urgent medical attention by a person unknown to the family. They said that while the neurosurgeon admitted their patient, he denied him medical attention following a verbal spat with the unknown man. Shortly afterwards, the man left and the victim’s family reached KGMU. “The doctor kept asking us that the man who had exchanged words with him be called to give an apology first and then treatment would begin. My son stayed on the stretcher the entire night and died at 7am on Monday. We kept apologising but he did not deter. We have shared the audio recording of the incident with the KGMU administration,” said the victim’s father Ved Prakash Singh. ",,,,,,,,,,
Lucknow,Lucknow: IPS officer’s daughter harassed over phone,"LUCKNOW: An IPS officer’s wife has complained that their daughter is being harassed over the phone by an unidentified caller. A case was lodged in Gomtinagar police station on Wednesday on the complaint of the woman. However, the police are yet to trace the caller.  The girl’s mother, in her complaint, said that the girl received the calls on December 30. She answered the first three and asked the caller the reason for the calls. However, on each occasion, the caller made improper and objectionable comments. Upset over the behaviour, the girl, in her 20s, stopped taking any further calls and informed her parents. “In all, 16 calls were made from the same number even after my daughter snapped the calls and told the person to stop doing so,” said the woman. Later, the girl was forced to block the phone number, she added. SHO Gomtinagar Triloki Nath Singh said that a case has been registered against an unidentified person. “We are tracing the owner of the number. The cybercell has also been informed,” added Singh. ",,,,,,,,,,
Lucknow,"Lucknow: Dacoits strike at jeweller’s house, gag &amp; rob elderly","LUCKNOW: In a daring incident, a gang of dacoits struck at the shop-cum-residence of a jeweller in Gosainganj, about 20 km from the state capital, overpowered and gagged the elderly couple at home and fled early Thursday morning with Rs 2.10 lakh cash and jewellery worth Rs 6 lakh. The elderly couple, Basant Lal Khandelwal (72) and Vimla Devi (70) were asleep when the dacoits struck at their house at Khurdahi Bazar area under Gosainganj police station. The couple’s son and complainant Daya Khandelwal lives in Lalbagh. The dacoits armed with guns and other weapons cut a hole in the rear wall of the house. Two dacoits entered through the hole and opened the doors from inside to let others in at 2 am on the intervening night of Wednesday and Thursday. The two woke up on hearing the noise but were overpowered by dacoits who held them at gunpoint, tied their hands and stuffed cloths in their mouths to gag them. There were around 8 to 10 dacoits, said police. The dacoits thrashed the couple till they gave the keys of almirahs and collected cash and jewellery from the house as well as the shop. Daya told TOI that two dacoits kept threatening to kill the elderly if they tried to show cleverness while others searched for cash and valuables. The dacoits left at 4am after which Basant untied himself and Vimla and called the neighbour who informed police and Daya. Lucknow SSP Kalanidhi Naithani told TOI that CCTV footage is being scanned to identify the dacoits and gather clues. “We suspect that Pardi or Bawariya gang was involved in the dacoity. I have instructed SP Rural Vikrant Vir and a team has been set up for patrolling in rural areas,” he added. ",,,,,,,,,,
Lucknow,23 carcasses found floating in Gomti river,"LUCKNOW: Tension prevailed in Bakshi Ka Talab on Saturday after 23 carcasses were found floating in the Gomti river near Kolwa Ghat, which is 200 metres away from the famous Chandrika Devi temple. The incident came to light in the noon when some devotees attending the religious fair at Chandrika Devi Temple in BKT spotted the carcasses stuck under a bridge in Kathwara village. Villagers then informed the police about the floating carcasses. They were fished out with the help of fishermen. Police said the carcasses were of buffaloes, pigs and dogs. Some were highly decomposed. Police ruled out the possibility of cow slaughter as postmortem examination of carcasses stated cause of death as natural, possibly due to pneumonia or infectious disease. Officials from the police, district and medical departments also reached the spot. SP rural Vikrant Vir told TOI that according to the postmortem report there were no visible injuries and internal organs were decomposed. “The death was also not caused by drowning as there was no water in the lungs of the animals. The time period of the deaths of different animals ranged between 24 hours and three weeks,” he added. ",,,,,,,,,,
Lucknow,Personal secretaries caught in sting held,"LUCKNOW: The personal secretaries of three state ministers were were arrested on Saturday by the Hazratganj police under the charges of prevention of corruption act on the charges of prevention of corruption act. The three had been caught demanding bribe in a sting operation aired in December 2018. Naresh Tripathi, Om Prakash Kashyap and Santosh Awasthi were arrested from Bapu Bhawan after preliminary investigation by the Special Investigation Team (SIT) constituted on the orders of chief minister Yogi Adityanath found them prima facie guilty, said circle officer, Hazratganj Abhay Mishra. Kashyap was personal secretary to backward class welfare minister Om Prakash Rajbhar, Tripathi was personal secretary to minister of state for mining Archana Pandey and Awasthi was attached to minister of state for education Sandeep Singh in similar capacity. A probe was ordered by chief secretary Anup Chandra Pandey against the three after the sting operation carried out by a private news channel was aired in December. Later, on the direction of chief minister Yogi Adityanath an FIR was lodged at Hazratganj police station and a SIT was constituted under ADG (Lucknow zone) Rajeev Krishna to probe the matter. ",,,,,,,,,,
Lucknow,"‘Dowry’ suicide in Lucknow, family cries torture by in-laws","LUCKNOW: A 22-year old woman hanged herself from the ceiling at her house under Saadatganj police station on Saturday. The parents of the deceased have alleged that their daughter was forced to commit suicide as she was being tortured by her husband and in-laws for dowry. The deceased, Shabina got married to Moeen, a factory worker, two years ago. According to police, the woman’s family had given Rs 5 lakh and household items to Moeen’s family in dowry but they were not satisfied and used to demand more. The girl’s family gave Rs 2 lakh more but then they increased the demand to Rs 5 lakh. The woman filed a complaint in court following which her in-laws did not threaten her for three months but resumed harassment and kept torturing her physically and mentally. CO Bazarkhala Anil Yadav said that Shabina called her parents on Saturday and said that her husband and in-laws would kill her if they were not given Rs 5 lakh in cash. “The autopsy report revealed that she died due to hanging. A case of dowry death has been registered against her husband and in-laws. They would be jailed on Monday,” he added. ",,,,,,,,"2,6",1,
Lucknow,"Boy dies at King George's Medical University, kin blame docs",LUCKNOW: The family members of a 16-year-old patient created ruckus and misbehaved with the doctors and staff on duty after the boy died at King George's Medical University's Trauma Centre on Monday. The family alleged that the patient died due to the doctors' negligence. The resident doctors submitted a written complaint about the family's alleged misconduct with the medical staff to the university administration.,,,,,,,,,,
Lucknow,Assault on jeweller: Crime branch probe nails three cops,"LUCKNOW: The crime branch of Lucknow police has found that three policemen posted at Madiaon police station had thrashed the Agra-based jeweller Vishal Jain and is verifying whether the accused had also snatched Rs 3.5 lakh from him. The preliminary report was submitted to SSP Lucknow on Monday. The three policemen, including an inspector, were sent to lines on November 29 after the charges were levelled by Jain. SSP Lucknow Kalanidhi Naithani said that preliminary findings carried out by ASP (crime) have revealed that cops had thrashed Jain. “On the basis of findings, departmental action has been initiated against the cops. A detailed report of the crime branch inquiry is awaited,” added Naithani. The inquiry included ascertaining the sequence of events on intervening night of November 2-3, the missing articles reported by Jain, whether he was illegally detained and thrashed by Madiaon police and if Rs 3.5 lakh was snatched from him. Jain had alleged that he came to Lucknow on November 2 with his family for Diwali shopping. On his way back to Agra on November 3, when he reached Gol Chowk in Madiaon, his vehicle was stopped by three policemen for routine checking. They checked Jain’s car and found that he was carrying cash and jewellery. They told Jain that he was carrying stolen cash and jewellery and threatened to take him to the police station. Later, they let him go but kept Rs 3.5 lakh. ",,,,,,,,,,
Lucknow,"I was not raped, but the scars are no less: Bidita Bag in Lucknow","While the #metoo movement might have taken a back seat at the moment, people from the industry still have a lot of personal experiences to share about what happened with them during their struggling years. The latest to speak her heart out is actress Bidita Bag, who shot to fame with the film 'Babumoshai Bandookbaaz.' Bidita, who was in Lucknow recently, shared with us about the subject and how she dealt with a similar situation in life. ""I think after this #metoo movement, the industry has become safer for girls. I can very much relate to the pain of the girls because I have gone through that pain, the degree was less, as I was not raped, but the scars are no less. I have experienced harassment so many times in the industry. The first time it happened to me, I was too shocked to react as I considered that person to be my friend. This was four years ago and I had met this filmmaker and wanted to cast me in one of his projects that he was planning. He has also assisted Ram Gopal Verma in some films, so I found him genuine. Over time, we became friends and one day he took me to a party. On our way back from the party, he tried to molest me in his car. It came as a complete shock to me and I was flabbergasted as I was thinking that how can a person, whom I took as a friend, do such a thing? Aisa nahi hai ki main bhaag nahi sakti thi or I could not have slapped him. Of course I could as I am trained in martial arts, but after that whole incident, I was in a complete state of shock."" Bidita Bag(BCCL/ Farhan Ahmad Siddiqui) Bidita Bag(BCCL/ Farhan Ahmad Siddiqui) She adds, ""I kept on begging him to let me go to which he said ki ‘Bidita why don’t you just enjoy and let loose, yeh sab kaun yaad rakhega? Aaj se kuchh saal baad kisi ko yaad nahi rahega ki kya hua tha’. And I was just listening to his crap and imagining that is he the guy whom I took as a dear friend? He got married recently and have a kid but the way he was behaving I was like totally in a shock,"" says Bidita, adding, ""Aur aisa nahi hai that this was just one incident, there are many where men have just simply undressed in front of me! Yeh sab bahut baar hua hai mere saath. My friends tell me why don’t I report these people to the police or complain about it. But I tell them ki main kya karun? I am more worried about that filmmaker who just got married and has a small kid. Isliye it’s better to keep mum and move ahead in life. Today that filmmaker is nowhere. He is still struggling for that same film and look at me, I have reached a certain position in life,"" said she. A popular actress in Bengali cinema, Bidita believes that the entertainment industry follows the path of nepotism and new faces have to struggle a lot to get their first break in the industry. Elucidating more upon the statement, she said, ""See nepotism is there and one cannot deny that fact. Every year a star kid is getting launched. So it’s ok because they have parents who have worked their entire life to gain that fame, which they have now passed on to their children. Their children are more privileged in that way. But, after all, if they don’t have talent, they won’t last for long. For an outsider like me, it took me ten years to reach where I am today. I started at an early age of 16 and post 27, I got my first big success which was 'Babumoshai Bandookbaaz.' But if I talk about the star kids, they are privileged right from their birth and have everything served on a platter."" Adding, she said, ""I think if you need to last long in the industry then you need to build your reputation. If you are not good at your job and you do not have a good fan following, good se I mean genuine fan following, then that actor will not last for long. Family plays a very important and big role, especially in the entertainment industry. They create that environment and ambience of basic training. Like mujhe toh bahut baad main pata chala that in order to be famous, one needs to have a fashionable and trendy wardrobe, good diction, proper training in various acting courses. But for star kids, I think they were told since childhood or probably they have grown up seeing that. Jaise doctor ke bache doctor hote hain, waise I think actor ke bache actor hote hain."" Making the conversation a bit light, we asked her about her stay in Lucknow this time, to which she said, ""I have stayed in this city for almost a month and trust me, the feeling was just wonderful when I came this time. People are so nice and full of warmth, and moreover, they have become shooting friendly. It’s because I think Lucknow has become more of a shooting place rather than a tourist place. Also, at one point of time, I felt that I am shooting in Mumbai as every other film is being shot here. It seems half of Bollywood is in Lucknow, shooting."" Dressed in a chikan suit, Bidita owned up to loving the embroidered cloth. ""I am actually fascinated by these beautiful chikan saris and suits. You know, I have a separate wardrobe for my chikan suits and saris. My friends come over to my place and say that I have such a lovely collection of chikan suits, to which I tell them that credit goes to Lucknow which gives me the opportunity to buy more and more of them,"" said she. — Prachi Arya ",,,,,,,,,,
Lucknow,Alambagh businessman shot over Rs 20 lakh dispute,"LUCKNOW: A businessman was shot dead by three men outside his shop in Alambagh on Wednesday night. Police said the murder was a fallout of dispute over Rs 20 lakh. The police were recovering CCTV footage from the spot to identify the killers. The deceased was identified as Amanpreet (40), a resident of Chandernagar in Alambagh, who was into garment business. According to the police, three miscreants reached Amanpreet’s shop around 10pm on Wednesday. The trio had an argument with Amanpreet and then opened fire at him. Hearing the noise of gunshots, some passersby ran towards the shop and saw Amanpreet lying in a pool of blood. The assailants escaped from the spot. Amanpreet was taken to a hospital in Alambagh from where he was referred to KGMU trauma centre. But he was declared brought dead at the trauma centre. Circle officer, Alambagh, Sanjeev Sinha said it was not clear whether the killers came on a vehicle. “Amanpreet also dealt in liquor business,” CO added. IG Lucknow range SK Bhagat said two bullets pierced through the victim’s body. “As of now, no complaint has been given to us by Amanpreet’s family. Preliminary investigations revealed that he was shot dead over a Rs 20 lakh dispute,” added Bhagat. ",Money Disputes,,1,,,,,,,
Lucknow,"Unable to clear TET exam, youth ends life","LUCKNOW: Unhappy with the examination result, a 30-year-old youth committed suicide by hanging himself from the ceiling fan at his house in Patrakarpuram colony under PGI police station on Wednesday. The deceased, identified as Alok Kumar Maurya, hailed from Pratapgarh. According to the police, Maurya was in depression as he could not clear the TET exam. SHO PGI Ravindra Nath Rai said that depressed with the TET exam result, Maurya slept without having dinner and had closed the door from inside. Around 9am, when he did not respond to family’s call, they broke open the glass window and found him hanging from the ceiling fan. He used a curtain, tied it around his neck and hanged himself from the ceiling fan. SHO PGI further said that no injury mark was found in his body. “Also, no suicide note was recovered from the site. His family used to motivate him for the coming exams but it seemed that he had given up and hardly used to talk to family members. He just could not get over from the fact that he was declared failed and slipped into depression,” he added. Police at the request of parents handed the body without a post-mortem. ",,,,,,,,,,
Lucknow,Youth nabbed for raping 16-year-old for over a year,"LUCKNOW: A 21-year-old youth was arrested for allegedly raping a minor girl for over a year, under the jurisdiction of Gudamba police station, on Wednesday. The accused, Virendra, is a BA student and was in a relationship with a 16-year-old girl as well. The accused and survivor’s families are labourers. Police said that the Virendra had promised the girl that he would marry her but his family did not agree. Thereafter, the girl registered a complaint of rape against him.SHO Gudumba police station, Tez Prakash Singh, said the youth was arrested on Wednesday noon from his house in Jankipuram. An FIR has been filed against Virendra for rape, intentional insult and criminal intimidation. ",,,,,,,,"7,8",1,
Lucknow,Alambagh businesman was shot seven times by extortionist: Cops,"LUCKNOW: Businesman Amanpreet shot dead outside his shop in Alambagh was peppered with seven bullets, said police which booked Raju Sardar aka Kalia, on Thursday for the murder. Amanpreet was shot by three men outside his shop in Chandernagar on Wednesday night. Police claimed that the murder was a fallout of a Rs 20 lakh monetary dispute. ASP (East) Sarvesh Mishra said that victim’s father Paramjeet Singh named Raju Sardar aka Kalia as accused in his complaint. “Babu and Sagar, who work at Amanpreet’s shop, had seen Kalia aiming a pistol at Amanpreet and opening fire,” said ASP. Sagar had spotted Kalia lurking near the shop in the morning and then around 6 pm. Initial probe revealed that Raju Sardar is a liquor smuggler who also extorts money. A crime branch official disclosed that the location of Kalia’s phone was found in Alambagh around 9.38pm. “Kalia’s phone got switched off minutes after he allegedly killed Amanpreet,” he said. On Thursday, police recovered a CCTV footage in which a white scooty is seen speeding around 10.04pm. “It suggests that some persons were standing near the crime scene and fled after the incident,” he said. A senior official said that one Jugnu Walia is also under scanner as he had attacked Amanpreet in 2015. Police officials also claimed that one Pali, a resident of Gurunanak Nagar, had taken Rs 15 lakh on interest from the deceased but was neither paying the interest nor had paid the principal. “Amanpreet had taken away Pali’s SUV on January 5,” said police. On Thursday, Amanpreet’s family blocked Lucknow-Kanpur road demanding arrest of Kalia. ",Money Disputes,,1,,,,,,,
Lucknow,"Rival groups clash, man stabbed, dies","LUCKNOW: A man was stabbed to death while three others were injured during a clash between two rival groups over a land dispute in Banthra on Thursday. Police said the deceased was identified as Vipin (25) and was a farmer by profession. As per reports, the incident occurred around 5pm when Vipin and his friends were working in a wheat field. Soon, a rival group arrived at the scene and started arguing with Vipin and his friends. Things took an ugly turn as when the rival group started thrashing Vipin. They later attacked the deceased and his friends with a knife. Vipin was stabbed in his stomach and was rushed to Sanjay Gandhi Postgraduate Institute of Medical Sciences Trauma Centre, where the doctors declared him brought dead. Police said two groups clashed because of an old enmity over a land dispute. The groups had argued several times over the dispute in the past few months. “We have arrested seven persons in connection with the case,” he added. The body has been sent for postmortem examination. ",Family Dispute,,1,,,,,,,
Lucknow,"Teacher dead &amp; frothing in car in Lucknow, kin refuse autopsy","LUCKNOW: A 42-year old physics teacher was found dead under mysterious circumstances in his car parked in service lane near Khurramnagar crossing under Indiranagar police station on Friday morning. The deceased, Ashutosh Asthana (42), taught in a Kapoorthala-based coaching centre and was on his way back home to Indiranagar. Around 9 am, some locals saw him lying on the rear seat of car and knocked the windows but did not get response. The locals informed Indiranagar police which reached the spot and forced open the car to find the man dead. Indiranagar SHO AK Dubey took his phone and called his family. The phone was picked up by Asthana’s wife Manisha who rushed to the spot with neighbours. “She identified her husband and said that he was suffering from cardiac ailment. He had gone to coaching centre in the morning and must have been on his way home. She requested us to take him to Lari Cardiology, KGMU, where he had been undergoing treatment. We rushed him to hospital but doctors in emergency declared him dead on arrival,” Dubey told TOI. The doctors said that Ashutosh could have died due to heart attack, he added. Police took the body in custody to send it for postmortem but the family did not want autopsy and gave a written undertaking. Ghazipur Circle officer Amit Kumar said, “The family was aware of the heart ailment and the risk and was convinced by doctors’ opinion. There was no evidence suggesting foul play like injuries on body, signs of struggle or poisoning symptoms. We tried to convince them that postmortem was a necessary procedure, but respected their will ultimately.” Manisha said, “He was suffering from a cardiac ailment for last one year. There was swelling in his heart valves.” ",,,,,,,,,,
Lucknow,Cops harassing my brother: Ex-dacoit Seema Parihar,"LUCKNOW: In a video that has gone viral on social media, reformed dacoit Seema Parihar has accused UP police of harassing her brother Ramvir. In the one-minute video, Parihar has also alleged that her brother was framed in a false case by police and urged the chief minister of providing justice to her brother and family. She has further requested the CM to look into the arrest of her brother, who is being targeted for spurious liquor deaths in Kanpur Dehat last year. “Me and my family are no longer involved in any criminal activity but police are still harassing us,” said Parihar. SP Auraiya Triveni Singh told TOI that Ramvir was accused of death of at least 16 persons who had died after allegedly consuming spurious liquor in Kanpur Dehat in May 2018. “We had a warrant against Ramvir, there was a Rs 50,000 cash reward on him,” added Singh. Ramvir was arrested in a joint operation by police and STF. Seema, 39, was kidnapped from Auraiya district by dacoits Lala Ram and Kusma Nain when she was 13. She later married Nirbhay Gujar, a dreaded dacoit who was killed in a police encounter. During her stint as a dacoit, Seema kidnapped nearly 200 people for ransom. In 2000, she surrendered to state police and stayed in jail for a few years after being charged with eight murders and half a dozen kidnappings. ",,,,,,,,,,
Lucknow,Lucknow: Trader loses Rs 2.3 lakh to cyber fraud,"LUCKNOW: A sum of Rs 2.35 lakh was allegedly siphoned off from the account of a Pratapgarh-based trader. The complainant, Jyoti Kumar Tiwari, lodged a case with cybercell on Saturday.  Tiwari told the police said that his debit card was blocked since December, 2018 after he had entered the wrong PIN thrice by mistake. ""On December 16, my card was activated. On December 21-22, my phone network had conked. The number was linked to my account,"" he said. When he contacted his telecom operator, he got to know that a duplicate SIM had been issued for his number. He got to know about the loss after he checked his bank account balance. ",,,,,,,,,,
Lucknow,Man duped of Rs 1.3 lakh with fake hospital job,"LUCKNOW: A man was duped of Rs 1.35 lakh in the name of a fake job at a hospital, in Janakipuram on Monday. The duped man's father, CJ Yadav, works at the chief medical officer's (CMO) office. The victim, Ayush Yadav, lives in sector D of Secretariat Colony and had completed his MBBS but was unemployed. ""On January 8, I got a call from a hospital and was asked to deposit Rs 2,000 as registration fee. Later, I got another call and was asked to deposit Rs 1.35 lakh in a bank account for the job,"" he said in his complaint to the police. Ayush said that after he had deposited the money, he got a letter and was asked to contact the hospital's human resource department. ""When I reached the hospital, I came to know that I have been duped. The hospital officials said they had never advertised for a vacancy for post I had applied for,"" he said. Station house officer of Jankipuram police station, Raj Kumar, said an FIR has been registered and a probe was underway. ",,,,,,,,,,
Lucknow,Brothers in-law turn chain snatchers to fund liquor addiction,"LUCKNOW: Two men, a ‘jija-sala’ (brothers in’law) duo, turned to chain and mobile snatching to meet the expenses of their liquor addiction. The ‘jija-sala’ pair used to snatch mobile phones, purses and chains to arrange a bottle of liquor, ganja and food. Police arrested the two on Sunday. The accused, Sooraj Kashyap (22) and Abhishek Kashyap (19), worked as domestic helps at a residence in Gomtinagar and hailed from Gonda. Police nabbed them from Kukrail bridge and recovered nine mobile phones from them. SHO Gazipur Rakesh Singh said that the accused earlier used to work as labourers in Punjab. “Sooraj fell in love with Abhishek’s sister and tied the knot with her. Then they came to Lucknow and joined a gang of thieves. They got addicted to liquor and ganja in the company of other thieves. After sometime, they left the gang and started snatching chains, mobiles and purses,” he added. Police received a tip-off that the two are planning another chain snatching and would come near Kukrail bridge. Police teams reached the spot and waited for them. The two arrived at a tea stall and were having snacks when police encircled them. They tried to flee but were overpowered. “The accused revealed that they were involved in several cases of chain, mobile and purse snatching in various localities of the city,” SHO Gazipur said. “They used to sell the snatched mobile phones on half-rates to passersby. They worked as labourers in Punjab and came to Lucknow few years ago,” he added. ",,,,,,,,,,
Lucknow,Woman’s body stashed in suitcase found near Ekana,"LUCKNOW: The body of an unidentified young woman with her face burnt by some chemical was found stuffed inside a suitcase in the thickets near Atal Bihari Vajpayee Ekana Cricket Stadium under Gosainganj police station on Monday. The dress of the woman, said to be in her 20s, was found ruffled and police suspect that she had been sexually assaulted before being killed. The body had not been identified till late night. According to police, some shepherds grazing their cattle alongside the river bank spotted the suitcase. Out of curiosity, some of them opened it and saw the body of a woman stuffed in it. They immediately informed local youths who in turn alerted police about the recovery. A police team led by SP (Rural) Vikrant Vir reached the spot for investigation of the case. SP Vir said that the woman was dressed in trousers and a sweater. “Her face had been blackened and it is suspected that the killers had used some chemical to disfigure her face and conceal her identity,” he said. “Forensic experts said that the body appears to be one day old. The autopsy report will ascertain the exact time of death,” he added SHO Gosainganj Ajay Tripathi said that circumstantial evidence hinted that the miscreants killed the woman at some other place and then dumped her body in the thickets. “The possibility of the deceased woman belonging to some rural part of Lucknow cannot be ruled out at the same time,” he added. SSP Lucknow Kalanidhi Naithani said a case of murder has been registered in this connection and police are looking for women who were reported missing. “We have sent photographs of the woman to neighbouring police stations to expedite her identification,” he added. The SSP said that the role of some close acquaintance of the woman could not be ruled out completely in the murder. “The miscreants tried to disfigure the woman’s face and this indicated the role of some close acquaintance,” he added.  Student ends life in hostel room: A 22-year-old student reportedly ended his life in the hostel room of a private university, under Chinhat police station. The student was found dead on Saturday, however, it came to the light after some students informed media persons aboout the incident on Monday. ",,,,,,,,1,1,
Lucknow,Railway contractor shot at in Alambagh,"LUCKNOW: A railway contractor was shot at near Alambagh bus depot late on Monday night. The victim Dilip Yadav (40), a resident of Bheemnagar, Alambagh, was rushed to KGMU Trauma Centre where doctors said that his condition was critical but stable Police said preliminary inquiry reveals that Yadav was returning home on his bike at around 11.30pm, when four miscreants intercepted him near Alambagh bus station. After a heated exchange, one of them drew out a firearm and shot at him. Yadav slumped to the ground while assailants escaped. Some passersby rushed to help Yadav on hearing the gunshots. One of them informed police which reached the spot and rushed Yadav to KGMU trauma centre. The incident is said to be fallout of a dispute over some railway tender. SSP Lucknow Kalanidhi Naithani said three shots were fired at Yadav. Two bullets pierced through his abdomen, while one grazed past his shoulder. “Prima facie, it appears to be a dispute over railway contract,” added Naithani. Police also claimed that attackers were acquainted with Yadav. Police officials were looking for CCTV footage from the spot to identify the attackers. ",Money Disputes,,1,,,,,,,
Lucknow,Jawan found dead in Charbagh hotel,"LUCKNOW: An Indian Army jawan was found dead in a hotel room in Charbagh under Naka police station on Monday. Sanjeev Usandi (41), a native of Chhattisgarh, was posted in Army Medical Corps in Lucknow and was absent from duty since 2006. He had come to Lucknow with an application for rejoining. Police said Usandi had checked into the hotel a day ago. Around 8am, hotel staffers knocked on the door but on getting no response assumed that he might be sleeping and returned. The staff once again went around 11am to ask him about breakfast but they again did not get any response. When they broke open the door, they found him lying unconscious. He was rushed him to KGMU’s Trauma Centre, where he was declared brought dead. SHO Naka Vishwajeet Singh said that the body had no injury marks and no suicide note was found from the room. “His family told the police that he was addicted to alcohol.” ",Personal Vendetta,,1,,,,,,,
Lucknow,Torture death? Jail brass and cops differ,"LUCKNOW: While family members of undertrial Abdul Rahim, 38, who died at KGMU on Monday, lodged a complaint accusing police of torture in custody, jail officials on Tuesday revealed Rahim complained of acute pain while being taken to the barrack. This flies in the face of tall claims by Chowk police that Rahim suffered no injuries. On January 14, Rahim was arrested on charges of autolifting and was produced in court the next day and sent to Gosaiganj prison. ASP (west) Vikas Chandra Tripathi had said medical examination of Rahim was done at a hospital in Thakurganj before producing him in court and the report showed no visible injury. In contrast, DIG (Prison) Umesh Chandra Srivastava said Rahim was brought to Gosaiganj prison on January 15 and he complained of severe pain and was taken to a doctor, who too acknowledged injuries in the hip, shoulders and hands. But since injuries were not critical, he was taken back to prison. Rahim, however, began suffering seizures on January 16 and was admitted to the jail hospital. “Doctors examined him again and this they said prima facie internal damage to an organ could have triggered seizures. And this was not visible earlier, but later aggravated,” said Srivastava. When his condition began deteriorating on January 19, he was referred by jail doctors to Balrampur hospital. “Rahim was not assaulted or thrashed by any prisoner inside the jail premises,” he said. On January 21 morning, Rahim was referred to KGMU Trauma where he died during treatment. Speaking to TOI, SSP Lucknow Kalanidhi Naithani said the case is under judicial probe and the autopsy report is awaited which will make the picture clear. Meanwhile, Rahim’s kin in their written complaint to SSP Lucknow demanded a case to be registered against SHO Chowk, a police informer and a constable. They also launched demonstrations outside their house in Thakurganj for several hours, demanding action against cops responsible for Rahim’s death. The autopsy of Rahim conducted on late Tuesday night, reveals that exact cause of his death could not be ascertained while viscera has been preserved for further investigation. Meanwhile, unofficial sources told TOI that abrasions were found on Rahim’s body. SSP Lucknow Kalanidhi Naithani refused to comment on this, saying this is a part of judicial probe. ",Unknown reasons,,1,,,,,,,
Lucknow,"Blackened face hints at hate crime, say cops","LUCKNOW: A day after the body of an unidentified woman was found stuffed in a suitcase, the preliminary medical report found that the victim’s face had been blackened with a substance, indicating that it could be a case of hate crime or honour killing. Initially, police had said that the face had been burnt with a chemical but a closer examination on Tuesday revealed that it had only been blackened. There was also an injury mark on her forehead. Police said that blackening of face is generally done out of hate or to insult somebody. A clear picture will emerge after the cause of death is known from post-mortem examination. “The face had been blackened by a substance. Usually such things are done in cases of honour killing or hate crime,” said SHO Gosainganj Ajay Tripathi. SP (rural) Vikrant Vir told TOI that it seems that there was involvement of more than one person as the suitcase could not have been carried by one. “The crime was executed with full planning and the accused must have done a recee before placing the suitcase there,” he said. The body was found stuffed in a suitcase with her head pressed between her knees. The woman was wearing a maroon sweater, pink kurta and saffron leggings. SSP Lucknow Kalanidhi Naithani said that police teams are trying to identify the deceased. As SSP Lucknow alerted all police stations, about 20 families approached and were taken to mortuary to identify the deceased. “So far, nobody has identified the deceased,” said SP rural. ",Personal Vendetta,,,1,,,,,,
