"**Includes all FBS teams with stats compiled from espn.com excluding Indiana University (2010-2020), Charlotte (2010-2014), Old Dominion (2019, 2012-10), UAB (2014-2015), UTSA (2010-2011), Appalachian (2010-2013), Coastal Carolina (2010-2016), Georgia Southern (2010-2013), Georgia State (2010-2012), South Alabama (2010-2011), Texas State (2010-2011), Liberty (2010-2017), New Mexico State (2020), UConn (2020), and UMass (2010-2011) since espn.com didn't have available stats for them during the time of this compilation.",,,,,,,,,,,,,,,,,,
UniversityName,Year,TeamID,CMP,ATT,YDS,CMPPercent,YPA,LNG,TD,INT,SACK,SYL,RTG,R_ATT,R_AVG,TOTAL_PLAYS,RUN_PERCENT,PASS_PERCENT
Illinois,2010,Illinois2010,165,284,"1,963",58.10,6.9,54,18,12,25,-148,128.6,619,5.2,903,68.55%,31.45%
Illinois,2011,Illinois2011,226,362,"2,392",62.40,6.6,77,14,13,36,-261,123.5,550,4.1,912,60.31%,39.69%
Illinois,2012,Illinois2012,223,354,"2,026",63.00,5.7,64,11,14,39,-260,113.4,443,3.4,797,55.58%,44.42%
Illinois,2013,Illinois2013,302,455,"3,452",66.40,7.6,72,23,14,30,-231,140.6,411,4.1,866,47.46%,52.54%
Illinois,2014,Illinois2014,287,470,"3,247",61.10,6.9,62,25,12,37,-233,131.5,413,3.7,883,46.77%,53.23%
Illinois,2015,Illinois2015,285,519,"2,921",54.90,5.6,53,16,8,20,-180,109.3,388,4,907,42.78%,57.22%
Illinois,2016,Illinois2016,183,358,"2,095",51.10,5.9,68,13,9,20,-143,107.2,353,4.8,711,49.65%,50.35%
Illinois,2017,Illinois2017,168,339,"2,098",49.60,6.2,77,8,19,42,-277,98.1,386,3.3,725,53.24%,46.76%
Illinois,2018,Illinois2018,177,329,"1,988",53.80,6,84,10,14,27,-200,106.1,493,5.9,822,59.98%,40.02%
Illinois,2019,Illinois2019,198,366,"2,409",54.10,6.6,83,19,9,39,-288,121.6,491,3.8,857,57.29%,42.71%
Illinois,2020,Illinois2020,91,194,"1,223",46.90,6,52,10,4,15,-80,110.2,327,4,521,62.76%,37.24%
Iowa,2010,Iowa2010,226,357,"3,049",63.30,8.5,70,26,6,20,-141,155.7,449,4.3,806,55.71%,44.29%
Iowa,2011,Iowa2011,240,412,"3,052",58.30,7.4,88,25,8,29,-208,136.6,454,3.9,866,52.42%,47.58%
Iowa,2012,Iowa2012,223,389,"2,249",57.30,5.8,51,7,8,22,-156,107.7,404,3.7,793,50.95%,49.05%
Iowa,2013,Iowa2013,213,375,"2,562",56.80,6.8,85,19,15,15,-61,122.9,557,4.2,932,59.76%,40.24%
Iowa,2014,Iowa2014,265,437,"3,081",60.60,7.1,72,21,7,22,-146,132.5,514,4.1,951,54.05%,45.95%
Iowa,2015,Iowa2015,227,369,"2,862",61.50,7.8,85,17,5,30,-221,139.2,568,4.5,937,60.62%,39.38%
Iowa,2016,Iowa2016,175,310,"1,991",56.50,6.4,77,17,10,30,-217,122,502,4.5,812,61.82%,38.18%
Iowa,2017,Iowa2017,199,355,"2,473",56.10,7,70,27,6,25,-173,136.3,481,3.8,836,57.54%,42.46%
Iowa,2018,Iowa2018,242,408,"2,946",59.30,7.2,75,27,11,16,-100,136.4,488,4,896,54.46%,45.54%
Iowa,2019,Iowa2019,243,411,"2,976",59.10,7.2,75,16,7,23,-219,129.4,453,3.9,864,52.43%,47.57%
Iowa,2020,Iowa2020,141,248,"1,581",56.90,6,53,9,5,11,-74,115.2,296,4,544,54.41%,45.59%
IowaState,2010,IowaState2010,211,373,"2,091",56.60,5.6,39,14,10,32,-191,110.7,455,3.8,828,54.95%,45.05%
IowaState,2011,IowaState2011,249,484,"2,760",51.40,5.7,57,17,17,27,-153,103.9,538,4.2,1022,52.64%,47.36%
IowaState,2012,IowaState2012,266,458,"2,783",58.10,6.1,74,28,17,19,-115,121.9,465,4.2,923,50.38%,49.62%
IowaState,2013,IowaState2013,232,415,"2,630",55.90,6.3,97,19,14,37,-219,117.5,488,3.5,903,54.04%,45.96%
IowaState,2014,IowaState2014,282,510,"2,981",55.30,5.8,59,21,11,30,-188,113.7,402,3.7,912,44.08%,55.92%
IowaState,2015,IowaState2015,237,411,"2,716",57.70,6.6,74,18,12,42,-229,121.8,498,4.4,909,54.79%,45.21%
IowaState,2016,IowaState2016,235,398,"3,106",59.00,7.8,67,21,8,32,-188,138,458,4.3,856,53.50%,46.50%
IowaState,2017,IowaState2017,300,477,"3,548",62.90,7.4,74,27,9,19,-144,140.3,427,3.4,904,47.23%,52.77%
IowaState,2018,IowaState2018,237,363,"3,132",65.30,8.6,83,20,9,31,-210,151,466,3.6,829,56.21%,43.79%
IowaState,2019,IowaState2019,315,484,"4,047",65.10,8.4,84,29,9,18,-117,151.4,412,4.2,896,45.98%,54.02%
IowaState,2020,IowaState2020,249,373,"2,896",66.80,7,65,20,9,14,-91,138.4,455,5,828,54.95%,45.05%
Kansas,2010,Kansas2010,203,353,"1,942",57.50,5.5,43,11,14,37,-237,106.1,470,3.4,823,57.11%,42.89%
Kansas,2011,Kansas2011,191,301,"2,009",63.50,6.7,68,15,12,31,-202,128,543,3.5,844,64.34%,35.66%
Kansas,2012,Kansas2012,148,313,"1,784",47.30,5.7,51,7,13,26,-188,94.2,558,4.6,871,64.06%,35.94%
Kansas,2013,Kansas2013,154,329,"1,685",46.80,5.1,77,9,12,30,-229,91.6,496,3.7,825,60.12%,39.88%
Kansas,2014,Kansas2014,204,376,"2,435",54.30,6.5,78,14,13,29,-201,114,466,3.1,842,55.34%,44.66%
Kansas,2015,Kansas2015,243,452,"2,623",53.80,5.8,53,12,14,40,-267,105.1,445,3,897,49.61%,50.39%
Kansas,2016,Kansas2016,278,464,"2,885",59.90,6.2,95,16,22,27,-153,114,405,3.5,869,46.61%,53.39%
Kansas,2017,Kansas2017,249,460,"2,717",54.10,5.9,77,14,17,29,-188,106.4,391,3.1,851,45.95%,54.05%
Kansas,2018,Kansas2018,229,392,"2,307",58.40,5.9,65,18,4,31,-225,121,423,4.5,815,51.90%,48.10%
Kansas,2019,Kansas2019,235,390,"2,775",60.30,7.1,75,25,14,23,-152,134,383,4.5,773,49.55%,50.45%
Kansas,2020,Kansas2020,155,283,"1,389",54.80,4,48,7,10,47,-258,89.5,354,2,637,55.57%,44.43%
KansasState,2010,KansasState2010,189,293,"2,331",64.50,8,73,16,8,31,-188,143.9,554,4.7,847,65.41%,34.59%
KansasState,2011,KansasState2011,167,290,"1,970",57.60,6.8,68,13,6,43,-247,125.3,606,4,896,67.63%,32.37%
KansasState,2012,KansasState2012,203,315,"2,696",64.40,8.6,62,16,9,14,-89,147.4,526,4.8,841,62.54%,37.46%
KansasState,2013,KansasState2013,197,314,"2,921",62.70,9.3,90,22,13,26,-143,155.7,514,4.5,828,62.08%,37.92%
KansasState,2014,KansasState2014,271,415,"3,736",65.30,9,74,23,8,31,-173,155.4,476,3.7,891,53.42%,46.58%
KansasState,2015,KansasState2015,162,345,"2,288",47.00,6.6,77,14,13,35,-222,108.5,531,3.9,876,60.62%,39.38%
KansasState,2016,KansasState2016,177,309,"2,041",57.30,6.6,83,10,5,25,-147,120.2,572,5.3,881,64.93%,35.07%
KansasState,2017,KansasState2017,156,270,"2,259",57.80,8.4,82,16,8,26,-100,141.7,519,5,789,65.78%,34.22%
KansasState,2018,KansasState2018,166,290,"1,945",57.20,6.7,72,11,7,34,-235,121.3,507,4.3,797,63.61%,36.39%
KansasState,2019,KansasState2019,181,303,"2,352",59.70,7.8,70,12,5,25,-128,134.7,538,4.3,841,63.97%,36.03%
KansasState,2020,KansasState2020,137,247,"1,857",55.50,7,78,12,10,14,-103,122.2,354,4,601,58.90%,41.10%
KentState,2010,KentState2010,228,390,"2,409",58.50,6.2,72,11,14,22,-137,112.5,383,3.6,773,49.55%,50.45%
KentState,2011,KentState2011,172,348,"1,745",49.40,5,85,11,9,30,-212,96.8,431,3,779,55.33%,44.67%
KentState,2012,KentState2012,198,358,"2,275",55.30,6.4,63,14,11,21,-148,115.4,584,5.4,942,62.00%,38.00%
KentState,2013,KentState2013,209,362,"2,238",57.70,6.2,73,14,9,14,-86,117.5,434,5,796,54.52%,45.48%
KentState,2014,KentState2014,244,442,"2,570",55.20,5.8,46,16,17,18,-109,108.3,277,3.2,719,38.53%,61.47%
KentState,2015,KentState2015,175,343,"1,657",51.00,4.8,58,9,10,13,-87,94.4,447,3.6,790,56.58%,43.42%
KentState,2016,KentState2016,147,292,"1,700",50.30,5.8,57,11,8,34,-268,106.2,473,4.2,765,61.83%,38.17%
KentState,2017,KentState2017,114,234,"1,472",48.70,6.3,84,8,15,46,-240,100,520,3.5,754,68.97%,31.03%
KentState,2018,KentState2018,247,420,"2,543",58.80,6.1,75,14,10,43,-235,115.9,494,4.2,914,54.05%,45.95%
KentState,2019,KentState2019,238,355,"2,846",67.00,8,78,24,2,41,-206,155.6,550,4.4,905,60.77%,39.23%
KentState,2020,KentState2020,90,126,"1,294",71.40,10,75,14,2,5,-33,188.9,200,5,326,61.35%,38.65%
Kentucky,2010,Kentucky2010,298,458,"3,501",65.10,7.6,55,26,9,19,-143,144.1,452,4.6,910,49.67%,50.33%
Kentucky,2011,Kentucky2011,171,336,"1,627",50.90,4.8,55,12,12,35,-224,96.2,428,3.5,764,56.02%,43.98%
Kentucky,2012,Kentucky2012,220,387,"2,115",56.80,5.5,61,13,10,26,-174,108.7,403,4.1,790,51.01%,48.99%
Kentucky,2013,Kentucky2013,204,343,"2,319",59.50,6.8,88,14,6,37,-229,126.2,431,4.1,774,55.68%,44.32%
Kentucky,2014,Kentucky2014,228,404,"2,774",56.40,6.9,83,14,11,36,-234,120.1,445,4.1,849,52.41%,47.59%
Kentucky,2015,Kentucky2015,218,397,"2,512",54.90,6.3,53,10,16,30,-191,108.3,419,4.7,816,51.35%,48.65%
Kentucky,2016,Kentucky2016,170,312,"2,419",54.50,7.8,75,17,12,28,-189,129.9,560,5.4,872,64.22%,35.78%
Kentucky,2017,Kentucky2017,196,330,"2,446",59.40,7.4,64,10,7,31,-191,127.4,488,4.3,818,59.66%,40.34%
Kentucky,2018,Kentucky2018,194,296,"2,099",65.50,7.1,54,14,10,28,-175,134,536,4.8,832,64.42%,35.58%
Kentucky,2019,Kentucky2019,128,257,"1,478",49.80,5.8,54,9,8,17,-93,103.4,573,6.3,830,69.04%,30.96%
Kentucky,2020,Kentucky2020,145,243,"1,336",59.70,5,40,7,5,17,-102,107.1,436,4,679,64.21%,35.79%
Liberty,2018,Liberty2018,245,448,"3,138",54.70,7,66,21,18,21,-155,121,487,4,935,52.09%,47.91%
Liberty,2019,Liberty2019,257,452,"3,756",56.90,8.3,73,29,8,28,-199,144.3,435,4.5,887,49.04%,50.96%
Liberty,2020,Liberty2020,193,307,"2,534",62.90,8,83,25,7,22,-132,152.4,484,5,791,61.19%,38.81%
Louisiana,2010,Louisiana2010,229,436,"3,000",52.50,6.9,82,18,15,39,-238,117.1,414,2.9,850,48.71%,51.29%
Louisiana,2011,Louisiana2011,266,437,"3,503",60.90,8,65,25,10,25,-169,142.5,456,3.6,893,51.06%,48.94%
Louisiana,2012,Louisiana2012,242,393,"3,399",61.60,8.6,86,22,9,13,-68,148.1,480,5.2,873,54.98%,45.02%
Louisiana,2013,Louisiana2013,196,319,"2,759",61.40,8.6,80,21,14,27,-173,147,564,4.7,883,63.87%,36.13%
Louisiana,2014,Louisiana2014,238,370,"2,494",64.30,6.7,62,15,9,23,-148,129.5,548,5.3,918,59.69%,40.31%
Louisiana,2015,Louisiana2015,225,386,"2,491",58.30,6.5,64,13,12,21,-137,117.4,451,4.6,837,53.88%,46.12%
Louisiana,2016,Louisiana2016,203,342,"2,308",59.40,6.7,71,12,13,36,-246,120,586,4,928,63.15%,36.85%
Louisiana,2017,Louisiana2017,214,376,"2,578",56.90,6.9,54,16,12,32,-204,122.2,452,4.9,828,54.59%,45.41%
Louisiana,2018,Louisiana2018,220,348,"2,878",63.20,8.3,79,27,14,27,-161,150.2,553,5.5,901,61.38%,38.62%
Louisiana,2019,Louisiana2019,268,413,"3,314",64.90,8,74,27,4,15,-131,151.9,574,6.3,987,58.16%,41.84%
Louisiana,2020,Louisiana2020,180,310,"2,294",58.10,7,78,20,7,9,-69,133.6,429,5,739,58.05%,41.95%
LouisianaTech,2010,LouisianaTech2010,260,425,"2,627",61.20,6.2,52,15,15,17,-118,117.7,465,4.4,890,52.25%,47.75%
LouisianaTech,2011,LouisianaTech2011,278,478,"3,229",58.20,6.8,90,21,11,25,-171,124.8,509,3.7,987,51.57%,48.43%
LouisianaTech,2012,LouisianaTech2012,365,533,"4,209",68.50,7.9,79,33,5,10,-55,153.4,521,5.2,1054,49.43%,50.57%
LouisianaTech,2013,LouisianaTech2013,254,448,"2,472",56.70,5.5,74,10,15,30,-209,103.7,410,4.7,858,47.79%,52.21%
LouisianaTech,2014,LouisianaTech2014,270,467,"3,531",57.80,7.6,84,30,13,19,-120,137,490,4.2,957,51.20%,48.80%
LouisianaTech,2015,LouisianaTech2015,297,479,"4,201",62.00,8.8,72,28,11,20,-121,150.4,431,4.8,910,47.36%,52.64%
LouisianaTech,2016,LouisianaTech2016,362,543,"5,087",66.70,9.4,89,43,9,28,-172,168.2,417,5.1,960,43.44%,56.56%
LouisianaTech,2017,LouisianaTech2017,233,420,"2,997",55.50,7.1,87,17,5,25,-140,126.4,495,4.5,915,54.10%,45.90%
LouisianaTech,2018,LouisianaTech2018,271,477,"3,246",56.80,6.8,67,16,11,33,-191,120.4,438,3.8,915,47.87%,52.13%
LouisianaTech,2019,LouisianaTech2019,285,458,"3,490",62.20,7.6,80,21,10,29,-164,137,475,4.6,933,50.91%,49.09%
LouisianaTech,2020,LouisianaTech2020,221,359,"2,166",61.60,6,66,21,14,29,-223,123.5,344,2,703,48.93%,51.07%
Louisville,2010,Louisville2010,217,363,"2,522",59.80,6.9,57,22,8,18,-114,133.7,472,4.8,835,56.53%,43.47%
Louisville,2011,Louisville2011,243,381,"2,749",63.80,7.2,58,19,13,41,-232,134,466,3.4,847,55.02%,44.98%
Louisville,2012,Louisville2012,307,456,"3,849",67.30,8.4,75,27,8,30,-217,154.3,462,3.4,918,50.33%,49.67%
Louisville,2013,Louisville2013,311,439,"4,082",70.80,9.3,69,33,4,26,-195,171.9,455,4.2,894,50.89%,49.11%
Louisville,2014,Louisville2014,237,428,"3,276",55.40,7.7,74,21,10,40,-307,131.2,511,3.6,939,54.42%,45.58%
Louisville,2015,Louisville2015,227,409,"3,186",55.50,7.8,57,21,15,44,-311,130.5,491,4.5,900,54.56%,45.44%
Louisville,2016,Louisville2016,248,436,"3,777",56.90,8.7,74,32,10,47,-334,149.3,525,6,961,54.63%,45.37%
Louisville,2017,Louisville2017,277,464,"3,898",59.70,8.4,78,29,10,33,-181,146.6,495,6.4,959,51.62%,48.38%
Louisville,2018,Louisville2018,210,394,"2,533",53.30,6.4,53,10,15,43,-244,108.1,403,4.2,797,50.56%,49.44%
Louisville,2019,Louisville2019,178,302,"3,048",58.90,10.1,90,32,9,39,-220,172.7,568,4.9,870,65.29%,34.71%
Louisville,2020,Louisville2020,202,315,"2,686",64.10,8,82,20,12,30,-178,144.7,420,5,735,57.14%,42.86%
LSU,2010,LSU2010,173,301,"2,023",57.50,6.7,75,10,11,24,-173,117.6,538,4.5,839,64.12%,35.88%
LSU,2011,LSU2011,173,279,"2,135",62.00,7.7,59,21,5,18,-115,147.5,591,4.8,870,67.93%,32.07%
LSU,2012,LSU2012,208,356,"2,607",58.40,7.3,56,12,7,32,-245,127.1,527,4.3,883,59.68%,40.32%
LSU,2013,LSU2013,205,326,"3,263",62.90,10,63,23,9,25,-196,164.7,523,5,849,61.60%,38.40%
LSU,2014,LSU2014,138,276,"2,118",50.00,7.7,94,17,9,25,-183,128.3,621,4.7,897,69.23%,30.77%
LSU,2015,LSU2015,149,278,"2,165",53.60,7.8,67,13,6,17,-119,130.1,505,6.1,783,64.50%,35.50%
LSU,2016,LSU2016,174,298,"2,281",58.40,7.7,80,12,7,19,-112,131.3,459,6.1,757,60.63%,39.37%
LSU,2017,LSU2017,179,300,"2,645",59.70,8.8,87,17,4,30,-170,149.8,563,4.8,863,65.24%,34.76%
LSU,2018,LSU2018,224,387,"2,970",57.90,7.7,71,17,5,35,-190,134.3,563,4,950,59.26%,40.74%
LSU,2019,LSU2019,426,567,"6,024",75.10,10.6,78,61,7,35,-221,197.4,513,4.9,1080,47.50%,52.50%
LSU,2020,LSU2020,247,421,"3,122",58.70,7,75,24,9,25,-145,132,365,3,786,46.44%,53.56%
Marshall,2010,Marshall2010,235,421,"2,605",55.80,6.2,96,22,15,13,-75,117.9,345,3.4,766,45.04%,54.96%
Marshall,2011,Marshall2011,246,407,"2,773",60.40,6.8,77,22,15,27,-154,128.1,446,3.5,853,52.29%,47.71%
Marshall,2012,Marshall2012,424,607,"4,381",69.90,7.2,72,39,12,29,-171,147.7,480,4.2,1087,44.16%,55.84%
Marshall,2013,Marshall2013,315,522,"4,122",60.30,7.9,58,42,10,26,-193,149.4,571,5,1093,52.24%,47.76%
Marshall,2014,Marshall2014,279,473,"4,022",59.00,8.5,77,40,13,21,-125,152.8,559,6.8,1032,54.17%,45.83%
Marshall,2015,Marshall2015,275,471,"3,009",58.40,6.4,66,25,13,21,-132,124,496,4.4,967,51.29%,48.71%
Marshall,2016,Marshall2016,264,438,"2,902",60.30,6.6,83,28,12,28,-186,131.5,396,3.3,834,47.48%,52.52%
Marshall,2017,Marshall2017,266,443,"3,115",60.00,7,76,25,14,11,-69,131.4,455,4,898,50.67%,49.33%
Marshall,2018,Marshall2018,240,433,"2,965",55.40,6.8,82,20,13,20,-128,122.2,475,4.5,908,52.31%,47.69%
Marshall,2019,Marshall2019,200,355,"2,605",56.30,7.3,75,16,11,25,-182,126.7,532,4.7,887,59.98%,40.02%
Marshall,2020,Marshall2020,171,281,"2,129",60.90,7,70,19,10,12,-89,134.8,388,4,669,58.00%,42.00%
Maryland,2010,Maryland2010,219,389,"2,791",56.30,7.2,80,27,10,22,-160,134.3,433,4.1,822,52.68%,47.32%
Maryland,2011,Maryland2011,233,434,"2,524",53.70,5.8,69,14,16,17,-140,105.8,421,4.8,855,49.24%,50.76%
Maryland,2012,Maryland2012,165,304,"2,181",54.30,7.2,66,17,12,40,-298,125.1,472,2.6,776,60.82%,39.18%
Maryland,2013,Maryland2013,230,415,"3,231",55.40,7.8,77,18,10,27,-204,130.3,476,4.1,891,53.42%,46.58%
Maryland,2014,Maryland2014,228,418,"2,863",54.50,6.8,90,19,14,37,-222,120.4,429,3.7,847,50.65%,49.35%
Maryland,2015,Maryland2015,183,387,"2,092",47.30,5.4,70,15,29,25,-152,90.5,441,5.5,828,53.26%,46.74%
Maryland,2016,Maryland2016,196,342,"2,317",57.30,6.8,92,15,9,49,-333,123.4,533,4.9,875,60.91%,39.09%
Maryland,2017,Maryland2017,175,318,"1,940",55.00,6.1,52,15,8,35,-169,116.8,436,4.5,754,57.82%,42.18%
Maryland,2018,Maryland2018,125,241,"1,695",51.90,7,65,12,5,30,-166,123.2,487,5.7,728,66.90%,33.10%
Maryland,2019,Maryland2019,172,342,"2,088",50.30,6.1,80,16,12,38,-262,110,425,4.8,767,55.41%,44.59%
Maryland,2020,Maryland2020,98,159,"1,320",61.60,8,76,9,9,16,-119,136.2,151,4,310,48.71%,51.29%
Memphis,2010,Memphis2010,187,335,"2,321",55.80,6.9,81,14,13,38,-239,120,383,2.9,718,53.34%,46.66%
Memphis,2011,Memphis2011,224,408,"2,283",54.90,5.6,93,10,8,27,-154,106.1,378,2.7,786,48.09%,51.91%
Memphis,2012,Memphis2012,182,283,"1,999",64.30,7.1,63,16,3,23,-142,140.2,489,3.7,772,63.34%,36.66%
Memphis,2013,Memphis2013,206,361,"2,078",57.10,5.8,47,9,11,28,-221,107.5,438,3.8,799,54.82%,45.18%
Memphis,2014,Memphis2014,262,418,"3,076",62.70,7.4,54,23,9,16,-130,138.3,594,4.2,1012,58.70%,41.30%
Memphis,2015,Memphis2015,311,465,"3,997",66.90,8.6,82,30,5,17,-119,158.2,563,4.1,1028,54.77%,45.23%
Memphis,2016,Memphis2016,303,477,"3,957",63.50,8.3,84,34,10,35,-254,152.5,487,4.3,964,50.52%,49.48%
Memphis,2017,Memphis2017,307,488,"4,355",62.90,8.9,89,39,10,21,-138,160.1,453,5.7,941,48.14%,51.86%
Memphis,2018,Memphis2018,256,413,"3,405",62.00,8.2,75,28,10,24,-145,148.8,615,6.4,1028,59.82%,40.18%
Memphis,2019,Memphis2019,281,441,"4,177",63.70,9.5,73,33,11,27,-170,163,551,4.7,992,55.54%,44.46%
Memphis,2020,Memphis2020,255,423,"3,387",60.30,8,92,31,10,20,-113,146.9,396,4,819,48.35%,51.65%
Miami,2010,Miami2010,240,443,"3,105",54.20,7,79,21,27,17,-133,116.5,494,4.8,937,52.72%,47.28%
Miami,2011,Miami2011,222,339,"2,785",65.50,8.2,77,21,11,19,-130,148.4,398,4.4,737,54.00%,46.00%
Miami,2012,Miami2012,264,447,"3,545",59.10,7.9,87,23,7,18,-122,139.5,371,4.7,818,45.35%,54.65%
Miami,2013,Miami2013,226,384,"3,452",58.90,9,84,25,14,17,-148,148.6,436,4.8,820,53.17%,46.83%
Miami,2014,Miami2014,227,391,"3,249",58.10,8.3,79,26,12,21,-156,143.7,446,5.3,837,53.29%,46.71%
Miami,2015,Miami2015,268,449,"3,602",59.70,8,67,18,9,19,-148,136.3,423,3.7,872,48.51%,51.49%
Miami,2016,Miami2016,263,426,"3,564",61.70,8.4,77,27,7,25,-173,149.6,435,4.5,861,50.52%,49.48%
Miami,2017,Miami2017,227,426,"3,153",53.30,7.4,78,26,14,29,-153,129,414,5,840,49.29%,50.71%
Miami,2018,Miami2018,182,356,"2,175",51.10,6.1,67,19,14,27,-183,112.2,479,5.2,835,57.37%,42.63%
Miami,2019,Miami2019,255,437,"3,239",58.40,7.4,67,27,10,51,-316,136.4,407,3.8,844,48.22%,51.78%
Miami,2020,Miami2020,239,381,"3,050",62.70,8,89,26,6,30,-190,149.3,422,4,803,52.55%,47.45%
MiamiOH,2010,MiamiOH2010,323,504,"3,552",64.10,7,82,19,15,35,-245,129.8,438,3.1,942,46.50%,53.50%
MiamiOH,2011,MiamiOH2011,301,459,"3,589",65.60,7.8,71,24,11,47,-352,143.7,375,2.4,834,44.96%,55.04%
MiamiOH,2012,MiamiOH2012,311,495,"3,584",62.80,7.2,68,26,12,40,-239,136.1,339,3.1,834,40.65%,59.35%
MiamiOH,2013,MiamiOH2013,131,286,"1,491",45.80,5.2,58,8,11,51,-326,91.1,451,2.7,737,61.19%,38.81%
MiamiOH,2014,MiamiOH2014,226,468,"3,333",48.30,7.1,74,23,10,43,-287,120.1,358,3.3,826,43.34%,56.66%
MiamiOH,2015,MiamiOH2015,177,374,"2,502",47.30,6.7,78,18,19,28,-177,109.2,428,3.6,802,53.37%,46.63%
MiamiOH,2016,MiamiOH2016,212,358,"2,998",59.20,8.4,74,27,7,41,-254,150.5,484,3.7,842,57.48%,42.52%
MiamiOH,2017,MiamiOH2017,211,386,"2,852",54.70,7.4,57,24,11,22,-130,131.5,445,3.9,831,53.55%,46.45%
MiamiOH,2018,MiamiOH2018,226,376,"2,547",60.10,6.8,59,17,5,20,-90,129.3,442,4.3,818,54.03%,45.97%
MiamiOH,2019,MiamiOH2019,183,337,"2,495",54.30,7.4,63,11,10,31,-183,121.3,533,3.4,870,61.26%,38.74%
MiamiOH,2020,MiamiOH2020,47,85,715,55.30,8,61,8,1,4,-23,151.2,100,3,185,54.05%,45.95%
Michigan,2010,Michigan2010,243,385,"3,252",63.10,8.4,75,23,15,11,-68,146,556,5.6,941,59.09%,40.91%
Michigan,2011,Michigan2011,155,284,"2,377",54.60,8.4,77,22,16,18,-161,139.2,560,5.2,844,66.35%,33.65%
Michigan,2012,Michigan2012,169,318,"2,591",53.10,8.1,75,20,19,18,-142,130.4,502,4.8,820,61.22%,38.78%
Michigan,2013,Michigan2013,237,395,"3,221",60.00,8.2,84,21,13,36,-268,139.5,498,3.3,893,55.77%,44.23%
Michigan,2014,Michigan2014,189,326,"2,042",58.00,6.3,45,10,18,27,-189,109.7,425,4.6,751,56.59%,43.41%
Michigan,2015,Michigan2015,258,415,"3,090",62.20,7.4,64,21,10,18,-95,136.6,491,4.2,906,54.19%,45.81%
Michigan,2016,Michigan2016,228,370,"2,756",61.60,7.4,56,20,7,22,-145,138.2,574,4.8,944,60.81%,39.19%
Michigan,2017,Michigan2017,185,346,"2,226",53.50,6.4,48,9,10,36,-264,110.3,529,4.4,875,60.46%,39.54%
Michigan,2018,Michigan2018,223,347,"2,804",64.30,8.1,79,24,9,23,-156,149.8,549,4.8,896,61.27%,38.73%
Michigan,2019,Michigan2019,228,410,"3,261",55.60,8,76,25,9,25,-207,138.2,495,4,905,54.70%,45.30%
Michigan,2020,Michigan2020,123,213,"1,502",57.70,7,52,9,4,8,-54,126.7,172,4,385,44.68%,55.32%
MichiganState,2010,MichiganState2010,244,373,"3,073",65.40,8.2,55,23,10,24,-216,149.6,444,4.5,817,54.35%,45.65%
MichiganState,2011,MichiganState2011,288,451,"3,535",63.90,7.8,69,26,10,16,-105,144.3,489,3.9,940,52.02%,47.98%
MichiganState,2012,MichiganState2012,244,465,"2,729",52.50,5.9,48,14,10,22,-172,107.4,492,3.9,957,51.41%,48.59%
MichiganState,2013,MichiganState2013,248,430,"2,964",57.70,6.9,87,23,7,17,-139,130,569,4.3,999,56.96%,43.04%
MichiganState,2014,MichiganState2014,236,400,"3,453",59.00,8.6,71,26,9,11,-53,148.5,594,5.1,994,59.76%,40.24%
MichiganState,2015,MichiganState2015,244,440,"3,279",55.50,7.5,74,26,8,21,-135,133.9,552,3.8,992,55.65%,44.35%
MichiganState,2016,MichiganState2016,211,370,"2,668",57.00,7.2,86,19,11,27,-150,128.6,471,4.4,841,56.00%,44.00%
MichiganState,2017,MichiganState2017,247,424,"2,798",58.30,6.6,60,20,8,21,-139,125.5,546,4,970,56.29%,43.71%
MichiganState,2018,MichiganState2018,255,497,"2,824",51.30,5.7,48,12,14,26,-192,101.4,465,3.5,962,48.34%,51.66%
MichiganState,2019,MichiganState2019,270,464,"3,182",58.20,6.9,64,17,15,18,-113,121.4,468,3.5,932,50.21%,49.79%
MichiganState,2020,MichiganState2020,132,242,"1,672",54.50,6,75,11,12,16,-121,110,239,2,481,49.69%,50.31%
MiddleTennessee,2010,MiddleTennessee2010,226,384,"2,485",58.90,6.5,75,9,24,23,-157,108.4,525,4.5,909,57.76%,42.24%
MiddleTennessee,2011,MiddleTennessee2011,299,509,"3,052",58.70,6,82,21,15,8,-59,116.8,429,4.1,938,45.74%,54.26%
MiddleTennessee,2012,MiddleTennessee2012,217,344,"2,593",63.10,7.5,75,16,8,8,-72,137.1,468,4.5,812,57.64%,42.36%
MiddleTennessee,2013,MiddleTennessee2013,238,403,"2,707",59.10,6.7,93,17,15,16,-90,122,526,4.9,929,56.62%,43.38%
MiddleTennessee,2014,MiddleTennessee2014,224,343,"2,610",65.30,7.6,65,17,13,26,-175,138,530,4.8,873,60.71%,39.29%
MiddleTennessee,2015,MiddleTennessee2015,334,501,"4,052",66.70,8.1,76,31,10,17,-163,151,503,3.8,1004,50.10%,49.90%
MiddleTennessee,2016,MiddleTennessee2016,349,556,"4,236",62.80,7.6,78,39,15,14,-84,144.5,417,6,973,42.86%,57.14%
MiddleTennessee,2017,MiddleTennessee2017,282,473,"3,264",59.60,6.9,64,23,17,25,-176,126.4,427,4.3,900,47.44%,52.56%
MiddleTennessee,2018,MiddleTennessee2018,336,487,"3,650",69.00,7.5,70,29,11,41,-261,147.1,499,3.6,986,50.61%,49.39%
