recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
2,319.27,1,0,Surburban,0,Web,No Offer,0
5,95.57,0,1,Rural,1,Web,Discount,0
10,67.57,1,0,Rural,1,Phone,No Offer,0
9,141.17,1,0,Urban,1,Phone,Buy One Get One,0
11,100.03,1,0,Rural,1,Phone,No Offer,0
7,917.01,0,1,Surburban,1,Phone,No Offer,0
4,96.35,0,1,Urban,1,Web,Discount,0
2,90.85,0,1,Surburban,1,Phone,Buy One Get One,0
2,77.94,1,0,Urban,0,Phone,Discount,0
2,86.08,1,0,Surburban,0,Web,Discount,1
2,29.99,0,1,Rural,0,Web,Buy One Get One,0
9,100.65,1,0,Surburban,1,Web,Discount,0
10,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
3,493.38,1,0,Surburban,0,Web,Discount,0
5,29.99,1,0,Rural,0,Phone,Discount,0
1,363.48,0,1,Rural,0,Phone,Buy One Get One,0
1,1103.75,1,0,Surburban,1,Web,No Offer,0
6,366.43,1,0,Urban,0,Phone,Buy One Get One,1
10,29.99,0,1,Urban,0,Phone,Buy One Get One,0
7,128.46,1,0,Surburban,1,Web,Buy One Get One,0
10,29.99,0,1,Urban,1,Phone,Buy One Get One,0
10,29.99,0,1,Surburban,1,Web,Buy One Get One,0
1,140.44,1,0,Surburban,1,Phone,No Offer,0
2,29.99,0,1,Urban,1,Web,Buy One Get One,0
5,96.1,0,1,Urban,0,Web,Discount,0
1,1257.24,1,1,Surburban,1,Phone,Buy One Get One,1
8,475.99,1,0,Rural,1,Web,Discount,0
3,63.8,1,0,Surburban,1,Phone,Discount,0
1,86.03,1,0,Urban,0,Phone,Discount,0
12,177.15,1,0,Surburban,0,Web,No Offer,0
1,554.61,1,0,Urban,1,Web,Buy One Get One,0
2,1031.56,1,1,Surburban,1,Multichannel,No Offer,0
9,167.98,0,1,Surburban,0,Web,No Offer,0
5,128.22,1,0,Surburban,1,Phone,No Offer,0
10,264.5,0,1,Surburban,0,Web,Discount,0
12,29.99,0,1,Surburban,0,Phone,No Offer,0
8,30.85,1,0,Urban,0,Web,Buy One Get One,0
9,187.96,1,0,Surburban,0,Phone,No Offer,0
10,284.59,1,0,Surburban,0,Web,No Offer,0
6,217.69,1,1,Surburban,1,Phone,No Offer,1
4,57.85,1,0,Surburban,1,Web,No Offer,0
5,301.26,1,0,Surburban,0,Multichannel,No Offer,0
11,126.4,0,1,Urban,0,Web,Discount,0
10,146.49,1,0,Urban,1,Web,Buy One Get One,0
1,87.53,0,1,Surburban,0,Phone,No Offer,0
8,29.99,0,1,Urban,0,Web,Buy One Get One,1
8,120.88,0,1,Urban,0,Phone,Buy One Get One,0
3,322.12,1,1,Surburban,0,Web,Buy One Get One,1
2,185.04,1,0,Surburban,1,Web,Buy One Get One,0
10,112.61,1,0,Urban,0,Web,Buy One Get One,0
2,539.45,1,0,Surburban,1,Multichannel,Buy One Get One,0
5,523.85,1,1,Rural,1,Multichannel,Buy One Get One,0
9,38.69,1,0,Rural,0,Web,Discount,0
7,287.14,0,1,Urban,0,Phone,No Offer,0
11,158.36,1,0,Surburban,1,Phone,Buy One Get One,0
5,296.12,1,1,Surburban,0,Phone,Discount,0
3,206.79,0,1,Surburban,1,Phone,Buy One Get One,0
3,251.35,1,1,Rural,1,Phone,Buy One Get One,0
1,332.55,1,0,Surburban,1,Phone,Discount,0
9,72.33,0,1,Surburban,1,Web,Buy One Get One,0
10,317.77,1,0,Urban,0,Web,Discount,0
2,199.95,1,0,Urban,0,Web,No Offer,0
6,341.54,1,1,Surburban,0,Web,Buy One Get One,0
10,92.58,1,0,Surburban,0,Phone,No Offer,0
4,125.3,0,1,Urban,1,Phone,Buy One Get One,1
4,231.09,1,0,Urban,1,Web,No Offer,0
12,32.21,1,0,Urban,0,Web,Discount,0
9,631.16,1,1,Rural,1,Multichannel,Buy One Get One,0
7,371.09,0,1,Urban,0,Web,No Offer,0
6,349.04,1,0,Rural,1,Phone,No Offer,0
1,225.43,1,0,Surburban,1,Phone,Discount,0
12,35.28,1,0,Surburban,0,Web,No Offer,0
8,1088.06,1,1,Surburban,1,Web,No Offer,1
10,227.69,0,1,Urban,1,Web,No Offer,0
7,135.09,1,0,Rural,0,Phone,Buy One Get One,0
6,195.27,0,1,Urban,0,Web,No Offer,0
10,46.19,0,1,Rural,1,Phone,Discount,0
1,220.44,1,0,Rural,1,Phone,Discount,0
4,135.5,1,0,Urban,1,Web,No Offer,0
4,29.99,1,0,Urban,1,Phone,Buy One Get One,0
6,249.17,1,0,Rural,0,Phone,No Offer,0
10,110.27,0,1,Rural,1,Phone,No Offer,0
6,52.04,0,1,Urban,0,Web,Buy One Get One,0
12,215.26,1,1,Rural,0,Phone,Buy One Get One,1
12,192.77,1,0,Surburban,0,Web,Discount,0
6,54.86,1,0,Surburban,1,Phone,No Offer,0
10,29.99,0,1,Surburban,1,Web,Discount,0
5,611.38,1,1,Surburban,1,Multichannel,Buy One Get One,0
9,138.87,0,1,Urban,1,Phone,Buy One Get One,0
10,237.12,1,0,Urban,1,Web,Discount,0
12,521.86,1,0,Surburban,1,Phone,Buy One Get One,0
5,208.71,0,1,Surburban,1,Web,Buy One Get One,0
11,29.99,1,0,Surburban,1,Web,No Offer,0
5,29.99,1,0,Urban,1,Web,Discount,0
5,195.82,1,0,Surburban,1,Phone,Discount,0
2,465.14,0,1,Rural,0,Phone,Buy One Get One,0
1,1667.28,1,0,Urban,1,Phone,Discount,0
3,525.66,0,1,Surburban,1,Multichannel,Discount,0
10,29.99,0,1,Surburban,0,Phone,No Offer,0
9,418.04,0,1,Urban,0,Web,Buy One Get One,0
7,393.94,0,1,Surburban,0,Web,Buy One Get One,0
11,333.22,1,0,Urban,0,Phone,Discount,0
6,181.74,0,1,Surburban,0,Phone,Discount,0
8,128.47,1,0,Urban,0,Phone,Buy One Get One,0
4,116.71,1,0,Surburban,0,Phone,Discount,0
2,652.02,1,0,Surburban,1,Phone,No Offer,0
1,218.36,0,1,Urban,0,Phone,Discount,1
9,29.99,1,0,Urban,1,Phone,Buy One Get One,0
11,668.77,0,1,Urban,1,Multichannel,No Offer,0
3,264.18,0,1,Urban,0,Web,No Offer,1
11,260.85,0,1,Surburban,0,Multichannel,Buy One Get One,0
3,169.69,0,1,Urban,1,Web,Discount,0
1,46.35,1,0,Surburban,1,Phone,Buy One Get One,0
10,93.09,0,1,Rural,0,Phone,Discount,0
8,361.95,1,1,Urban,0,Web,Discount,0
1,99.45,0,1,Rural,0,Phone,Discount,1
10,29.99,1,0,Urban,0,Web,Discount,0
5,360.75,0,1,Surburban,0,Web,No Offer,1
3,600.3,1,0,Urban,1,Multichannel,Buy One Get One,1
3,1271.66,1,1,Urban,1,Web,Buy One Get One,0
10,216.93,1,0,Urban,0,Web,No Offer,0
7,63.99,1,0,Surburban,0,Phone,Discount,0
2,414.66,1,0,Urban,1,Web,Buy One Get One,0
4,181.6,0,1,Rural,1,Web,No Offer,0
6,43.52,0,1,Surburban,0,Phone,No Offer,0
4,588.45,0,1,Rural,1,Web,Discount,0
6,29.99,0,1,Urban,0,Web,No Offer,1
9,366.81,0,1,Urban,1,Phone,No Offer,0
1,56.79,0,1,Urban,0,Phone,Discount,0
12,136.51,0,1,Surburban,1,Web,No Offer,0
5,29.99,0,1,Surburban,0,Phone,Discount,0
1,159.55,1,0,Urban,0,Web,No Offer,0
9,248.31,1,0,Surburban,0,Phone,Buy One Get One,0
2,227.87,1,1,Surburban,1,Web,Discount,1
5,135.09,0,1,Surburban,1,Phone,Discount,0
2,88.67,1,0,Surburban,1,Web,Buy One Get One,0
1,300.49,1,0,Urban,0,Phone,No Offer,0
12,172.03,0,1,Surburban,1,Web,No Offer,0
10,58.66,1,0,Surburban,1,Web,No Offer,1
2,29.99,1,0,Urban,1,Phone,Buy One Get One,0
4,230.18,1,0,Surburban,1,Multichannel,No Offer,0
12,50.93,0,1,Rural,0,Web,Discount,0
6,92.07,1,0,Urban,1,Web,No Offer,0
9,41.7,0,1,Surburban,1,Phone,Discount,0
9,127.62,0,1,Surburban,1,Phone,Buy One Get One,0
12,229.53,1,0,Surburban,1,Phone,No Offer,0
10,134.16,1,0,Surburban,1,Phone,Buy One Get One,0
5,451.42,1,1,Urban,0,Phone,No Offer,0
1,769.36,0,1,Urban,1,Phone,No Offer,0
6,169.3,0,1,Rural,1,Phone,Discount,1
7,78.06,0,1,Urban,0,Phone,Discount,0
8,29.99,1,0,Urban,1,Phone,Discount,0
12,75.07,1,0,Urban,1,Phone,Buy One Get One,0
2,435.02,1,0,Surburban,0,Multichannel,Discount,0
8,540.57,1,1,Urban,1,Web,No Offer,0
11,162.07,0,1,Rural,0,Web,Discount,0
1,83.72,1,0,Urban,0,Phone,No Offer,0
6,413.2,1,0,Surburban,0,Multichannel,No Offer,0
10,112.47,1,0,Urban,1,Web,Buy One Get One,0
5,76.99,0,1,Surburban,1,Phone,No Offer,0
1,605.57,1,1,Surburban,1,Phone,Buy One Get One,0
1,224.73,1,0,Urban,0,Multichannel,Discount,0
7,671.11,1,1,Surburban,1,Web,No Offer,0
7,255.65,1,1,Rural,1,Web,Discount,0
10,153.93,1,0,Urban,1,Web,Buy One Get One,0
8,50.78,0,1,Surburban,1,Phone,Buy One Get One,0
3,118.09,1,0,Urban,0,Phone,Buy One Get One,0
3,178.88,0,1,Urban,0,Phone,Discount,0
10,41.13,0,1,Rural,0,Phone,Buy One Get One,1
2,229.85,1,1,Urban,1,Web,No Offer,0
4,67.81,0,1,Urban,0,Phone,No Offer,0
9,203.37,1,1,Urban,0,Phone,No Offer,0
11,320.02,1,1,Surburban,0,Multichannel,Discount,1
2,132.87,0,1,Urban,0,Phone,No Offer,0
2,29.99,1,0,Urban,1,Web,No Offer,0
10,300.15,0,1,Surburban,0,Web,Discount,0
5,430.91,1,0,Surburban,0,Web,No Offer,0
1,813.67,0,1,Rural,1,Multichannel,No Offer,0
2,1024.89,1,0,Surburban,1,Web,Buy One Get One,0
9,29.99,0,1,Urban,1,Web,Buy One Get One,0
9,329.7,1,0,Urban,0,Web,No Offer,0
10,48.04,1,0,Urban,1,Web,Discount,0
10,297.25,1,1,Surburban,1,Phone,No Offer,0
11,48.09,1,0,Surburban,1,Web,Buy One Get One,0
9,104.2,1,0,Urban,1,Web,Discount,0
1,78.53,1,0,Rural,1,Phone,Buy One Get One,1
10,39.89,1,0,Urban,0,Web,Discount,0
9,106.26,1,0,Urban,0,Phone,Buy One Get One,0
3,138.69,0,1,Surburban,1,Phone,Discount,0
1,361.49,1,1,Surburban,0,Phone,Buy One Get One,0
5,363.8,0,1,Surburban,0,Phone,Discount,0
2,258.95,1,0,Urban,0,Multichannel,No Offer,0
5,123.59,1,0,Surburban,0,Web,No Offer,0
11,136.47,0,1,Surburban,1,Web,No Offer,0
11,48.13,1,0,Surburban,1,Phone,Discount,0
1,260.71,0,1,Urban,0,Web,Buy One Get One,0
11,474.22,0,1,Urban,1,Phone,No Offer,0
4,29.99,1,0,Surburban,1,Phone,No Offer,0
1,173.64,1,0,Surburban,1,Phone,Buy One Get One,0
12,315.02,1,0,Surburban,0,Multichannel,No Offer,0
1,144.9,0,1,Urban,1,Web,Discount,0
6,441.59,1,0,Rural,0,Multichannel,Discount,0
7,51.39,0,1,Surburban,1,Phone,No Offer,0
4,231.87,1,1,Surburban,1,Multichannel,Discount,1
5,175.97,0,1,Surburban,0,Web,Buy One Get One,0
1,35.7,1,0,Rural,1,Web,Discount,0
6,53.56,0,1,Surburban,0,Web,No Offer,0
5,367.02,1,0,Surburban,0,Phone,No Offer,0
8,217.94,1,0,Rural,1,Web,Buy One Get One,0
8,67.36,0,1,Rural,0,Phone,Buy One Get One,0
1,163.62,0,1,Urban,0,Web,Discount,0
4,205.09,1,0,Surburban,0,Multichannel,Buy One Get One,1
1,29.99,0,1,Surburban,1,Web,Buy One Get One,1
11,177.89,1,0,Rural,1,Web,No Offer,0
3,587.86,0,1,Surburban,1,Multichannel,No Offer,0
9,93.66,1,0,Surburban,1,Web,Buy One Get One,0
10,196.68,0,1,Surburban,0,Phone,Discount,0
10,29.99,0,1,Urban,0,Web,Buy One Get One,0
2,1035.42,0,1,Surburban,1,Multichannel,Discount,0
7,414.22,0,1,Surburban,0,Web,Discount,0
4,368.25,1,1,Urban,0,Multichannel,Discount,0
6,106.98,1,0,Urban,0,Web,Buy One Get One,0
1,890.26,1,0,Rural,1,Web,Discount,0
5,29.99,0,1,Urban,1,Phone,Buy One Get One,0
8,226.97,1,0,Rural,0,Web,Buy One Get One,0
4,457.63,0,1,Rural,0,Phone,No Offer,1
10,29.99,1,0,Surburban,0,Phone,No Offer,0
12,120.87,1,0,Urban,0,Web,Discount,0
3,29.99,0,1,Urban,1,Phone,Discount,0
3,135.07,0,1,Surburban,1,Phone,Buy One Get One,0
3,267.68,1,1,Rural,1,Multichannel,No Offer,1
3,291.93,0,1,Rural,0,Web,No Offer,0
5,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
3,387.97,0,1,Surburban,1,Web,Discount,0
10,86.2,1,0,Surburban,0,Web,No Offer,0
7,106.6,1,0,Urban,1,Web,Buy One Get One,0
3,280.39,1,1,Urban,0,Multichannel,Discount,0
2,48.43,1,0,Rural,0,Web,Discount,1
10,30.58,0,1,Surburban,0,Web,No Offer,0
6,173.02,0,1,Rural,0,Phone,No Offer,0
2,242.54,1,0,Surburban,1,Phone,Discount,0
5,128.12,1,0,Urban,0,Phone,No Offer,0
10,29.99,1,0,Urban,1,Web,Discount,0
8,29.99,0,1,Surburban,0,Web,Buy One Get One,0
2,212.61,1,0,Surburban,0,Phone,No Offer,0
10,30.17,0,1,Surburban,0,Web,Buy One Get One,0
1,738.62,1,1,Surburban,1,Multichannel,Buy One Get One,0
3,634.02,1,1,Urban,1,Web,Discount,0
3,981.46,1,1,Urban,1,Multichannel,No Offer,0
3,1676.6,1,0,Surburban,1,Multichannel,No Offer,1
10,65.42,1,0,Surburban,0,Phone,No Offer,0
9,128.77,1,0,Urban,0,Web,Discount,1
2,178.95,1,0,Surburban,1,Phone,No Offer,0
9,29.99,0,1,Urban,0,Phone,Buy One Get One,0
2,162.89,0,1,Urban,0,Phone,No Offer,0
9,33.62,1,0,Urban,1,Phone,Discount,0
10,159.09,1,0,Surburban,1,Web,Buy One Get One,0
2,574.92,0,1,Surburban,1,Multichannel,Buy One Get One,0
3,30.9,1,0,Rural,0,Web,Buy One Get One,0
8,29.99,0,1,Surburban,0,Phone,Discount,1
11,42.89,0,1,Surburban,0,Phone,Discount,0
4,514.46,1,0,Urban,1,Multichannel,No Offer,0
1,29.99,0,1,Rural,1,Web,No Offer,0
9,55.03,1,0,Surburban,0,Phone,No Offer,0
8,193.69,1,0,Urban,1,Web,Buy One Get One,0
8,110.57,0,1,Surburban,0,Web,No Offer,1
12,52.78,0,1,Urban,1,Phone,Discount,0
2,466.72,1,1,Urban,0,Web,Buy One Get One,0
2,302.58,1,0,Surburban,1,Phone,No Offer,0
1,29.99,1,0,Urban,1,Web,Buy One Get One,0
3,406.17,0,1,Urban,0,Multichannel,No Offer,0
2,29.99,1,0,Surburban,0,Phone,Discount,0
10,97.55,0,1,Surburban,1,Phone,No Offer,0
7,226.69,0,1,Rural,1,Web,Discount,0
6,29.99,1,0,Surburban,1,Web,Buy One Get One,0
3,107.45,1,0,Surburban,1,Web,Discount,1
9,106.97,0,1,Urban,1,Web,Buy One Get One,0
8,215.83,1,0,Surburban,0,Phone,Discount,0
1,346.49,0,1,Urban,0,Phone,No Offer,0
11,184.24,1,0,Urban,1,Phone,Buy One Get One,0
10,154.79,1,0,Urban,0,Web,No Offer,0
9,157.22,0,1,Rural,0,Phone,Discount,0
2,549.1,0,1,Urban,1,Phone,Discount,0
4,479.55,0,1,Urban,0,Phone,Buy One Get One,0
3,216.97,1,0,Surburban,0,Phone,Buy One Get One,0
2,626.27,1,1,Rural,1,Web,Discount,0
1,54.4,0,1,Urban,1,Phone,No Offer,0
2,571.74,0,1,Urban,1,Multichannel,Buy One Get One,0
10,426.64,0,1,Surburban,0,Web,Buy One Get One,0
4,183.38,0,1,Urban,0,Phone,No Offer,0
4,300.24,1,0,Urban,0,Web,No Offer,0
6,273.88,1,0,Surburban,1,Multichannel,No Offer,0
7,29.99,1,0,Rural,1,Phone,Buy One Get One,0
7,32.85,1,0,Urban,1,Phone,Discount,0
4,1096.45,0,1,Urban,1,Web,Discount,0
1,397.09,0,1,Rural,0,Phone,No Offer,0
6,435.45,1,0,Urban,1,Web,Discount,0
4,92.17,1,0,Surburban,1,Phone,Buy One Get One,0
2,417.04,0,1,Surburban,1,Web,Buy One Get One,0
8,93.56,0,1,Surburban,0,Phone,Buy One Get One,0
7,214.39,0,1,Urban,0,Phone,No Offer,0
6,140.09,0,1,Rural,0,Phone,Buy One Get One,0
9,183.64,0,1,Urban,1,Web,Buy One Get One,0
2,107.33,0,1,Surburban,1,Phone,Discount,0
3,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
1,116.42,0,1,Surburban,1,Web,Buy One Get One,1
11,256.08,0,1,Surburban,1,Web,Discount,0
5,148.87,0,1,Urban,1,Web,No Offer,0
10,334.47,1,1,Surburban,0,Multichannel,No Offer,0
10,91.05,0,1,Urban,1,Web,Discount,0
6,188.77,0,1,Surburban,1,Web,Discount,0
5,170.79,0,1,Surburban,0,Web,Buy One Get One,0
2,191.61,1,0,Urban,1,Web,No Offer,0
8,91.13,1,0,Urban,0,Phone,Buy One Get One,1
10,37.36,0,1,Rural,1,Web,Discount,1
10,166.87,1,0,Surburban,0,Phone,No Offer,0
10,148.5,1,0,Urban,1,Phone,Buy One Get One,0
1,137.28,0,1,Urban,0,Web,Buy One Get One,1
10,196.56,1,0,Surburban,1,Phone,Buy One Get One,0
9,229.75,1,0,Rural,0,Phone,Discount,0
1,506.54,1,0,Surburban,1,Phone,Discount,0
11,417.16,0,1,Rural,0,Phone,Discount,0
2,805.31,1,1,Urban,1,Multichannel,Buy One Get One,0
3,194.69,0,1,Urban,0,Web,Buy One Get One,0
1,222.35,0,1,Surburban,1,Web,Buy One Get One,0
5,178.24,1,0,Surburban,0,Phone,Discount,0
5,502.74,0,1,Rural,1,Multichannel,Buy One Get One,0
5,687.62,1,1,Urban,1,Phone,Discount,0
10,91.23,1,0,Urban,0,Phone,Buy One Get One,0
1,114.2,1,0,Urban,0,Phone,Discount,1
4,152.88,1,0,Urban,1,Phone,Discount,0
10,29.99,1,0,Urban,0,Phone,No Offer,0
9,55.06,1,0,Surburban,1,Phone,Buy One Get One,0
11,85.03,1,0,Surburban,0,Phone,No Offer,0
2,37.34,1,0,Surburban,1,Web,Discount,0
5,72.59,1,0,Rural,1,Phone,No Offer,0
11,38.71,0,1,Urban,1,Phone,No Offer,0
4,165.22,1,0,Urban,1,Phone,Buy One Get One,0
1,690.49,0,1,Urban,1,Web,Buy One Get One,0
1,176.88,1,0,Surburban,0,Phone,No Offer,0
12,94.92,1,0,Surburban,0,Web,Discount,0
3,405.57,1,0,Rural,0,Phone,Discount,0
2,1328.26,1,1,Rural,1,Phone,No Offer,0
9,57.01,1,0,Urban,0,Web,No Offer,0
10,29.99,1,0,Surburban,0,Phone,Buy One Get One,0
8,29.99,1,0,Surburban,1,Web,Buy One Get One,0
1,838.81,0,1,Surburban,1,Web,No Offer,0
7,248.71,1,0,Surburban,1,Phone,Discount,0
12,68.08,0,1,Surburban,1,Web,Discount,0
10,29.99,1,0,Surburban,1,Web,No Offer,0
1,288.45,1,0,Surburban,0,Phone,Discount,0
1,44.04,0,1,Urban,1,Phone,Discount,0
9,396.56,0,1,Surburban,1,Multichannel,No Offer,0
4,146.61,0,1,Urban,0,Phone,Buy One Get One,1
12,29.99,0,1,Surburban,1,Phone,Discount,0
10,29.99,1,0,Rural,1,Web,Buy One Get One,0
7,500.21,0,1,Urban,1,Multichannel,Discount,1
8,148.95,0,1,Surburban,1,Phone,Buy One Get One,0
6,262.47,1,1,Surburban,1,Web,Buy One Get One,0
1,136.77,0,1,Urban,1,Phone,No Offer,0
2,225.85,1,0,Surburban,1,Phone,Buy One Get One,0
8,111.06,0,1,Urban,1,Web,No Offer,0
3,493.58,1,1,Surburban,0,Phone,Buy One Get One,0
4,110.2,0,1,Rural,0,Phone,No Offer,0
3,134.49,0,1,Rural,1,Web,Discount,0
9,245.55,1,1,Surburban,0,Web,Discount,1
7,360.16,1,1,Surburban,0,Phone,No Offer,0
10,64.91,1,0,Surburban,0,Web,Buy One Get One,0
11,78.25,1,0,Rural,0,Phone,Buy One Get One,0
10,29.99,1,0,Surburban,0,Web,Buy One Get One,0
11,84,1,0,Urban,1,Web,Discount,0
4,42.9,0,1,Rural,1,Web,Discount,0
11,188.37,1,0,Urban,1,Web,Discount,0
2,506.45,0,1,Surburban,1,Web,Discount,0
1,154.85,0,1,Urban,0,Web,Buy One Get One,0
10,85.21,1,0,Surburban,1,Web,Buy One Get One,0
2,92.32,0,1,Surburban,0,Phone,No Offer,0
9,59.39,1,0,Urban,0,Phone,Buy One Get One,0
6,374.6,0,1,Urban,0,Phone,Buy One Get One,0
9,780.28,0,1,Surburban,1,Multichannel,Discount,0
7,347.59,1,0,Urban,1,Web,No Offer,0
6,127.95,0,1,Surburban,0,Phone,No Offer,0
10,81.2,0,1,Urban,0,Web,Discount,0
2,267.29,1,1,Urban,0,Multichannel,No Offer,0
1,561.39,1,1,Urban,1,Multichannel,Discount,1
6,147.95,0,1,Surburban,1,Phone,Discount,1
2,109.85,1,0,Urban,0,Phone,Buy One Get One,0
9,79.33,0,1,Surburban,1,Web,Buy One Get One,0
4,619.38,0,1,Urban,1,Multichannel,No Offer,0
10,43.05,0,1,Surburban,1,Phone,No Offer,0
5,746.41,0,1,Rural,1,Phone,No Offer,0
9,29.99,1,0,Rural,0,Web,No Offer,0
10,29.99,0,1,Urban,0,Phone,Discount,0
4,223.59,1,1,Urban,1,Phone,Discount,0
1,103.95,1,0,Urban,0,Phone,Discount,0
1,354.73,1,1,Rural,0,Web,Buy One Get One,1
11,57.48,1,0,Urban,1,Phone,Buy One Get One,0
9,216.7,0,1,Surburban,1,Web,No Offer,0
6,312.7,1,0,Urban,0,Phone,Discount,1
9,29.99,1,0,Surburban,0,Phone,Buy One Get One,0
2,400.48,0,1,Urban,1,Multichannel,No Offer,0
7,29.99,0,1,Urban,1,Web,Buy One Get One,1
4,29.99,0,1,Surburban,0,Phone,Discount,0
5,29.99,0,1,Surburban,1,Web,Buy One Get One,0
11,127.63,0,1,Rural,1,Phone,No Offer,0
1,29.99,0,1,Urban,1,Phone,Buy One Get One,0
2,416.47,0,1,Surburban,0,Multichannel,Buy One Get One,1
10,29.99,1,0,Surburban,1,Phone,No Offer,0
12,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
8,29.99,0,1,Surburban,1,Web,Buy One Get One,1
9,469.22,0,1,Urban,1,Web,Buy One Get One,0
10,169.63,1,0,Urban,0,Web,No Offer,0
6,174.32,1,0,Urban,0,Web,Buy One Get One,1
1,345.06,1,0,Surburban,0,Phone,Discount,0
2,368.19,0,1,Urban,0,Multichannel,Discount,0
1,516.7,0,1,Surburban,1,Phone,No Offer,0
11,69.21,1,0,Urban,0,Phone,Discount,0
3,311.63,1,0,Rural,0,Phone,Buy One Get One,1
6,176.26,1,0,Urban,0,Web,Discount,0
12,260.2,0,1,Surburban,1,Web,Discount,0
8,184.44,1,0,Urban,1,Web,No Offer,0
9,76.63,1,0,Urban,0,Web,Buy One Get One,0
12,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
2,80.09,1,0,Urban,0,Web,Discount,0
12,29.99,1,0,Rural,0,Phone,No Offer,0
7,46.13,1,0,Rural,1,Phone,No Offer,0
2,501.27,1,0,Urban,1,Web,Buy One Get One,0
10,81.07,0,1,Rural,0,Web,No Offer,0
4,170.76,1,0,Rural,1,Phone,Discount,0
6,452.96,0,1,Surburban,1,Phone,Buy One Get One,0
5,341.27,0,1,Urban,0,Web,No Offer,0
2,473.34,0,1,Urban,0,Phone,No Offer,0
9,174.77,0,1,Urban,1,Phone,Discount,0
8,358.32,1,1,Surburban,0,Multichannel,No Offer,0
2,318.26,1,1,Urban,0,Web,Buy One Get One,0
9,333.54,1,1,Urban,0,Phone,Buy One Get One,0
1,66.62,0,1,Rural,1,Phone,Buy One Get One,0
6,192.22,0,1,Urban,1,Phone,Buy One Get One,0
5,51.8,0,1,Urban,1,Web,Buy One Get One,0
5,44.37,0,1,Urban,0,Web,No Offer,0
1,373.19,1,0,Surburban,0,Multichannel,Buy One Get One,0
2,38.93,0,1,Surburban,1,Phone,Buy One Get One,0
5,136.66,0,1,Urban,0,Phone,Buy One Get One,0
7,114.08,1,0,Surburban,1,Web,No Offer,0
11,29.99,1,0,Surburban,0,Phone,Discount,0
7,29.99,1,0,Surburban,0,Phone,No Offer,0
11,84.71,1,0,Urban,0,Phone,No Offer,0
2,221.01,0,1,Rural,0,Phone,Discount,0
1,387.31,1,0,Urban,0,Web,No Offer,0
10,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
10,134.01,0,1,Urban,1,Phone,No Offer,0
1,29.99,0,1,Rural,1,Web,Discount,0
9,304.18,0,1,Surburban,0,Phone,Discount,0
8,58.24,0,1,Surburban,1,Phone,Discount,0
8,29.99,0,1,Rural,0,Web,Buy One Get One,0
1,29.99,1,0,Surburban,1,Phone,No Offer,0
9,29.99,1,0,Surburban,0,Phone,Discount,0
5,53.81,0,1,Urban,0,Web,Discount,0
11,29.99,0,1,Surburban,1,Web,No Offer,0
10,103.32,1,0,Urban,0,Web,Buy One Get One,0
7,52.57,1,0,Urban,1,Web,No Offer,0
12,136.77,1,0,Surburban,0,Phone,Buy One Get One,1
4,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
4,371.5,0,1,Rural,1,Phone,No Offer,0
9,29.99,0,1,Urban,1,Web,Buy One Get One,0
2,332.96,1,0,Surburban,1,Phone,Buy One Get One,0
6,109.48,0,1,Urban,0,Phone,Buy One Get One,0
2,234,1,1,Urban,0,Web,No Offer,0
2,1399.09,1,1,Surburban,1,Web,No Offer,0
3,150.93,0,1,Surburban,1,Web,No Offer,0
11,213.79,1,0,Surburban,0,Web,Buy One Get One,0
9,237.53,0,1,Surburban,1,Multichannel,Buy One Get One,0
10,478.39,1,1,Urban,0,Multichannel,Buy One Get One,0
2,930.75,1,1,Urban,1,Web,No Offer,0
2,533.13,0,1,Surburban,1,Phone,Discount,1
7,63.99,1,0,Urban,0,Web,Discount,0
2,221.41,1,0,Surburban,1,Multichannel,No Offer,0
8,118.86,1,0,Surburban,1,Phone,Discount,0
12,50.3,1,0,Urban,1,Phone,No Offer,0
2,200.3,1,0,Urban,1,Phone,No Offer,1
1,448.36,1,0,Surburban,0,Multichannel,No Offer,0
9,49.75,1,0,Surburban,1,Phone,Discount,0
9,31.66,0,1,Surburban,1,Phone,Buy One Get One,0
10,255.22,1,1,Urban,1,Phone,Buy One Get One,1
3,167.02,1,0,Surburban,0,Phone,No Offer,0
1,527.5,0,1,Surburban,1,Multichannel,Discount,0
1,547.24,1,1,Urban,1,Multichannel,No Offer,0
11,78.74,0,1,Surburban,1,Phone,Discount,1
1,945.55,0,1,Urban,1,Phone,Buy One Get One,1
3,249.32,1,0,Surburban,1,Multichannel,No Offer,0
5,748.59,1,0,Surburban,1,Phone,Discount,0
1,29.99,1,0,Surburban,1,Phone,Discount,0
12,82.29,0,1,Surburban,1,Phone,Buy One Get One,1
11,127.67,0,1,Surburban,1,Web,Buy One Get One,0
6,735.79,1,1,Rural,1,Multichannel,No Offer,0
8,132.45,1,0,Urban,1,Phone,No Offer,0
1,144.85,1,0,Surburban,1,Web,Discount,0
11,37.37,1,0,Surburban,0,Phone,No Offer,0
