location,date,vaccine,total_vaccinations
Czechia,2021-09-03,Johnson&Johnson,208132
Czechia,2021-09-03,Moderna,906395
Czechia,2021-09-03,Oxford/AstraZeneca,882819
Czechia,2021-09-03,Pfizer/BioNTech,9576115
Czechia,2021-09-04,Johnson&Johnson,208756
Czechia,2021-09-04,Moderna,906483
Czechia,2021-09-04,Oxford/AstraZeneca,882844
Czechia,2021-09-04,Pfizer/BioNTech,9580372
Czechia,2021-09-05,Johnson&Johnson,209285
Czechia,2021-09-05,Moderna,906562
Czechia,2021-09-05,Oxford/AstraZeneca,882849
Czechia,2021-09-05,Pfizer/BioNTech,9584110
Czechia,2021-09-06,Johnson&Johnson,210701
Czechia,2021-09-06,Moderna,907700
Czechia,2021-09-06,Oxford/AstraZeneca,882909
Czechia,2021-09-06,Pfizer/BioNTech,9598828
Czechia,2021-09-07,Johnson&Johnson,212200
Czechia,2021-09-07,Moderna,908851
Czechia,2021-09-07,Oxford/AstraZeneca,883015
Czechia,2021-09-07,Pfizer/BioNTech,9610050
Czechia,2021-09-08,Johnson&Johnson,213459
Czechia,2021-09-08,Moderna,909808
Czechia,2021-09-08,Oxford/AstraZeneca,883121
Czechia,2021-09-08,Pfizer/BioNTech,9621972
Czechia,2021-09-09,Johnson&Johnson,215031
Czechia,2021-09-09,Moderna,910824
Czechia,2021-09-09,Oxford/AstraZeneca,883212
Czechia,2021-09-09,Pfizer/BioNTech,9634447
Czechia,2021-09-10,Johnson&Johnson,216575
Czechia,2021-09-10,Moderna,911822
Czechia,2021-09-10,Oxford/AstraZeneca,883259
Czechia,2021-09-10,Pfizer/BioNTech,9650164
Czechia,2021-09-11,Johnson&Johnson,217193
Czechia,2021-09-11,Moderna,911971
Czechia,2021-09-11,Oxford/AstraZeneca,883261
Czechia,2021-09-11,Pfizer/BioNTech,9653112
Czechia,2021-09-12,Johnson&Johnson,217639
Czechia,2021-09-12,Moderna,912040
Czechia,2021-09-12,Oxford/AstraZeneca,883267
Czechia,2021-09-12,Pfizer/BioNTech,9654883
Czechia,2021-09-13,Johnson&Johnson,219120
Czechia,2021-09-13,Moderna,912854
Czechia,2021-09-13,Oxford/AstraZeneca,883319
Czechia,2021-09-13,Pfizer/BioNTech,9666766
Czechia,2021-09-14,Johnson&Johnson,220548
Czechia,2021-09-14,Moderna,913782
Czechia,2021-09-14,Oxford/AstraZeneca,883383
Czechia,2021-09-14,Pfizer/BioNTech,9677305
Czechia,2021-09-15,Johnson&Johnson,221867
Czechia,2021-09-15,Moderna,914818
Czechia,2021-09-15,Oxford/AstraZeneca,883448
Czechia,2021-09-15,Pfizer/BioNTech,9687279
Czechia,2021-09-16,Johnson&Johnson,223427
Czechia,2021-09-16,Moderna,915744
Czechia,2021-09-16,Oxford/AstraZeneca,883496
Czechia,2021-09-16,Pfizer/BioNTech,9696793
Czechia,2021-09-17,Johnson&Johnson,225207
Czechia,2021-09-17,Moderna,916734
Czechia,2021-09-17,Oxford/AstraZeneca,883534
Czechia,2021-09-17,Pfizer/BioNTech,9709005
Czechia,2021-09-18,Johnson&Johnson,225762
Czechia,2021-09-18,Moderna,916847
Czechia,2021-09-18,Oxford/AstraZeneca,883539
Czechia,2021-09-18,Pfizer/BioNTech,9711852
Czechia,2021-09-19,Johnson&Johnson,226159
Czechia,2021-09-19,Moderna,916890
Czechia,2021-09-19,Oxford/AstraZeneca,883541
Czechia,2021-09-19,Pfizer/BioNTech,9713518
Czechia,2021-09-20,Johnson&Johnson,227245
Czechia,2021-09-20,Moderna,917599
Czechia,2021-09-20,Oxford/AstraZeneca,883589
Czechia,2021-09-20,Pfizer/BioNTech,9723224
Czechia,2021-09-21,Johnson&Johnson,228376
Czechia,2021-09-21,Moderna,918330
Czechia,2021-09-21,Oxford/AstraZeneca,883656
Czechia,2021-09-21,Pfizer/BioNTech,9732368
Czechia,2021-09-22,Johnson&Johnson,229485
Czechia,2021-09-22,Moderna,919230
Czechia,2021-09-22,Oxford/AstraZeneca,883745
Czechia,2021-09-22,Pfizer/BioNTech,9739302
Czechia,2021-09-23,Johnson&Johnson,230860
Czechia,2021-09-23,Moderna,920063
Czechia,2021-09-23,Oxford/AstraZeneca,883797
Czechia,2021-09-23,Pfizer/BioNTech,9748048
Czechia,2021-09-24,Johnson&Johnson,232453
Czechia,2021-09-24,Moderna,920948
Czechia,2021-09-24,Oxford/AstraZeneca,883818
Czechia,2021-09-24,Pfizer/BioNTech,9759811
Czechia,2021-09-25,Johnson&Johnson,232987
Czechia,2021-09-25,Moderna,921040
Czechia,2021-09-25,Oxford/AstraZeneca,883820
Czechia,2021-09-25,Pfizer/BioNTech,9762216
Czechia,2021-09-26,Johnson&Johnson,233285
Czechia,2021-09-26,Moderna,921077
Czechia,2021-09-26,Pfizer/BioNTech,9764033
Czechia,2021-09-27,Johnson&Johnson,234349
Czechia,2021-09-27,Moderna,921811
Czechia,2021-09-27,Oxford/AstraZeneca,883860
Czechia,2021-09-27,Pfizer/BioNTech,9772251
Czechia,2021-09-28,Johnson&Johnson,234531
Czechia,2021-09-28,Moderna,921858
Czechia,2021-09-28,Pfizer/BioNTech,9772868
Czechia,2021-09-29,Johnson&Johnson,235590
Czechia,2021-09-29,Moderna,922887
Czechia,2021-09-29,Oxford/AstraZeneca,883896
Czechia,2021-09-29,Pfizer/BioNTech,9781926
Czechia,2021-09-30,Johnson&Johnson,236729
Czechia,2021-09-30,Moderna,924173
Czechia,2021-09-30,Oxford/AstraZeneca,883931
Czechia,2021-09-30,Pfizer/BioNTech,9791682
Czechia,2021-10-01,Johnson&Johnson,237832
Czechia,2021-10-01,Moderna,925100
Czechia,2021-10-01,Oxford/AstraZeneca,883956
Czechia,2021-10-01,Pfizer/BioNTech,9802637
Czechia,2021-10-02,Johnson&Johnson,238170
Czechia,2021-10-02,Moderna,925169
Czechia,2021-10-02,Oxford/AstraZeneca,883958
Czechia,2021-10-02,Pfizer/BioNTech,9804587
Czechia,2021-10-03,Johnson&Johnson,238470
Czechia,2021-10-03,Moderna,925183
Czechia,2021-10-03,Pfizer/BioNTech,9805637
Czechia,2021-10-04,Johnson&Johnson,239302
Czechia,2021-10-04,Moderna,926085
Czechia,2021-10-04,Oxford/AstraZeneca,883974
Czechia,2021-10-04,Pfizer/BioNTech,9813422
Czechia,2021-10-05,Johnson&Johnson,240279
Czechia,2021-10-05,Moderna,926877
Czechia,2021-10-05,Oxford/AstraZeneca,883993
Czechia,2021-10-05,Pfizer/BioNTech,9821015
Czechia,2021-10-06,Johnson&Johnson,241230
Czechia,2021-10-06,Moderna,927728
Czechia,2021-10-06,Oxford/AstraZeneca,884023
Czechia,2021-10-06,Pfizer/BioNTech,9829535
Czechia,2021-10-07,Johnson&Johnson,242186
Czechia,2021-10-07,Moderna,928770
Czechia,2021-10-07,Oxford/AstraZeneca,884056
Czechia,2021-10-07,Pfizer/BioNTech,9837476
Czechia,2021-10-08,Johnson&Johnson,243437
Czechia,2021-10-08,Moderna,929714
Czechia,2021-10-08,Oxford/AstraZeneca,884076
Czechia,2021-10-08,Pfizer/BioNTech,9849347
Czechia,2021-10-09,Johnson&Johnson,243817
Czechia,2021-10-09,Moderna,929776
Czechia,2021-10-09,Oxford/AstraZeneca,884078
Czechia,2021-10-09,Pfizer/BioNTech,9851876
Czechia,2021-10-10,Johnson&Johnson,244072
Czechia,2021-10-10,Moderna,929796
Czechia,2021-10-10,Oxford/AstraZeneca,884079
Czechia,2021-10-10,Pfizer/BioNTech,9853354
Czechia,2021-10-11,Johnson&Johnson,244786
Czechia,2021-10-11,Moderna,930621
Czechia,2021-10-11,Oxford/AstraZeneca,884117
Czechia,2021-10-11,Pfizer/BioNTech,9861065
Czechia,2021-10-12,Johnson&Johnson,245504
Czechia,2021-10-12,Moderna,931619
Czechia,2021-10-12,Oxford/AstraZeneca,884155
Czechia,2021-10-12,Pfizer/BioNTech,9868964
Czechia,2021-10-13,Johnson&Johnson,246415
Czechia,2021-10-13,Moderna,932495
Czechia,2021-10-13,Oxford/AstraZeneca,884176
Czechia,2021-10-13,Pfizer/BioNTech,9878341
Czechia,2021-10-14,Johnson&Johnson,247556
Czechia,2021-10-14,Moderna,933382
Czechia,2021-10-14,Oxford/AstraZeneca,884182
Czechia,2021-10-14,Pfizer/BioNTech,9888557
Czechia,2021-10-15,Johnson&Johnson,248919
Czechia,2021-10-15,Moderna,934352
Czechia,2021-10-15,Oxford/AstraZeneca,884184
Czechia,2021-10-15,Pfizer/BioNTech,9901310
Czechia,2021-10-16,Johnson&Johnson,249404
Czechia,2021-10-16,Moderna,934398
Czechia,2021-10-16,Oxford/AstraZeneca,884185
Czechia,2021-10-16,Pfizer/BioNTech,9904306
Czechia,2021-10-17,Johnson&Johnson,249952
Czechia,2021-10-17,Moderna,934466
Czechia,2021-10-17,Pfizer/BioNTech,9906078
Czechia,2021-10-18,Johnson&Johnson,251053
Czechia,2021-10-18,Moderna,935434
Czechia,2021-10-18,Oxford/AstraZeneca,884210
Czechia,2021-10-18,Pfizer/BioNTech,9918282
Czechia,2021-10-19,Johnson&Johnson,252064
Czechia,2021-10-19,Moderna,936800
Czechia,2021-10-19,Oxford/AstraZeneca,884230
Czechia,2021-10-19,Pfizer/BioNTech,9931480
Czechia,2021-10-20,Johnson&Johnson,253493
Czechia,2021-10-20,Moderna,938497
Czechia,2021-10-20,Oxford/AstraZeneca,884260
Czechia,2021-10-20,Pfizer/BioNTech,9951232
Czechia,2021-10-21,Johnson&Johnson,255751
Czechia,2021-10-21,Moderna,940968
Czechia,2021-10-21,Oxford/AstraZeneca,884280
Czechia,2021-10-21,Pfizer/BioNTech,9975176
Czechia,2021-10-22,Johnson&Johnson,258575
Czechia,2021-10-22,Moderna,942986
Czechia,2021-10-22,Oxford/AstraZeneca,884291
Czechia,2021-10-22,Pfizer/BioNTech,10003287
Czechia,2021-10-23,Johnson&Johnson,259931
Czechia,2021-10-23,Moderna,943273
Czechia,2021-10-23,Pfizer/BioNTech,10009836
Czechia,2021-10-24,Johnson&Johnson,261192
Czechia,2021-10-24,Moderna,943332
Czechia,2021-10-24,Pfizer/BioNTech,10014217
Czechia,2021-10-25,Johnson&Johnson,264356
Czechia,2021-10-25,Moderna,945791
Czechia,2021-10-25,Oxford/AstraZeneca,884317
Czechia,2021-10-25,Pfizer/BioNTech,10041574
Czechia,2021-10-26,Johnson&Johnson,268469
Czechia,2021-10-26,Moderna,948484
Czechia,2021-10-26,Oxford/AstraZeneca,884360
Czechia,2021-10-26,Pfizer/BioNTech,10071654
Czechia,2021-10-27,Johnson&Johnson,272725
Czechia,2021-10-27,Moderna,952613
Czechia,2021-10-27,Oxford/AstraZeneca,884405
Czechia,2021-10-27,Pfizer/BioNTech,10107371
Czechia,2021-10-28,Johnson&Johnson,273938
Czechia,2021-10-28,Moderna,953012
Czechia,2021-10-28,Oxford/AstraZeneca,884406
Czechia,2021-10-28,Pfizer/BioNTech,10113878
Czechia,2021-10-29,Johnson&Johnson,278081
Czechia,2021-10-29,Moderna,955524
Czechia,2021-10-29,Oxford/AstraZeneca,884450
Czechia,2021-10-29,Pfizer/BioNTech,10144504
Czechia,2021-10-30,Johnson&Johnson,280096
Czechia,2021-10-30,Moderna,955675
Czechia,2021-10-30,Pfizer/BioNTech,10151624
Czechia,2021-10-31,Johnson&Johnson,281757
Czechia,2021-10-31,Moderna,955725
Czechia,2021-10-31,Oxford/AstraZeneca,884452
Czechia,2021-10-31,Pfizer/BioNTech,10158184
Czechia,2021-11-01,Johnson&Johnson,286431
Czechia,2021-11-01,Moderna,959317
Czechia,2021-11-01,Oxford/AstraZeneca,884468
Czechia,2021-11-01,Pfizer/BioNTech,10190053
Czechia,2021-11-02,Johnson&Johnson,291253
Czechia,2021-11-02,Moderna,963333
Czechia,2021-11-02,Oxford/AstraZeneca,884482
Czechia,2021-11-02,Pfizer/BioNTech,10224888
Czechia,2021-11-03,Johnson&Johnson,295452
Czechia,2021-11-03,Moderna,968657
Czechia,2021-11-03,Oxford/AstraZeneca,884489
Czechia,2021-11-03,Pfizer/BioNTech,10265928
Czechia,2021-11-04,Johnson&Johnson,300531
Czechia,2021-11-04,Moderna,974804
Czechia,2021-11-04,Oxford/AstraZeneca,884503
Czechia,2021-11-04,Pfizer/BioNTech,10307308
Czechia,2021-11-05,Johnson&Johnson,307333
Czechia,2021-11-05,Moderna,980464
Czechia,2021-11-05,Oxford/AstraZeneca,884516
Czechia,2021-11-05,Pfizer/BioNTech,10353048
Czechia,2021-11-06,Johnson&Johnson,309386
Czechia,2021-11-06,Moderna,981075
Czechia,2021-11-06,Oxford/AstraZeneca,884517
Czechia,2021-11-06,Pfizer/BioNTech,10364699
Czechia,2021-11-07,Johnson&Johnson,311021
Czechia,2021-11-07,Moderna,981288
Czechia,2021-11-07,Oxford/AstraZeneca,884518
Czechia,2021-11-07,Pfizer/BioNTech,10372327
Czechia,2021-11-08,Johnson&Johnson,315534
Czechia,2021-11-08,Moderna,985506
Czechia,2021-11-08,Oxford/AstraZeneca,884529
Czechia,2021-11-08,Pfizer/BioNTech,10408243
Czechia,2021-11-09,Johnson&Johnson,320240
Czechia,2021-11-09,Moderna,990996
Czechia,2021-11-09,Oxford/AstraZeneca,884544
Czechia,2021-11-09,Pfizer/BioNTech,10443655
Czechia,2021-11-10,Johnson&Johnson,324218
Czechia,2021-11-10,Moderna,996378
Czechia,2021-11-10,Oxford/AstraZeneca,884553
Czechia,2021-11-10,Pfizer/BioNTech,10482148
Czechia,2021-11-11,Johnson&Johnson,328578
Czechia,2021-11-11,Moderna,1001720
Czechia,2021-11-11,Oxford/AstraZeneca,884566
Czechia,2021-11-11,Pfizer/BioNTech,10520314
Czechia,2021-11-12,Johnson&Johnson,334294
Czechia,2021-11-12,Moderna,1006191
Czechia,2021-11-12,Oxford/AstraZeneca,884574
Czechia,2021-11-12,Pfizer/BioNTech,10564511
Czechia,2021-11-13,Johnson&Johnson,336165
Czechia,2021-11-13,Moderna,1006698
Czechia,2021-11-13,Oxford/AstraZeneca,884575
Czechia,2021-11-13,Pfizer/BioNTech,10575245
Czechia,2021-11-14,Johnson&Johnson,337772
Czechia,2021-11-14,Moderna,1006833
Czechia,2021-11-14,Oxford/AstraZeneca,884576
Czechia,2021-11-14,Pfizer/BioNTech,10582421
Czechia,2021-11-15,Johnson&Johnson,342098
Czechia,2021-11-15,Moderna,1011165
Czechia,2021-11-15,Oxford/AstraZeneca,884590
Czechia,2021-11-15,Pfizer/BioNTech,10617714
Czechia,2021-11-16,Johnson&Johnson,346665
Czechia,2021-11-16,Moderna,1017035
Czechia,2021-11-16,Oxford/AstraZeneca,884598
Czechia,2021-11-16,Pfizer/BioNTech,10659289
Czechia,2021-11-17,Johnson&Johnson,347943
Czechia,2021-11-17,Moderna,1017813
Czechia,2021-11-17,Oxford/AstraZeneca,884606
Czechia,2021-11-17,Pfizer/BioNTech,10668237
Czechia,2021-11-18,Johnson&Johnson,352951
Czechia,2021-11-18,Moderna,1023578
Czechia,2021-11-18,Oxford/AstraZeneca,884615
Czechia,2021-11-18,Pfizer/BioNTech,10709236
Czechia,2021-11-19,Johnson&Johnson,359037
Czechia,2021-11-19,Moderna,1029267
Czechia,2021-11-19,Oxford/AstraZeneca,884630
Czechia,2021-11-19,Pfizer/BioNTech,10758405
Czechia,2021-11-20,Johnson&Johnson,361386
Czechia,2021-11-20,Moderna,1029990
Czechia,2021-11-20,Oxford/AstraZeneca,884632
Czechia,2021-11-20,Pfizer/BioNTech,10772088
Czechia,2021-11-21,Johnson&Johnson,363174
Czechia,2021-11-21,Moderna,1030491
Czechia,2021-11-21,Oxford/AstraZeneca,884637
Czechia,2021-11-21,Pfizer/BioNTech,10781537
Czechia,2021-11-22,Johnson&Johnson,367489
Czechia,2021-11-22,Moderna,1035260
Czechia,2021-11-22,Oxford/AstraZeneca,884653
Czechia,2021-11-22,Pfizer/BioNTech,10823318
Czechia,2021-11-23,Johnson&Johnson,371236
Czechia,2021-11-23,Moderna,1042541
Czechia,2021-11-23,Oxford/AstraZeneca,884672
Czechia,2021-11-23,Pfizer/BioNTech,10869489
Czechia,2021-11-24,Johnson&Johnson,374921
Czechia,2021-11-24,Moderna,1049674
Czechia,2021-11-24,Oxford/AstraZeneca,884709
Czechia,2021-11-24,Pfizer/BioNTech,10918786
Czechia,2021-11-25,Johnson&Johnson,378438
Czechia,2021-11-25,Moderna,1057385
Czechia,2021-11-25,Oxford/AstraZeneca,884726
Czechia,2021-11-25,Pfizer/BioNTech,10971653
Czechia,2021-11-26,Johnson&Johnson,382608
Czechia,2021-11-26,Moderna,1064893
Czechia,2021-11-26,Oxford/AstraZeneca,884748
Czechia,2021-11-26,Pfizer/BioNTech,11031273
Czechia,2021-11-27,Johnson&Johnson,384150
Czechia,2021-11-27,Moderna,1066113
Czechia,2021-11-27,Oxford/AstraZeneca,884751
Czechia,2021-11-27,Pfizer/BioNTech,11047882
Czechia,2021-11-28,Johnson&Johnson,385023
Czechia,2021-11-28,Moderna,1066897
Czechia,2021-11-28,Oxford/AstraZeneca,884752
Czechia,2021-11-28,Pfizer/BioNTech,11058807
Czechia,2021-11-29,Johnson&Johnson,387394
Czechia,2021-11-29,Moderna,1074313
Czechia,2021-11-29,Oxford/AstraZeneca,884768
Czechia,2021-11-29,Pfizer/BioNTech,11114493
Czechia,2021-11-30,Johnson&Johnson,389393
Czechia,2021-11-30,Moderna,1084888
Czechia,2021-11-30,Oxford/AstraZeneca,884802
Czechia,2021-11-30,Pfizer/BioNTech,11175442
Czechia,2021-12-01,Johnson&Johnson,391242
Czechia,2021-12-01,Moderna,1097704
Czechia,2021-12-01,Oxford/AstraZeneca,884854
Czechia,2021-12-01,Pfizer/BioNTech,11249383
Czechia,2021-12-02,Johnson&Johnson,393056
Czechia,2021-12-02,Moderna,1111922
Czechia,2021-12-02,Oxford/AstraZeneca,884898
Czechia,2021-12-02,Pfizer/BioNTech,11327613
Czechia,2021-12-03,Johnson&Johnson,395102
Czechia,2021-12-03,Moderna,1125573
Czechia,2021-12-03,Oxford/AstraZeneca,884908
Czechia,2021-12-03,Pfizer/BioNTech,11410724
Czechia,2021-12-04,Johnson&Johnson,395751
Czechia,2021-12-04,Moderna,1127714
Czechia,2021-12-04,Oxford/AstraZeneca,884916
Czechia,2021-12-04,Pfizer/BioNTech,11440236
Czechia,2021-12-05,Johnson&Johnson,396089
Czechia,2021-12-05,Moderna,1128870
Czechia,2021-12-05,Oxford/AstraZeneca,884918
Czechia,2021-12-05,Pfizer/BioNTech,11461109
Czechia,2021-12-06,Johnson&Johnson,397175
Czechia,2021-12-06,Moderna,1139082
Czechia,2021-12-06,Oxford/AstraZeneca,884944
Czechia,2021-12-06,Pfizer/BioNTech,11535034
Czechia,2021-12-07,Johnson&Johnson,398128
Czechia,2021-12-07,Moderna,1152689
Czechia,2021-12-07,Oxford/AstraZeneca,884991
Czechia,2021-12-07,Pfizer/BioNTech,11617234
Czechia,2021-12-08,Johnson&Johnson,398988
Czechia,2021-12-08,Moderna,1166909
Czechia,2021-12-08,Oxford/AstraZeneca,885010
Czechia,2021-12-08,Pfizer/BioNTech,11697185
Czechia,2021-12-09,Johnson&Johnson,399696
Czechia,2021-12-09,Moderna,1181710
Czechia,2021-12-09,Oxford/AstraZeneca,885038
Czechia,2021-12-09,Pfizer/BioNTech,11781799
Czechia,2021-12-10,Johnson&Johnson,400552
Czechia,2021-12-10,Moderna,1195315
Czechia,2021-12-10,Oxford/AstraZeneca,885095
Czechia,2021-12-10,Pfizer/BioNTech,11867409
Czechia,2021-12-11,Johnson&Johnson,400805
Czechia,2021-12-11,Moderna,1197361
Czechia,2021-12-11,Oxford/AstraZeneca,885097
Czechia,2021-12-11,Pfizer/BioNTech,11897768
Czechia,2021-12-12,Johnson&Johnson,400977
Czechia,2021-12-12,Moderna,1198371
Czechia,2021-12-12,Oxford/AstraZeneca,885103
Czechia,2021-12-12,Pfizer/BioNTech,11918156
Czechia,2021-12-13,Johnson&Johnson,401401
Czechia,2021-12-13,Moderna,1207498
Czechia,2021-12-13,Oxford/AstraZeneca,885132
Czechia,2021-12-13,Pfizer/BioNTech,11988367
Czechia,2021-12-14,Johnson&Johnson,401944
Czechia,2021-12-14,Moderna,1221289
Czechia,2021-12-14,Oxford/AstraZeneca,885163
Czechia,2021-12-14,Pfizer/BioNTech,12066620
Czechia,2021-12-15,Johnson&Johnson,402420
Czechia,2021-12-15,Moderna,1234174
Czechia,2021-12-15,Oxford/AstraZeneca,885186
Czechia,2021-12-15,Pfizer/BioNTech,12146039
Czechia,2021-12-16,Johnson&Johnson,402897
Czechia,2021-12-16,Moderna,1249117
Czechia,2021-12-16,Oxford/AstraZeneca,885214
Czechia,2021-12-16,Pfizer/BioNTech,12226427
Czechia,2021-12-17,Johnson&Johnson,403353
Czechia,2021-12-17,Moderna,1261723
Czechia,2021-12-17,Oxford/AstraZeneca,885244
Czechia,2021-12-17,Pfizer/BioNTech,12312024
Czechia,2021-12-18,Johnson&Johnson,403541
Czechia,2021-12-18,Moderna,1264167
Czechia,2021-12-18,Oxford/AstraZeneca,885250
Czechia,2021-12-18,Pfizer/BioNTech,12342787
Czechia,2021-12-19,Johnson&Johnson,403630
Czechia,2021-12-19,Moderna,1265912
Czechia,2021-12-19,Pfizer/BioNTech,12363177
Czechia,2021-12-20,Johnson&Johnson,403989
Czechia,2021-12-20,Moderna,1275855
Czechia,2021-12-20,Oxford/AstraZeneca,885271
Czechia,2021-12-20,Pfizer/BioNTech,12437076
Czechia,2021-12-21,Johnson&Johnson,404339
Czechia,2021-12-21,Moderna,1287506
Czechia,2021-12-21,Oxford/AstraZeneca,885292
Czechia,2021-12-21,Pfizer/BioNTech,12511980
Czechia,2021-12-22,Johnson&Johnson,404604
Czechia,2021-12-22,Moderna,1297087
Czechia,2021-12-22,Oxford/AstraZeneca,885298
Czechia,2021-12-22,Pfizer/BioNTech,12576956
Czechia,2021-12-23,Johnson&Johnson,404815
Czechia,2021-12-23,Moderna,1300712
Czechia,2021-12-23,Oxford/AstraZeneca,885302
Czechia,2021-12-23,Pfizer/BioNTech,12608033
Czechia,2021-12-24,Johnson&Johnson,404827
Czechia,2021-12-24,Moderna,1300797
Czechia,2021-12-24,Oxford/AstraZeneca,885305
Czechia,2021-12-24,Pfizer/BioNTech,12608460
Czechia,2021-12-25,Moderna,1300809
Czechia,2021-12-25,Oxford/AstraZeneca,885308
Czechia,2021-12-25,Pfizer/BioNTech,12608463
Czechia,2021-12-26,Moderna,1300848
Czechia,2021-12-26,Pfizer/BioNTech,12609558
Denmark,2020-12-18,Pfizer/BioNTech,1
Denmark,2020-12-25,Pfizer/BioNTech,5
Denmark,2021-01-01,Moderna,1
Denmark,2021-01-01,Oxford/AstraZeneca,1
Denmark,2021-01-01,Pfizer/BioNTech,24
Denmark,2021-01-08,Moderna,4
Denmark,2021-01-08,Pfizer/BioNTech,42596
Denmark,2021-01-15,Johnson&Johnson,2
Denmark,2021-01-15,Moderna,13
Denmark,2021-01-15,Oxford/AstraZeneca,2
Denmark,2021-01-15,Pfizer/BioNTech,106302
Denmark,2021-01-22,Moderna,843
Denmark,2021-01-22,Oxford/AstraZeneca,3
Denmark,2021-01-22,Pfizer/BioNTech,155068
Denmark,2021-01-29,Moderna,2604
Denmark,2021-01-29,Oxford/AstraZeneca,9
Denmark,2021-01-29,Pfizer/BioNTech,185951
Denmark,2021-02-05,Moderna,2660
Denmark,2021-02-05,Oxford/AstraZeneca,12
Denmark,2021-02-05,Pfizer/BioNTech,240343
Denmark,2021-02-12,Moderna,4570
Denmark,2021-02-12,Oxford/AstraZeneca,29
Denmark,2021-02-12,Pfizer/BioNTech,304604
Denmark,2021-02-19,Moderna,11895
Denmark,2021-02-19,Oxford/AstraZeneca,14115
Denmark,2021-02-19,Pfizer/BioNTech,347242
Denmark,2021-02-26,Moderna,14044
Denmark,2021-02-26,Oxford/AstraZeneca,39441
Denmark,2021-02-26,Pfizer/BioNTech,404226
Denmark,2021-03-05,Moderna,15041
Denmark,2021-03-05,Oxford/AstraZeneca,83230
Denmark,2021-03-05,Pfizer/BioNTech,475044
Denmark,2021-03-12,Johnson&Johnson,6
Denmark,2021-03-12,Moderna,23274
Denmark,2021-03-12,Oxford/AstraZeneca,129848
Denmark,2021-03-12,Pfizer/BioNTech,543270
Denmark,2021-03-19,Johnson&Johnson,15
Denmark,2021-03-19,Moderna,34881
Denmark,2021-03-19,Oxford/AstraZeneca,151262
Denmark,2021-03-19,Pfizer/BioNTech,614241
Denmark,2021-03-26,Johnson&Johnson,70
Denmark,2021-03-26,Moderna,47221
Denmark,2021-03-26,Oxford/AstraZeneca,151375
Denmark,2021-03-26,Pfizer/BioNTech,708175
Denmark,2021-04-02,Johnson&Johnson,103
Denmark,2021-04-02,Moderna,53392
Denmark,2021-04-02,Oxford/AstraZeneca,151505
Denmark,2021-04-02,Pfizer/BioNTech,801968
Denmark,2021-04-09,Johnson&Johnson,168
Denmark,2021-04-09,Moderna,74484
Denmark,2021-04-09,Oxford/AstraZeneca,151599
Denmark,2021-04-09,Pfizer/BioNTech,904835
Denmark,2021-04-16,Johnson&Johnson,296
Denmark,2021-04-16,Moderna,92426
Denmark,2021-04-16,Oxford/AstraZeneca,151683
Denmark,2021-04-16,Pfizer/BioNTech,1029269
Denmark,2021-04-23,Johnson&Johnson,321
Denmark,2021-04-23,Moderna,113928
Denmark,2021-04-23,Oxford/AstraZeneca,151791
Denmark,2021-04-23,Pfizer/BioNTech,1249732
Denmark,2021-04-30,Johnson&Johnson,322
Denmark,2021-04-30,Moderna,123957
Denmark,2021-04-30,Oxford/AstraZeneca,151904
Denmark,2021-04-30,Pfizer/BioNTech,1461389
Denmark,2021-05-07,Johnson&Johnson,360
Denmark,2021-05-07,Moderna,150859
Denmark,2021-05-07,Oxford/AstraZeneca,152013
Denmark,2021-05-07,Pfizer/BioNTech,1660408
Denmark,2021-05-14,Johnson&Johnson,407
Denmark,2021-05-14,Moderna,182963
Denmark,2021-05-14,Oxford/AstraZeneca,152155
Denmark,2021-05-14,Pfizer/BioNTech,1960984
Denmark,2021-05-21,Johnson&Johnson,507
Denmark,2021-05-21,Moderna,219883
Denmark,2021-05-21,Oxford/AstraZeneca,152306
Denmark,2021-05-21,Pfizer/BioNTech,2253492
Denmark,2021-05-28,Johnson&Johnson,628
Denmark,2021-05-28,Moderna,263409
Denmark,2021-05-28,Oxford/AstraZeneca,152469
Denmark,2021-05-28,Pfizer/BioNTech,2566584
Denmark,2021-06-04,Johnson&Johnson,1368
Denmark,2021-06-04,Moderna,297118
Denmark,2021-06-04,Oxford/AstraZeneca,152661
Denmark,2021-06-04,Pfizer/BioNTech,2856552
Denmark,2021-06-11,Johnson&Johnson,9129
Denmark,2021-06-11,Moderna,328079
Denmark,2021-06-11,Oxford/AstraZeneca,152810
Denmark,2021-06-11,Pfizer/BioNTech,3175779
Denmark,2021-06-18,Johnson&Johnson,27043
Denmark,2021-06-18,Moderna,352299
Denmark,2021-06-18,Oxford/AstraZeneca,153142
Denmark,2021-06-18,Pfizer/BioNTech,3580407
Denmark,2021-06-25,Johnson&Johnson,38998
Denmark,2021-06-25,Moderna,388669
Denmark,2021-06-25,Oxford/AstraZeneca,153372
Denmark,2021-06-25,Pfizer/BioNTech,3974397
Denmark,2021-07-02,Johnson&Johnson,43101
Denmark,2021-07-02,Moderna,427408
Denmark,2021-07-02,Oxford/AstraZeneca,153481
Denmark,2021-07-02,Pfizer/BioNTech,4353824
Denmark,2021-07-09,Johnson&Johnson,44978
Denmark,2021-07-09,Moderna,468505
Denmark,2021-07-09,Oxford/AstraZeneca,153603
Denmark,2021-07-09,Pfizer/BioNTech,4738533
Denmark,2021-07-16,Johnson&Johnson,45616
