ID,LOCATION_GROUP,LONGITUDE,LATITUDE
2575,Tourist Place,28.976958,41.005342
2576,Tourist Place,29.056974,41.109713
2577,Green Area,28.822116,41.050023
2578,Green Area,28.956406,41.014892
2579,Green Area,28.79775,40.999036
2580,Green Area,29.105641,40.94411
2581,Green Area,29.229558,40.992531
2582,Green Area,29.276859,40.952531
2583,Green Area,28.888716,41.000016
2584,Green Area,28.78906,40.976924
2585,Green Area,28.645368,40.996157
2586,Green Area,28.945631,41.057856
2587,Green Area,28.876895,41.1035
2588,Green Area,29.201281,40.884943
2589,Green Area,28.773737,41.007192
2590,Green Area,29.252053,40.892396
2591,Green Area,29.030854,41.138958
2592,Green Area,29.052015,41.106615
2593,Green Area,29.275647,40.953196
2594,Green Area,28.920379,40.990971
2595,Green Area,29.02601,41.032315
2596,Green Area,29.013934,41.018927
2597,Other,29.09185,41.134104
2598,Other,29.023992,40.99213
2599,Other,29.131164,40.924939
2600,Other,29.121328,41.020929
2601,Other,29.096935,41.025962
2602,Other,29.042553,41.036865
2603,Other,29.054421,41.000736
2604,Other,28.722295,40.983197
2605,Other,28.845483,40.99203
2606,Other,28.848893,40.985851
2607,Other,28.650483,41.01171
2608,Other,29.025741,41.047446
2609,Other,28.881976,41.038348
2610,Other,28.977784,41.00683
2611,Other,28.951178,41.00012
2612,Other,28.867085,41.013874
2613,Other,28.978885,41.069605
2614,Other,29.057516,41.167183
2615,Other,28.862245,41.104596
2616,Other,28.929394,41.024776
2617,Other,28.9037,40.990178
2618,Other,28.903993,40.994532
2619,Other,28.460998,41.144021
2620,Other,28.987285,41.060332
2621,Other,28.683162,41.028442
2622,Other,29.237803,41.053157
2623,Other,29.10493,41.025024
2624,Other,29.093149,41.003777
2625,Other,28.721812,40.980073
2626,Other,28.977381,41.033458
2627,Other,28.990125,41.036614
2628,Other,28.947635,41.074752
2629,Other,28.966282,41.009331
2630,Other,28.965208,41.009485
2631,Other,28.966779,41.009197
2632,Other,28.97256,41.010197
2633,Other,28.932298,41.048105
2634,Other,28.938361,41.041633
2635,Other,28.938473,41.012684
2636,Other,28.919846,41.058001
2637,Other,28.897455,41.068858
2638,Other,29.15759,40.927778
2639,Other,29.055617,41.143438
2640,Other,28.241423,41.075487
2641,Other,28.250169,41.073241
2642,Other,28.919932,40.999855
2643,Other,28.921261,41.006122
2644,Other,29.229406,41.029472
2645,Other,29.016395,41.021765
2646,Other,29.030035,41.016746
2647,Other,29.053364,41.050219
2648,Other,29.051149,41.046827
2649,Other,29.024607,41.033083
2650,Other,28.986104,41.066846
2651,Other,28.434854,40.591879
2652,Other,28.434854,40.591879
2653,Other,29.054419,41.082985
2654,Other,29.054419,41.082985
2655,Other,28.554767,41.011339
2656,Other,28.554767,41.011339
2657,Other,29.122541,40.532324
2658,Other,29.122541,40.532324
2659,Other,28.573054,41.03566
2660,Other,29.190328,40.554664
2661,Other,29.190328,40.554664
2662,Other,29.120494,41.002293
2663,Other,29.120494,41.002293
2664,Other,29.012772,40.593731
2665,Other,28.949065,41.05777
2666,Mobile,0.0,0.0
2667,Mobile,0.0,0.0
2668,Mobile,0.0,0.0
2669,Mobile,0.0,0.0
2670,Mobile,0.0,0.0
2671,Mobile,0.0,0.0
2672,Mobile,0.0,0.0
2673,Mobile,0.0,0.0
2674,Mobile,0.0,0.0
2675,Mobile,0.0,0.0
2676,Mobile,0.0,0.0
2677,Mobile,0.0,0.0
2678,Mobile,0.0,0.0
2679,Mobile,0.0,0.0
2680,Mobile,0.0,0.0
2681,Mobile,0.0,0.0
2682,Mobile,0.0,0.0
2683,Mobile,0.0,0.0
2684,Mobile,0.0,0.0
2685,Mobile,0.0,0.0
2686,Mobile,0.0,0.0
2687,Mobile,0.0,0.0
2688,Mobile,0.0,0.0
2689,Mobile,0.0,0.0
2690,Mobile,0.0,0.0
2691,Mobile,0.0,0.0
2692,Mobile,0.0,0.0
2693,Mobile,0.0,0.0
2694,Mobile,0.0,0.0
2695,Mobile,0.0,0.0
2696,Mobile,0.0,0.0
2697,Mobile,0.0,0.0
2698,Mobile,0.0,0.0
2699,Mobile,0.0,0.0
2700,Mobile,0.0,0.0
2701,Mobile,0.0,0.0
2702,Mobile,0.0,0.0
2703,Mobile,0.0,0.0
2704,Mobile,0.0,0.0
2705,Mobile,0.0,0.0
2706,Mobile,0.0,0.0
2707,Mobile,0.0,0.0
2708,Mobile,0.0,0.0
2709,Mobile,0.0,0.0
2710,Mobile,0.0,0.0
2711,Mobile,0.0,0.0
2712,Mobile,0.0,0.0
2713,Mobile,0.0,0.0
2714,Mobile,0.0,0.0
2715,Mobile,0.0,0.0
2716,Mobile,0.0,0.0
2717,Mobile,0.0,0.0
2718,Mobile,0.0,0.0
2719,Mobile,0.0,0.0
2720,Mobile,0.0,0.0
2721,Mobile,0.0,0.0
2722,Mobile,0.0,0.0
2723,Mobile,0.0,0.0
2724,Mobile,0.0,0.0
2725,Mobile,0.0,0.0
2726,Mobile,0.0,0.0
2727,Mobile,0.0,0.0
2728,Mobile,0.0,0.0
2729,Mobile,0.0,0.0
2730,Mobile,0.0,0.0
2731,Mobile,0.0,0.0
2732,Mobile,0.0,0.0
2733,Mobile,0.0,0.0
2734,Mobile,0.0,0.0
2735,Mobile,0.0,0.0
2736,Mobile,0.0,0.0
2737,Mobile,0.0,0.0
2738,Mobile,0.0,0.0
2739,Mobile,0.0,0.0
2740,Mobile,0.0,0.0
2741,Mobile,0.0,0.0
2742,Mobile,0.0,0.0
2743,Mobile,0.0,0.0
2744,Mobile,0.0,0.0
2745,Mobile,0.0,0.0
2746,Mobile,0.0,0.0
2747,Mobile,0.0,0.0
2748,Mobile,0.0,0.0
2749,Mobile,0.0,0.0
2750,Mobile,0.0,0.0
2751,Mobile,0.0,0.0
2752,Mobile,0.0,0.0
2753,Mobile,0.0,0.0
2754,Mobile,0.0,0.0
2755,Mobile,0.0,0.0
2756,Mobile,0.0,0.0
2757,Mobile,0.0,0.0
2758,Mobile,0.0,0.0
2759,Mobile,0.0,0.0
2760,Mobile,0.0,0.0
2761,Mobile,0.0,0.0
2762,Mobile,0.0,0.0
2763,Mobile,0.0,0.0
2764,Mobile,0.0,0.0
2765,Mobile,0.0,0.0
2766,Mobile,0.0,0.0
2767,Mobile,0.0,0.0
2768,Mobile,0.0,0.0
2769,Mobile,0.0,0.0
2770,Mobile,0.0,0.0
2771,Mobile,0.0,0.0
2772,Mobile,0.0,0.0
2773,Mobile,0.0,0.0
2774,Mobile,0.0,0.0
2775,Mobile,0.0,0.0
2776,Mobile,0.0,0.0
2777,Mobile,0.0,0.0
2778,Mobile,0.0,0.0
2779,Mobile,0.0,0.0
2780,Mobile,0.0,0.0
2781,Mobile,0.0,0.0
2782,Mobile,0.0,0.0
2783,Mobile,0.0,0.0
2784,Mobile,0.0,0.0
2785,Mobile,0.0,0.0
2786,Mobile,0.0,0.0
2787,Mobile,0.0,0.0
2788,Mobile,0.0,0.0
2789,Mobile,0.0,0.0
2790,Mobile,0.0,0.0
2791,Mobile,0.0,0.0
2792,Mobile,0.0,0.0
2793,Mobile,0.0,0.0
2794,Mobile,0.0,0.0
2795,Mobile,0.0,0.0
2796,Mobile,0.0,0.0
2797,Mobile,0.0,0.0
2798,Mobile,0.0,0.0
2799,Mobile,0.0,0.0
2800,Mobile,0.0,0.0
2801,Mobile,0.0,0.0
2802,Mobile,0.0,0.0
2803,Mobile,0.0,0.0
2804,Mobile,0.0,0.0
2805,Mobile,0.0,0.0
2806,Mobile,0.0,0.0
2807,Mobile,0.0,0.0
2808,Mobile,0.0,0.0
2809,Mobile,0.0,0.0
2810,Mobile,0.0,0.0
2811,Mobile,0.0,0.0
2812,Mobile,0.0,0.0
2813,Mobile,0.0,0.0
2814,Mobile,0.0,0.0
2815,Mobile,0.0,0.0
2816,Mobile,0.0,0.0
2817,Mobile,0.0,0.0
2818,Mobile,0.0,0.0
2819,Mobile,0.0,0.0
2820,Mobile,0.0,0.0
2821,Mobile,0.0,0.0
2822,Mobile,0.0,0.0
2823,Mobile,0.0,0.0
2824,Mobile,0.0,0.0
2825,Mobile,0.0,0.0
2826,Mobile,0.0,0.0
2827,Mobile,0.0,0.0
2828,Mobile,0.0,0.0
2829,Mobile,0.0,0.0
2830,Mobile,0.0,0.0
2831,Mobile,0.0,0.0
2832,Mobile,0.0,0.0
2833,Mobile,0.0,0.0
2834,Mobile,0.0,0.0
2835,Mobile,0.0,0.0
2836,Mobile,0.0,0.0
2837,Mobile,0.0,0.0
2838,Mobile,0.0,0.0
2839,Mobile,0.0,0.0
2840,Mobile,0.0,0.0
2841,Mobile,0.0,0.0
2842,Mobile,0.0,0.0
2843,Mobile,0.0,0.0
2844,Mobile,0.0,0.0
2845,Mobile,0.0,0.0
2846,Mobile,0.0,0.0
2847,Mobile,0.0,0.0
2848,Mobile,0.0,0.0
2849,Mobile,0.0,0.0
2850,Mobile,0.0,0.0
2851,Mobile,0.0,0.0
2852,Mobile,0.0,0.0
2853,Mobile,0.0,0.0
2854,Mobile,0.0,0.0
2855,Mobile,0.0,0.0
2856,Mobile,0.0,0.0
2857,Mobile,0.0,0.0
2858,Mobile,0.0,0.0
2859,Mobile,0.0,0.0
2860,Mobile,0.0,0.0
2861,Mobile,0.0,0.0
2862,Mobile,0.0,0.0
2863,Mobile,0.0,0.0
2864,Mobile,0.0,0.0
2865,Mobile,0.0,0.0
2866,Mobile,0.0,0.0
2867,Mobile,0.0,0.0
2868,Mobile,0.0,0.0
2869,Mobile,0.0,0.0
2870,Mobile,0.0,0.0
2871,Mobile,0.0,0.0
2872,Mobile,0.0,0.0
2873,Mobile,0.0,0.0
2874,Mobile,0.0,0.0
2875,Mobile,0.0,0.0
2876,Mobile,0.0,0.0
2877,Mobile,0.0,0.0
2878,Mobile,0.0,0.0
2879,Mobile,0.0,0.0
2880,Mobile,0.0,0.0
2881,Mobile,0.0,0.0
2882,Mobile,0.0,0.0
2883,Mobile,0.0,0.0
2884,Mobile,0.0,0.0
2885,Mobile,0.0,0.0
2886,Mobile,0.0,0.0
2887,Mobile,0.0,0.0
2888,Mobile,0.0,0.0
2889,Mobile,0.0,0.0
2890,Mobile,0.0,0.0
2891,Mobile,0.0,0.0
2892,Mobile,0.0,0.0
2893,Mobile,0.0,0.0
2894,Mobile,0.0,0.0
2895,Mobile,0.0,0.0
2896,Mobile,0.0,0.0
2897,Mobile,0.0,0.0
2898,Mobile,0.0,0.0
2899,Mobile,0.0,0.0
2900,Mobile,0.0,0.0
2901,Mobile,0.0,0.0
2902,Mobile,0.0,0.0
2903,Mobile,0.0,0.0
2904,Mobile,0.0,0.0
2905,Mobile,0.0,0.0
2906,Mobile,0.0,0.0
2907,Mobile,0.0,0.0
2908,Mobile,0.0,0.0
2909,Mobile,0.0,0.0
2910,Mobile,0.0,0.0
2911,Mobile,0.0,0.0
2912,Mobile,0.0,0.0
2913,Mobile,0.0,0.0
2914,Mobile,0.0,0.0
2915,Mobile,0.0,0.0
2916,Mobile,0.0,0.0
2917,Mobile,0.0,0.0
2918,Mobile,0.0,0.0
2919,Mobile,0.0,0.0
2920,Mobile,0.0,0.0
2921,Mobile,0.0,0.0
2922,Mobile,0.0,0.0
2923,Mobile,0.0,0.0
2924,Mobile,0.0,0.0
2925,Mobile,0.0,0.0
2926,Mobile,0.0,0.0
2927,Mobile,0.0,0.0
2928,Mobile,0.0,0.0
2929,Mobile,0.0,0.0
2930,Mobile,0.0,0.0
2931,Mobile,0.0,0.0
2932,Mobile,0.0,0.0
2933,Mobile,0.0,0.0
2934,Mobile,0.0,0.0
2935,Mobile,0.0,0.0
2936,Mobile,0.0,0.0
2937,Mobile,0.0,0.0
2938,Mobile,0.0,0.0
2939,Mobile,0.0,0.0
2940,Mobile,0.0,0.0
2941,Mobile,0.0,0.0
2942,Mobile,0.0,0.0
2943,Mobile,0.0,0.0
2944,Mobile,0.0,0.0
2945,Mobile,0.0,0.0
2946,Mobile,0.0,0.0
2947,Mobile,0.0,0.0
2948,Mobile,0.0,0.0
2949,Mobile,0.0,0.0
2950,Mobile,0.0,0.0
2951,Mobile,0.0,0.0
2952,Mobile,0.0,0.0
2953,Mobile,0.0,0.0
2954,Mobile,0.0,0.0
2955,Mobile,0.0,0.0
2956,Mobile,0.0,0.0
2957,Mobile,0.0,0.0
2958,Mobile,0.0,0.0
2959,Mobile,0.0,0.0
2960,Mobile,0.0,0.0
2961,Mobile,0.0,0.0
2962,Mobile,0.0,0.0
2963,Mobile,0.0,0.0
2964,Mobile,0.0,0.0
2965,Mobile,0.0,0.0
2966,Mobile,0.0,0.0
2967,Mobile,0.0,0.0
2968,Mobile,0.0,0.0
2969,Mobile,0.0,0.0
2970,Mobile,0.0,0.0
2971,Mobile,0.0,0.0
2972,Mobile,0.0,0.0
2973,Mobile,0.0,0.0
2974,Mobile,0.0,0.0
2975,Mobile,0.0,0.0
2976,Mobile,0.0,0.0
2977,Mobile,0.0,0.0
2978,Mobile,0.0,0.0
2979,Mobile,0.0,0.0
2980,Mobile,0.0,0.0
2981,Mobile,0.0,0.0
2982,Mobile,0.0,0.0
2983,Mobile,0.0,0.0
2984,Mobile,0.0,0.0
2985,Mobile,0.0,0.0
2986,Mobile,0.0,0.0
2987,Mobile,0.0,0.0
2988,Mobile,0.0,0.0
2989,Mobile,0.0,0.0
2990,Mobile,0.0,0.0
2991,Mobile,0.0,0.0
2992,Mobile,0.0,0.0
2993,Mobile,0.0,0.0
2994,Mobile,0.0,0.0
2995,Mobile,0.0,0.0
2996,Mobile,0.0,0.0
2997,Mobile,0.0,0.0
2998,Mobile,0.0,0.0
2999,Mobile,0.0,0.0
3000,Mobile,0.0,0.0
3001,Mobile,0.0,0.0
3002,Mobile,0.0,0.0
3003,Mobile,0.0,0.0
3004,Mobile,0.0,0.0
3005,Mobile,0.0,0.0
3006,Mobile,0.0,0.0
3007,Mobile,0.0,0.0
3008,Mobile,0.0,0.0
3009,Mobile,0.0,0.0
3010,Mobile,0.0,0.0
3011,Mobile,0.0,0.0
3012,Mobile,0.0,0.0
3013,Mobile,0.0,0.0
3014,Mobile,0.0,0.0
3015,Mobile,0.0,0.0
3016,Mobile,0.0,0.0
3017,Mobile,0.0,0.0
3018,Mobile,0.0,0.0
3019,Mobile,0.0,0.0
3020,Mobile,0.0,0.0
3021,Mobile,0.0,0.0
3022,Mobile,0.0,0.0
3023,Mobile,0.0,0.0
3024,Mobile,0.0,0.0
3025,Mobile,0.0,0.0
3026,Mobile,0.0,0.0
3027,Mobile,0.0,0.0
3028,Mobile,0.0,0.0
3029,Mobile,0.0,0.0
3030,Mobile,0.0,0.0
3031,Mobile,0.0,0.0
3032,Mobile,0.0,0.0
3033,Mobile,0.0,0.0
3034,Mobile,0.0,0.0
3035,Mobile,0.0,0.0
3036,Mobile,0.0,0.0
3037,Mobile,0.0,0.0
3038,Mobile,0.0,0.0
3039,Mobile,0.0,0.0
3040,Mobile,0.0,0.0
3041,Mobile,0.0,0.0
3042,Mobile,0.0,0.0
3043,Mobile,0.0,0.0
3044,Mobile,0.0,0.0
3045,Mobile,0.0,0.0
3046,Mobile,0.0,0.0
3047,Mobile,0.0,0.0
3048,Mobile,0.0,0.0
3049,Mobile,0.0,0.0
3050,Mobile,0.0,0.0
3051,Mobile,0.0,0.0
3052,Mobile,0.0,0.0
3053,Mobile,0.0,0.0
3054,Mobile,0.0,0.0
3055,Mobile,0.0,0.0
3056,Mobile,0.0,0.0
3057,Mobile,0.0,0.0
3058,Mobile,0.0,0.0
3059,Mobile,0.0,0.0
3060,Mobile,0.0,0.0
3061,Mobile,0.0,0.0
3062,Mobile,0.0,0.0
3063,Mobile,0.0,0.0
3064,Mobile,0.0,0.0
3065,Mobile,0.0,0.0
3066,Mobile,0.0,0.0
3067,Mobile,0.0,0.0
3068,Mobile,0.0,0.0
3069,Mobile,0.0,0.0
3070,Mobile,0.0,0.0
3071,Mobile,0.0,0.0
3072,Mobile,0.0,0.0
3073,Mobile,0.0,0.0
3074,Mobile,0.0,0.0
3075,Mobile,0.0,0.0
3076,Mobile,0.0,0.0
3077,Mobile,0.0,0.0
3078,Mobile,0.0,0.0
3079,Mobile,0.0,0.0
3080,Mobile,0.0,0.0
3081,Mobile,0.0,0.0
3082,Mobile,0.0,0.0
3083,Mobile,0.0,0.0
3084,Mobile,0.0,0.0
3085,Mobile,0.0,0.0
3086,Mobile,0.0,0.0
3087,Mobile,0.0,0.0
3088,Mobile,0.0,0.0
3089,Mobile,0.0,0.0
3090,Mobile,0.0,0.0
3091,Mobile,0.0,0.0
3092,Mobile,0.0,0.0
3093,Mobile,0.0,0.0
3094,Mobile,0.0,0.0
3095,Mobile,0.0,0.0
3096,Mobile,0.0,0.0
3097,Mobile,0.0,0.0
3098,Mobile,0.0,0.0
3099,Mobile,0.0,0.0
3100,Mobile,0.0,0.0
3101,Mobile,0.0,0.0
3102,Mobile,0.0,0.0
3103,Mobile,0.0,0.0
3104,Mobile,0.0,0.0
3105,Mobile,0.0,0.0
3106,Mobile,0.0,0.0
3107,Mobile,0.0,0.0
3108,Mobile,0.0,0.0
3109,Mobile,0.0,0.0
3110,Mobile,0.0,0.0
3111,Mobile,0.0,0.0
3112,Mobile,0.0,0.0
3113,Mobile,0.0,0.0
3114,Mobile,0.0,0.0
3115,Mobile,0.0,0.0
3116,Mobile,0.0,0.0
3117,Mobile,0.0,0.0
3118,Mobile,0.0,0.0
3119,Mobile,0.0,0.0
3120,Mobile,0.0,0.0
3121,Mobile,0.0,0.0
3122,Mobile,0.0,0.0
3123,Mobile,0.0,0.0
3124,Mobile,0.0,0.0
3125,Mobile,0.0,0.0
3126,Mobile,0.0,0.0
3127,Mobile,0.0,0.0
3128,Mobile,0.0,0.0
3129,Mobile,0.0,0.0
3130,Mobile,0.0,0.0
3131,Mobile,0.0,0.0
3132,Mobile,0.0,0.0
3133,Mobile,0.0,0.0
3134,Mobile,0.0,0.0
3135,Mobile,0.0,0.0
3136,Mobile,0.0,0.0
3137,Mobile,0.0,0.0
3138,Mobile,0.0,0.0
3139,Mobile,0.0,0.0
3140,Mobile,0.0,0.0
3141,Mobile,0.0,0.0
3142,Mobile,0.0,0.0
3143,Mobile,0.0,0.0
3144,Mobile,0.0,0.0
3145,Mobile,0.0,0.0
3146,Mobile,0.0,0.0
3147,Mobile,0.0,0.0
3148,Mobile,0.0,0.0
3149,Mobile,0.0,0.0
3150,Mobile,0.0,0.0
3151,Mobile,0.0,0.0
3152,Mobile,0.0,0.0
3153,Mobile,0.0,0.0
3154,Mobile,0.0,0.0
3155,Mobile,0.0,0.0
3156,Mobile,0.0,0.0
3157,Mobile,0.0,0.0
3158,Mobile,0.0,0.0
3159,Mobile,0.0,0.0
3160,Mobile,0.0,0.0
3161,Mobile,0.0,0.0
3162,Mobile,0.0,0.0
3163,Mobile,0.0,0.0
3164,Mobile,0.0,0.0
3165,Mobile,0.0,0.0
3166,Mobile,0.0,0.0
3167,Mobile,0.0,0.0
3168,Mobile,0.0,0.0
3169,Mobile,0.0,0.0
3170,Mobile,0.0,0.0
3171,Mobile,0.0,0.0
3172,Mobile,0.0,0.0
3173,Mobile,0.0,0.0
3174,Mobile,0.0,0.0
3175,Mobile,0.0,0.0
3176,Mobile,0.0,0.0
3177,Mobile,0.0,0.0
3178,Mobile,0.0,0.0
3179,Mobile,0.0,0.0
3180,Mobile,0.0,0.0
3181,Mobile,0.0,0.0
3182,Mobile,0.0,0.0
3183,Mobile,0.0,0.0
3184,Mobile,0.0,0.0
3185,Mobile,0.0,0.0
3186,Mobile,0.0,0.0
3187,Mobile,0.0,0.0
3188,Mobile,0.0,0.0
3189,Mobile,0.0,0.0
3190,Mobile,0.0,0.0
3191,Mobile,0.0,0.0
3192,Mobile,0.0,0.0
3193,Mobile,0.0,0.0
3194,Mobile,0.0,0.0
3195,Mobile,0.0,0.0
3196,Mobile,0.0,0.0
3197,Mobile,0.0,0.0
3198,Mobile,0.0,0.0
3199,Mobile,0.0,0.0
3200,Mobile,0.0,0.0
3201,Mobile,0.0,0.0
3202,Mobile,0.0,0.0
3203,Mobile,0.0,0.0
3204,Mobile,0.0,0.0
3205,Mobile,0.0,0.0
3206,Mobile,0.0,0.0
3207,Mobile,0.0,0.0
3208,Mobile,0.0,0.0
3209,Mobile,0.0,0.0
3210,Mobile,0.0,0.0
3211,Mobile,0.0,0.0
3212,Mobile,0.0,0.0
3213,Mobile,0.0,0.0
3214,Mobile,0.0,0.0
3215,Mobile,0.0,0.0
3216,Mobile,0.0,0.0
3217,Mobile,0.0,0.0
3218,Mobile,0.0,0.0
3219,Mobile,0.0,0.0
3220,Mobile,0.0,0.0
3221,Mobile,0.0,0.0
3222,Mobile,0.0,0.0
3223,Mobile,0.0,0.0
3224,Mobile,0.0,0.0
3225,Mobile,0.0,0.0
3226,Mobile,0.0,0.0
3227,Mobile,0.0,0.0
3228,Mobile,0.0,0.0
3229,Mobile,0.0,0.0
3230,Mobile,0.0,0.0
3231,Mobile,0.0,0.0
3232,Mobile,0.0,0.0
3233,Mobile,0.0,0.0
3234,Mobile,0.0,0.0
3235,Mobile,0.0,0.0
3236,Mobile,0.0,0.0
3237,Mobile,0.0,0.0
3238,Mobile,0.0,0.0
3239,Mobile,0.0,0.0
3240,Mobile,0.0,0.0
3241,Mobile,0.0,0.0
3242,Mobile,0.0,0.0
3243,Mobile,0.0,0.0
3244,Mobile,0.0,0.0
3245,Mobile,0.0,0.0
3246,Mobile,0.0,0.0
3247,Mobile,0.0,0.0
3248,Mobile,0.0,0.0
3249,Mobile,0.0,0.0
3250,Mobile,0.0,0.0
3251,Mobile,0.0,0.0
3252,Mobile,0.0,0.0
3253,Mobile,0.0,0.0
3254,Mobile,0.0,0.0
3255,Mobile,0.0,0.0
3256,Mobile,0.0,0.0
3257,Mobile,0.0,0.0
3258,Mobile,0.0,0.0
3259,Mobile,0.0,0.0
3260,Mobile,0.0,0.0
3261,Mobile,0.0,0.0
3262,Mobile,0.0,0.0
3263,Mobile,0.0,0.0
3264,Mobile,0.0,0.0
3265,Mobile,0.0,0.0
3266,Mobile,0.0,0.0
3267,Mobile,0.0,0.0
3268,Mobile,0.0,0.0
3269,Mobile,0.0,0.0
3270,Mobile,0.0,0.0
3271,Mobile,0.0,0.0
3272,Mobile,0.0,0.0
3273,Mobile,0.0,0.0
3274,Mobile,0.0,0.0
3275,Mobile,0.0,0.0
3276,Mobile,0.0,0.0
3277,Mobile,0.0,0.0
3278,Mobile,0.0,0.0
3279,Mobile,0.0,0.0
3280,Mobile,0.0,0.0
3281,Mobile,0.0,0.0
3282,Mobile,0.0,0.0
3283,Mobile,0.0,0.0
3284,Mobile,0.0,0.0
3285,Mobile,0.0,0.0
3286,Mobile,0.0,0.0
3287,Mobile,0.0,0.0
3288,Mobile,0.0,0.0
3289,Mobile,0.0,0.0
3290,Mobile,0.0,0.0
3291,Mobile,0.0,0.0
3292,Mobile,0.0,0.0
3293,Mobile,0.0,0.0
3294,Mobile,0.0,0.0
3295,Mobile,0.0,0.0
3296,Mobile,0.0,0.0
3297,Mobile,0.0,0.0
3298,Mobile,0.0,0.0
3299,Mobile,0.0,0.0
3300,Mobile,0.0,0.0
3301,Mobile,0.0,0.0
3302,Mobile,0.0,0.0
3303,Mobile,0.0,0.0
3304,Mobile,0.0,0.0
3305,Mobile,0.0,0.0
3306,Mobile,0.0,0.0
3307,Mobile,0.0,0.0
3308,Mobile,0.0,0.0
3309,Mobile,0.0,0.0
3310,Mobile,0.0,0.0
3311,Mobile,0.0,0.0
3312,Mobile,0.0,0.0
3313,Mobile,0.0,0.0
3314,Mobile,0.0,0.0
3315,Mobile,0.0,0.0
3316,Mobile,0.0,0.0
3317,Mobile,0.0,0.0
3318,Mobile,0.0,0.0
3319,Mobile,0.0,0.0
3320,Mobile,0.0,0.0
3321,Mobile,0.0,0.0
3322,Mobile,0.0,0.0
3323,Mobile,0.0,0.0
3324,Mobile,0.0,0.0
3325,Mobile,0.0,0.0
3326,Mobile,0.0,0.0
3327,Mobile,0.0,0.0
3328,Mobile,0.0,0.0
3329,Mobile,0.0,0.0
3330,Mobile,0.0,0.0
3331,Mobile,0.0,0.0
3332,Mobile,0.0,0.0
3333,Mobile,0.0,0.0
3334,Mobile,0.0,0.0
3335,Mobile,0.0,0.0
3336,Mobile,0.0,0.0
3337,Mobile,0.0,0.0
3338,Mobile,0.0,0.0
3339,Mobile,0.0,0.0
3340,Mobile,0.0,0.0
3341,Mobile,0.0,0.0
3342,Mobile,0.0,0.0
3343,Mobile,0.0,0.0
3344,Mobile,0.0,0.0
3345,Mobile,0.0,0.0
3346,Mobile,0.0,0.0
3347,Mobile,0.0,0.0
3348,Mobile,0.0,0.0
3349,Mobile,0.0,0.0
3350,Mobile,0.0,0.0
3351,Mobile,0.0,0.0
3352,Mobile,0.0,0.0
3353,Mobile,0.0,0.0
3354,Mobile,0.0,0.0
3355,Mobile,0.0,0.0
3356,Mobile,0.0,0.0
3357,Mobile,0.0,0.0
3358,Mobile,0.0,0.0
3359,Mobile,0.0,0.0
3360,Mobile,0.0,0.0
3361,Mobile,0.0,0.0
3362,Mobile,0.0,0.0
3363,Mobile,0.0,0.0
3364,Mobile,0.0,0.0
3365,Mobile,0.0,0.0
3366,Mobile,0.0,0.0
3367,Mobile,0.0,0.0
3368,Mobile,0.0,0.0
3369,Mobile,0.0,0.0
3370,Mobile,0.0,0.0
3371,Mobile,0.0,0.0
3372,Mobile,0.0,0.0
3373,Mobile,0.0,0.0
3374,Mobile,0.0,0.0
3375,Mobile,0.0,0.0
3376,Mobile,0.0,0.0
3377,Mobile,0.0,0.0
3378,Mobile,0.0,0.0
3379,Mobile,0.0,0.0
3380,Mobile,0.0,0.0
3381,Mobile,0.0,0.0
3382,Mobile,0.0,0.0
3383,Mobile,0.0,0.0
3384,Mobile,0.0,0.0
3385,Mobile,0.0,0.0
3386,Mobile,0.0,0.0
3387,Mobile,0.0,0.0
3388,Mobile,0.0,0.0
3389,Mobile,0.0,0.0
3390,Mobile,0.0,0.0
3391,Mobile,0.0,0.0
3392,Mobile,0.0,0.0
3393,Mobile,0.0,0.0
3394,Mobile,0.0,0.0
3395,Mobile,0.0,0.0
3396,Mobile,0.0,0.0
3397,Mobile,0.0,0.0
3398,Mobile,0.0,0.0
3399,Mobile,0.0,0.0
3400,Mobile,0.0,0.0
3401,Mobile,0.0,0.0
3402,Mobile,0.0,0.0
3403,Mobile,0.0,0.0
3404,Mobile,0.0,0.0
3405,Mobile,0.0,0.0
3406,Mobile,0.0,0.0
3407,Mobile,0.0,0.0
3408,Mobile,0.0,0.0
3409,Mobile,0.0,0.0
3410,Mobile,0.0,0.0
3411,Mobile,0.0,0.0
3412,Mobile,0.0,0.0
3413,Mobile,0.0,0.0
3414,Mobile,0.0,0.0
3415,Mobile,0.0,0.0
3416,Mobile,0.0,0.0
3417,Mobile,0.0,0.0
3418,Mobile,0.0,0.0
3419,Mobile,0.0,0.0
3420,Mobile,0.0,0.0
3421,Mobile,0.0,0.0
3422,Mobile,0.0,0.0
3423,Mobile,0.0,0.0
3424,Mobile,0.0,0.0
3425,Mobile,0.0,0.0
3426,Mobile,0.0,0.0
3427,Mobile,0.0,0.0
3428,Mobile,0.0,0.0
3429,Mobile,0.0,0.0
3430,Mobile,0.0,0.0
3431,Mobile,0.0,0.0
3432,Mobile,0.0,0.0
3433,Mobile,0.0,0.0
3434,Mobile,0.0,0.0
3435,Mobile,0.0,0.0
3436,Mobile,0.0,0.0
3437,Mobile,0.0,0.0
3438,Mobile,0.0,0.0
3439,Mobile,0.0,0.0
3440,Mobile,0.0,0.0
3441,Mobile,0.0,0.0
3442,Mobile,0.0,0.0
3443,Mobile,0.0,0.0
3444,Mobile,0.0,0.0
