Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
cute tea table,Red,NA,NA,NA,No,No,No,NA,3000,750,Red,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_3_0,3_0,4000,ZS8rtdEHSnexAEFnA
cute tea table,Blue,NA,NA,NA,No,No,No,NA,3000,750,Blue,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_4_0,4_0,4000,vDBt83QLRMk4AdkPT
cute vanity,White,NA,NA,NA,No,No,No,NA,5400,1350,White,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_0_0,0_0,4001,y2sCDMvPCTJQz6QB3
cute vanity,Sky blue,NA,NA,NA,No,No,No,NA,5400,1350,Light blue,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_1_0,1_0,4001,vscpbHbALbpFEieSN
cute vanity,Yellow,NA,NA,NA,No,No,No,NA,5400,1350,Yellow,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_2_0,2_0,4001,djiF4M7fGjwE6XLTf
cute vanity,Red,NA,NA,NA,No,No,No,NA,5400,1350,Red,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_3_0,3_0,4001,o6EDSRzFFEdTedXLq
cute vanity,Blue,NA,NA,NA,No,No,No,NA,5400,1350,Blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_4_0,4_0,4001,oziGuTvYns2yXdJLr
cute wardrobe,White,NA,NA,NA,No,No,No,NA,7300,1825,White,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_0_0,0_0,3997,wHaafZ5eGnuiMD3ad
cute wardrobe,Sky blue,NA,NA,NA,No,No,No,NA,7300,1825,Light blue,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_1_0,1_0,3997,ognKckZTzCmr6djym
cute wardrobe,Yellow,NA,NA,NA,No,No,No,NA,7300,1825,Yellow,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_2_0,2_0,3997,N2jvtPa6kEdTW9zqH
cute wardrobe,Red,NA,NA,NA,No,No,No,NA,7300,1825,Red,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_3_0,3_0,3997,kT76B2eYgPGYqEvps
cute wardrobe,Blue,NA,NA,NA,No,No,No,NA,7300,1825,Blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrCuteClosetLR_Remake_4_0,4_0,3997,bpg2z9qk9GQSgRrtm
cypress bathtub,Light wood,NA,NA,NA,No,No,No,NA,13000,3250,Beige,Beige,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathHinoki_Remake_0_0,0_0,7153,RZ87yXKzNe2rnjwP4
cypress bathtub,Natural wood,NA,NA,NA,No,No,No,NA,13000,3250,Yellow,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathHinoki_Remake_1_0,1_0,7153,rYmN3AFFM2HtX73x7
cypress bathtub,Dark wood,NA,NA,NA,No,No,No,NA,13000,3250,Brown,Brown,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathHinoki_Remake_2_0,2_0,7153,bHqYyWTof37iJvDT3
cypress plant,Brown,NA,NA,NA,No,No,No,NA,1000,250,Green,Brown,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,Yes,Does not play music,No lighting,For sale,FtrPlantGoldcrest_Remake_0_0,0_0,1829,wSzi2xysZptpApt87
cypress plant,Blue,NA,NA,NA,No,No,No,NA,1000,250,Green,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,Yes,Does not play music,No lighting,For sale,FtrPlantGoldcrest_Remake_1_0,1_0,1829,2TDteYcGh5SnzWxnd
cypress plant,Yellow,NA,NA,NA,No,No,No,NA,1000,250,Green,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,Yes,Does not play music,No lighting,For sale,FtrPlantGoldcrest_Remake_2_0,2_0,1829,SknqGT4FeJekEdPGQ
cypress plant,Black,NA,NA,NA,No,No,No,NA,1000,250,Green,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,Yes,Does not play music,No lighting,For sale,FtrPlantGoldcrest_Remake_3_0,3_0,1829,vZfjrbssxQJhN7roR
cypress plant,White,NA,NA,NA,No,No,No,NA,1000,250,Green,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,Yes,Does not play music,No lighting,For sale,FtrPlantGoldcrest_Remake_4_0,4_0,1829,EFWmm2a9CeQMF7AFc
dartboard,NA,NA,NA,NA,No,No,No,NA,5200,1300,Black,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrDarts,NA,937,xqytxgbx8zNqFiDZM
deer scare,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,1740,Green,Gray,1x1,NA,Crafting,,1.0.0,zen-style,garden,bamboo,None,Yes,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrShishiodoshi_Remake_0_0,0_0,677,GJQFFDJKFejKfA9xq
deer scare,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,1740,Beige,Brown,1x1,NA,Crafting,,1.0.0,zen-style,garden,bamboo,None,Yes,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrShishiodoshi_Remake_1_0,1_0,677,XvJFQJM3r4yNFjwGN
deer scare,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1,NA,Crafting,,1.0.0,zen-style,garden,bamboo,None,Yes,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrShishiodoshi_Remake_2_0,2_0,677,o7hMYnmEGrGCPg5Rv
deluxe washer,White,NA,NA,NA,No,No,No,NA,76000,19000,White,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_0_0,0_0,1227,2MnDaLRfQG5eLGZbD
deluxe washer,Black,NA,NA,NA,No,No,No,NA,76000,19000,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_1_0,1_0,1227,A9cDRxPhu8yWgCr7C
deluxe washer,Blue,NA,NA,NA,No,No,No,NA,76000,19000,Blue,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_2_0,2_0,1227,w37n9KYeeaGNAoFYb
deluxe washer,Red,NA,NA,NA,No,No,No,NA,76000,19000,Red,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_3_0,3_0,1227,83zCf7bzjyFMqZKup
deluxe washer,Yellow,NA,NA,NA,No,No,No,NA,76000,19000,Yellow,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_4_0,4_0,1227,RMtNaXQoqyADS8idD
deluxe washer,Pink,NA,NA,NA,No,No,No,NA,76000,19000,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_5_0,5_0,1227,5GMk9Eidy3cKP8WkN
den chair,Black,NA,NA,NA,No,No,No,NA,8700,2175,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,Yes,Chair,No,Does not play music,No lighting,For sale,FtrDrawingChair_Remake_0_0,0_0,3784,m6Me3BvsHzRzR5upL
den chair,White,NA,NA,NA,No,No,No,NA,8700,2175,White,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,Yes,Chair,No,Does not play music,No lighting,For sale,FtrDrawingChair_Remake_1_0,1_0,3784,96sTBmcSY36Ax3QJa
den chair,Camel,NA,NA,NA,No,No,No,NA,8700,2175,Orange,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,Yes,Chair,No,Does not play music,No lighting,For sale,FtrDrawingChair_Remake_2_0,2_0,3784,9Deo8xM6R66FpL3WL
den chair,Brown,NA,NA,NA,No,No,No,NA,8700,2175,Brown,Brown,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,Yes,Chair,No,Does not play music,No lighting,For sale,FtrDrawingChair_Remake_3_0,3_0,3784,srRpFxWJFygKXRrdR
den chair,Green,NA,NA,NA,No,No,No,NA,8700,2175,Green,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,Yes,Chair,No,Does not play music,No lighting,For sale,FtrDrawingChair_Remake_4_0,4_0,3784,x5GwXq5LzjiubcqM4
den chair,Red,NA,NA,NA,No,No,No,NA,8700,2175,Red,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,Yes,Chair,No,Does not play music,No lighting,For sale,FtrDrawingChair_Remake_5_0,5_0,3784,nb3G2Mm6344cM53Wv
den desk,Dark wood,NA,NA,NA,No,No,No,NA,10000,2500,Brown,Brown,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,No,Desk,No,Does not play music,No lighting,For sale,FtrDrawingTable_Remake_0_0,0_0,3783,kmhga6uEKfSWKJF3X
den desk,Brown wood,NA,NA,NA,No,No,No,NA,10000,2500,Orange,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,No,Desk,No,Does not play music,No lighting,For sale,FtrDrawingTable_Remake_1_0,1_0,3783,E9GaNivENumhacvCt
den desk,Red wood,NA,NA,NA,No,No,No,NA,10000,2500,Brown,Brown,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,No,Desk,No,Does not play music,No lighting,For sale,FtrDrawingTable_Remake_2_0,2_0,3783,CZNCDitwhehpnBbTw
den desk,Natural wood,NA,NA,NA,No,No,No,NA,10000,2500,Beige,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,No,Desk,No,Does not play music,No lighting,For sale,FtrDrawingTable_Remake_3_0,3_0,3783,yb89cGYFQDaxpNHMn
den desk,White,NA,NA,NA,No,No,No,NA,10000,2500,White,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,No,Desk,No,Does not play music,No lighting,For sale,FtrDrawingTable_Remake_4_0,4_0,3783,wEug3j5QZzkbwdGwy
destinations signpost,Natural,Color,NA,NA,Yes,Yes,No,2,NFS,1440,Orange,Orange,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_0_0,0_0,4309,PBzuSHvXHuTdym5Be
destinations signpost,White,Color,NA,NA,Yes,Yes,No,2,NFS,1440,White,White,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_1_0,1_0,4309,Hz4JHYYtXD3CSJBCE
destinations signpost,Black,Color,NA,NA,Yes,Yes,No,2,NFS,1440,Black,Black,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_2_0,2_0,4309,vYNvgJKCoa4SkyTPA
destinations signpost,Colorful,Color,NA,NA,Yes,Yes,No,2,NFS,1440,Colorful,Brown,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_3_0,3_0,4309,wyiYBTZcyEBMymtLs
destinations signpost,Marine,Color,NA,NA,Yes,Yes,No,2,NFS,1440,Blue,Light blue,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_4_0,4_0,4309,6pPenvDaQzLmMrqzw
destinations signpost,Old,Color,NA,NA,Yes,Yes,No,2,NFS,1440,Beige,Beige,1.5x1.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostWorld_Remake_5_0,5_0,4309,SgTcYAsaDkGv9vX44
digital scale,White,NA,White,Design,No,No,Yes,1,930,232,White,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_0_0,0_0,3307,2mNpm4xzP6xHcAPXE
digital scale,White,NA,Floral,Design,No,No,Yes,1,930,232,White,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_0_1,0_1,3307,hNYoSnjSnZGuLWd2o
digital scale,White,NA,Polka dots,Design,No,No,Yes,1,930,232,White,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_0_2,0_2,3307,q2vkRxfDP6A3KmQid
digital scale,White,NA,Black stripes,Design,No,No,Yes,1,930,232,White,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_0_3,0_3,3307,seQZt6tA8oALQriPR
digital scale,White,NA,Wood,Design,No,No,Yes,1,930,232,White,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_0_4,0_4,3307,myGatkpAgZXCAQW7Y
digital scale,Black,NA,White,Design,No,No,Yes,1,930,232,Black,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_1_0,1_0,3307,DEzrDq45gQo6yhZma
digital scale,Black,NA,Floral,Design,No,No,Yes,1,930,232,Black,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_1_1,1_1,3307,9rEvCpCeht9DagD3n
digital scale,Black,NA,Polka dots,Design,No,No,Yes,1,930,232,Black,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_1_2,1_2,3307,eL3qJfLk5XvyxvjMA
digital scale,Black,NA,Black stripes,Design,No,No,Yes,1,930,232,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_1_3,1_3,3307,XgWMYcuvu9zobZ2Gb
digital scale,Black,NA,Wood,Design,No,No,Yes,1,930,232,Black,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_1_4,1_4,3307,HhkuSM9FphmuNYuYA
digital scale,Red,NA,White,Design,No,No,Yes,1,930,232,Red,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_2_0,2_0,3307,xpPxzxjE4Hi4zDapv
digital scale,Red,NA,Floral,Design,No,No,Yes,1,930,232,Red,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_2_1,2_1,3307,pwnTCwwHa9yhEB2iP
digital scale,Red,NA,Polka dots,Design,No,No,Yes,1,930,232,Red,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_2_2,2_2,3307,MDsR3rGxvosKLuzbq
digital scale,Red,NA,Black stripes,Design,No,No,Yes,1,930,232,Red,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_2_3,2_3,3307,nuqvkq2qjJxZqTJuC
digital scale,Red,NA,Wood,Design,No,No,Yes,1,930,232,Red,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_2_4,2_4,3307,xgYWbbw3NZS2oYkjj
digital scale,Blue,NA,White,Design,No,No,Yes,1,930,232,Blue,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_3_0,3_0,3307,7h3zhzcKg7WZAhqGr
digital scale,Blue,NA,Floral,Design,No,No,Yes,1,930,232,Blue,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_3_1,3_1,3307,uyWruC6nWFxAWt6gh
digital scale,Blue,NA,Polka dots,Design,No,No,Yes,1,930,232,Blue,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_3_2,3_2,3307,469XQtDweTA3DmEeZ
digital scale,Blue,NA,Black stripes,Design,No,No,Yes,1,930,232,Blue,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_3_3,3_3,3307,Y96wR5hkMNag3bXjL
digital scale,Blue,NA,Wood,Design,No,No,Yes,1,930,232,Blue,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_3_4,3_4,3307,z3onHAes7ps8wf7dG
digital scale,Yellow,NA,White,Design,No,No,Yes,1,930,232,Yellow,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_4_0,4_0,3307,WkhhEXSBa7KTabDXE
digital scale,Yellow,NA,Floral,Design,No,No,Yes,1,930,232,Yellow,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_4_1,4_1,3307,97zfdXJumGBTikYhi
digital scale,Yellow,NA,Polka dots,Design,No,No,Yes,1,930,232,Yellow,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_4_2,4_2,3307,dSForS9ggvRKsra4G
digital scale,Yellow,NA,Black stripes,Design,No,No,Yes,1,930,232,Yellow,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_4_3,4_3,3307,j63qSZPh5GAMH34uB
digital scale,Yellow,NA,Wood,Design,No,No,Yes,1,930,232,Yellow,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_4_4,4_4,3307,3SQc2vm2LBrxzBrex
digital scale,Green,NA,White,Design,No,No,Yes,1,930,232,Green,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_5_0,5_0,3307,eoQ4LYwXxLY3NjrgM
digital scale,Green,NA,Floral,Design,No,No,Yes,1,930,232,Green,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_5_1,5_1,3307,djTeARFmJZDto9Cev
digital scale,Green,NA,Polka dots,Design,No,No,Yes,1,930,232,Green,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_5_2,5_2,3307,dcHRcHCpuR5D4JK4J
digital scale,Green,NA,Black stripes,Design,No,No,Yes,1,930,232,Green,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_5_3,5_3,3307,89WRQ5pEBoJXrCJvr
digital scale,Green,NA,Wood,Design,No,No,Yes,1,930,232,Green,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_5_4,5_4,3307,kzNboPzF3sXfdhaxe
digital scale,Brown,NA,White,Design,No,No,Yes,1,930,232,Brown,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_6_0,6_0,3307,E4rToBZEB7MG7s8Sa
digital scale,Brown,NA,Floral,Design,No,No,Yes,1,930,232,Brown,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_6_1,6_1,3307,XevNCz8qqcqTXr5pW
digital scale,Brown,NA,Polka dots,Design,No,No,Yes,1,930,232,Brown,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_6_2,6_2,3307,SMHfJheiweAjeNRvy
digital scale,Brown,NA,Black stripes,Design,No,No,Yes,1,930,232,Brown,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_6_3,6_3,3307,tujkS2GENp3z8FeAc
digital scale,Brown,NA,Wood,Design,No,No,Yes,1,930,232,Brown,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_6_4,6_4,3307,dzKFTMPehMyZYgeAk
