location;indicator;subject;measure;frequency;time;value
PRT;WAGEGAP;EMPLOYEE;PC;A;2002;21.857.142.857
PRT;WAGEGAP;EMPLOYEE;PC;A;2006;12.808.460.635
PRT;WAGEGAP;EMPLOYEE;PC;A;2010;16.020.942.408
PRT;WAGEGAP;EMPLOYEE;PC;A;2014;15.321.756.895
PRT;WAGEGAP;EMPLOYEE;PC;A;2018;11.665.004.985
PRT;WAGEGAP;EMPLOYEE;PC;A;2019;11.419.037.351
PRT;WAGEGAP;EMPLOYEE;PC;A;2020;11.716.807.546
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2004;21.465.621.948
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2005;19.869.867.325
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2006;23.739.473.343
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2007;26.853.412.628
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2008;29.884.807.587
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2009;31.579.118.729
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2010;30.927.671.432
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2011;32.207.328.796
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2012;32.336.830.139
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2013;35.467.365.265
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2014;31.515.951.157
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2015;25.562.057.495
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2016;17.278.533.936
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2017;13.499.799.728
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2018;12.074.243.546
SVK;WAGEGAP;SELFEMPLOYED;PC;A;2019;11.484.815.598
SVK;WAGEGAP;EMPLOYEE;PC;A;2002;20.355.160.932
SVK;WAGEGAP;EMPLOYEE;PC;A;2003;20.689.655.172
SVK;WAGEGAP;EMPLOYEE;PC;A;2004;2.088.376.561
SVK;WAGEGAP;EMPLOYEE;PC;A;2005;20.099.255.583
SVK;WAGEGAP;EMPLOYEE;PC;A;2006;17.802.768.166
SVK;WAGEGAP;EMPLOYEE;PC;A;2007;17.521.704.815
SVK;WAGEGAP;EMPLOYEE;PC;A;2008;16.444.769.568
SVK;WAGEGAP;EMPLOYEE;PC;A;2009;16.432.721.259
SVK;WAGEGAP;EMPLOYEE;PC;A;2010;14.851.117.649
SVK;WAGEGAP;EMPLOYEE;PC;A;2011;15.449.856.429
SVK;WAGEGAP;EMPLOYEE;PC;A;2012;15.965.269.161
SVK;WAGEGAP;EMPLOYEE;PC;A;2013;14.109.329.757
SVK;WAGEGAP;EMPLOYEE;PC;A;2014;14.350.047.529
SVK;WAGEGAP;EMPLOYEE;PC;A;2015;13.376.624.885
SVK;WAGEGAP;EMPLOYEE;PC;A;2016;13.899.182.143
SVK;WAGEGAP;EMPLOYEE;PC;A;2017;15.040.042.332
SVK;WAGEGAP;EMPLOYEE;PC;A;2018;15.662.080.133
SVK;WAGEGAP;EMPLOYEE;PC;A;2019;13.869.849.949
SVK;WAGEGAP;EMPLOYEE;PC;A;2020;11.014.467.821
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2005;38.983.505.249
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2006;37.542.606.354
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2007;36.205.646.515
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2008;31.653.978.348
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2009;2.997.127.533
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2010;24.738.239.288
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2011;23.488.946.915
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2012;23.035.387.039
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2013;2.490.014.267
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2014;28.569.604.874
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2015;2.650.705.719
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2016;25.145.999.908
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2017;24.451.547.623
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2018;26.071.443.558
ESP;WAGEGAP;SELFEMPLOYED;PC;A;2019;2.881.312.561
ESP;WAGEGAP;EMPLOYEE;PC;A;2002;17.161.961.367
ESP;WAGEGAP;EMPLOYEE;PC;A;2006;13.533.333.333
ESP;WAGEGAP;EMPLOYEE;PC;A;2010;13.504.464.286
ESP;WAGEGAP;EMPLOYEE;PC;A;2014;11.540.497.618
ESP;WAGEGAP;EMPLOYEE;PC;A;2018;86.216.072.379
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2003;55.662.798.882
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2004;13.169.237.137
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2005;18.081.148.148
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2006;19.746.435.165
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2007;12.053.091.049
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2008;99.748.754.501
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2009;15.589.975.357
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2010;179.980.793
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2011;1.793.542.099
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2012;12.706.723.213
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2013;18.776.460.648
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2014;16.237.733.841
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2015;17.605.566.025
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2016;16.549.993.515
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2017;11.836.267.471
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2018;15.886.770.248
SWE;WAGEGAP;SELFEMPLOYED;PC;A;2019;58.879.323.006
SWE;WAGEGAP;EMPLOYEE;PC;A;1995;96.774.193.548
SWE;WAGEGAP;EMPLOYEE;PC;A;1996;11.515.151.515
SWE;WAGEGAP;EMPLOYEE;PC;A;1997;11.560.693.642
SWE;WAGEGAP;EMPLOYEE;PC;A;1998;12.777.777.778
SWE;WAGEGAP;EMPLOYEE;PC;A;1999;11.827.956.989
SWE;WAGEGAP;EMPLOYEE;PC;A;2000;12.371.134.021
SWE;WAGEGAP;EMPLOYEE;PC;A;2001;12.376.237.624
SWE;WAGEGAP;EMPLOYEE;PC;A;2002;11.904.761.905
SWE;WAGEGAP;EMPLOYEE;PC;A;2003;11.520.737.327
SWE;WAGEGAP;EMPLOYEE;PC;A;2004;10.762.331.839
SWE;WAGEGAP;EMPLOYEE;PC;A;2005;11.304.347.826
SWE;WAGEGAP;EMPLOYEE;PC;A;2006;11.016.949.153
SWE;WAGEGAP;EMPLOYEE;PC;A;2007;11.836.734.694
SWE;WAGEGAP;EMPLOYEE;PC;A;2008;10.588.235.294
SWE;WAGEGAP;EMPLOYEE;PC;A;2009;95.419.847.328
SWE;WAGEGAP;EMPLOYEE;PC;A;2010;93.632.958.801
SWE;WAGEGAP;EMPLOYEE;PC;A;2011;91.575.091.575
SWE;WAGEGAP;EMPLOYEE;PC;A;2012;92.857.142.857
SWE;WAGEGAP;EMPLOYEE;PC;A;2013;9.375
SWE;WAGEGAP;EMPLOYEE;PC;A;2014;91.525.423.729
SWE;WAGEGAP;EMPLOYEE;PC;A;2015;83.333.333.333
SWE;WAGEGAP;EMPLOYEE;PC;A;2016;81.699.346.405
SWE;WAGEGAP;EMPLOYEE;PC;A;2017;73.482.428.115
SWE;WAGEGAP;EMPLOYEE;PC;A;2018;71.428.571.429
SWE;WAGEGAP;EMPLOYEE;PC;A;2019;75.757.575.758
SWE;WAGEGAP;EMPLOYEE;PC;A;2020;74.183.976.261
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2007;58.173.454.285
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2008;56.092.365.265
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2009;51.421.958.923
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2010;50.670.024.872
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2011;49.349.887.848
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2012;50.091.896.057
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2013;44.258.483.887
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2014;42.236.186.981
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2015;41.090.423.584
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2016;4.409.544.754
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2017;4.424.666.214
CHE;WAGEGAP;SELFEMPLOYED;PC;A;2018;44.113.861.084
CHE;WAGEGAP;EMPLOYEE;PC;A;1996;25.472.027.972
CHE;WAGEGAP;EMPLOYEE;PC;A;1998;24.122.427.806
CHE;WAGEGAP;EMPLOYEE;PC;A;2000;23.787.141.178
CHE;WAGEGAP;EMPLOYEE;PC;A;2002;22.801.619.433
CHE;WAGEGAP;EMPLOYEE;PC;A;2004;22.012.478.004
CHE;WAGEGAP;EMPLOYEE;PC;A;2006;21.318.132.126
CHE;WAGEGAP;EMPLOYEE;PC;A;2008;21.307.506.053
CHE;WAGEGAP;EMPLOYEE;PC;A;2010;20.053.595.355
CHE;WAGEGAP;EMPLOYEE;PC;A;2012;19.343.526.441
CHE;WAGEGAP;EMPLOYEE;PC;A;2014;16.940.742.841
CHE;WAGEGAP;EMPLOYEE;PC;A;2016;14.762.372.073
CHE;WAGEGAP;EMPLOYEE;PC;A;2018;15.095.647.352
CHE;WAGEGAP;EMPLOYEE;PC;A;2019;17.163.514.047
CHE;WAGEGAP;EMPLOYEE;PC;A;2020;13.783.988.478
TUR;WAGEGAP;EMPLOYEE;PC;A;2006;32.069.970.845
TUR;WAGEGAP;EMPLOYEE;PC;A;2010;31.042.128.603
TUR;WAGEGAP;EMPLOYEE;PC;A;2014;68.825.910.931
TUR;WAGEGAP;EMPLOYEE;PC;A;2018;9.980.806.142
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2004;46.036.197.662
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2005;44.919.704.437
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2006;43.584.445.953
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2007;39.928.573.608
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2008;38.440.834.045
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2009;38.215.435.028
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2010;40.421.165.466
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2011;39.599.937.439
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2012;36.376.621.246
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2013;32.937.835.693
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2014;32.299.850.464
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2015;3.283.839.798
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2016;34.168.888.092
GBR;WAGEGAP;SELFEMPLOYED;PC;A;2017;34.191.303.253
GBR;WAGEGAP;EMPLOYEE;PC;A;1970;47.578.039.176
GBR;WAGEGAP;EMPLOYEE;PC;A;1971;45.527.421.847
GBR;WAGEGAP;EMPLOYEE;PC;A;1972;45.677.794.733
GBR;WAGEGAP;EMPLOYEE;PC;A;1973;46.378.726.414
GBR;WAGEGAP;EMPLOYEE;PC;A;1974;44.422.234.328
GBR;WAGEGAP;EMPLOYEE;PC;A;1975;39.855.414.721
GBR;WAGEGAP;EMPLOYEE;PC;A;1976;36.550.301.936
GBR;WAGEGAP;EMPLOYEE;PC;A;1977;3.578.836.762
GBR;WAGEGAP;EMPLOYEE;PC;A;1978;37.474.868.762
GBR;WAGEGAP;EMPLOYEE;PC;A;1979;38.295.239.524
GBR;WAGEGAP;EMPLOYEE;PC;A;1980;36.688.585.971
GBR;WAGEGAP;EMPLOYEE;PC;A;1981;35.426.812.299
GBR;WAGEGAP;EMPLOYEE;PC;A;1982;35.659.619.489
GBR;WAGEGAP;EMPLOYEE;PC;A;1983;34.567.281.919
GBR;WAGEGAP;EMPLOYEE;PC;A;1984;35.081.526.592
GBR;WAGEGAP;EMPLOYEE;PC;A;1985;35.120.114.368
GBR;WAGEGAP;EMPLOYEE;PC;A;1986;34.938.506.319
GBR;WAGEGAP;EMPLOYEE;PC;A;1987;34.512.954.388
GBR;WAGEGAP;EMPLOYEE;PC;A;1988;34.045.729.488
GBR;WAGEGAP;EMPLOYEE;PC;A;1989;33.730.659.166
GBR;WAGEGAP;EMPLOYEE;PC;A;1990;32.744.955.954
GBR;WAGEGAP;EMPLOYEE;PC;A;1991;31.075.478.051
GBR;WAGEGAP;EMPLOYEE;PC;A;1992;299.466.794
GBR;WAGEGAP;EMPLOYEE;PC;A;1993;28.719.019.259
GBR;WAGEGAP;EMPLOYEE;PC;A;1994;28.079.718.536
GBR;WAGEGAP;EMPLOYEE;PC;A;1995;28.192.834.913
GBR;WAGEGAP;EMPLOYEE;PC;A;1996;27.218.410.885
GBR;WAGEGAP;EMPLOYEE;PC;A;1997;26.919.070.154
GBR;WAGEGAP;EMPLOYEE;PC;A;1998;27.035.294.221
GBR;WAGEGAP;EMPLOYEE;PC;A;1999;26.089.728.423
GBR;WAGEGAP;EMPLOYEE;PC;A;2000;26.280.313.829
GBR;WAGEGAP;EMPLOYEE;PC;A;2001;25.639.645.899
GBR;WAGEGAP;EMPLOYEE;PC;A;2002;24.379.099.435
GBR;WAGEGAP;EMPLOYEE;PC;A;2003;24.124.467.087
GBR;WAGEGAP;EMPLOYEE;PC;A;2004;23.358.740.969
GBR;WAGEGAP;EMPLOYEE;PC;A;2005;220.639.582
GBR;WAGEGAP;EMPLOYEE;PC;A;2006;21.718.084.024
GBR;WAGEGAP;EMPLOYEE;PC;A;2007;21.634.780.707
GBR;WAGEGAP;EMPLOYEE;PC;A;2008;21.857.869.108
GBR;WAGEGAP;EMPLOYEE;PC;A;2009;20.686.295.954
GBR;WAGEGAP;EMPLOYEE;PC;A;2010;19.231.436.918
GBR;WAGEGAP;EMPLOYEE;PC;A;2011;18.246.005.203
GBR;WAGEGAP;EMPLOYEE;PC;A;2012;17.783.882.784
GBR;WAGEGAP;EMPLOYEE;PC;A;2013;17.482.014.388
GBR;WAGEGAP;EMPLOYEE;PC;A;2014;17.382.742.571
GBR;WAGEGAP;EMPLOYEE;PC;A;2015;17.101.551.481
GBR;WAGEGAP;EMPLOYEE;PC;A;2016;16.796.536.797
GBR;WAGEGAP;EMPLOYEE;PC;A;2017;16.534.100.525
GBR;WAGEGAP;EMPLOYEE;PC;A;2018;16.310.424.203
GBR;WAGEGAP;EMPLOYEE;PC;A;2019;16.099.809.282
GBR;WAGEGAP;EMPLOYEE;PC;A;2020;12.277.867.528
USA;WAGEGAP;SELFEMPLOYED;PC;A;2005;63.200.000.763
USA;WAGEGAP;SELFEMPLOYED;PC;A;2006;41.384.269.714
USA;WAGEGAP;SELFEMPLOYED;PC;A;2007;43.829.040.527
USA;WAGEGAP;SELFEMPLOYED;PC;A;2008;47.521.472.931
USA;WAGEGAP;SELFEMPLOYED;PC;A;2009;4.913.993.454
USA;WAGEGAP;SELFEMPLOYED;PC;A;2010;49.123.092.651
USA;WAGEGAP;SELFEMPLOYED;PC;A;2011;46.241.779.327
USA;WAGEGAP;SELFEMPLOYED;PC;A;2012;46.243.434.906
USA;WAGEGAP;SELFEMPLOYED;PC;A;2013;45.792.728.424
USA;WAGEGAP;SELFEMPLOYED;PC;A;2014;4.856.545.639
USA;WAGEGAP;SELFEMPLOYED;PC;A;2015;49.119.281.769
USA;WAGEGAP;SELFEMPLOYED;PC;A;2016;49.470.157.623
USA;WAGEGAP;SELFEMPLOYED;PC;A;2017;42.976.394.653
USA;WAGEGAP;SELFEMPLOYED;PC;A;2018;39.377.372.742
USA;WAGEGAP;SELFEMPLOYED;PC;A;2019;38.082.939.148
USA;WAGEGAP;SELFEMPLOYED;PC;A;2020;41.802.112.579
USA;WAGEGAP;EMPLOYEE;PC;A;1973;38.110.403.397
USA;WAGEGAP;EMPLOYEE;PC;A;1974;39.100.684.262
USA;WAGEGAP;EMPLOYEE;PC;A;1975;3.763.003.166
USA;WAGEGAP;EMPLOYEE;PC;A;1976;37.755.972.696
USA;WAGEGAP;EMPLOYEE;PC;A;1977;38.224.852.071
USA;WAGEGAP;EMPLOYEE;PC;A;1978;38.972.477.064
USA;WAGEGAP;EMPLOYEE;PC;A;1979;37.641.950.568
USA;WAGEGAP;EMPLOYEE;PC;A;1980;36.552.151.037
USA;WAGEGAP;EMPLOYEE;PC;A;1981;35.174.000.575
USA;WAGEGAP;EMPLOYEE;PC;A;1982;34.724.091.521
USA;WAGEGAP;EMPLOYEE;PC;A;1983;34.286.450.283
USA;WAGEGAP;EMPLOYEE;PC;A;1984;33.432.171.979
USA;WAGEGAP;EMPLOYEE;PC;A;1985;32.978.219.697
USA;WAGEGAP;EMPLOYEE;PC;A;1986;32.190.214.906
USA;WAGEGAP;EMPLOYEE;PC;A;1987;31.022.222.222
USA;WAGEGAP;EMPLOYEE;PC;A;1988;30.069.174.233
USA;WAGEGAP;EMPLOYEE;PC;A;1989;2.936.357.908
USA;WAGEGAP;EMPLOYEE;PC;A;1990;28.455.449.564
USA;WAGEGAP;EMPLOYEE;PC;A;1991;26.571.091.909
USA;WAGEGAP;EMPLOYEE;PC;A;1992;25.057.736.721
USA;WAGEGAP;EMPLOYEE;PC;A;1993;23.876.404.494
USA;WAGEGAP;EMPLOYEE;PC;A;1994;23.884.514.436
USA;WAGEGAP;EMPLOYEE;PC;A;1995;24.579.985.391
USA;WAGEGAP;EMPLOYEE;PC;A;1996;23.823.948.681
USA;WAGEGAP;EMPLOYEE;PC;A;1997;23.786.491.622
USA;WAGEGAP;EMPLOYEE;PC;A;1998;23.745.819.398
USA;WAGEGAP;EMPLOYEE;PC;A;1999;23.462.783.172
USA;WAGEGAP;EMPLOYEE;PC;A;2000;23.088.923.557
USA;WAGEGAP;EMPLOYEE;PC;A;2001;23.582.089.552
USA;WAGEGAP;EMPLOYEE;PC;A;2002;22.091.310.751
USA;WAGEGAP;EMPLOYEE;PC;A;2003;20.575.539.568
USA;WAGEGAP;EMPLOYEE;PC;A;2004;19.635.343.619
USA;WAGEGAP;EMPLOYEE;PC;A;2005;18.975.069.252
USA;WAGEGAP;EMPLOYEE;PC;A;2006;19.246.298.789
USA;WAGEGAP;EMPLOYEE;PC;A;2007;19.843.342.037
USA;WAGEGAP;EMPLOYEE;PC;A;2008;20.050.125.313
USA;WAGEGAP;EMPLOYEE;PC;A;2009;1.978.021.978
USA;WAGEGAP;EMPLOYEE;PC;A;2010;18.810.679.612
USA;WAGEGAP;EMPLOYEE;PC;A;2011;17.788.461.538
USA;WAGEGAP;EMPLOYEE;PC;A;2012;19.086.651.054
USA;WAGEGAP;EMPLOYEE;PC;A;2013;17.906.976.744
USA;WAGEGAP;EMPLOYEE;PC;A;2014;17.451.205.511
USA;WAGEGAP;EMPLOYEE;PC;A;2015;18.882.681.564
USA;WAGEGAP;EMPLOYEE;PC;A;2016;18.142.076.503
USA;WAGEGAP;EMPLOYEE;PC;A;2017;18.172.157.279
USA;WAGEGAP;EMPLOYEE;PC;A;2018;18.910.585.817
USA;WAGEGAP;EMPLOYEE;PC;A;2019;18.470.705.065
USA;WAGEGAP;EMPLOYEE;PC;A;2020;17.652.495.379
BGR;WAGEGAP;EMPLOYEE;PC;A;2002;12.012.692.656
BGR;WAGEGAP;EMPLOYEE;PC;A;2010;69.343.065.693
BGR;WAGEGAP;EMPLOYEE;PC;A;2014;40.625
BGR;WAGEGAP;EMPLOYEE;PC;A;2018;30.303.030.303
BGR;WAGEGAP;EMPLOYEE;PC;A;2019;33.577.967.679
BGR;WAGEGAP;EMPLOYEE;PC;A;2020;25.546.878.995
CHL;WAGEGAP;EMPLOYEE;PC;A;1998;14.285.714.286
CHL;WAGEGAP;EMPLOYEE;PC;A;2000;60.729
CHL;WAGEGAP;EMPLOYEE;PC;A;2003;16.831.838.918
CHL;WAGEGAP;EMPLOYEE;PC;A;2006;55.555.555.556
CHL;WAGEGAP;EMPLOYEE;PC;A;2009;90.909.090.909
CHL;WAGEGAP;EMPLOYEE;PC;A;2011;16
CHL;WAGEGAP;EMPLOYEE;PC;A;2013;10.666.666.667
CHL;WAGEGAP;EMPLOYEE;PC;A;2015;14.285.714.286
CHL;WAGEGAP;EMPLOYEE;PC;A;2017;12.5
CHL;WAGEGAP;EMPLOYEE;PC;A;2020;85.964.583.333
COL;WAGEGAP;EMPLOYEE;PC;A;2007;13.393.170.184
COL;WAGEGAP;EMPLOYEE;PC;A;2008;17.396.907.216
COL;WAGEGAP;EMPLOYEE;PC;A;2009;33.846.751.713
COL;WAGEGAP;EMPLOYEE;PC;A;2010;64.305.555.556
COL;WAGEGAP;EMPLOYEE;PC;A;2011;35.348.084.188
COL;WAGEGAP;EMPLOYEE;PC;A;2012;81.979.467.756
COL;WAGEGAP;EMPLOYEE;PC;A;2013;71.428.571.429
COL;WAGEGAP;EMPLOYEE;PC;A;2014;9.6
COL;WAGEGAP;EMPLOYEE;PC;A;2015;11.141.715.728
COL;WAGEGAP;EMPLOYEE;PC;A;2016;70.917.506.686
COL;WAGEGAP;EMPLOYEE;PC;A;2017;76.923.076.923
COL;WAGEGAP;EMPLOYEE;PC;A;2018;57.879.259.259
COL;WAGEGAP;EMPLOYEE;PC;A;2019;4
CRI;WAGEGAP;EMPLOYEE;PC;A;2011;46.306.818.182
CRI;WAGEGAP;EMPLOYEE;PC;A;2012;0.5524861878
CRI;WAGEGAP;EMPLOYEE;PC;A;2014;51.497.005.988
CRI;WAGEGAP;EMPLOYEE;PC;A;2015;37.037.037.037
CRI;WAGEGAP;EMPLOYEE;PC;A;2016;17.857.142.857
CRI;WAGEGAP;EMPLOYEE;PC;A;2017;2.967.032.967
CRI;WAGEGAP;EMPLOYEE;PC;A;2018;47.252.747.253
HRV;WAGEGAP;EMPLOYEE;PC;A;2010;38.323.353.293
HRV;WAGEGAP;EMPLOYEE;PC;A;2018;79.150.579.151
HRV;WAGEGAP;EMPLOYEE;PC;A;2019;75.748.522.944
HRV;WAGEGAP;EMPLOYEE;PC;A;2020;12.452.988.903
CYP;WAGEGAP;EMPLOYEE;PC;A;2002;31.399.946.315
CYP;WAGEGAP;EMPLOYEE;PC;A;2006;30.478.309.232
CYP;WAGEGAP;EMPLOYEE;PC;A;2010;24.600.990.644
CYP;WAGEGAP;EMPLOYEE;PC;A;2014;13.409.234.662
CYP;WAGEGAP;EMPLOYEE;PC;A;2018;15.871.047.737
EST;WAGEGAP;SELFEMPLOYED;PC;A;2003;1.858.316.803
EST;WAGEGAP;SELFEMPLOYED;PC;A;2004;14.182.986.259
EST;WAGEGAP;SELFEMPLOYED;PC;A;2005;90.828.227.997
EST;WAGEGAP;SELFEMPLOYED;PC;A;2006;24.041.435.719
EST;WAGEGAP;SELFEMPLOYED;PC;A;2007;-7.364.863.873
EST;WAGEGAP;SELFEMPLOYED;PC;A;2008;-2.314.301.491
EST;WAGEGAP;SELFEMPLOYED;PC;A;2009;-2.811.709.785
EST;WAGEGAP;SELFEMPLOYED;PC;A;2010;-3.037.996.864
EST;WAGEGAP;SELFEMPLOYED;PC;A;2011;-2.550.544.167
EST;WAGEGAP;SELFEMPLOYED;PC;A;2012;-2.427.906.418
EST;WAGEGAP;SELFEMPLOYED;PC;A;2013;-2.217.424.011
EST;WAGEGAP;SELFEMPLOYED;PC;A;2014;-2.508.417.702
EST;WAGEGAP;SELFEMPLOYED;PC;A;2015;-1.922.379.303
EST;WAGEGAP;SELFEMPLOYED;PC;A;2016;-5.487.162.113
EST;WAGEGAP;SELFEMPLOYED;PC;A;2017;19.094.766.378
EST;WAGEGAP;SELFEMPLOYED;PC;A;2018;2.161.053.896
EST;WAGEGAP;EMPLOYEE;PC;A;2010;23.494.800.731
EST;WAGEGAP;EMPLOYEE;PC;A;2014;22.888.015.717
EST;WAGEGAP;EMPLOYEE;PC;A;2018;17.318.435.754
ISR;WAGEGAP;EMPLOYEE;PC;A;2001;27.974.718.329
ISR;WAGEGAP;EMPLOYEE;PC;A;2002;24.207.612.457
ISR;WAGEGAP;EMPLOYEE;PC;A;2003;25.325.311.319
ISR;WAGEGAP;EMPLOYEE;PC;A;2004;25.013.528.139
ISR;WAGEGAP;EMPLOYEE;PC;A;2005;21.924.398.625
ISR;WAGEGAP;EMPLOYEE;PC;A;2006;21.955.215.729
ISR;WAGEGAP;EMPLOYEE;PC;A;2007;2.040.924.794
ISR;WAGEGAP;EMPLOYEE;PC;A;2008;22.058.823.529
ISR;WAGEGAP;EMPLOYEE;PC;A;2009;2.113.599.802
ISR;WAGEGAP;EMPLOYEE;PC;A;2010;20.391.577.392
ISR;WAGEGAP;EMPLOYEE;PC;A;2011;19.659.666.908
ISR;WAGEGAP;EMPLOYEE;PC;A;2012;20
ISR;WAGEGAP;EMPLOYEE;PC;A;2013;20.345.901.815
ISR;WAGEGAP;EMPLOYEE;PC;A;2014;20.108.141.196
ISR;WAGEGAP;EMPLOYEE;PC;A;2015;20.439.189.189
ISR;WAGEGAP;EMPLOYEE;PC;A;2016;21.593.332.041
ISR;WAGEGAP;EMPLOYEE;PC;A;2017;21.791.789.941
ISR;WAGEGAP;EMPLOYEE;PC;A;2018;22.659.192.432
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2006;17.959.762.573
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2007;23.377.542.496
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2008;24.936.914.444
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2009;22.820.894.241
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2010;19.034.227.371
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2011;22.383.876.801
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2012;20.561.733.246
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2013;20.856.889.725
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2014;18.928.394.318
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2015;20.810.813.904
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2016;27.070.335.388
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2017;29.756.341.934
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2018;32.437.950.134
LVA;WAGEGAP;SELFEMPLOYED;PC;A;2019;27.895.441.055
LVA;WAGEGAP;EMPLOYEE;PC;A;2002;18.919.555.573
LVA;WAGEGAP;EMPLOYEE;PC;A;2006;84.656.084.656
LVA;WAGEGAP;EMPLOYEE;PC;A;2010;19.055.649.241
LVA;WAGEGAP;EMPLOYEE;PC;A;2014;21.122.994.652
LVA;WAGEGAP;EMPLOYEE;PC;A;2018;20.289.855.072
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2004;29.587.535.858
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2005;27.732.688.904
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2006;21.428.005.219
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2007;16.513.086.319
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2008;70.754.318.237
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2009;30.379.977.226
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2010;-3.189.761.877
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2011;77.855.086.327
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2012;57.907.109.261
