Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2020-10-25,Skylines,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",106.539,409,5.6,en,"Science Fiction, Action",https://image.tmdb.org/t/p/original/2W4ZvACURDyhiNnSIaFPHfNbny3.jpg
2022-03-03,Fresh,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",106.506,86,7.0,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/tlu71AgaL3EQBBCNGsAwZLPbV5D.jpg
2016-06-24,Porn to Be Free,"Italy, 1970. An increasing legion of harmless warriors begins a peaceful struggle for sexual freedom through pornography, shaking and shocking religious authorities and conservative political institutions. They are ironic, happy, crazy. They are dreamers, defenders of definitive communion between body and soul. But they were censored and humiliated. They were mistreated and arrested for demanding loud a new cultural renaissance.",106.506,67,5.5,it,Documentary,https://image.tmdb.org/t/p/original/xhB2hGJBSvK69ZDOZJvNnoGh9vL.jpg
2020-08-31,Solitary,"A man wakes up inside a room to discover he's a prisoner sent into space to form Earth's first colony, and worse - his cell mate Alana is hell bent on destroying everything.",106.349,68,5.7,en,Science Fiction,https://image.tmdb.org/t/p/original/ApwmbrMlsuOay5rXQA4Kbz7qJAl.jpg
2021-05-12,Spiral: From the Book of Saw,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",106.335,1148,6.2,en,"Horror, Crime, Mystery",https://image.tmdb.org/t/p/original/lcyKve7nXRFgRyms9M1bndNkKOx.jpg
2017-09-20,Kingsman: The Golden Circle,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",106.088,8450,7.0,en,"Action, Adventure, Comedy, Crime, Thriller",https://image.tmdb.org/t/p/original/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg
2021-04-30,22 vs. Earth,"Set before the events of ‘Soul’, 22 refuses to go to Earth, enlisting a gang of 5 new souls in attempt of rebellion. However, 22’s subversive plot leads to a surprising revelation about the meaning of life.",105.63,265,7.1,en,"Family, Comedy, Fantasy, Animation",https://image.tmdb.org/t/p/original/32vLDKSzcCMh55zqqaSqqUA8naz.jpg
2015-04-01,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,105.485,8973,7.3,en,"Action, Thriller, Crime, Adventure",https://image.tmdb.org/t/p/original/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg
2017-04-19,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,105.418,17970,7.6,en,"Adventure, Action, Science Fiction",https://image.tmdb.org/t/p/original/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg
2010-06-16,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",105.376,12273,7.8,en,"Animation, Family, Comedy",https://image.tmdb.org/t/p/original/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg
2021-01-26,Caged,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",105.323,49,6.2,en,"Thriller, Horror",https://image.tmdb.org/t/p/original/8NUM43rtQSt0chumXGJPvnYb01I.jpg
2020-09-03,Honest Thief,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",104.93,1242,6.5,en,"Thriller, Action, Crime, Drama",https://image.tmdb.org/t/p/original/zeD4PabP6099gpE0STWJrJrCBCs.jpg
2011-03-08,Battle: Los Angeles,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",104.868,2825,5.7,en,"Science Fiction, Action",https://image.tmdb.org/t/p/original/jloyGeVYZSxM9zsLFvVOWuj2ey4.jpg
2008-07-19,Ponyo,"The son of a sailor, 5-year-old Sosuke, lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish.",104.501,3129,7.7,ja,"Animation, Fantasy, Family",https://image.tmdb.org/t/p/original/yp8vEZflGynlEylxEesbYasc06i.jpg
2001-07-20,Spirited Away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",104.215,12531,8.5,ja,"Animation, Family, Fantasy",https://image.tmdb.org/t/p/original/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg
2017-03-16,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,104.094,13992,7.0,en,"Family, Fantasy, Romance",https://image.tmdb.org/t/p/original/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg
2020-09-03,Night in Paradise,"An assassin named Tae-goo is offered a chance to switch sides with his rival Bukseong gang, headed by Chairman Doh. Tae-goo rejects the offer that results in the murder of his sister and niece. In revenge, Tae-goo brutally kills Chairman Doh and his men and flees to Jeju Island where he meets Jae-yeon, a terminally ill woman. Though, the henchman of the Bukseong gang, Executive Ma is mercilessly hunting Tae-goo to take revenge.",104.048,165,7.0,ko,"Crime, Drama, Thriller, Action",https://image.tmdb.org/t/p/original/dYCWUAidqgakGETwZkfGxU7CWhL.jpg
1991-07-20,Dragon Ball Z: Cooler's Revenge,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.",103.923,464,6.9,ja,"Action, Animation, Science Fiction",https://image.tmdb.org/t/p/original/ywZWtNVTO7rGSFvOAPWpdmZlO6k.jpg
2019-03-15,No Manches Frida 2,Ex-con Zequi and company come back for a new adventure.,103.794,672,8.1,es,Comedy,https://image.tmdb.org/t/p/original/rG7rDoTe1ZEa936eonDCkV76nkx.jpg
2021-02-03,Please Enlighten Me,"A  story between Lin Zhi Xiao, a graduating student from the Conservatory of Music, and her father's attending physician Gu Wei. Fourth-year student Lin Zhi Xiao hits rock bottom right before her graduation. Her father is hospitalized due to cancer leaving her no choice but to give up the chance to work at a reputable company. She also bears the pain from a relationship that has ended. All her beautiful imaginations towards love and her future are shattered in an instant. Just then, her father's doctor Gu Wei walks into Lin Zhi Xiao's life. When love begins, people often don't know that it's love. Two people who have been hurt before and no longer believe in love start to get to know each other. There are uncertainties and setbacks, misunderstandings and downturns, but in the process of falling in love, they become more assured that they have found the person to whom they can entrust the rest of their lives.",103.591,1,2.0,zh,Romance,https://image.tmdb.org/t/p/original/sGbDFapR6XNPk6k4RHi2Bj3oNO6.jpg
1937-12-21,Snow White and the Seven Dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",103.38,6091,7.1,en,"Fantasy, Animation, Family",https://image.tmdb.org/t/p/original/1P9eGGlT7eV7kAAvvSh9jfygr1C.jpg
2017-07-15,Pokémon the Movie: I Choose You!,"Ash Ketchum wakes up late one morning after having broken his alarm clock in his sleep. He eventually makes it to Professor Oak's lab, but is told that the three starter List of Pokémon (Bulbasaur, Squirtle, and Charmander) have already been taken by Trainers who were on time. However, Oak reveals that he has one more Pokémon, an Electric-type named Pikachu. Despite its volatile and feisty personality, as well as its refusal to get inside a Poké Ball, Ash happily takes Pikachu for his journey.",103.353,498,7.0,ja,"Family, Animation, Adventure, Fantasy",https://image.tmdb.org/t/p/original/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg
2019-03-06,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",103.287,12761,6.9,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg
2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",103.267,7541,6.5,en,"Adventure, Fantasy, Drama, Romance",https://image.tmdb.org/t/p/original/jHE7WUf3FDod8vw3O3twh0JVZun.jpg
2019-10-16,Maleficent: Mistress of Evil,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",103.266,4954,7.3,en,"Family, Fantasy, Adventure",https://image.tmdb.org/t/p/original/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg
2013-07-11,Grown Ups 2,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",103.037,3365,6.1,en,Comedy,https://image.tmdb.org/t/p/original/5vLeJchL3zosBj10CJP1h54xyBs.jpg
2010-09-15,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",102.878,3954,7.2,en,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg
2016-02-11,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",102.553,13728,7.7,en,"Animation, Adventure, Family, Comedy",https://image.tmdb.org/t/p/original/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg
2021-02-11,Extinct,"Op and Ed, two adorable donut-shaped animals - flummels - accidentally time-travel from 1835 to modern-day Shanghai.  There they discover traffic, trans fats, and worst of all, that flummels are now extinct. It's up to this bumbling pair to save themselves and their species...and, just maybe, change the course of history.",102.503,81,6.5,en,"Animation, Comedy, Family, Adventure",https://image.tmdb.org/t/p/original/tRnPT88iD5zgeUPjHqaZznrxk5m.jpg
2008-09-18,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",102.378,1837,6.3,en,Comedy,https://image.tmdb.org/t/p/original/40qxr2p2s297Q1mWFJOsRatQPK0.jpg
2021-06-18,Fatherhood,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",102.309,975,7.6,en,"Drama, Family, Comedy",https://image.tmdb.org/t/p/original/pR2fzm82fl0giommpo310LBOMbV.jpg
2021-04-23,Trigger Point,Nicolas Shaw is a retired U.S. special operative who becomes part of an elite 'invisible' team that quietly takes out the worst villains around the world.,102.307,101,6.4,en,"Action, Thriller",https://image.tmdb.org/t/p/original/qlXenN6jjgbsIyEJxBjkfkEU0q8.jpg
2013-12-11,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",102.266,10829,7.6,en,"Fantasy, Adventure, Action",https://image.tmdb.org/t/p/original/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg
2012-06-27,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",102.027,6319,6.3,en,"Animation, Comedy, Adventure, Family",https://image.tmdb.org/t/p/original/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg
2019-07-29,Aquaslash,"To celebrate their graduation, the teenagers from Valley Hills High School have organized an ’80s-themed party at the old Wet Valley water park. Things turn gruesome when it's revealed that a mysterious maniac has inserted giant razor blades into one of the water slides. The water park thus becomes the backdrop for a bloodbath (literally), and everyone is a suspect...",101.985,97,4.1,en,"Horror, Comedy",https://image.tmdb.org/t/p/original/wB8qqLIaYDkYEnjbS5hAJiTuYU6.jpg
2013-06-12,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",101.757,12934,6.6,en,"Action, Adventure, Fantasy, Science Fiction",https://image.tmdb.org/t/p/original/8GFtkImmK0K1VaUChR0n9O61CFU.jpg
2021-01-15,Outside the Wire,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",101.732,1416,6.4,en,"Thriller, Action, Science Fiction",https://image.tmdb.org/t/p/original/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg
2006-10-06,The Texas Chainsaw Massacre: The Beginning,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",101.64,1352,6.1,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/2S0XKVZGZUnsF4DjLOyZ0C63bWO.jpg
2022-01-06,Munich: The Edge of War,"At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.",101.562,247,6.9,en,"Drama, History",https://image.tmdb.org/t/p/original/1SOiUTDnwW9gU4GzSIsOCQUlHJF.jpg
2007-05-17,Shrek the Third,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",101.508,7247,6.3,en,"Fantasy, Adventure, Animation, Comedy, Family",https://image.tmdb.org/t/p/original/n4SexGGQzI26E269tfpa80MZaGV.jpg
2009-05-20,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",101.452,5294,6.0,en,"Action, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg
2017-09-01,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",101.407,10026,8.2,en,"Romance, Drama",https://image.tmdb.org/t/p/original/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg
2020-12-25,We Can Be Heroes,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",101.406,582,6.3,en,"Action, Fantasy, Family, Comedy",https://image.tmdb.org/t/p/original/1S21HpcKY6uQ9UAw68aICmrJaq6.jpg
2015-03-24,Southpaw,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",101.201,4644,7.4,en,"Action, Drama",https://image.tmdb.org/t/p/original/r6QlMEQGNvM0YpbN04qhx5xdMiQ.jpg
2014-11-22,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",101.144,3392,6.5,en,"Family, Animation, Adventure, Comedy",https://image.tmdb.org/t/p/original/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg
2019-07-25,Red Shoes and the Seven Dwarfs,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",101.056,839,7.8,en,"Animation, Romance, Family",https://image.tmdb.org/t/p/original/MBiKqTsouYqAACLYNDadsjhhC0.jpg
2015-05-27,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",101.043,7077,6.2,en,"Action, Drama, Thriller",https://image.tmdb.org/t/p/original/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg
2012-03-07,John Carter,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",101.027,4641,6.2,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/7GSSyUUgUEXm1rhmiPGSRuKoqnK.jpg
2002-05-24,Spirit: Stallion of the Cimarron,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",100.856,3753,7.7,en,"Western, Animation, Adventure, Comedy, Family, Drama",https://image.tmdb.org/t/p/original/cUgYrz4twiJ3QgVGpRfey984NIB.jpg
2009-06-18,American Pie Presents: The Book of Love,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.",100.82,1441,5.3,en,Comedy,https://image.tmdb.org/t/p/original/hwP0GEP0zy8ar965Xaht19SmMd3.jpg
1990-06-07,Dragon Ball Z: The Tree of Might,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,100.713,408,6.5,ja,"Action, Animation, Science Fiction",https://image.tmdb.org/t/p/original/fDX4Dp8IKvjBAaEb5MOJrGkxWX0.jpg
2021-08-11,The Kissing Booth 3,"It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",100.603,1351,7.2,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/c7xcqnMDVQ5v1hJBm3AZ5YikNe6.jpg
2021-03-18,The Courier,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,100.553,635,7.1,en,"Thriller, History, Drama",https://image.tmdb.org/t/p/original/zFIjKtZrzhmc7HecdFXXjsLR2Ig.jpg
2020-08-22,Given,"The film centers on the love relationship among the band's bassist Haruki Nakayama, drummer Akihiko Kaji, and Akihiko's roommate and ex-boyfriend Ugetsu Murata.",100.209,301,8.5,ja,"Animation, Drama, Music, Romance",https://image.tmdb.org/t/p/original/xKCtoYHUyX8zAg68eemnYa2orep.jpg
2011-11-16,The Twilight Saga: Breaking Dawn - Part 1,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,100.159,7428,6.2,en,"Adventure, Fantasy, Romance",https://image.tmdb.org/t/p/original/dSSzv6JrlwS48pBeTNSswLJXOYF.jpg
2022-02-10,Into the Wind,"She graduated from a prestigious high school in Warsaw and entered medicine in London. He works as a kitesurfing instructor at the seaside, thanks to which he combines earning money and passion. They will meet in Hel. The unusual charm of the boy makes the girl exceed her limits and enter a completely unknown world of kitesurfing, music and fun. The feeling that arises between them does not please her family or his friends. Is Ania and Michal's relationship strong enough to overcome adversities and become more than just a holiday love?",100.12,27,4.9,pl,"Comedy, Drama, Romance",https://image.tmdb.org/t/p/original/y2lylZT9Czehopiln1D9hc1Bb84.jpg
2014-05-28,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",100.039,11488,7.1,en,"Fantasy, Adventure, Action, Family, Romance",https://image.tmdb.org/t/p/original/ik8PugpL41s137RAWEGTAWu0dPo.jpg
2011-02-10,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",100.039,4605,6.6,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/ez1EDULOCUUCySHOZU6tz97qbtM.jpg
2004-06-23,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",99.857,2851,6.9,en,"Comedy, Crime",https://image.tmdb.org/t/p/original/vZoe1YoM8QDn1OwB7OrKHqrz3NT.jpg
2016-01-14,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,99.722,2734,7.2,en,"War, Action, History, Thriller, Drama",https://image.tmdb.org/t/p/original/4qnEeVPM8Yn5dIVC4k4yyjrUXeR.jpg
2014-07-17,Sex Tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",99.537,3582,5.4,en,Comedy,https://image.tmdb.org/t/p/original/An0sAEBH7BuXlnGPIISnqLBvjNh.jpg
2015-09-09,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",99.33,8738,6.7,en,"Science Fiction, Action, Thriller, Adventure",https://image.tmdb.org/t/p/original/mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg
2005-09-12,Corpse Bride,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",99.31,7006,7.5,en,"Romance, Fantasy, Animation",https://image.tmdb.org/t/p/original/isb2Qow76GpqYmsSyfdMfsYAjts.jpg
2020-03-27,Psycho-Pass 3: First Inspector,"Inspector Kei Mikhail Ignatov finds himself involved with an organization named Bifrost with the possibility of freeing his wife if he betrays Unit One. Koichi Azusawa coordinates an assault on the Public Safety Bureau tower using his hacker Obata, locking down the building and kidnapping Inspector Arata Shindo. Azusawa demands that governor Karina Komiya resign from her position.",99.273,56,7.6,ja,"Science Fiction, Action, Crime, Animation",https://image.tmdb.org/t/p/original/m2RzGRMbdMUcp8S3PYtlPpHa83g.jpg
2021-01-29,Palmer,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",98.994,738,8.1,en,Drama,https://image.tmdb.org/t/p/original/xSDdRAjxKAGi8fUBLOqSrBhJmF0.jpg
2021-01-29,Below Zero,"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",98.934,716,6.4,es,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/oYEORVxp2ZfknTQYhEsNkv2HYss.jpg
2016-06-01,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",98.846,9879,7.9,en,"Drama, Romance",https://image.tmdb.org/t/p/original/oo2Q3T8juOYFh2G1YJ3oSMAfUyq.jpg
2021-08-04,Beckett,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,98.796,469,6.4,en,"Crime, Mystery, Thriller",https://image.tmdb.org/t/p/original/fBJducGBcmrcIOQdhm4BUBNDiMu.jpg
2021-07-26,"Batman: The Long Halloween, Part Two","As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",98.742,272,7.7,en,"Animation, Mystery, Action, Crime",https://image.tmdb.org/t/p/original/5X1n5q08mZ7NpNpxehMFODxfNYq.jpg
2011-12-11,Ghost Rider: Spirit of Vengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",98.675,3060,5.0,en,"Action, Fantasy, Thriller",https://image.tmdb.org/t/p/original/fDtIZXLNreDHk3mOskJYABrQNOQ.jpg
2019-03-29,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,98.597,7383,7.1,en,"Action, Comedy, Fantasy",https://image.tmdb.org/t/p/original/xnopI5Xtky18MPhK40cZAGAOVeV.jpg
2012-06-22,I Want You,"The sexy Gin is the new love of Hache, but this can not forget his former girlfriend, so the love triangle is inevitable.",98.567,1489,7.3,es,"Drama, Romance",https://image.tmdb.org/t/p/original/z13I3sWzOoKBDAEpJ7iK9bSznQn.jpg
2010-03-31,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",98.522,5230,5.9,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg
2009-10-20,Wrong Turn 3: Left for Dead,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",98.514,822,5.6,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg
2016-05-18,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",98.469,11110,6.5,en,"Action, Adventure, Science Fiction, Fantasy",https://image.tmdb.org/t/p/original/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg
2020-08-22,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",98.393,6826,7.2,en,"Action, Thriller, Science Fiction",https://image.tmdb.org/t/p/original/oh8XmxWlySHgGLlx8QOBmq9k72j.jpg
2009-10-23,Cirque du Freak: The Vampire's Assistant,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady",98.292,869,5.7,en,"Adventure, Fantasy, Action, Thriller",https://image.tmdb.org/t/p/original/3Z2f50SKyHMWLLFH8OsV6hFoKLF.jpg
