,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
58,"Data Analyst - Environmental, Social, and Governance",$46K-$87K (Glassdoor est.),"Job Requisition Number:82982

At Bloomberg, our products are fueled by powerful information. We combine data and context to paint the whole picture for our clients, around the clock from around the world. In Global Data, we are responsible for delivering this data, news and analytics through innovative technology - quickly and accurately.

Climate change, regulatory pressures, the importance of human capital and diversity are just a few critical factors global investors consider to best identify risks and opportunities. Environmental, Social, and Governance (ESG) data is crucial for our clients providing deeper intelligence than conventional financial analysis.

As a team, we are responsible for enhancing and reporting Environmental, Social and Governance related content for the Bloomberg Terminal, plus reported on and normalized metrics, key analytical ratios, industry-specific metrics and proprietary scores. We display ESG and Fundamental data together, backed by news for context. More than 320,000 business leaders rely on the real time financial information available on the Bloomberg Professional Service, and your passion and expertise for sustainable investing will have tremendous impact on our growing product offering.

The Role:


You will leverage your demonstrated technical expertise, knowledge of the financial markets, and understanding of clients needs to enhance our data products and generating premium content. You will work across data teams and departments to optimize workflows to increase automation and improve internal operations ensuring quality and timely data. As a technical leader in the organization, you will be trusted to deploy code to production, ensure best practices are adhered to, and mentor others.

Well trust you to:
Combine subject-matter-expertise and technical skills to research new data sets to expand coverage and generate premium content
Design statistical methods to perform quality control of our products
Analyze internal processes to identify opportunities for improvement, as well as devise and implement new innovative workflow solutions to improve the time to market/quality/create efficiency in your dataset
Build database schema and maintain workflow configurations for critical functions such as acquisition, worklist management, and quality control
Contribute to the creation of best practices and guidelines for governance
Utilize data visualization skills to report on results of on-going operations and projects, as required
Collaborate extensively with internal stakeholders (primarily Core Product, Technical Operations, Engineering, and Sales)
Engage with internal and external users to resolve inquiries in a timely manner
Provide mentorship to data analysts on team
Youll need to have:
A bachelor's degree, preferably with combined studies in Information Systems and Finance or related business and, STEM fields
Established presence in virtual development communities such as GitHub, Stack Overflow, and HackerRank
Proven ability to use technology to innovative data products and processes
Applied proficiency with one or more programming/scripting languages (e.g. Python, R, JavaScript, Java) as well as SQL
Experience using statistical and machine learning methods to solve real-world problems
Experience using data visualization tools such as Tableau or QlikSense
Excellent written and verbal communication skills, especially when explaining technical processes and solutions to business stakeholders and management
Strong attention to detail and high degree of demonstrated decision-making and problem solving skills
Ability to work independently as well as in a team environment
Ability to influence others and lead change
Applied proficiency with software engineering best practices
Experience training and mentoring others
Legal authorization to work full-time in the United States and will not require visa sponsorship now or in the future
Wed love to see:


An advanced degree in Business, Computer Science or Engineering
Experience working in an Agile development team
Project management skills and/or experience, CAPM, PMP and/or CSM preferred
Does this sound like you?
Apply if you think we're a good match. We will be in touch to let you know what the next steps are.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.8,"Bloomberg
3.8","New York, NY","New York, NY",10000+ employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Google, Goldman Sachs, Thomson Reuters",-1
59,Data Analyst,$46K-$87K (Glassdoor est.),"Data Analyst (New York)

AddThis Sharing Buttons
Share to TwitterTwitterShare to FacebookFacebookShare to LinkedInLinkedInShare to EmailEmail

Location: New York


The Data Analyst will become an expert and champion of RCA’s industry leading proprietary data, interacting with various teams across the company to serve different business needs.

We expect the Data Analyst to aid various teams in drawing insight from our data as well as other sources. This includes creating templates, dashboards, visualizations, algorithms and business tools for use across the organization. If you enjoy collaborating cross-functionally and are excited to work with large amounts of data to create actionable insights, then this is a great opportunity to grow your skills and contribute!

Responsibilities
Support internal teams and key stakeholders to formalize and present a variety of CRE custom analysis.
Work alongside teams within the business or the management team to establish business needs.
Provide innovative and practical solutions to a wide range of complex research and analytical problems by leveraging RCA’s proprietary databases and data sources.
Work with clients and other industry participants on an ad-hoc basis.
Communicate technical concepts and analyses to different audiences.
Define new data collection and analysis processes.
Position Requirements


A bachelor’s degree from a four-year college or university, preferably in Statistics, Economics, Mathematics or a related discipline. Experience managing and analyzing large datasets in Microsoft Excel, SQL, Python, R, SAS, and Tableau or other BI and/or data visualization tools is greatly preferred. Prior experience in data linkage and the demonstrated ability to understand and articulate the mechanics of data linkage.

Personal Attributes


The Data Analyst must have strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. The ideal applicant is well-organized, exceptionally detail-orientated, resourceful, comfortable working independently in an entrepreneurial environment, and has an analytical mindset with a curiosity for commercial real estate.",3.9,"Real Capital Analytics
3.9","New York, NY","New York, NY",51 to 200 employees,2000,Company - Private,Real Estate,Real Estate,$25 to $50 million (USD),-1,-1
60,"Data Analyst, Revenue Analytics",$51K-$88K (Glassdoor est.),"About Ro
Founded in 2017, Ro is a patient-driven telehealth company that puts you in control of your health. We’re patients, just like you, building technology to make healthcare accessible, affordable, and maybe even enjoyable. Ro powers three digital health clinics -- Roman for men’s health, Rory for women’s health, and Zero for fighting smoking addiction -- as well as Ro Pharmacy, a simple and affordable online pharmacy where every medication is $5 per month. The company’s nationwide networking of physicians and pharmacies provides a personalized, end-to-end healthcare experience from online treatment to the delivery of medication and ongoing care. Ro was named #2 in Wellness on Fast Company’s 2019 list of the World’s Most Innovative Companies, and listed by Inc. Magazine as a Best Place to Work in 2020.

We are looking for a Data Analyst, Revenue Analytics, to own all accounting and financial data across Ro. The core responsibilities will be leveraging data to improve Ro’s Accounting and FP&A capabilities, design production data models for financial tracking, assist in data-intensive FP&A projects, and augment our in-house financial analytics engines. This individual is well-versed in accounting principles and excited to leverage their technical skills (esp. SQL) to enable the highest quality in financial reporting systems. They’ll own and lead projects from start to finish and are very capable of distilling details into clear forms of communication for audiences with varying levels of technical and financial backgrounds.

If you think this position sounds like it could be a fit for you, please consider Ro Data’s pitch to prospective candidates.
What you'll Do:
Own the accuracy and accessibility of financial data at Ro. This data comes from many different sources and is used by many different groups, from FP&A to Accounting to Operations.
Own the execution of FP&A analyses that are data intensive and require careful attention to detail
Design production data models for accurate/complete financial tracking. Ro is a very dynamic place and new features (and even new platforms) are being launched all of the time!
Leverage data to improve Ro’s Accounting and FP&A capabilities across all products and initiatives
Offer your technical expertise in preparation and analysis of Finance’s Revenue reporting and communication to upper management.
Lead the expansion, maintenance, and reconciliation of our in-house financial consolidation engine.
Manifest a data-driven culture within the Finance team by ensuring that all reporting and decisions accurately utilize the most powerful data available
Partner with product/engineering to design testing for new financial data models
Liaise between Data and Finance teams to independently own projects/goals while multi-tasking in a fast paced environment
Build out data availability for your team through new tooling, reporting, and BI capabilities

What you'll bring to the team:
Strong experience working with financial data
Strong SQL abilities
Solid knowledge of core accounting, especially revenue accounting
Experience using BI tools (ours is Looker) to effectively convey information
Empathy with others who use your work
Strong problem solving skills, analytical aptitude, and numerical dexterity
Demonstrated track record of project ownership

Bonus Points:
Netsuite exposure
Experience building out BI tools (like Looker)
Basic coding
Unix dexterity
Experience designing data models
Benefits & Perks:
Full medical, dental, and vision insurance + OneMedical membership
Healthcare and Dependent Care FSA
Commuter benefits
401(k)
Unlimited PTO
Fitness reimbursement
Paid maternity/parental leave
We welcome qualified candidates of all races, creeds, genders, and sexuality to apply.

See our California Privacy Policy here.",4.8,"Ro
4.8","New York, NY","New York, NY",51 to 200 employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
61,Data Analyst - Data Acquisition / Data Lineage,$51K-$88K (Glassdoor est.),"OverviewAt Perficient you'll deliver mission-critical technology and business solutions to Fortune 500 companies and some of the most recognized brands on the planet. And you'll do it with cutting-edge technologies, thanks to our close partnerships with the world's biggest vendors. Our network of offices across North America, as well as locations in India and China, will give you the opportunity to spread your wings, too.We're proud to be publicly recognized as a ""Top Workplace"" year after year. This is due, in no small part, to our entrepreneurial attitude and collaborative spirit that sets us apart and keeps our colleagues impassioned, driven, and fulfilled.Perficient currently has a career opportunity for a Data Analyst - Data Aquisition / Lineage Consultatnt in our NYC office.Responsibilities* Collects requirements* Obtains the data fields for lineage* Obtains read access for the team ( including location of source code , what coding language etc)* Data Catalging/Data ProfilingQualifications* 7-10 Years of relevant work experience required.* Data cataloging/data profiling experience.* SQL Server, DB2, Oracle* Must have knowledge of lineage and financial industry, technical metadata layer* Possess expertise in writing and tuning, view, stored procedures, and functions.* Strong problem-solving, interpersonal, written and oral communications skills with demonstrated ability to simultaneously adjust to changing priorities, successfully completing multiple tasks.* Able to prepares deliverables such as source-to-target mappings; transformation rules documentation.Perficient full-time employees receive complete and competitive benefits. We offer a collaborative work environment, competitive compensation, generous work/life opportunities and an outstanding benefits package that includes paid time off plus holidays. In addition, all colleagues are eligible for a number of rewards and recognition programs including billable bonus opportunities. Encouraging a healthy work/life balance and providing our colleagues great benefits are just part of what makes Perficient a great place to work.More About PerficientPerficient is the leading digital transformation consulting firm serving Global 2000 and enterprise customers throughout North America. With unparalleled information technology, management consulting and creative capabilities, Perficient and its Perficient Digital agency deliver vision, execution and value with outstanding digital experience, business optimization and industry solutions.Our work enables clients to improve productivity and competitiveness; grow and strengthen relationships with customers, suppliers and partners; and reduce costs. Perficient's professionals serve clients from a network of offices across North America and offshore locations in India and China. Traded on the Nasdaq Global Select Market, Perficient is a member of the Russell 2000 index and the S&P SmallCap 600 index.Perficient is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national, origin, disability status, protected veteran status, or any other characteristic protected by law.Disclaimer: The above statements are not intended to be a complete statement of job content, rather to act as a guide to the essential functions performed by the employee assigned to this classification. Management retains the discretion to add or change the duties of the position at any time.",3.6,"Perficient
3.6","New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1
62,Data Analyst - Data Scanning utilizing Rochade,$51K-$88K (Glassdoor est.),"OverviewAt Perficient you'll deliver mission-critical technology and business solutions to Fortune 500 companies and some of the most recognized brands on the planet. And you'll do it with cutting-edge technologies, thanks to our close partnerships with the world's biggest vendors. Our network of offices across North America, as well as locations in India and China, will give you the opportunity to spread your wings, too.We're proud to be publicly recognized as a ""Top Workplace"" year after year. This is due, in no small part, to our entrepreneurial attitude and collaborative spirit that sets us apart and keeps our colleagues impassioned, driven, and fulfilled.Perficient currently has a career opportunity for a Data Analyst - Data Scanning utilizing Rochade in our NYC office.Job Overview:The role of the Business Consultant is for individuals passionate about identifying and delivering the right Business solution for each client. Our Business Consultants have a keen Business orientation with an understanding of how technology can be effectively applied to meet a variety of Business needs.Our Business Consultants fill a number of different roles on our project teams working with a variety of technologies for a wide range of clients. The specific responsibilities vary for each client and each project. Key to the success of our Business Consultants is the willingness and desire to quickly learn the client's industry and the unique requirements of each engagement and to fill whatever role may be required to best support our client's needs.A Business Consultant thrives in challenging environments and accomplishes difficult assignments without significant supervision and instruction. Our Consultants can handle the stress of being accountable for delivery and: complete goals on time, practice strong attention to detail, persevere through tough obstacles, and do not get easily discouraged.The Senior Business Consultant will be involved in the strategic planning of an engagement or helping the client make decisions about their future IT direction. Once a project has begun, the Senior Business Consultant will facilitate key requirements with stakeholders and customers using standard and User Experience techniques. The Senior Business Consultant may be responsible for functional designs, detailed designs and system mapping, wireframes, requirement specifications, and prototypes.The Senior Business Consultant works with the Lead Business Consultant and Senior Project Managers to assist with daily operations exercising time management, communication and collaboration in a fast-paced environment to ensure the successful delivery of projects. The Senior Business Consultant will interface with Perficient technical and business delivery personnel, as well as vendors and customers on a regular basis. May mentor junior Consultants.ResponsibilitiesData Scanning team* They connect to the client server and pull the data via Becubic or Rochade and fetch the metadata and then send to stitching for lineage.* Rochade auto creates the lineage* If Becubic, then have to create lineage manually in stitching* Data cataloging/data profiling* SQL Server, DB2, Oracle* Must have knowledge of lineage and financial industry, technical metadata layerSkills needed for DB Analyst specific:Data ScanningData Profiling""QualificationsData Scanning Team - Responsible for determining systems requirements for new or modified database application programs, creates the system specifications and Is responsible for the development, testing and implementation of efficient, cost effective application solutions. Will receive general direction from the Manager, work closely with business analysts to identify and specify complex business requirements and processes. May co-ordinate the activities of the section with the client area and other IT sections (e.g., data base, operations, technical support). Work in conjunction with the data architect/modeler on the data warehouse reporting solution. Possess expertise in writing and tuning, view, stored procedures, and functions. Strong problem-solving, interpersonal, written and oral communications skills with demonstrated ability to simultaneously adjust to changing priorities, successfully completing multiple tasks. Prepares deliverables such as source-to-target mappings; transformation rules documentation. 7-10 Years of relevant work experience required.Perficient full-time employees receive complete and competitive benefits. We offer a collaborative work environment, competitive compensation, generous work/life opportunities and an outstanding benefits package that includes paid time off plus holidays. In addition, all colleagues are eligible for a number of rewards and recognition programs including billable bonus opportunities. Encouraging a healthy work/life balance and providing our colleagues great benefits are just part of what makes Perficient a great place to work.More About PerficientPerficient is the leading digital transformation consulting firm serving Global 2000 and enterprise customers throughout North America. With unparalleled information technology, management consulting and creative capabilities, Perficient and its Perficient Digital agency deliver vision, execution and value with outstanding digital experience, business optimization and industry solutions.Our work enables clients to improve productivity and competitiveness; grow and strengthen relationships with customers, suppliers and partners; and reduce costs. Perficient's professionals serve clients from a network of offices across North America and offshore locations in India and China. Traded on the Nasdaq Global Select Market, Perficient is a member of the Russell 2000 index and the S&P SmallCap 600 index.Perficient is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national, origin, disability status, protected veteran status, or any other characteristic protected by law.Disclaimer: The above statements are not intended to be a complete statement of job content, rather to act as a guide to the essential functions performed by the employee assigned to this classification. Management retains the discretion to add or change the duties of the position at any time.",3.6,"Perficient
3.6","New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1
63,Data Analyst - Stitching,$51K-$88K (Glassdoor est.),"OverviewAt Perficient you'll deliver mission-critical technology and business solutions to Fortune 500 companies and some of the most recognized brands on the planet. And you'll do it with cutting-edge technologies, thanks to our close partnerships with the world's biggest vendors. Our network of offices across North America, as well as locations in India and China, will give you the opportunity to spread your wings, too.We're proud to be publicly recognized as a ""Top Workplace"" year after year. This is due, in no small part, to our entrepreneurial attitude and collaborative spirit that sets us apart and keeps our colleagues impassioned, driven, and fulfilled.Perficient currently has a career opportunity for a Senior Business Consultant in our NYC office.Job Overview:The role of the Business Consultant is for individuals passionate about identifying and delivering the right Business solution for each client. Our Business Consultants have a keen Business orientation with an understanding of how technology can be effectively applied to meet a variety of Business needs.Our Business Consultants fill a number of different roles on our project teams working with a variety of technologies for a wide range of clients. The specific responsibilities vary for each client and each project. Key to the success of our Business Consultants is the willingness and desire to quickly learn the client's industry and the unique requirements of each engagement and to fill whatever role may be required to best support our client's needs.A Business Consultant thrives in challenging environments and accomplishes difficult assignments without significant supervision and instruction. Our Consultants can handle the stress of being accountable for delivery and: complete goals on time, practice strong attention to detail, persevere through tough obstacles, and do not get easily discouraged.The Senior Business Consultant will be involved in the strategic planning of an engagement or helping the client make decisions about their future IT direction. Once a project has begun, the Senior Business Consultant will facilitate key requirements with stakeholders and customers using standard and User Experience techniques. The Senior Business Consultant may be responsible for functional designs, detailed designs and system mapping, wireframes, requirement specifications, and prototypes.The Senior Business Consultant works with the Lead Business Consultant and Senior Project Managers to assist with daily operations exercising time management, communication and collaboration in a fast-paced environment to ensure the successful delivery of projects. The Senior Business Consultant will interface with Perficient technical and business delivery personnel, as well as vendors and customers on a regular basis. May mentor junior Consultants.ResponsibilitiesPerson will be a part of Data Stitching Team :Responsible for the design, development, coding, testing, debugging and documentation of applications to satisfy the requirements of one or more user areas. May include hands-on new development as well as support, maintenance or enhancement of existing applications. Works closely with client management to identify and specify complex business requirements and processes. Researches and evaluates alternative solutions and makes recommendations.Top three skills: Data Catalog, Informatica IDC, Informatica EDC Build stitching linage inside data catalog tool• Must have knowledge of lineage and financial industry, technical metadata layer• ASG DI or shade tool, IBM ISG/Watson, Informatica IMM or ECD (data lineage tools)Skills Needed for Application Analyst:ASG Rochade, BecubicData LineageData Stitching""QualificationsPerson will be a part of Data Stitching Team : Responsible for the design, development, coding, testing, debugging and documentation of applications to satisfy the requirements of one or more user areas. May include hands-on new development as well as support, maintenance or enhancement of existing applications. Works closely with client management to identify and specify complex business requirements and processes. Researches and evaluates alternative solutions and makes recommendations. Top three skills: Data Catalog, Informatica IDC, Informatica EDC Build stitching linage inside data catalog tool • Must have knowledge of lineage and financial industry, technical metadata layer • ASG DI or shade tool, IBM ISG/Watson, Informatica IMM or ECD (data lineage tools) Skills Needed for Application Analyst: ASG Rochade, Becubic Data Lineage Data Stitching""Perficient full-time employees receive complete and competitive benefits. We offer a collaborative work environment, competitive compensation, generous work/life opportunities and an outstanding benefits package that includes paid time off plus holidays. In addition, all colleagues are eligible for a number of rewards and recognition programs including billable bonus opportunities. Encouraging a healthy work/life balance and providing our colleagues great benefits are just part of what makes Perficient a great place to work.More About PerficientPerficient is the leading digital transformation consulting firm serving Global 2000 and enterprise customers throughout North America. With unparalleled information technology, management consulting and creative capabilities, Perficient and its Perficient Digital agency deliver vision, execution and value with outstanding digital experience, business optimization and industry solutions.Our work enables clients to improve productivity and competitiveness; grow and strengthen relationships with customers, suppliers and partners; and reduce costs. Perficient's professionals serve clients from a network of offices across North America and offshore locations in India and China. Traded on the Nasdaq Global Select Market, Perficient is a member of the Russell 2000 index and the S&P SmallCap 600 index.Perficient is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national, origin, disability status, protected veteran status, or any other characteristic protected by law.Disclaimer: The above statements are not intended to be a complete statement of job content, rather to act as a guide to the essential functions performed by the employee assigned to this classification. Management retains the discretion to add or change the duties of the position at any time.",3.6,"Perficient
3.6","New York, NY","Saint Louis, MO",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1
64,Junior Data Analyst,$51K-$88K (Glassdoor est.),"RESPONSIBILITIES:

Kforce has a client in search of a Junior Data Analyst in New York, NY.

This role is currently 100% remote and may switch back to office environment when COVID-19 ramps down.

Summary:
The Consultant will develop data artifacts (data dictionary) for the Data management and Quality program. The Analyst will be primarily responsible for the continuous improvement of our data driven strategic planning with the goals of increased visibility, flexibility and efficiency. The Data Analyst will work closely with Business Process Owners, Systems Architect, Functional Team, Application Developers and Support team to build and support the strategic approaches and methods to a variety of analyses.

Key Tasks:
Essential duties include preparing forecasts and analyzes data trends, identify data anomalies and conduct deep dive data analysis
Participate in high level business analysis and assist with benchmarking KPIs
Carefully analyze the data and draw conclusions, communicating the results in a clear, concise and actionable manner
Collate, cleanse and organize data from several sources
Working in cross functional project teams that include ETL development, Data Quality Assurance, and Data visualization
Communicate directly with team members/support team to diagnose and resolve issues
Work with other team members to continually improve our delivery and processes
Actively participate on project team meetings to achieve team goals
Compliance with business policies and industry standard best practices with regard to data security
Use analytic tools such as Tableau and SAS for through data analysis and visualization
Create and maintain documentation of data governance procedures, policies, and adaptation
Off hours and on call production support may be required
Adherence to internal and external production SLAs
Limited travel may be required
REQUIREMENTS:
A High School diploma and full-time enrollment pursuing a Bachelor's degree from an accredited college or university in Computer Science, Mathematics, Engineering, Business Administration, or related disciplines
Knowledge working with large volume data and helping businesses make better data driven decisions
Strong knowledge troubleshooting and problem-solving skills
Experience with various data platforms
Proficiency in PL/SQL coding
Proficiency in statistical analysis tool such as Python or R
Willingness to participate in team on-call rotation, and perform off hours work as needed
Strong technical and project management/process leadership skills
Excellent troubleshooting and problem-solving skills
Knowledge of healthcare industry systems and applications is a plus
Ability to work within a diverse, technically oriented, team setting is a must
Demonstrated ability to take ownership of incidents, coordinate effective response, and drive improvements through root cause analysis and lessons learned
The ability to quickly absorb new changes in computer technologies is necessary
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",4.1,"Kforce
4.1","New York, NY","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
65,"Data Analyst, Retail Media",$51K-$88K (Glassdoor est.),"Who we are
Criteo (NASDAQ: CRTO) is the global technology company powering the worlds marketers with trusted and impactful advertising. 2,800 Criteo team members partner with over 20,000 customers and thousands of publishers around the globe to deliver effective advertising across all channels, by applying advanced machine learning to unparalleled data sets. Criteo empowers companies of all sizes with the technology they need to better know and serve their customers.

As a member of the Brand Analytics team, a part of the rapidly expanding Criteo Retail Media Platform, you will utilize our MASSIVE set of shopper data to provide actionable insights and recommendations for some of the largest consumer brands in the US. With a network that includes many of the largest US retailers (Walmart, Best Buy, Target, Macy's...) we leverage our unique position to provide our brand advertisers with visibility into shopper behavior, market trends, and product performance that can't be found anywhere else. The scope of this role involves technically rigorous work, including the use of leading-edge data analysis technologies and daily interaction with other cross-functional business units and external clients.
Criteos high-growth business model brings both opportunities and challenges. This position requires working with large sets of data to solve complex business problems by thinking strategically and proposing innovative solutions. The ideal candidate functions with minimal oversight and has the ability to learn new concepts quickly.
What you'll do
Be a part of the Brand Analytics team under Criteo Retail Media
Build tools and reports using Python, query languages (Hive/Presto/Vertica/SQL), Tableau, and other technologies to satisfy the needs of internal and external clients
Focus on creating scalable solutions that give autonomy to the end-user and minimize ad hoc work
Serve a central role with a global scope that bridges the gap between Sales & Operations and Research & Development
Identify high-value business, insight, and reporting needs then prioritize, scope, and build solutions
Who you are
Bachelors degree or higher in a quantitative field (Data Science, Engineering/Computer Science, Economics, Mathematics, Statistics, Finance, etc.)
1+ year work experience with a SQL-like query language, Python, and/or R
Clear communicator who can explain and understand complex problems while dealing with both non-technical and highly-technical teams
Ability to structure and solve difficult problems with minimal supervision
Intellectual curiosity coupled with exceptional attention to detail
Why you'll love us
At Criteo, life is full of contagious energy, hard work, passion and the occasional scooter race.
Everything at Criteo is driven by the hunger to succeed and fueled by a little bit of madness.
Criteo has many perks: full covered health care & life insurance, gym allowance, and a well-stocked kitchen!
Every office is filled with equal measures of hard work and playfulness. From yoga to rooftop parties, early morning kale smoothies to late night karaoke sessions we do it all, together!

At Criteo, we dare to be different. We believe that diversity fuels innovation and creates an energy that can be seen and felt all over Criteo. We champion different perspectives and are committed to creating a workplace where all Criteos are heard and feel a sense of belonging.

Criteo collects your personal data for the purposes of managing Criteo's recruitment related activities. Consequently, Criteo may use your personal data in relation to the evaluation and selection of applicants. Your information will be accessible to the different Criteo entities across the world. By clicking the ""Apply"" button you expressly give your consent.",3.9,"Criteo
3.9","New York, NY","Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",-1
66,Data Analyst,$51K-$88K (Glassdoor est.),"Data Analyst Contract New York City Job 440 Provides strategic and tactical support to the organization by analyzing and interpreting the data to provide creative solutions. Provides strategic and tactical support to the organization by analyzing and interpreting the Task Deliverables Review desktop software used in environment in preparation for Windows 10 migrations by working closely with team that pulls data from Microsoft SCCM and runs the needed SQL queries Scrub software inventory to remove non-software such as patches, etc. Research unknowns using Internet Browsers, internal tools and better judgment to validate if true software or if it can be excluded Research to determine what software are Microsoft Office plugins Compare each software product to internal database to determine Windows 10 certification status Latest available software package number If software package requires unique license key for activation post installation Use pre-determined software categories to classify each line item of software Review scrubbed data to ensure updates are being reflected for each Business Units set of software ndash Repair or create Microsoft Excel formulas as needed Once software is properly scrubbed, reviewed and classified we should be able to identify which software has already been internally Windows 10 certified, not yet certifiedpackaged, unknown software, for each Business Unit Provide daily updates to team on analysis Skills Required Expert with Microsoft Excel Familiar with SQL Queries Familiar with desktop software Software Asset Management (SAM) experience is a plus Excellent attention to detail Well organized",3.0,"Royal Communications
3.0","New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
67,Portfolio Data Analyst,$51K-$88K (Glassdoor est.),"Summary:

The International Equity Group manages ~$8bn in equity portfolios using a fundamental stock picking approach. The team builds investment portfolios comprised of companies which are profitable, growing, and trade at attractive valuations.

The team is looking for a Portfolio Data Analyst to work closely with the portfolio manager to integrate both internal and external data into the investment process. The ideal candidate will be comfortable with investment metrics as well as data sets, in order to help develop a market and portfolio view.

Responsibilities:

Serve as the coordinator and consolidator of all data sets created and consumed by the team, including market data (Bloomberg, etc.) as well as analytical tools (Excel, Tableau, etc.). Though the Portfolio Data Analyst will be primarily working with one Portfolio Manager, s/he will have the opportunity to work with various members of the team on a range of issues, including:
Implementing a Research Management System (RMS) including the creation and implementation of Standard Operating Procedures (SOPs).
Aggregate market data and holdings information as inputs into optimal portfolio construction and risk management.
Work with analysts to deepen the use of data by the team’s Analysts and Portfolio Managers.
Help with producing and publishing market research to share with clients via presentation and White Papers.
Strengthen and improve existing processes around ESG information and broker use.
Requirements:
2+ years of experience in IT, business and/or financial analysis.
Familiarity with basic financial principles and metrics including financial statements and ratios, as well as economic and market data.
Applicants must be systems- & process-oriented. Experience in project management a plus as well as having above-average knowledge of Microsoft Excel, Bloomberg & Tableau.
The ideal candidate will be detail oriented, a quick learner, and keen to work at the heart of the portfolio management process. S/he will demonstrate initiative, be a problem solver, and have the confidence to ask difficult questions.
Neuberger Berman is an equal opportunity/affirmative action employer. The Firm and its affiliates do not discriminate in employment because of race, creed, national origin, religion, age, color, sex, marital status, sexual orientation, gender identity, disability, citizenship status or protected veteran status, or any other characteristic protected by local, state, or federal laws, rules, or regulations. If you would like to contact us regarding the accessibility of our website or need assistance completing the application process, please contact onlineaccommodations@nb.com.

Learn about the Applicant Privacy Notice.",3.7,"Neuberger Berman
3.7","New York, NY","New York, NY",1001 to 5000 employees,1939,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),"Fidelity Investments, BlackRock, Putnam Investments",-1
68,Data Science Analyst,$51K-$88K (Glassdoor est.),"Job Details

Level

Experienced

Job Location

New York - New York, NY

Position Type

Full Time

Education Level

4 Year Degree

Salary Range

Undisclosed

Travel Percentage

None

Job Shift

Undisclosed

Job Category

Information Technology

Description

Greater New York Mutual Insurance Company (""GNY"") is an A+ rated, financially stable and growing property casualty insurance company with locations throughout the Northeast. We are currently looking for a dynamic and highly motivated Data Science Analyst for our New York office.

The purpose of this job is to assist in developing and maintaining advanced analytics tools by utilizing machine learning and predictive analytics techniques. It results in pricing enhancement, early fraud detection, loss control efficiency, customer experience improvement, better broker selection, and better claims reserving.

Responsibilities
Score GL and Property renewal policies using underwriting score models - monthly
Analyze loss control data and narrow down inspection questionnaires from hundreds to top 20-30s - daily
Add sold rate and rate adequacy to New Business Score Engine - daily
Develop a machine learning-based model for setting individual claims reserving - daily
Support requests from other departments (e.g., actuarial, underwriting) - weekly
Qualifications
Have obtained a Bachelor's or Master degree from an accredited institution preferably in Data Science, Statistics, Applied Mathematics or Computer Science
2 - 4 years of experience in machine learning, predictive analytics, and data mining
3+ years experience with programming (e.g., R, Python, SQL)",-1.0,Greater New York Mutual Insurance Companies (GNY),"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1
