age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
61,1950, suicide by gunshot,December,2011, politician Georgia State Senator (1991â€“2011),Robert Brown,American,2
42,1969, apparent heart attack,December,2011, football player (San Diego Chargers Kansas City Chiefs),Lewis Bush,American,1
92,1919,,December,2011, 19th Governor-General of Australia (1977â€“1982),Sir Zelman Cowen,Australian,16
72,1939,,December,2011, journalist and news anchor (TF1),Ladislas de Hoyos,French,2
54,1957, heart failure and brain hemorrhage,December,2011, American actor (We Were Soldiers),Don Duong,Vietnamese-born,8
82,1929, lung disease,December,2011, politician member of the Kentucky House of Representatives (1967â€“1971) and State Senator (1971â€“1994),Gene Huff,American,3
81,1930,,December,2011, composer,Minoru Miki,Japanese,3
84,1927,,December,2011, Bishop of Parma for Ruthenian (1984â€“1995) and Passaic for Ruthenian (1995â€“2007),Andrew Pataki,American,3
85,1926,,December,2011, NCAA and CFL football coach (Harvard Crimson Hamilton Tiger-Cats),Joe Restic,American,3
93,1918,,December,2011, martial artist (Capoeira),JoÃ£o Pereira dos Santos,Brazilian,1
89,1922,,December,2011, footballer (Portsmouth England),Len Phillips,English,5
76,1935, heart failure,December,2011, politician Speaker of the Missouri House of Representatives (1973â€“1977),Richard J. Rabbitt,American,5
64,1947,,December,2011, member of the North Carolina Senate (1980â€“1984) and North Carolina House of Representatives (1994â€“2009),Cary D. Allred,American,9
70,1941,,December,2011, member of the Wisconsin State Assembly (1973â€“1979),John Gower,American,2
91,1920,,December,2011, mathematician (Kochenâ€“Specker theorem),Ernst Specker,Swiss,1
43,1968, assaulted,December,2011, journalist (BBC Scotland Radio New Zealand),Phillip Cottrell,Scottish,12
69,1942,,December,2011, Olympic footballer (1964),Mimi Darwish,Egyptian,2
62,1949, thyroid cancer,December,2011, child actress (The Five Pennies My Three Sons The Twilight Zone),Susan Gordon,American,7
86,1925, cardiopulmonary failure and pneumonia,December,2011, Marine Corps officer Administrator of the Federal Aviation Administration (1981â€“1984),J. Lynn Helms,American,3
91,1920,,December,2011, baseball player (AAGPBL),Mabel Holle,American,9
67,1944, mesothelioma,December,2011, actor (Don's Party Gallipoli Underbelly: A Tale of Two Cities),Harold Hopkins,Australian,4
62,1949, breast cancer,December,2011, Romanian writer and politician member of the Supreme Soviet (1989â€“1991) and Romanian Parliament (1992â€“2008),Leonida Lari,Moldovan-born,4
42,1969,,December,2011, gold medalist (2000),Sunday Bada,Nigerian,14
78,1933,,December,2011, football player (San Francisco 49ers),Clyde Conner,American,
93,1918,,December,2011, Olympic ice hockey player (1948),Heini Lohrer,Swiss,2
88,1923,,December,2011, actor (Horror Express),Alberto de Mendoza,Argentine,4
37,1974, suicide,December,2011, singer (Eurovision Song Contest 1998),MÄƒlina Olinescu,Romanian,1
91,1920,,December,2011, Chief Minister (1969â€“1972),Sir Robert Peliza,Gibraltarian,3
78,1933, natural causes,December,2011, film and television producer (Easy Rider Five Easy Pieces The Monkees),Bert Schneider,American,13
93,1918,,December,2011, Olympic fencer (1948),Merih Sezen,Turkish,2
83,1928, liver disease,December,2011, architect (McCormick Place),Gene Summers,American,1
87,1924, pulmonary failure,December,2011, actor (Malcolm X The Muppets Take Manhattan),Graham Brown,American,18
93,1918,,December,2011, Director of the Office of Management and Budget (1972â€“1975),Roy Ash,American,4
71,1940,,December,2011, Member of the European Parliament for South West England (2002â€“2008),Graham Booth,British,2
86,1925,,December,2011, gold medalist (1956),Luigi Carpaneda,Italian,2
53,1958,,December,2011, footballer and manager,Pedro Febles,Venezuelan,5
75,1936,,December,2011, gold medalist (1960),Karl-Heinrich von Groddeck,German,4
80,1931,,December,2011, Archbishop of Louisville (1981â€“2007),Thomas C. Kelly,American,5
79,1932,,December,2011, member of the New Jersey General Assembly (1993â€“2002),Carol Murphy,American,6
88,1923,,December,2011, Bishop of Marquette (1978â€“1992),Mark Francis Schmitt,American,5
90,1921,,December,2011, British film director (Hammer horror),Don Sharp,Australian-born,30
98,1913,,December,2011, comic book writer (Captain America Fighting American Prez),Joe Simon,American,64
74,1937, cancer,December,2011," country music singer (""Blanket on the Ground"")",Billie Jo Spears,American,4
98,1913, complications of a stroke,December,2011, bookstore proprietor (Shakespeare and Company),George Whitman,American,9
78,1933,,December,2011, Surgeon General of the United States Navy (1987â€“1991),James A. Zimble,American,4
57,1954,,December,2011, comic book artist (Batman Superman Martian Manhunter),Eduardo Barreto,Uruguayan,13
80,1931,,December,2011, baseball player (New York Yankees),Andy Carey,American,3
62,1949, esophageal cancer,December,2011, writer (God Is Not Great) and commentator (Vanity Fair),Christopher Hitchens,British,149
65,1946,,December,2011, professor of modern Jewish history (Yale University),Paula Hyman,American,4
61,1950,,December,2011, Olympic rower (1972 1976 1984),Ricardo Ibarra,Argentine,3
88,1923,,December,2011, Chief of Air Staff (1965â€“1969) and Governor of West Pakistan (1969â€“1970),Nur Khan,Pakistani,31
87,1924,,December,2011, President of the New Jersey Senate (1967â€“1973),Frank X. McDermott,American,8
93,1918,,December,2011, Representative from Pennsylvania (1955â€“1957; 1959â€“1961),James M. Quigley,American,2
35,1976, adrenocortical carcinoma,December,2011, Zealand race car driver (V8 Supercars),Jason Richards,New,5
78,1933, respiratory complications,December,2011, Olympic wrestler (1952â€“1968),Mario Tovar GonzÃ¡lez,Mexican,1
81,1930,,December,2011, dialect coach and actor (Working Girl Pete's Dragon Star Trek VI: The Undiscovered Country),Robert Easton,American,3
90,1921, cardiac arrest,December,2011, actor (Kojak As the World Turns),Dan Frazer,American,1
89,1922,,December,2011, TD for Dublin Central (1981â€“1982; 1982â€“1987),Alice Glenn,Irish,8
88,1923, heart failure,December,2011, politician and academic Mayor of Santa Cruz California (1974â€“1975),Bert Muhly,American,9
91,1920, heart attack,December,2011, police chief New York City Police Commissioner (1970â€“1973),Patrick V. Murphy,American,17
75,1936, esophageal cancer,December,2011, actor (Inadmissible Evidence Spawn Excalibur),Nicol Williamson,Scottish,14
72,1939,,December,2011, Bishop of Port Elizabeth (1986â€“2011),Michael Gower Coleman,South,1
69,1942, heart attack,December,2011, Korean Supreme Leader (since 1994),Kim Jong-il,North,132
80,1931,,December,2011, football player (Detroit Lions Los Angeles Rams),Harley Sewell,American,4
86,1925, pneumonia,December,2011, actress (The High and the Mighty) and model,Doe Avedon,American,9
85,1926,,December,2011, Member of Parliament for ChÃ¢teauguayâ€”Huntingdonâ€”Laprairie (1953â€“1958),Jean Boucher,Canadian,1
28,1983, bladder cancer,December,2011, wheelchair basketball player Paralympic gold medalist (2009),Jeremy Doyle,Australian,16
75,1936,,December,2011, President of Czechoslovakia (1989â€“1992) and the Czech Republic (1993â€“2003),VÃ¡clav Havel,Czech,102
97,1914,,December,2011, Member of Parliament for Norfolk (1957â€“1962),Evans Knowles,Canadian,2
89,1922, complications from a fall,December,2011, sitcom writer (The Rag Trade On the Buses),Ronald Wolfe,British,2
77,1934,,December,2011, Olympic silver medal-winning (1956) water polo player,Marijan Å_uÅ_ej,Croatian,2
73,1938, heart attack,December,2011, Olympic footballer (1960),Luciano Magistrelli,Italian,5
70,1941, pancreatic cancer,December,2011, radio host (WBAL),Ron Smith,American,11
71,1940,,December,2011, singer and songwriter (The Music Machine),Sean Bonniwell,American,6
56,1955,,December,2011, Deputy Minister of Agriculture (since 2010),Khalifa Kambi,Gambian,4
64,1947, stroke,December,2011, priest and academic President of Wheeling Jesuit University (2000â€“2003),George Lundy,American,1
61,1950, liver failure,December,2011, film director (The Family Game),Yoshimitsu Morita,Japanese,7
37,1974, heart attack,December,2011, film director (Gulama),Tushar Ranganath,Indian,3
89,1922,,December,2011, journalist,Leopold Unger,Polish,1
89,1922,,December,2011, Olympic footballer (1948),Kenchappa Varadaraj,Indian,3
89,1922,,December,2011, Bishop of Baroda (1987â€“1997),Francis Braganza,Indian,
102,1909,,December,2011, entrepreneur (Otto GmbH),Werner Otto,German,10
86,1925,,December,2011, bronze medalist (1952),Olavi Rokka,Finnish,3
69,1942,,December,2011, Olympic bronze medal-winning (1972) football goalkeeper,Yevhen Rudakov,Russian,4
89,1922,,December,2011, cricketer (Hertfordshire),Robert Simons,English,7
93,1918,,December,2011, Vicar Apostolic of PaksÃ© (1967â€“1975),Jean-Pierre Urkia,French-born,
90,1921,,December,2011, Olympic silver (1952) and bronze (1956) medal-winning wrestler,Per Berlin,Swedish,3
88,1923,,December,2011, singer and actor (1776 One Flew Over The Cuckoo's Nest),William Duell,American,4
86,1925, Alzheimer's disease,December,2011, college football coach (Arkansas State Tulane),Bennie Ellender,American,4
90,1921,,December,2011, Bishop of Colima (1972â€“1980),Rogelio SÃ¡nchez GonzÃ¡lez,Mexican,
78,1933, traffic collision,December,2011, academic President of the University of New Hampshire (1980â€“1983) and Brandeis University (1983â€“1991),Evelyn Handler,American,1
64,1947, leukemia,December,2011, ice hockey player (Minnesota Fighting Saints),Bill Klatt,American,1
76,1935,,December,2011, world champion (1958),Norayr Musheghian,Armenian,4
85,1926,,December,2011, President of the Victorian RSL (1979â€“2002),Bruce Ruxton,Australian,16
69,1942,,December,2011, Auxiliary Bishop of Rome (since 1994),Armando Brambilla,Italian,1
65,1946, heart attack,December,2011, Roman Catholic prelate Bishop of Parral (since 1992),JosÃ© AndrÃ©s Corral Arredondo,Mexican,1
69,1942,,December,2011, radio personality (Sirius XM),Lynn Samuels,American,12
98,1913,,December,2011, agronomist,Walter SÃ¶hne,German,1
86,1925,,December,2011, Bishop of Killala (1987â€“2002),Thomas Finnegan,Irish,6
80,1931,,December,2011, Lord Mayor of Cork (1976) and TD (1967â€“1982),SeÃ¡n French,Irish,4
70,1941,,December,2011, Olympic bronze medalist (1964),Habib Galhia,Tunisian,2
49,1962, heart attack,December,2011, writer actor and producer (Lexx),Lex Gigeroff,Canadian,2
46,1965,,December,2011, footballer (Stade Lavallois),Christophe Laigneau,French,3
66,1945,,December,2011, Governor-General (1994â€“1999),Sir Moses Pitakaka,Solomon,4
85,1926, dementia,December,2011, footballer (Tottenham Hotspur F.C.),George Robb,English,8
69,1942,,December,2011, musician (The Mothers of Invention),Jim Sherwood,American,8
69,1942,,December,2011, President (1986),Kennan Adeang,Nauruan,7
72,1939, heart failure,December,2011, football player (Boston/New England Patriots Philadelphia Eagles) AFL All-Star (1963â€“1968),Houston Antwine,American,1
63,1948, suicide by poisoning,December,2011, comedy writer (Saturday Night Live) and producer,Joe Bodolai,American,9
59,1952, heart attack,December,2011, surfer and surf forecaster (Surfline),Sean Collins,American,16
49,1962,,December,2011, Deputy Prime Minister (2006) and MP for Central Kwara'ae (1997â€“2010),Fred Fono,Solomon,10
89,1922,,December,2011, Governor-General (1992â€“1995),Sir Clifford Darling,Bahamian,6
77,1934,,December,2011, won Australian Open doubles and mixed doubles (1963),Julia Sampson Hayward,American,3
51,1960, cancer,December,2011, actor (RuÅ_a vjetrova),Ante ÄŒedo MartiniÄ‡,Croatian,1
90,1921,,December,2011, actress (The Arizona Raiders Sweater Girl),Betty Jane Rhodes,American,3
84,1927,,December,2011, Bishop of Castellaneta (1985â€“2003),Martino Scarafile,Italian,1
72,1939,,December,2011, Nebraska State Senator (since 2009),Dennis Utter,American,4
82,1929,,December,2011, ice hockey player and coach (Detroit Red Wings),Johnny Wilson,Canadian,3
84,1927,,December,2011, 1955),Don Mueller,American,3
77,1934,,December,2011, Olympic wrestler (1956) and coach,Myron Roderick,American,2
84,1927,,December,2011, Auxiliary Archbishop of Antioch (1968â€“2001),Paul Antaki,Egyptian,3
32,1979, traffic collision,December,2011, baseball player (Texas Rangers),Rosman GarcÃ_a,Venezuelan,5
100,1911,,December,2011, coffee house owner (CafÃ© Hawelka),Leopold Hawelka,Austrian,4
84,1927,,December,2011, MP for Lambtonâ€”Kent (1972â€“1980),John Robert Holmes,Canadian,1
26,1985, shot,December,2011, actor (StarStruck),Tyron Perez,Filipino,9
69,1942,,December,2011, Leader of the Minority Front (since 1994),Amichand Rajbansi,South,10
77,1934, respiratory complications,December,2011, police chief and politician Mayor of Fremont California (2004â€“2011),Bob Wasserman,American,8
90,1921,,December,2011, baseball player (Pittsburgh Pirates Chicago White Sox),Ted Beard,American,
64,1947, pneumonia and kidney failure,December,2011, Korean politician Minister of Health and Welfare (2004â€“2006),Kim Geun-tae,South,3
91,1920,,December,2011, cartoonist (St Trinian's School Molesworth),Ronald Searle,British,14
50,1961, heart attack,December,2011, television executive (Fox Sports Media Group CBC Sports),Doug Sellars,Canadian,3
80,1931,,December,2011, member of the Gang of Eight (1991),Vasily Starodubtsev,Russian,3
85,1926,,December,2011, Minister without portfolio (2001â€“2006),Mirko Tremaglia,Italian,3
57,1954,,December,2011, national captain (1980â€“1981),Murray Barnes,Australian,9
71,1940,,December,2011, professor of metaphysics and moral philosophy (Georgetown University),Alfonso GÃ_mez-Lobo,Chilean-born,1
80,1931,,December,2011, footballer (Crystal Palace F,Roy Greenwood,English,2
83,1928,,December,2011, New South Wales MLA for Bulli (1955â€“1971) and Heathcote (1971â€“1986),Rex Jackson,Australian,8
87,1924,,December,2011, Dean of Windsor (1976â€“1989),Michael Mann,British,8
92,1919," Dies at 92""",December,2011, Art Director,^ Martin,Times,
92,1919," Dies at 92""",December,2011, Art Director,^ Martin,Times,
88,1923," Dies at 88""",December,2011, Star-Maker,^ Hevesi,Hollywood,
88,1923," Dies at 88""",December,2011, Star-Maker,^ Hevesi,Hollywood,
63,1948," Dies at 63""",December,2011, Creative Advertising Exec,^ Barnes,Veteran,
82,1929," dies at 82 | Obituaries""",December,2011, legislator pastor and radio station owner,^ Estep,Kentucky,
76,1935,,December,2011," at 76""","^ Jim Doyle (2011-12-12). ""Richard J. Rabbitt",dead,
90,1921," Dies at 90""",December,2011, of U.A.W. and Labor Dept.,^ Greenhouse,Official,
90,1921," Dies at 90""",December,2011, of U.A.W. and Labor Dept.,^ Greenhouse,Official,
90,1921," Dies at 90""",December,2011, of U.A.W. and Labor Dept.,^ Greenhouse,Official,
99,1912," Dies at 99""",December,2011, Rocket Engineer,^ Hevesi,Russian,
81,1930," Dies at 81""",December,2011, Musician and Educator,^ Keepnews,Jazz,
81,1930," Dies at 81""",December,2011, Musician and Educator,^ Keepnews,Jazz,
93,1918,,December,2011," at 93""","^ Nick Malawskey (2011-12-19). ""James Quigley",dies,
86,1925," Dies at 86""",December,2011, Model and Actress,^ Fox,Fashion,
86,1925," Dies at 86""",December,2011, Model and Actress,^ Fox,Fashion,
88,1923," Dies at 88""",December,2011, Character Actor,^ Weber,Puckish,
87,1924," Is Dead at 87""",December,2011,,^ Bernstein,Architect,
81,1930," Dies at 81""",December,2011, Advocate,^ Weber,Environmental,
58,1953,,December,2011," at 58; Links to His Work""","^ Peter Kirn (2012-01-02). ""Richard Lainhart",Dies,
10,2001," Dies at 105""",December,2011, Artist and Designer,^ Hamilton,Ceramic,
86,1925," Dies at 86""",December,2011, of Hong Kong's Hang Seng Stock Index,^ Arnold,Creator,
46,1966, non-Hodgkin lymphoma,January,2012, footballer (Liverpool Everton Birmingham City),Gary Ablett,English,18
89,1923,,January,2012, The Princess Bride),Bob Anderson,British,9
86,1926,,January,2012, Archbishop of Udine (1972â€“2000),Alfredo Battisti,Italian,1
51,1961,,January,2012, singer and television presenter,Anders Frandsen,Danish,3
94,1918,,January,2012, first democratically elected President (1991â€“1999),Kiro Gligorov,Macedonian,10
87,1925,,January,2012, engineer and sculptor,Hermann Guggiari,Paraguayan,1
78,1934,,January,2012, Representative from Georgia (1977â€“1993),Ed Jenkins,American,1
72,1940, lung cancer,January,2012, doo-wop singer (The Belmonts Dion and the Belmonts),Fred Milano,American,6
113,1899, oldest person in Europe,January,2012, supercentenarian,Marcelle Narbonne,French,3
63,1949, shot,January,2012, politician Secretary of Intelligence (2002) Governor of RÃ_o Negro (since 2011),Carlos Soria,Argentine,15
76,1936,,January,2012, Acting President of the Moldovan Parliament (2009),Ivan CÄƒlin,Moldovan,1
81,1931,,January,2012, businessman (W,William P. Carey,American,4
46,1966, colorectal cancer,January,2012, footballer (FC BraÈ™ov),Ioan DrÄƒgan,Romanian,2
58,1954, cancer,January,2012, actress (MacGyver Starsky and Hutch Babylon 5),Silvana Gallardo,American,7
93,1919,,January,2012, civil rights activist (Hirabayashi v,Gordon Hirabayashi,American,31
67,1945,,January,2012, sports commentator (CNN TNT),Jim Huber,American,2
73,1939,,January,2012, Olympic gold medalist (1964),Anatoly Kolesov,Russian,4
73,1939,,January,2012, baseball player (Detroit Tigers Washington Senators),Howie Koplitz,American,1
63,1949, liver cirrhosis,January,2012, rock guitarist (Iron Butterfly Captain Beyond),Larry Reinhardt,American,8
94,1918,,January,2012, Chancellor of the University of Wisconsinâ€“Madison (1968â€“1977),H. Edwin Young,American,6
81,1931, Parkinson's disease,January,2012, journalist and novelist (Seven Days in May),Charles W. Bailey,American,3
81,1931, stomach cancer,January,2012, college basketball coach (UAB UCLA),Gene Bartow,American,9
94,1918, complications from a stroke,January,2012, civil rights activist (Sweatt v. Painter) and judge,Robert L. Carter,American,14
56,1956,,January,2012, football player (New England Patriots),Ray Costict,American,1
61,1951, cancer,January,2012, actor (Miss Bala Once Upon a Time in Mexico),Miguel Couturier,Mexican,1
24,1988,,January,2012, English rugby union player (Sale Sharks),Selorm Kuadey,Ukrainian-born,3
81,1931, pancreatic cancer,January,2012, American actor (Jeremiah Johnson Die Another Day),JoaquÃ_n MartÃ_nez,Mexican-born,2
94,1918, heart failure,January,2012, businessman chairman of Books Kinokuniya,Osamu Matsubara,Japanese,3
77,1935,,January,2012, Olympic gold medalist (1964),Stepan Oshchepkov,Russian,2
71,1941,,January,2012, artist,Mikhail Romadin,Russian,2
75,1937, hypertensive heart disease,January,2012, actress (Upstairs Downstairs),Jenny Tomasin,British,7
64,1948, gastrointestinal hemorrhage,January,2012, guitarist and songwriter (Fleetwood Mac),Bob Weston,British,7
89,1923,,January,2012, California (1964â€“1966),Ruben Ayala,American,4
37,1975, bladder cancer,January,2012, singer and reality contestant (The X Factor),Kerry McGregor,British,12
111,1901, memoirist and author,January,2012, silent film screenwriter (The Plastic Age) playwright,Frederica Sagor Maas,American,13
52,1960,,January,2012, world's tallest person (1991),Alexander Sizonenko,Russian,
56,1956,,January,2012, drummer (NRBQ),Tom Ardolino,American,5
93,1919,,January,2012, comic strip artist (Tarzan Buz Sawyer),John Celardo,American,4
83,1929,,January,2012, African-born British quiz show host and actor (Blockbusters),Bob Holness,South,15
82,1930, smothered,January,2012, British Orthodox hierarch Auxiliary Bishop of Archdiocese of Great Britain (1987â€“1994),Eleftherios Katsaitis,Greek-born,
85,1927,,January,2012, Mayor of Dudelange (1985â€“1993),Louis Rech,Italian-born,2
78,1934, diabetes,January,2012, politician first elected black mayor of Richmond California (1985â€“1993),George Livingston,American,3
81,1931, pneumonia,January,2012, actor (Tokyo Drifter),Hideaki Nitani,Japanese,3
71,1941,,January,2012, Olympic wrestler,Franz Berger,Austrian,1
84,1928, Alzheimer's disease,January,2012, television weatherman (WCAU-TV) NATAS Governor's Award winner (2007),Herb Clarke,American,3
80,1932,,January,2012, baseball player (Kansas City Athletics),Glenn Cox,American,2
61,1951,,January,2012, Olympic boxer (1976),Franz Dorfer,Austrian,2
90,1922,,January,2012, head of Holger Danske (1943â€“1945),Gunnar Dyrberg,Danish,4
85,1927,,January,2012, MP for Manchester Openshaw (1963â€“1983),Charles Morris,British,3
81,1931,,January,2012, Episcopal Bishop of Fort Worth (1986â€“1994),Clarence C. Pope,American,
80,1932,,January,2012, theoretical chemist,Bernhard Schrader,German,4
81,1931,,January,2012, baseball team owner (Milwaukee Braves) and oenophile,Tubby Bacon,American,2
82,1930, General Manager of the St,January,2012, ice hockey administrator,Ron Caron,Canadian,4
74,1938, leukaemia,January,2012, boxer,Brian Curvis,Welsh,
75,1937,,January,2012, New Jersey General Assembly Minority Leader (since 2004),Alex DeCroce,American,4
92,1920,,January,2012, Senator (1973â€“1981),Ruth FernÃ¡ndez,Puerto,17
102,1910,,January,2012, actress (Pineapple Express It's Always Sunny in Philadelphia),Mae Laborde,American,6
64,1948,,January,2012, President (1999â€“2000; since 2009),Malam Bacai SanhÃ¡,Guinea-Bissauan,18
55,1957,,January,2012, football player and coach,Pyotr Vasilevsky,Belarusian,
60,1952,,January,2012, Olympic ice hockey player (1976),Aldo ZenhÃ_usern,Swiss,1
83,1929,,January,2012, Bishop of MossorÃ_ (1984â€“2004),JosÃ© Freire de Oliveira Neto,Brazilian,1
85,1927,,January,2012, college basketball coach (Sacramento State University),Jack Heron,American,1
87,1925,,January,2012, MP for Ottawaâ€”Carleton (1976â€“1979),Jean Pigott,Canadian,3
54,1958,,January,2012, journalist (States of Fear),Mary Raftery,Irish,8
70,1942, esophageal cancer,January,2012, boxer Olympic gold medalist (1964),Takao Sakurai,Japanese,5
87,1925, kidney failure,January,2012, costume designer (Raging Bull Goodfellas),Richard Bruno,American,2
76,1936, lung cancer,January,2012, politician MP for Stockton North (1983â€“2010),Frank Cook,British,7
81,1931, Olympic silver (1964) and bronze (1968) medalist,January,2012, volleyball player,Bohumil GoliÃ¡n,Slovak,1
75,1937,,January,2012, crime writer (Dalziel and Pascoe),Reginald Hill,British,15
56,1956,,January,2012, journalist,Hannes RÃ¥stam,Swedish,2
76,1936, cancer,January,2012, football coach (Oklahoma State Cowboys),Jim Stanley,American,6
83,1929,,January,2012, potter,Jorge Wilmot,Mexican,11
87,1925,,January,2012, journalist,Anton Blom,Norwegian,1
96,1916,,January,2012, paper engineer and art collector,Guido Dessauer,German,14
78,1934,,January,2012, basketball player,Felipe FernÃ¡ndez,Argentine,2
83,1929,,January,2012, actor (The Blue Angels The Twilight Zone),Morgan Jones,American,2
86,1926, pneumonia,January,2012, Olympic footballer (FenerbahÃ§e) and coach,Lefter KÃ_Ã§Ã_kandonyadis,Turkish,4
41,1971, shot,January,2012, politician Congressman (since 2008),Oscar ValentÃ_n Leal Caal,Guatemalan,3
74,1938, traffic collision,January,2012, television journalist (CBS News),Richard Threlkeld,American,4
76,1936, Alzheimer's disease,January,2012, biographer and politician Chairman of the Utah Republican Party (1977â€“1979),William Robert Wright,American,7
76,1936,,January,2012, journalist,Andrzej Krzysztof WrÃ_blewski,Polish,2
85,1927,,January,2012, MEP for Glasgow (1979â€“1994),Janey Buchan,Scottish,3
68,1944, cancer,January,2012, politician Minister of Finance (1996â€“1997),Mircea Ciumara,Romanian,1
52,1960, ruptured aorta,January,2012, drummer (Skunk Anansie Diamond Head UFO),Robbie France,British,2
87,1925,,January,2012, Superior General of the Marist Brothers (1985â€“1993),Charles Howard,Australian,2
16,1996, idiopathic epilepsy seizures,January,2012, student world's youngest Microsoft Certified Professional (2004â€“2008),Arfa Karim,Pakistani,17
90,1922,,January,2012, actor,Lasse Kolstad,Norwegian,6
99,1913,,January,2012, Bishop of Treviso (1958â€“1988),Antonio Mistrorigo,Italian,
71,1941, founder of Momo,January,2012, racing driver winner of the 24 Hours of Daytona (1998),Giampiero Moretti,Italian,2
94,1918,,January,2012, actress,Mila ParÃ©ly,French,1
86,1926,,January,2012, Olympic gold medal-winning (1948) rower,Finn Pedersen,Danish,1
56,1956, cancer,January,2012, civil servant Permanent Secretary to HM Revenue and Customs (2008â€“2011),Dame Lesley Strathie,British,7
85,1927, merkel cell carcinoma,January,2012, politician U.S. Representative from Illinois (1959â€“1983); United States Secretary of Veterans Affairs (1989â€“1992),Ed Derwinski,American,2
95,1917,,January,2012, sport shooter and Olympic silver medal-winning (1952) pentathlete,Claes Egnell,Swedish,3
89,1923, heart failure,January,2012, politician President of the Xunta of Galicia (1990â€“2005) founder of the People's Party,Manuel Fraga Iribarne,Spanish,12
88,1924,,January,2012, Deputy Commander of RAF Strike Command (1978â€“1980),Sir Robert Freer,British,3
85,1927,,January,2012, writer,Carlo Fruttero,Italian,1
93,1919,,January,2012, Governor of West Virginia (1965â€“1969),Hulett C. Smith,American,4
71,1941, heart failure,January,2012," funk and R&B saxophonist (""Troglodyte (Cave Man)"")",Jimmy Castor,American,7
66,1946, apparent suicide by gunshot,January,2012, football player (Denver Broncos Miami Dolphins Tampa Bay Buccaneers),Mike Current,American,4
86,1926,,January,2012, Nevada (1985â€“1993),Lorna Kesterson,American,5
66,1946,,January,2012, footballer,Juan Carlos PÃ©rez LÃ_pez,Spanish,6
72,1940,,January,2012, Primate of the Russian Orthodox Autonomous Church (1996â€“2012),Valentine,Russian,
78,1934,,January,2012, member of the Louisiana House of Representatives (2000â€“2008),Ernie Alexander,American,1
80,1932,,January,2012, Bishop of Antigonish (1986â€“2002),Colin Campbell,Canadian,
95,1917, recipient of the Knight's Cross of the Iron Cross,January,2012, air force pilot (Luftwaffe),Julius Meimberg,German,3
83,1929,,January,2012, actor (Baantjer),Piet RÃ¶mer,Dutch,1
49,1963, stroke,January,2012, ice hockey player Olympic bronze medal-winner (1988),Peter Ã…slin,Swedish,3
71,1941,,January,2012," composer (""Gloria"" ""Self Control"" ""No Me Ames"")",Giancarlo Bigazzi,Italian,2
29,1983, cardiac arrest following skiing accident,January,2012, freestyle skier world champion (2005),Sarah Burke,Canadian,32
83,1929,,January,2012, Vice-President of Labour Office of the Apostolic See (1989â€“2007),Giovanni De Andrea,Italian,1
85,1927,,January,2012, casting director (Cocoon Scarface Lenny),Beverly McDermott,American,3
83,1929, Minister of State,January,2012, politician MP (1971â€“1989) Mayor of Ghent (1989â€“1994),Gilbert Temmerman,Belgian,1
73,1939, leukemia,January,2012," blues singer (""At Last"")",Etta James,American,58
79,1933,,January,2012, MP (1958â€“1964; 1974â€“2004) and Minister of the Interior (1992â€“1993),Ioannis Kefalogiannis,Greek,5
86,1926,,January,2012, actress (Lolita),Marion Mathie,British,6
70,1942, heart disease,January,2012, ski jumper Olympic gold medalist (1968),JiÅ™Ã_ RaÅ¡ka,Czech,2
77,1935, Alzheimer's disease,January,2012, Roman Catholic prelate Archbishop of Santa Fe (1977â€“1993),Robert Fortune Sanchez,American,5
67,1945,,January,2012, makeup artist (Philadelphia Courage Under Fire Akeelah and the Bee),Edna Sheen,American,1
85,1927,,January,2012, Member of Parliament (1979â€“1992),Michael Welsh,English,12
71,1941,,January,2012, Olympic wrestler,Daniel Alba,Mexican,2
86,1926,,January,2012, football player (Chicago Bears),J. R. Boone,American,1
81,1931,,January,2012, baseball player (Kansas City Athletics),Troy Herriage,American,5
72,1940, pancreatic cancer,January,2012, art director and designer (Bram Stoker's Dracula Immortals),Eiko Ishioka,Japanese,18
65,1947,,January,2012, singer,Irena Jarocka,Polish,6
66,1946,,January,2012, psychiatrist and politician,Slavko Ziherl,Slovenian,1
69,1943, heart attack,January,2012, diplomat and writer Ambassador to Namibia (2001â€“2004),Massimo Baistrocchi,Italian,2
77,1935, complications from kidney cancer,January,2012, sportscaster (WTMJ) voice of the Green Bay Packers,Jim Irwin,American,4
74,1938,,January,2012, sportscaster (Philadelphia Phillies Philadelphia 76ers),Andy Musser,American,9
85,1927, lung cancer,January,2012, college football coach (Penn State Nittany Lions),Joe Paterno,American,175
21,1991, road accident,January,2012, Austria's Next Topmodel contestant,Sabrina Rauch,Austrian,
64,1948,,January,2012, painter and political activist,Yauhen Shatokhin,Belarusian,2
71,1941, bowel cancer,January,2012, politician MP for Bournemouth East (1977â€“2005),David Atkinson,British,8
104,1908,,January,2012, federal judge for the District Court for Kansas (since 1962),Wesley E. Brown,American,5
52,1960, heart attack,January,2012, mobster-turned-informant (DeCavalcante crime family),Anthony Capo,American,9
73,1939, motor neurone disease,January,2012, union leader President of USDAW (1997â€“2006),Marge Carey,British,4
85,1927,,January,2012, judge,Arne Christiansen,Norwegian,2
85,1927,,January,2012, academic,Marcel De Boodt,Belgian,6
76,1936,,January,2012, journalist and author,Erik Haaest,Danish,4
