model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2,reference
 Focus,2016," £8,750",Manual,"46,507",n/a,£0,74.3,Diesel,1.5,/ad/25409285
 Focus,2018," £12,999",Manual,"9,500",n/a,£145,57.7,Petrol,1,/ad/25311848
 Focus,2016," £10,699",Semi-Auto,"12,948",14,£165,44.8,Petrol,1.6,/ad/25478166
 Focus,2019," £17,520",Manual,"1,981",n/a,£145,60.1,Petrol,1,/ad/25223892
 Focus,2019," £17,020",Manual,"12,580",n/a,£145,60.1,Petrol,1,/ad/25223893
 Focus,2018," £12,630",Manual,"20,790",n/a,£145,57.7,Petrol,1,/ad/25223899
 Focus,2018," £18,567",Manual,"18,400",26,n/a,67.3,Diesel,2,/ad/25223902
 Focus,2018," £13,291",Manual,"23,496",n/a,£145,57.7,Petrol,1,/ad/25223915
 Focus,2019," £16,950",Manual,"1,592",n/a,£145,60.1,Petrol,1,/ad/25223916
 Focus,2018," £17,700",Manual,"10,558",n/a,n/a,41.5,Petrol,2,/ad/25223949
 Focus,2019," £18,020",Automatic,"4,084",n/a,£145,53.3,Diesel,1.5,/ad/25163462
 Focus,2019," £16,410",Manual,"13,245",n/a,£145,74.3,Diesel,1.5,/ad/25163464
 Focus,2014," £12,500",Manual,"45,599",36,£235,39.2,Petrol,2,/ad/25435841
 Focus,2018," £18,000",Manual,"5,909",n/a,£145,41.5,Petrol,2,/ad/25322339
 Focus,2017," £18,490",Manual,"14,457",26,£145,67.3,Diesel,2,/ad/25400397
 Focus,2018," £10,995",Manual,"28,526",n/a,£145,74.3,Diesel,1.5,/ad/25433001
 Focus,2017," £11,999",Manual,"2,240",n/a,£20,60.1,Petrol,1,/ad/25433004
 Focus,2015," £7,990",Manual,"27,792",11,£20,61.4,Petrol,1,/ad/25460878
 Focus,2015," £7,600",Manual,"43,919",11,£20,61.4,Petrol,1,/ad/25468901
 Focus,2017," £10,390",Manual,"30,261",n/a,£0,74.3,Diesel,1.5,/ad/25453805
 Focus,2018," £15,295",Manual,"4,544",n/a,£145,74.3,Diesel,1.5,/ad/25323423
 Focus,2019," £15,295",Manual,"9,695",n/a,£145,58.9,Petrol,1,/ad/25323424
 Focus,2019," £15,295",Manual,"11,817",n/a,£145,58.9,Petrol,1,/ad/25323425
 Focus,2018," £20,995",Manual,965,n/a,£145,60.1,Petrol,1,/ad/25292970
 Focus,2018," £17,495",Semi-Auto,"36,413",n/a,£145,61.4,Diesel,2,/ad/25312105
 Focus,2017," £12,891",Automatic,"13,800",n/a,£145,46.3,Petrol,1.5,/ad/25218029
 Focus,2017," £9,920",Automatic,"49,031",n/a,£145,46.3,Petrol,1.5,/ad/25218031
 Focus,2015," £7,500",Manual,"73,831",n/a,£0,74.3,Diesel,1.5,/ad/25218069
 Focus,2017," £10,680",Manual,"13,219",11,£145,61.4,Petrol,1,/ad/25218087
 Focus,2019," £19,210",Manual,"9,024",n/a,£145,58.9,Petrol,1,/ad/25218091
 Focus,2018," £11,000",Manual,"10,822",n/a,£145,60.1,Petrol,1,/ad/25218100
 Focus,2019," £16,295",Manual,"7,412",n/a,£145,58.9,Petrol,1,/ad/25443080
 Focus,2017," £12,000",Manual,"13,318",n/a,£150,60.1,Petrol,1,/ad/25453826
 Focus,2016," £9,897",Manual,"35,199",n/a,£20,60.1,Petrol,1,/ad/25428958
 Focus,2019," £15,295",Manual,"12,556",n/a,£145,58.9,Petrol,1,/ad/25323426
 Focus,2018," £14,491",Manual,"22,052",n/a,£145,60.1,Petrol,1,/ad/25440396
 Focus,2019," £15,330",Manual,"8,109",n/a,£145,60.1,Petrol,1,/ad/25223878
 Focus,2019," £15,450",Manual,"10,794",n/a,£145,60.1,Petrol,1,/ad/25223879
 Focus,2019," £18,491",Manual,"6,121",n/a,£145,58.9,Petrol,1,/ad/25223880
 Focus,2019," £14,540",Manual,"5,908",n/a,£145,80.7,Diesel,1.5,/ad/25223881
 Focus,2019," £17,991",Automatic,"17,520",n/a,£145,50.4,Petrol,1,/ad/25223882
 Focus,2018," £11,500",Manual,"23,890",n/a,£145,74.3,Diesel,1.5,/ad/25240418
 Focus,2014," £7,999",Manual,"29,160",15,£30,56.5,Petrol,1,/ad/25240438
 Focus,2016," £10,350",Manual,"19,508",n/a,£0,74.3,Diesel,1.5,/ad/25240443
 Focus,2018," £18,499",Manual,"15,254",n/a,£145,41.5,Petrol,2,/ad/25348140
 Focus,2019," £17,520",Manual,"4,595",n/a,£145,60.1,Petrol,1,/ad/25223984
 Focus,2015," £7,998",Manual,"27,109",11,£20,61.4,Petrol,1,/ad/25380487
 Focus,2015," £8,490",Manual,"65,273",n/a,£0,74.3,Diesel,1.5,/ad/25448358
 Focus,2017," £11,490",Manual,"63,686",22,£20,70.6,Diesel,2,/ad/25448359
 Focus,2019," £16,000",Manual,"10,592",n/a,£150,49.6,Petrol,1,/ad/25453827
 Focus,2019," £18,795",Manual,"4,581",n/a,£150,49.6,Petrol,1,/ad/25478346
 Focus,2019," £16,295",Manual,"8,911",n/a,£150,60.1,Petrol,1,/ad/25478347
 Focus,2019," £19,000",Manual,"8,800",n/a,£150,74.3,Diesel,1.5,/ad/25478348
 Focus,2019," £18,500",Manual,"7,200",n/a,£150,46.3,Petrol,1.5,/ad/25478349
 Focus,2019," £17,295",Manual,"4,870",n/a,£150,58.9,Petrol,1,/ad/25478350
 Focus,2019," £17,500",Manual,"2,160",n/a,£150,58.9,Petrol,1,/ad/25478351
 Focus,2019," £16,500",Manual,"2,901",n/a,£150,58.9,Petrol,1,/ad/25478352
 Focus,2018," £13,597",Manual,"11,148",n/a,£145,57.7,Petrol,1,/ad/25403782
 Focus,2015," £8,497",Manual,"39,588",n/a,£0,74.3,Diesel,1.5,/ad/25403783
 Focus,2018," £13,150",Manual,"5,055",n/a,£145,57.7,Petrol,1,/ad/25291403
 Focus,2018," £17,850",Manual,"8,781",n/a,£145,41.5,Petrol,2,/ad/25291404
 Focus,2016," £11,625",Semi-Auto,"15,618",12,£125,51.4,Petrol,1,/ad/25291407
 Focus,2019," £21,925",Automatic,"5,998",n/a,£145,64.2,Diesel,2,/ad/25291408
 Focus,2018," £11,250",Manual,"19,338",11,£145,61.4,Petrol,1,/ad/25291412
 Focus,2019," £17,725",Manual,"10,857",n/a,£145,74.3,Diesel,1.5,/ad/25291413
 Focus,2019," £17,325",Manual,"6,325",n/a,£145,60.1,Petrol,1,/ad/25291299
 Focus,2015," £7,260",Manual,"60,661",14,£20,60.1,Petrol,1,/ad/25463121
 Focus,2017," £16,980",Semi-Auto,"25,782",n/a,£145,61.4,Diesel,2,/ad/25217401
 Focus,2017," £9,940",Manual,"25,887",n/a,£0,74.3,Diesel,1.5,/ad/25463117
 Focus,2015," £6,980",Manual,"61,689",n/a,£0,74.3,Diesel,1.5,/ad/25484843
 Focus,2017," £12,790",Semi-Auto,"8,881",12,£125,51.4,Petrol,1,/ad/25442775
 Focus,2018," £13,790",Manual,"9,311",n/a,£145,51.4,Petrol,1.5,/ad/25442792
 Focus,2019," £16,998",Manual,"11,370",n/a,£145,74.3,Diesel,1.5,/ad/25424208
 Focus,2017," £11,498",Manual,"40,850",n/a,£145,74.3,Diesel,1.5,/ad/25393146
 Focus,2019," £15,340",Manual,"9,876",n/a,£150,60.1,Petrol,1,/ad/25484897
 Focus,2014," £6,591",Manual,"80,427",22,£125,56.5,Diesel,2,/ad/25459494
 Focus,2019," £15,330",Manual,"9,968",n/a,£145,60.1,Petrol,1,/ad/25446899
 Focus,2018," £18,090",Manual,"19,055",n/a,£145,41.5,Petrol,2,/ad/25222847
 Focus,2016," £9,677",Manual,"30,088",n/a,£0,74.3,Diesel,1.5,/ad/25222869
 Focus,2016," £10,417",Automatic,"11,990",13,£125,51.4,Petrol,1,/ad/25222875
 Focus,2017," £12,795",Manual,"7,299",n/a,£145,74.3,Diesel,1.5,/ad/25323355
 Focus,2018," £11,795",Manual,"11,086",14,£145,60.1,Petrol,1,/ad/25323360
 Focus,2018," £14,999",Manual,"9,795",n/a,£145,58.9,Petrol,1,/ad/25408956
 Focus,2017," £11,499",Manual,"30,905",22,£145,70.6,Diesel,2,/ad/25240047
 Focus,2015," £8,990",Manual,"36,574",14,£20,60.1,Petrol,1,/ad/25351781
 Focus,2016," £9,990",Manual,"59,407",12,£20,58.9,Petrol,1,/ad/25437191
 Focus,2018," £18,990",Manual,"8,624",n/a,£145,41.5,Petrol,2,/ad/25312251
 Focus,2019," £15,790",Automatic,"5,114",n/a,£145,64.2,Diesel,2,/ad/25312252
 Focus,2016," £15,990",Manual,"16,107",24,£20,67.3,Diesel,2,/ad/25312267
 Focus,2019," £15,990",Manual,"6,314",n/a,£145,60.1,Petrol,1,/ad/25312321
 Focus,2019," £26,490",Manual,"2,903",n/a,£145,34.5,Petrol,2.3,/ad/25312372
 Focus,2018," £18,995",Manual,"20,294",n/a,£145,41.5,Petrol,2,/ad/25312059
 Focus,2018," £18,998",Manual,"19,139",26,£145,67.3,Diesel,2,/ad/25172733
 Focus,2016," £7,498",Manual,"62,228",n/a,£0,74.3,Diesel,1.5,/ad/25416794
 Focus,2018," £11,095",Manual,"21,123",n/a,£145,60.1,Petrol,1,/ad/25249326
 Focus,2016," £10,291",Semi-Auto,"21,156",n/a,£125,51.4,Petrol,1,/ad/25249330
 Focus,2020," £18,495",Manual,"5,500",n/a,£145,60.1,Petrol,1,/ad/25249341
 Focus,2014," £7,491",Manual,"31,103",14,£30,56.5,Petrol,1,/ad/25223436
 Focus,2014," £7,830",Manual,"28,598",14,£30,56.5,Petrol,1,/ad/25223441
 Focus,2019," £19,500",Automatic,"5,589",n/a,£145,64.2,Diesel,2,/ad/25323361
 Focus,2019," £19,000",Manual,"5,672",n/a,£145,70.6,Diesel,2,/ad/25323362
 Focus,2019," £19,500",Automatic,"3,374",n/a,£145,50.4,Diesel,1.5,/ad/25323364
 Focus,2019," £20,000",Manual,"6,156",n/a,£145,57.7,Diesel,1.5,/ad/25323365
 Focus,2019," £19,500",Automatic,"6,307",n/a,£145,64.2,Diesel,2,/ad/25323366
 Focus,2019," £15,295",Manual,"5,396",n/a,£145,60.1,Petrol,1,/ad/25323386
 Focus,2019," £16,000",Manual,"9,209",n/a,£145,49.6,Petrol,1,/ad/25323417
 Focus,2018," £11,999",Manual,"16,473",n/a,£145,60.1,Petrol,1,/ad/25240049
 Focus,2017," £10,499",Manual,"15,712",n/a,£145,74.3,Diesel,1.5,/ad/25240053
 Focus,2016," £8,999",Manual,"23,784",14,£20,60.1,Petrol,1,/ad/25240059
 Focus,2018," £13,999",Manual,"21,997",n/a,£145,80.7,Diesel,1.5,/ad/25240079
 Focus,2017," £10,499",Manual,"16,016",n/a,£0,74.3,Diesel,1.5,/ad/25240088
 Focus,2018," £12,999",Semi-Auto,"13,860",n/a,£145,51.4,Petrol,1,/ad/25240097
 Focus,2018," £11,992",Manual,"15,814",n/a,£145,57.7,Petrol,1,/ad/25246311
 Focus,2015," £9,498",Manual,"22,224",n/a,£0,74.3,Diesel,1.5,/ad/25172659
 Focus,2013," £5,498",Manual,"59,812",11,£145,47.9,Petrol,1.6,/ad/25172748
 Focus,2014," £6,998",Manual,"68,650",13,£20,67.3,Diesel,1.6,/ad/25466400
 Focus,2017," £16,271",Manual,"27,403",26,£20,67.3,Diesel,2,/ad/25417171
 Focus,2017," £16,997",Manual,"17,343",n/a,£200,41.5,Petrol,2,/ad/25224729
 Focus,2018," £12,800",Manual,"23,842",n/a,£145,74.3,Diesel,1.5,/ad/25163697
 Focus,2014," £7,480",Manual,"23,478",14,£30,56.5,Petrol,1,/ad/25224774
 Focus,2014," £7,695",Manual,"51,986",13,£20,67.3,Diesel,1.6,/ad/25435724
 Focus,2015," £9,000",Manual,"29,711",13,£20,67.3,Diesel,1.6,/ad/25246108
 Focus,2016," £9,250",Manual,"41,020",n/a,£0,74.3,Diesel,1.5,/ad/25240402
 Focus,2015," £9,400",Manual,"10,414",14,£20,60.1,Petrol,1,/ad/25432411
 Focus,2018," £14,000",Manual,"14,025",n/a,£145,74.3,Diesel,1.5,/ad/25400416
 Focus,2019," £14,000",Manual,"9,236",n/a,£145,60.1,Petrol,1,/ad/25404227
 Focus,2018," £19,000",Manual,"11,923",n/a,£145,41.5,Petrol,2,/ad/25418296
 Focus,2016," £11,795",Manual,"22,220",n/a,£0,74.3,Diesel,1.5,/ad/25426486
 Focus,2018," £14,295",Manual,"6,501",n/a,£145,74.3,Diesel,1.5,/ad/25437465
 Focus,2019," £14,800",Manual,"23,477",n/a,£145,60.1,Petrol,1,/ad/25223446
 Focus,2019," £15,390",Manual,"5,301",n/a,£145,60.1,Petrol,1,/ad/25223447
 Focus,2017," £18,250",Manual,"11,323",n/a,£200,41.5,Petrol,2,/ad/25232809
 Focus,2018," £11,790",Semi-Auto,"26,694",12,£145,51.4,Petrol,1,/ad/25305587
 Focus,2018," £18,647",Manual,"19,017",n/a,£145,41.5,Petrol,2,/ad/25223545
 Focus,2018," £13,270",Manual,"33,362",n/a,£145,80.7,Diesel,1.5,/ad/25223552
 Focus,2019," £15,295",Automatic,"8,421",n/a,£145,50.4,Petrol,1,/ad/25323421
 Focus,2017," £11,080",Semi-Auto,"14,681",12,£125,51.4,Petrol,1,/ad/25218147
 Focus,2015," £7,990",Manual,"39,621",n/a,£0,74.3,Diesel,1.5,/ad/25355567
 Focus,2013," £6,920",Manual,"34,996",14,£30,56.5,Petrol,1,/ad/25226208
 Focus,2019," £18,990",Manual,"8,400",n/a,£145,60.1,Petrol,1,/ad/25223474
 Focus,2017," £14,960",Manual,"23,554",n/a,£145,41.5,Petrol,2,/ad/25223517
 Focus,2019," £17,970",Manual,"10,985",n/a,£145,74.3,Diesel,1.5,/ad/25223530
 Focus,2019," £17,160",Automatic,"6,214",n/a,£145,51.4,Petrol,1,/ad/25223537
 Focus,2019," £17,750",Manual,"4,827",n/a,£145,60.1,Petrol,1,/ad/25223538
 Focus,2020," £20,391",Automatic,"2,738",n/a,£145,74.3,Diesel,1.5,/ad/25223542
 Focus,2017," £11,990",Manual,"29,478",n/a,£145,74.3,Diesel,1.5,/ad/25305599
 Focus,2017," £10,150",Manual,"18,291",n/a,£145,61.4,Petrol,1,/ad/25305615
 Focus,2018," £15,375",Automatic,"6,660",n/a,£145,50.4,Petrol,1,/ad/25305650
 Focus,2018," £19,000",Semi-Auto,"14,976",n/a,£145,61.4,Diesel,2,/ad/25305665
 Focus,2016," £8,450",Semi-Auto,"46,000",n/a,£125,51.4,Petrol,1,/ad/25455993
 Focus,2014," £6,950",Manual,"36,996",14,£30,56.5,Petrol,1,/ad/25455997
 Focus,2013," £5,450",Manual,"79,285",16,£20,67.3,Diesel,1.6,/ad/25480856
 Focus,2017," £11,499",Manual,"23,187",n/a,£145,60.1,Petrol,1,/ad/25432250
 Focus,2017," £15,490",Manual,"38,047",26,n/a,67.3,Diesel,2,/ad/25345127
 Focus,2015," £8,500",Manual,"24,004",n/a,£0,74.3,Diesel,1.5,/ad/25225733
 Focus,2017," £12,250",Manual,"14,728",n/a,£145,51.4,Petrol,1.5,/ad/25225715
 Focus,2013," £6,291",Manual,"46,830",15,£20,67.3,Diesel,1.6,/ad/25225716
 Focus,2016," £9,499",Manual,"29,299",n/a,£0,74.3,Diesel,1.5,/ad/25352073
 Focus,2018," £12,999",Manual,"25,126",n/a,£145,57.7,Petrol,1,/ad/25403067
 Focus,2018," £18,999",Manual,"20,298",26,£150,67.3,Diesel,2,/ad/25452289
 Focus,2013," £10,999",Manual,"37,483",35,£235,39.2,Petrol,2,/ad/25428417
 Focus,2017," £10,993",Manual,"17,797",n/a,£20,61.4,Petrol,1,/ad/25398988
 Focus,2019," £16,995",Manual,"10,584",n/a,£145,80.7,Diesel,1.5,/ad/25234925
 Focus,2016," £13,995",Manual,"32,000",26,£20,67.3,Diesel,2,/ad/25448466
 Focus,2018," £29,390",Manual,"7,005",n/a,£150,36.7,Petrol,2.3,/ad/25463242
 Focus,2018," £17,400",Manual,"11,616",n/a,£145,41.5,Petrol,2,/ad/25223394
 Focus,2019," £19,110",Automatic,"3,277",n/a,£145,51.4,Diesel,2,/ad/25223415
 Focus,2013," £5,820",Manual,"95,723",15,£20,67.3,Diesel,1.6,/ad/25223435
 Focus,2017," £10,999",Semi-Auto,"33,362",12,£145,51.4,Petrol,1,/ad/25382875
 Focus,2017," £18,500",Manual,"16,292",n/a,£145,41.5,Petrol,2,/ad/25326533
 Focus,2019," £19,325",Automatic,"5,671",n/a,£145,64.2,Diesel,2,/ad/25233511
 Focus,2019," £17,500",Manual,"13,402",n/a,£145,48.7,Petrol,1,/ad/25233526
 Focus,2018," £12,750",Manual,"8,558",n/a,£145,60.1,Petrol,1,/ad/25369541
 Focus,2018," £11,680",Manual,"22,854",n/a,£145,60.1,Petrol,1,/ad/25217837
 Focus,2019," £14,548",Manual,"19,768",n/a,£145,80.7,Diesel,1.5,/ad/25402840
 Focus,2014," £5,752",Manual,"72,475",15,£30,56.5,Petrol,1,/ad/25446860
 Focus,2016," £10,390",Manual,"31,589",n/a,£0,74.3,Diesel,1.5,/ad/25463144
 Focus,2015," £7,990",Manual,"45,323",15,£20,67.3,Diesel,1.6,/ad/25463147
 Focus,2019," £24,250",Manual,"5,060",n/a,£145,34.5,Petrol,2.3,/ad/25413816
 Focus,2017," £10,840",Manual,"27,051",n/a,£20,60.1,Petrol,1,/ad/25229133
 Focus,2017," £11,799",Manual,"21,069",n/a,£0,74.3,Diesel,1.5,/ad/25188782
 Focus,2017," £10,993",Manual,"17,797",n/a,£20,61.4,Petrol,1,/ad/25188785
 Focus,2018," £14,999",Manual,"13,861",n/a,£145,74.3,Diesel,1.5,/ad/25188795
 Focus,2019," £17,370",Manual,"1,038",n/a,£145,50.4,Petrol,1.5,/ad/25221232
 Focus,2019," £15,590",Manual,"3,412",n/a,£145,60.1,Petrol,1,/ad/25221242
 Focus,2019," £15,340",Manual,"6,175",n/a,£145,60.1,Petrol,1,/ad/25221243
 Focus,2017," £9,780",Manual,"33,432",n/a,£0,74.3,Diesel,1.5,/ad/25221249
 Focus,2015," £8,467",Manual,"61,949",n/a,£0,74.3,Diesel,1.5,/ad/25221264
 Focus,2016," £10,498",Manual,"26,076",n/a,£0,74.3,Diesel,1.5,/ad/25172247
 Focus,2017," £12,498",Manual,"25,941",n/a,£145,74.3,Diesel,1.5,/ad/25409985
 Focus,2017," £10,998",Manual,"21,378",14,£20,60.1,Petrol,1,/ad/25450871
 Focus,2017," £11,998",Manual,"29,826",n/a,£0,74.3,Diesel,1.5,/ad/25172376
 Focus,2017," £11,298",Manual,"22,480",n/a,£0,74.3,Diesel,1.5,/ad/25172411
 Focus,2019," £15,500",Manual,"7,932",n/a,£145,58.9,Petrol,1,/ad/25375003
 Focus,2017," £10,900",Manual,"35,261",n/a,£145,74.3,Diesel,1.5,/ad/25377547
 Focus,2019," £17,500",Manual,"2,112",n/a,£145,60.1,Petrol,1,/ad/25377548
 Focus,2017," £12,200",Manual,"24,450",n/a,£145,74.3,Diesel,1.5,/ad/25369547
 Focus,2018," £12,500",Manual,"5,014",11,£145,61.4,Petrol,1,/ad/25368189
 Focus,2018," £12,495",Manual,"13,273",n/a,£145,57.7,Petrol,1,/ad/25314208
 Focus,2017," £11,395",Manual,"25,887",n/a,£150,74.3,Diesel,1.5,/ad/25478226
 Focus,2017," £9,995",Manual,"30,387",n/a,£150,60.1,Petrol,1,/ad/25485329
 Focus,2017," £10,990",Manual,"11,000",n/a,£145,61.4,Petrol,1,/ad/25257652
 Focus,2018," £18,000",Automatic,"12,154",n/a,£150,47.9,Petrol,1.5,/ad/25459964
 Focus,2017," £11,998",Semi-Auto,"7,084",n/a,£125,51.4,Petrol,1,/ad/25470814
 Focus,2017," £10,998",Manual,"16,276",n/a,£0,74.3,Diesel,1.5,/ad/25172112
 Focus,2017," £11,998",Manual,"18,123",n/a,£0,74.3,Diesel,1.5,/ad/25440404
 Focus,2016," £9,298",Manual,"14,736",11,£20,61.4,Petrol,1,/ad/25450869
 Focus,2014," £8,498",Semi-Auto,"29,014",14,£165,44.8,Petrol,1.6,/ad/25479395
 Focus,2017," £10,298",Manual,"23,562",n/a,£145,61.4,Petrol,1,/ad/25172187
 Focus,2018," £13,298",Manual,"11,132",n/a,£145,57.7,Petrol,1,/ad/25172243
 Focus,2015," £10,499",Manual,"30,286",n/a,£125,51.4,Petrol,1.5,/ad/25209619
 Focus,2018," £12,450",Manual,"24,533",n/a,£145,57.7,Petrol,1,/ad/25409128
 Focus,2018," £13,000",Manual,"39,448",n/a,£150,74.3,Diesel,1.5,/ad/25477665
 Focus,2017," £11,000",Manual,"19,239",n/a,£0,74.3,Diesel,1.5,/ad/25477667
 Focus,2018," £15,490",Manual,"6,900",n/a,£150,80.7,Diesel,1.5,/ad/25482165
 Focus,2019," £18,000",Manual,"5,000",n/a,£145,49.6,Petrol,1,/ad/25257590
 Focus,2017," £11,000",Manual,"29,000",n/a,£145,74.3,Diesel,1.5,/ad/25257605
 Focus,2015," £7,800",Manual,"40,523",11,£20,61.4,Petrol,1,/ad/25484977
 Focus,2014," £7,500",Manual,"58,289",15,£30,55.4,Petrol,1,/ad/25477068
 Focus,2019," £16,800",Manual,"7,241",n/a,£145,58.9,Petrol,1,/ad/25232796
 Focus,2018," £14,870",Manual,"14,030",n/a,£145,58.9,Petrol,1,/ad/25201793
 Focus,2019," £16,107",Automatic,"2,450",n/a,£145,51.4,Petrol,1,/ad/25201843
 Focus,2014," £7,299",Manual,"39,000",14,£30,56.5,Petrol,1,/ad/25432640
 Focus,2015," £8,899",Manual,"43,055",15,£20,67.3,Diesel,1.6,/ad/25464008
 Focus,2013," £6,799",Manual,"22,608",11,£20,58.9,Petrol,1,/ad/25472530
 Focus,2013," £5,399",Manual,"53,183",11,£20,58.9,Petrol,1,/ad/25453080
 Focus,2017," £11,999",Manual,"16,878",n/a,£150,60.1,Petrol,1,/ad/25480651
 Focus,2018," £14,298",Manual,"3,037",n/a,£145,57.7,Petrol,1,/ad/25186413
 Focus,2017," £14,998",Automatic,"8,543",n/a,£145,46.3,Petrol,1.5,/ad/25186493
 Focus,2017," £16,995",Manual,"27,000",n/a,£145,41.5,Petrol,2,/ad/25285551
 Focus,2017," £15,500",Manual,"29,546",24,£20,67.3,Diesel,2,/ad/25234338
 Focus,2017," £12,000",Manual,"14,255",14,£145,60.1,Petrol,1,/ad/25234340
 Focus,2018," £18,000",Automatic,"3,969",n/a,£145,47.9,Petrol,1.5,/ad/25234397
 Focus,2019," £20,000",Automatic,"3,975",n/a,£145,67.3,Diesel,1.5,/ad/25234401
 Focus,2017," £9,250",Manual,"21,910",n/a,£20,61.4,Petrol,1,/ad/25201872
 Focus,2018," £12,560",Manual,"27,647",n/a,£150,80.7,Diesel,1.5,/ad/25479657
 Focus,2014," £5,777",Manual,"77,000",16,£20,67.3,Diesel,1.6,/ad/25445897
 Focus,2017," £12,499",Automatic,"31,653",n/a,£145,74.3,Diesel,1.5,/ad/25209492
 Focus,2019," £16,499",Manual,"10,000",n/a,£145,58.9,Petrol,1,/ad/25209539
 Focus,2018," £15,599",Manual,"11,736",n/a,£145,60.1,Petrol,1,/ad/25209577
 Focus,2016," £10,900",Manual,"14,879",n/a,£20,60.1,Petrol,1,/ad/25236676
 Focus,2017," £10,900",Manual,"18,324",11,£20,61.4,Petrol,1,/ad/25236679
 Focus,2019," £18,599",Automatic,"5,900",n/a,£145,74.3,Diesel,1.5,/ad/25364509
 Focus,2018," £12,000",Manual,"10,250",14,£150,60.1,Petrol,1,/ad/25467846
 Focus,2019," £20,000",Automatic,"5,458",n/a,£145,64.2,Diesel,2,/ad/25413346
 Focus,2018," £13,490",Manual,"13,760",n/a,£145,58.9,Petrol,1,/ad/25201737
 Focus,2018," £13,490",Manual,"11,060",n/a,£145,58.9,Petrol,1,/ad/25201738
 Focus,2018," £13,990",Manual,"7,570",n/a,£145,58.9,Petrol,1,/ad/25201739
 Focus,2018," £13,930",Manual,"27,740",n/a,£145,58.9,Petrol,1,/ad/25201792
 Focus,2019," £16,900",Manual,"1,187",n/a,£145,58.9,Petrol,1,/ad/25360994
 Focus,2016," £11,495",Manual,"32,546",n/a,£20,70.6,Diesel,2,/ad/25234944
 Focus,2017," £17,495",Manual,"15,437",n/a,£200,41.5,Petrol,2,/ad/25234974
 Focus,2017," £19,995",Manual,"11,206",n/a,£145,41.5,Petrol,2,/ad/25234977
 Focus,2018," £15,999",Manual,"33,210",n/a,£145,74.3,Diesel,1.5,/ad/25209582
 Focus,2015," £9,999",Manual,"29,391",n/a,£0,74.3,Diesel,1.5,/ad/25209588
 Focus,2019," £17,900",Manual,"3,098",n/a,£145,60.1,Petrol,1,/ad/25236750
 Focus,2018," £14,700",Manual,"8,229",n/a,£145,58.9,Petrol,1,/ad/25236766
 Focus,2017," £11,202",Manual,"26,500",14,£150,60.1,Petrol,1,/ad/25452568
 Focus,2015," £7,995",Manual,"38,052",14,£20,60.1,Petrol,1,/ad/25347973
 Focus,2018," £13,995",Manual,"12,521",n/a,£145,57.7,Petrol,1,/ad/25234939
 Focus,2018," £11,995",Manual,"46,679",n/a,£145,74.3,Diesel,1.5,/ad/25234940
 Focus,2015," £10,495",Manual,"37,231",22,£20,70.6,Diesel,2,/ad/25234941
 Focus,2018," £15,999",Manual,"8,000",n/a,£145,74.3,Diesel,1.5,/ad/25209794
 Focus,2018," £15,599",Manual,"18,000",n/a,£145,74.3,Diesel,1.5,/ad/25209795
 Focus,2018," £15,999",Manual,"6,000",n/a,£145,74.3,Diesel,1.5,/ad/25209796
 Focus,2017," £17,200",Manual,"23,367",26,£145,67.3,Diesel,2,/ad/25364497
 Focus,2018," £12,600",Manual,"13,420",14,£145,60.1,Petrol,1,/ad/25365528
 Focus,2018," £11,900",Manual,"17,881",14,£145,60.1,Petrol,1,/ad/25365529
 Focus,2017," £13,900",Manual,"8,120",n/a,£145,51.4,Petrol,1.5,/ad/25365542
 Focus,2017," £11,300",Manual,"10,304",14,£20,60.1,Petrol,1,/ad/25351588
 Focus,2018," £17,900",Manual,"5,218",n/a,£145,58.9,Petrol,1,/ad/25351589
 Focus,2019," £15,700",Manual,"5,387",n/a,£145,60.1,Petrol,1,/ad/25233846
 Focus,2017," £11,600",Semi-Auto,"15,716",12,£145,51.4,Petrol,1,/ad/25233799
 Focus,2018," £13,495",Manual,"14,125",n/a,£145,57.7,Petrol,1,/ad/25234987
 Focus,2018," £13,995",Manual,"12,042",n/a,£145,57.7,Petrol,1,/ad/25234997
 Focus,2014," £7,000",Manual,"34,496",11,£150,47.9,Petrol,1.6,/ad/25485004
 Focus,2018," £20,000",Manual,"15,448",n/a,£145,41.5,Petrol,2,/ad/25342065
 Focus,2017," £13,000",Manual,"16,838",n/a,£145,74.3,Diesel,1.5,/ad/25343981
 Focus,2018," £13,000",Manual,"10,355",n/a,£145,57.7,Petrol,1,/ad/25343991
 Focus,2020," £23,500",Manual,50,n/a,£145,58.9,Petrol,1,/ad/25343993
 Focus,2016," £7,890",Manual,"36,329",n/a,£0,74.3,Diesel,1.5,/ad/25477261
 Focus,2018," £11,250",Manual,"8,564",n/a,£150,60.1,Petrol,1,/ad/25477270
 Focus,2017," £11,001",Manual,"26,240",14,£145,60.1,Petrol,1,/ad/25422223
 Focus,2016," £9,499",Manual,"32,113",n/a,£0,74.3,Diesel,1.5,/ad/25209804
 Focus,2016," £7,499",Manual,"90,007",n/a,£0,74.3,Diesel,1.5,/ad/25209805
 Focus,2018," £13,999",Manual,"18,582",n/a,£145,58.9,Petrol,1,/ad/25209808
 Focus,2015," £9,999",Manual,"29,389",n/a,£0,74.3,Diesel,1.5,/ad/25209810
