Year,Laureate_Id,Firstname,Lastname,Category,Gender,Prize_Share,Motivation,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1974,404,Christian,de Duve,medicine,male,3,"""for their discoveries concerning the structural and functional organization of the cell""",02-10-1917,United Kingdom,Thames Ditton,GB,04-05-2013,Belgium,Nethen,BE,Rockefeller University,New York NY,USA
1974,101,Antony,Hewish,physics,male,2,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",11-05-1924,United Kingdom,Fowey,GB,13-09-2021,,,,University of Cambridge,Cambridge,United Kingdom
1974,100,Martin,Ryle,physics,male,2,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",27-09-1918,United Kingdom,Brighton,GB,14-10-1984,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1974,405,George E.,Palade,medicine,male,3,"""for their discoveries concerning the structural and functional organization of the cell""",19-11-1912,Romania,Iasi,RO,07-10-2008,USA,Del Mar CA,US,Yale University School of Medicine,New Haven CT,USA
1974,533,Eisaku,Sato,peace,male,2,"""for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty""",27-03-1901,Japan,Tabuse,JP,03-06-1975,Japan,Tokyo,JP,,,
1974,532,Seán,MacBride,peace,male,2,"""for his efforts to secure and develop human rights throughout the world""",26-01-1904,France,Paris,FR,15-01-1988,Ireland,Dublin,IE,,,
1974,685,Friedrich,von Hayek,economics,male,2,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena""",1899-05-08,Austria,Vienna,AT,23-03-1992,Germany,Freiburg,DE,,,
1974,403,Albert,Claude,medicine,male,3,"""for their discoveries concerning the structural and functional organization of the cell""",1898-08-24,Belgium,Longlier,BE,22-05-1983,Belgium,Brussels,BE,Université Catholique de Louvain,Louvain,Belgium
1975,247,John,Cornforth,chemistry,male,2,"""for his work on the stereochemistry of enzyme-catalyzed reactions""",07-09-1917,Australia,Sydney,AU,08-12-2013,,,,University of Sussex,Brighton,United Kingdom
1975,248,Vladimir,Prelog,chemistry,male,2,"""for his research into the stereochemistry of organic molecules and reactions""",23-07-1906,Austria-Hungary (now Bosnia and Herzegovina),Sarajevo,BA,07-01-1998,Switzerland,Zurich,CH,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
1975,408,Howard M.,Temin,medicine,male,3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",10-12-1934,USA,Philadelphia PA,US,09-02-1994,USA,Madison WI,US,University of Wisconsin,Madison WI,USA
1975,102,Aage N.,Bohr,physics,male,3,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",19-06-1922,Denmark,Copenhagen,DK,08-09-2009,Denmark,Copenhagen,DK,Niels Bohr Institute,Copenhagen,Denmark
1975,103,Ben R.,Mottelson,physics,male,3,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",09-07-1926,USA,Chicago IL,US,13-05-2022,,,,Nordita,Copenhagen,Denmark
1975,104,James,Rainwater,physics,male,3,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",09-12-1917,USA,Council ID,US,31-03-1986,USA,Yonkers NY,US,Columbia University,New York NY,USA
1975,687,Tjalling C.,Koopmans,economics,male,2,"""for their contributions to the theory of optimum allocation of resources""",28-08-1910,the Netherlands,'s Graveland,NL,26-02-1985,USA,New Haven CT,US,Yale University,New Haven CT,USA
1975,686,Leonid Vitaliyevich,Kantorovich,economics,male,2,"""for their contributions to the theory of optimum allocation of resources""",19-01-1912,Russian Empire (now Russia),St. Petersburg,RU,07-04-1986,USSR (now Russia),Moscow,RU,Academy of Sciences,Moscow,USSR (now Russia)
1975,651,Eugenio,Montale,literature,male,1,"""for his distinctive poetry which with great artistic sensitivity has interpreted human values under the sign of an outlook on life with no illusions""",1896-10-12,Italy,Genoa,IT,12-09-1981,Italy,Milan,IT,,,
1975,406,David,Baltimore,medicine,male,3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",07-03-1938,USA,New York NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1975,407,Renato,Dulbecco,medicine,male,3,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",22-02-1914,Italy,Catanzaro,IT,19-02-2012,USA,La Jolla CA,US,Imperial Cancer Research Fund Laboratory,London,United Kingdom
1975,534,Andrei,Sakharov,peace,male,1,"""for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations""",21-05-1921,Russia,Moscow,RU,14-12-1989,USSR (now Russia),Moscow,RU,,,
1976,688,Milton,Friedman,economics,male,1,"""for his achievements in the fields of consumption analysis monetary history and theory and for his demonstration of the complexity of stabilization policy""",31-07-1912,USA,Brooklyn NY,US,16-11-2006,USA,San Francisco CA,US,University of Chicago,Chicago IL,USA
1976,249,William,Lipscomb,chemistry,male,1,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",09-12-1919,USA,Cleveland OH,US,14-04-2011,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA
1976,536,Mairead,Corrigan,peace,female,2,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",27-01-1944,Northern Ireland,Belfast,GB,0000-00-00,,,,,,
1976,105,Burton,Richter,physics,male,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",22-03-1931,USA,Brooklyn NY,US,18-07-2018,USA,Stanford CA,US,Stanford Linear Accelerator Center,Stanford CA,USA
1976,106,Samuel C.C.,Ting,physics,male,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",27-01-1936,USA,Ann Arbor MI,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1976,409,Baruch S.,Blumberg,medicine,male,2,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",28-07-1925,USA,New York NY,US,05-04-2011,USA,Moffett Field CA,US,The Institute for Cancer Research,Philadelphia PA,USA
1976,410,D. Carleton,Gajdusek,medicine,male,2,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",09-09-1923,USA,Yonkers NY,US,12-12-2008,Norway,Tromsø,NO,National Institutes of Health,Bethesda MD,USA
1976,535,Betty,Williams,peace,female,2,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",22-05-1943,Northern Ireland,Belfast,GB,17-03-2020,Northern Ireland,Belfast,GB,,,
1976,652,Saul,Bellow,literature,male,1,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",10-06-1915,Canada,Montreal,CA,05-04-2005,USA,Brookline MA,US,,,
1977,107,Philip W.,Anderson,physics,male,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",13-12-1923,USA,Indianapolis IN,US,29-03-2020,USA,Princeton NJ,US,Bell Telephone Laboratories,Murray Hill NJ,USA
1977,690,James E.,Meade,economics,male,2,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",23-06-1907,United Kingdom,Swanage,GB,22-12-1995,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1977,689,Bertil,Ohlin,economics,male,2,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",1899-04-23,Sweden,Klippan,SE,03-08-1979,Sweden,Vålådalen,SE,Stockholm School of Economics,Stockholm,Sweden
1977,108,Sir Nevill F.,Mott,physics,male,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",30-09-1905,United Kingdom,Leeds,GB,08-08-1996,United Kingdom,Milton Keynes,GB,University of Cambridge,Cambridge,United Kingdom
1977,109,John H.,Van Vleck,physics,male,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",1899-03-13,USA,Middletown CT,US,27-10-1980,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA
1977,412,Andrew V.,Schally,medicine,male,4,"""for their discoveries concerning the peptide hormone production of the brain""",30-11-1926,Poland (now Lithuania),Wilno (now Vilnius),LT,0000-00-00,,,,Veterans Administration Hospital,New Orleans LA,USA
1977,413,Rosalyn,Yalow,medicine,female,2,"""for the development of radioimmunoassays of peptide hormones""",19-07-1921,USA,New York NY,US,30-05-2011,USA,New York NY,US,Veterans Administration Hospital,Bronx NY,USA
1977,250,Ilya,Prigogine,chemistry,male,1,"""for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures""",25-01-1917,Russia,Moscow,RU,28-05-2003,Belgium,Brussels,BE,Université Libre de Bruxelles,Brussels,Belgium
1977,411,Roger,Guillemin,medicine,male,4,"""for their discoveries concerning the peptide hormone production of the brain""",11-01-1924,France,Dijon,FR,0000-00-00,,,,The Salk Institute,San Diego CA,USA
1977,537,Amnesty International,,peace,org,1,"""for worldwide respect for human rights""",1961-00-00,,,,0000-00-00,,,,,,
1977,653,Vicente,Aleixandre,literature,male,1,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",1898-04-26,Spain,Sevilla,ES,14-12-1984,Spain,Madrid,ES,,,
1978,538,Anwar,al-Sadat,peace,male,2,"""for jointly having negotiated peace between Egypt and Israel in 1978""",25-12-1918,Egypt,Mit Abu al-Kawm,EG,06-10-1981,Egypt,Cairo,EG,,,
1978,539,Menachem,Begin,peace,male,2,"""for jointly having negotiated peace between Egypt and Israel in 1978""",16-08-1913,Russian Empire (now Belarus),Brest Litovsk,BY,09-03-1992,Israel,Tel Aviv,IL,,,
1978,111,Arno,Penzias,physics,male,4,"""for their discovery of cosmic microwave background radiation""",26-04-1933,Germany,Munich,DE,0000-00-00,,,,Bell Laboratories,Holmdel NJ,USA
1978,416,Hamilton O.,Smith,medicine,male,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",23-08-1931,USA,New York NY,US,0000-00-00,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA
1978,415,Daniel,Nathans,medicine,male,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",30-10-1928,USA,Wilmington DE,US,16-11-1999,USA,Baltimore MD,US,Johns Hopkins University School of Medicine,Baltimore MD,USA
1978,414,Werner,Arber,medicine,male,3,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",03-06-1929,Switzerland,Gränichen,CH,0000-00-00,,,,Biozentrum der Universität,Basel,Switzerland
1978,112,Robert Woodrow,Wilson,physics,male,4,"""for their discovery of cosmic microwave background radiation""",10-01-1936,USA,Houston TX,US,0000-00-00,,,,Bell Laboratories,Holmdel NJ,USA
1978,654,Isaac Bashevis,Singer,literature,male,1,"""for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life""",14-07-1904,Russian Empire (now Poland),Leoncin,PL,24-07-1991,USA,Surfside FL,US,,,
1978,691,Herbert,Simon,economics,male,1,"""for his pioneering research into the decision-making process within economic organizations""",15-06-1916,USA,Milwaukee WI,US,09-02-2001,USA,Pittsburgh PA,US,Carnegie Mellon University,Pittsburgh PA,USA
1978,110,Pyotr,Kapitsa,physics,male,2,"""for his basic inventions and discoveries in the area of low-temperature physics""",1894-07-09,Russian Empire (now Russia),Kronshtadt,RU,08-04-1984,USSR (now Russia),Moscow,RU,Academy of Sciences,Moscow,USSR (now Russia)
1978,251,Peter,Mitchell,chemistry,male,1,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",29-09-1920,United Kingdom,Mitcham,GB,10-04-1992,United Kingdom,Bodmin,GB,Glynn Research Laboratories,Bodmin,United Kingdom
1979,253,Georg,Wittig,chemistry,male,2,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",1897-06-16,Germany,Berlin,DE,26-08-1987,West Germany (now Germany),Heidelberg,DE,University of Heidelberg,Heidelberg,Germany
1979,692,Theodore W.,Schultz,economics,male,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",30-04-1902,USA,Arlington SD,US,26-02-1998,USA,Evanston IL,US,University of Chicago,Chicago IL,USA
1979,693,Sir Arthur,Lewis,economics,male,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",23-01-1915,British West Indies (now Saint Lucia),Castries,LC,15-06-1991,Barbados,Bridgetown,BB,Princeton University,Princeton NJ,USA
1979,540,Anjezë Gonxhe,Bojaxhiu,peace,female,1,"""for her work for bringing help to suffering humanity""",26-08-1910,Ottoman Empire (now North Macedonia),Uskup (now Skopje),MK,05-09-1997,India,Calcutta,IN,,,
1979,252,Herbert C.,Brown,chemistry,male,2,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",22-05-1912,United Kingdom,London,GB,19-12-2004,USA,Lafayette IN,US,Purdue University,West Lafayette IN,USA
1979,113,Sheldon,Glashow,physics,male,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",05-12-1932,USA,New York NY,US,0000-00-00,,,,Harvard University Lyman Laboratory,Cambridge MA,USA
1979,115,Steven,Weinberg,physics,male,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",03-05-1933,USA,New York NY,US,23-07-2021,USA,Austin TX,US,Harvard University,Cambridge MA,USA
1979,418,Godfrey N.,Hounsfield,medicine,male,2,"""for the development of computer assisted tomography""",28-08-1919,United Kingdom,Newark,GB,12-08-2004,United Kingdom,Kingston upon Thames,GB,Central Research Laboratories EMI,London,United Kingdom
1979,417,Allan M.,Cormack,medicine,male,2,"""for the development of computer assisted tomography""",23-02-1924,South Africa,Johannesburg,ZA,07-05-1998,USA,Winchester MA,US,Tufts University,Medford MA,USA
1979,655,Odysseus,Elytis,literature,male,1,"""for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",02-11-1911,Crete (now Greece),Iráklion,GR,18-03-1996,Greece,Athens,GR,,,
1979,114,Abdus,Salam,physics,male,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",29-01-1926,India (now Pakistan),Jhang Maghiāna,PK,21-11-1996,United Kingdom,Oxford,GB,International Centre for Theoretical Physics,Trieste,Italy
1980,222,Frederick,Sanger,chemistry,male,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",13-08-1918,United Kingdom,Rendcombe,GB,19-11-2013,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1980,420,Jean,Dausset,medicine,male,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",19-10-1916,France,Toulouse,FR,06-06-2009,Spain,Palma Majorca,ES,Université de Paris Laboratoire Immuno-Hématologie,Paris,France
1980,419,Baruj,Benacerraf,medicine,male,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",29-10-1920,Venezuela,Caracas,VE,02-08-2011,USA,Boston MA,US,Harvard Medical School,Boston MA,USA
1980,694,Lawrence R.,Klein,economics,male,1,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",14-09-1920,USA,Omaha NE,US,20-10-2013,USA,Gladwyne PA,US,University of Pennsylvania,Philadelphia PA,USA
1980,254,Paul,Berg,chemistry,male,2,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",30-06-1926,USA,New York NY,US,15-02-2023,USA,Stanford CA,US,Stanford University,Stanford CA,USA
1980,541,Adolfo,Pérez Esquivel,peace,male,1,"""for being a source of inspiration to repressed people especially in Latin America""",26-11-1931,Argentina,Buenos Aires,AR,0000-00-00,,,,,,
1980,255,Walter,Gilbert,chemistry,male,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",21-03-1932,USA,Boston MA,US,0000-00-00,,,,Harvard University Biological Laboratories,Cambridge MA,USA
1980,117,Val,Fitch,physics,male,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",10-03-1923,USA,Merriman NE,US,05-02-2015,USA,Princeton NJ,US,Princeton University,Princeton NJ,USA
1980,116,James,Cronin,physics,male,2,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",29-09-1931,USA,Chicago IL,US,25-08-2016,USA,St. Paul MN,US,University of Chicago,Chicago IL,USA
1980,657,Czeslaw,Milosz,literature,male,1,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",30-06-1911,Russian Empire (now Lithuania),Śeteniai,LT,14-08-2004,Poland,Kraków,PL,,,
1980,421,George D.,Snell,medicine,male,3,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",19-12-1903,USA,Bradford MA,US,06-06-1996,USA,Bar Harbor ME,US,Jackson Laboratory,Bar Harbor ME,USA
1981,695,James,Tobin,economics,male,1,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",05-03-1918,USA,Champaign IL,US,11-03-2002,USA,New Haven CT,US,Yale University,New Haven CT,USA
1981,658,Elias,Canetti,literature,male,1,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",25-07-1905,Bulgaria,Ruse,BG,14-08-1994,Switzerland,Zurich,CH,,,
1981,423,David H.,Hubel,medicine,male,4,"""for their discoveries concerning information processing in the visual system""",27-02-1926,Canada,Windsor ON,CA,22-09-2013,USA,Lincoln MA,US,Harvard Medical School,Boston MA,USA
1981,118,Nicolaas,Bloembergen,physics,male,4,"""for their contribution to the development of laser spectroscopy""",11-03-1920,the Netherlands,Dordrecht,NL,05-09-2017,USA,Tucson AZ,US,Harvard University,Cambridge MA,USA
1981,515,Office of the United Nations High Commissioner for Refugees,,peace,org,1,"""for promoting the fundamental rights of refugees""",14-12-1950,,,,0000-00-00,,,,,,
1981,422,Roger W.,Sperry,medicine,male,2,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",20-08-1913,USA,Hartford CT,US,17-04-1994,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1981,257,Kenichi,Fukui,chemistry,male,2,"""for their theories developed independently concerning the course of chemical reactions""",04-10-1918,Japan,Nara,JP,09-01-1998,Japan,Kyoto,JP,Kyoto University,Kyoto,Japan
1981,258,Roald,Hoffmann,chemistry,male,2,"""for their theories developed independently concerning the course of chemical reactions""",18-07-1937,Poland (now Ukraine),Zloczov,UA,0000-00-00,,,,Cornell University,Ithaca NY,USA
1981,424,Torsten N.,Wiesel,medicine,male,4,"""for their discoveries concerning information processing in the visual system""",03-06-1924,Sweden,Uppsala,SE,0000-00-00,,,,Harvard Medical School,Boston MA,USA
1981,119,Arthur L.,Schawlow,physics,male,4,"""for their contribution to the development of laser spectroscopy""",05-05-1921,USA,Mount Vernon NY,US,28-04-1999,USA,Palo Alto CA,US,Stanford University,Stanford CA,USA
1981,120,Kai M.,Siegbahn,physics,male,2,"""for his contribution to the development of high-resolution electron spectroscopy""",20-04-1918,Sweden,Lund,SE,20-07-2007,Sweden,Ängelholm,SE,Uppsala University,Uppsala,Sweden
1982,696,George J.,Stigler,economics,male,1,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",17-01-1911,USA,Renton WA,US,01-12-1991,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
1982,543,Alva,Myrdal,peace,female,2,"""for their work for disarmament and nuclear and weapon-free zones""",31-01-1902,Sweden,Uppsala,SE,01-02-1986,Sweden,Stockholm,SE,,,
1982,659,Gabriel,García Márquez,literature,male,1,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",06-03-1927,Colombia,Aracataca,CO,17-04-2014,Mexico,Mexico City,MX,,,
1982,427,John R.,Vane,medicine,male,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",29-03-1927,United Kingdom,Tardebigg,GB,19-11-2004,United Kingdom,Farnborough,GB,The Wellcome Research Laboratories,Beckenham,United Kingdom
1982,259,Aaron,Klug,chemistry,male,1,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",11-08-1926,Lithuania,Zelvas,LT,20-11-2018,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1982,425,Sune K.,Bergström,medicine,male,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",10-01-1916,Sweden,Stockholm,SE,15-08-2004,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden
1982,121,Kenneth G.,Wilson,physics,male,1,"""for his theory for critical phenomena in connection with phase transitions""",08-06-1936,USA,Waltham MA,US,15-06-2013,USA,Saco ME,US,Cornell University,Ithaca NY,USA
1982,544,Alfonso,García Robles,peace,male,2,"""for their work for disarmament and nuclear and weapon-free zones""",20-03-1911,Mexico,Zamora,MX,02-09-1991,Mexico,Mexico City,MX,,,
1982,426,Bengt I.,Samuelsson,medicine,male,3,"""for their discoveries concerning prostaglandins and related biologically active substances""",21-05-1934,Sweden,Halmstad,SE,0000-00-00,,,,Karolinska Institutet,Stockholm,Sweden
1983,545,Lech,Walesa,peace,male,1,"""for non-violent struggle for free trade unions and human rights in Poland""",29-09-1943,Poland,Popowo,PL,0000-00-00,,,,,,
1983,260,Henry,Taube,chemistry,male,1,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",30-11-1915,Canada,Neudorf,CA,16-11-2005,USA,Stanford CA,US,Stanford University,Stanford CA,USA
1983,428,Barbara,McClintock,medicine,female,1,"""for her discovery of mobile genetic elements""",16-06-1902,USA,Hartford CT,US,02-09-1992,USA,Huntington NY,US,Cold Spring Harbor Laboratory,Cold Spring Harbor NY,USA
1983,697,Gerard,Debreu,economics,male,1,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",04-07-1921,France,Calais,FR,31-12-2004,France,Paris,FR,University of California,Berkeley CA,USA
1983,660,William,Golding,literature,male,1,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",19-09-1911,United Kingdom,St. Columb Minor,GB,19-06-1993,United Kingdom,Perranarworthal,GB,,,
1983,123,William A.,Fowler,physics,male,2,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",09-08-1911,USA,Pittsburgh PA,US,14-03-1995,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
1983,122,Subramanyan,Chandrasekhar,physics,male,2,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",19-10-1910,India (now Pakistan),Lahore,PK,21-08-1995,USA,Chicago IL,US,University of Chicago,Chicago IL,USA
1984,429,Niels K.,Jerne,medicine,male,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",23-12-1911,United Kingdom,London,GB,07-10-1994,France,Castillon-du-Gard,FR,Basel Institute for Immunology,Basel,Switzerland
1984,430,Georges J.F.,Köhler,medicine,male,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",17-04-1946,Germany,Munich,DE,01-03-1995,Germany,Freiburg im Breisgau,DE,Basel Institute for Immunology,Basel,Switzerland
1984,431,César,Milstein,medicine,male,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",08-10-1927,Argentina,Bahia Blanca,AR,24-03-2002,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1984,661,Jaroslav,Seifert,literature,male,1,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",23-09-1901,Austria-Hungary (now Czech Republic),Prague,CZ,10-01-1986,Czechoslovakia (now Czech Republic),Prague,CZ,,,
1984,546,Desmond,Tutu,peace,male,1,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",07-10-1931,South Africa,Klerksdorp,ZA,26-12-2021,South Africa,Cape Town,ZA,,,
1984,261,Bruce,Merrifield,chemistry,male,1,"""for his development of methodology for chemical synthesis on a solid matrix""",15-07-1921,USA,Fort Worth TX,US,14-05-2006,USA,Cresskill NJ,US,Rockefeller University,New York NY,USA
1984,125,Simon,van der Meer,physics,male,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",24-11-1925,the Netherlands,the Hague,NL,04-03-2011,Switzerland,Geneva,CH,CERN,Geneva,Switzerland
1984,124,Carlo,Rubbia,physics,male,2,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",31-03-1934,Italy,Gorizia,IT,0000-00-00,,,,CERN,Geneva,Switzerland
1984,698,Richard,Stone,economics,male,1,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",30-08-1913,United Kingdom,London,GB,06-12-1991,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
1985,547,International Physicians for the Prevention of Nuclear War,,peace,org,1,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",1980-00-00,,,,0000-00-00,,,,,,
1985,126,Klaus,von Klitzing,physics,male,1,"""for the discovery of the quantized Hall effect""",28-06-1943,German-occupied Poland (now Poland),Schroda,PL,0000-00-00,,,,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany
1985,433,Joseph L.,Goldstein,medicine,male,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",18-04-1940,USA,Sumter SC,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1985,432,Michael S.,Brown,medicine,male,2,"""for their discoveries concerning the regulation of cholesterol metabolism""",13-04-1941,USA,New York NY,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
1985,262,Herbert A.,Hauptman,chemistry,male,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",14-02-1917,USA,New York NY,US,23-10-2011,USA,Buffalo NY,US,The Medical Foundation of Buffalo,Buffalo NY,USA
1985,263,Jerome,Karle,chemistry,male,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",18-06-1918,USA,New York NY,US,06-06-2013,USA,Annandale VA,US,US Naval Research Laboratory,Washington D.C.,USA
1985,662,Claude,Simon,literature,male,1,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",10-10-1913,Madagascar,Tananarive (now Antananarivo),MG,06-07-2005,France,Paris,FR,,,
1985,699,Franco,Modigliani,economics,male,1,"""for his pioneering analyses of saving and of financial markets""",18-06-1918,Italy,Rome,IT,25-09-2003,USA,Cambridge MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1986,264,Dudley R.,Herschbach,chemistry,male,3,"""for their contributions concerning the dynamics of chemical elementary processes""",18-06-1932,USA,San José CA,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
1986,266,John C.,Polanyi,chemistry,male,3,"""for their contributions concerning the dynamics of chemical elementary processes""",23-01-1929,Germany,Berlin,DE,0000-00-00,,,,University of Toronto,Toronto,Canada
1986,128,Gerd,Binnig,physics,male,4,"""for their design of the scanning tunneling microscope""",20-07-1947,West Germany (now Germany),Frankfurt-on-the-Main,DE,0000-00-00,,,,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
1986,129,Heinrich,Rohrer,physics,male,4,"""for their design of the scanning tunneling microscope""",06-06-1933,Switzerland,Buchs,CH,16-05-2013,Switzerland,Wollerau,CH,IBM Zurich Research Laboratory,Rüschlikon,Switzerland
